Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/10/15/7089,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/7739,GNA/SR/2024/12/01/6968,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61
83,20:30-20:45,0,0,0,0,0,0,0,0,76.66,19.33,26.67,76.67,0,0,0,0,79.99,26.67,50,213.5,135.25,1.38,250,25.24,75.01,0,150,0,1.92,0,0,81.06,8.66,0,0,34.62,34.62,34.62,8.66,0,0,0.77,1.71,35.01

84,20:45-21:00,0,0,0,0,0,0,0,0,74.66,20.67,27,74.67,0,0,0,0,81,27,50,213.5,135.25,1.38,250,25.24,75.01,0,150,0,1.92,0,0,70.13,8.66,0,0,34.62,34.62,34.62,8.66,0,0,0.77,1.71,35.01

85,21:00-21:15,0,0,0,0,0,0,0,0,76.66,22.67,27.17,76.67,0,0,0,0,81.49,27.17,50,213.5,135.25,1.3,250,25.24,75.01,0,150,0,1.92,0,0,70.13,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.77,1.71,38.02

86,21:15-21:30,0,0,0,0,0,0,0,0,76.66,14.67,27.5,76.67,0,0,0,0,82.5,27.5,50,213.5,135.25,1.3,250,25.24,75.01,0,150,0,1.92,0,0,70.13,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.77,1.71,38.02

87,21:30-21:45,0,0,0,0,0,0,0,0,76.66,15.33,28.17,76.67,0,0,0,0,84.49,28.17,50,213.5,135.25,1.3,250,25.24,75.01,0,150,0,1.92,0,0,70.13,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.77,1.71,38.02

88,21:45-22:00,0,0,0,0,0,0,0,0,76.34,16,28.17,76.33,0,0,0,0,84.49,28.17,50,213.5,135.25,1.3,250,25.24,75.01,0,150,0,1.92,0,0,70.13,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.77,1.71,38.02

89,22:00-22:15,0,0,0,0,0,0,0,0,76.66,16,27.17,76.67,0,0,0,0,81.49,27.17,50,185.86,135.25,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,38.02

90,22:15-22:30,0,0,0,0,0,0,0,0,77.34,17,27.33,77.33,0,0,0,0,82.01,27.33,50,185.86,135.25,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,38.02

91,22:30-22:45,0,0,0,0,0,0,0,0,77.66,33,33,77.67,0,0,0,0,99,33,50,185.86,135.25,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,26.01

92,22:45-23:00,0,0,0,0,0,0,0,0,78,34,33,78,0,0,0,0,99,33,50,185.86,135.25,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,25.81

93,23:00-23:15,0,0,0,0,0,0,0,0,76.66,34.67,32.67,76.67,0,0,0,0,97.99,32.67,50,185.86,135.25,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.66,25.01

94,23:15-23:30,0,0,0,0,0,0,0,0,76.66,35,32.5,76.67,0,0,0,0,97.5,32.5,50,185.86,115.17,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.66,24.61

95,23:30-23:45,0,0,0,0,0,0,0,0,75.34,35,32,75.33,0,0,0,0,96,32,50,185.86,94.98,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.66,24.21

96,23:45-24:00,0,0,0,0,0,0,0,0,74.66,34.67,31.5,74.67,0,0,0,0,94.5,31.5,50,185.86,74.78,1.14,250,25.24,75.01,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.66,24.01

