Block,Time,KOTESHWR,NLCEXP,NLCIIST2,SIMHST1,TALST2,UNCHAHAR1,UNCHAHAR3,URI,ANTA_RF,DADRI_CRF,BSIUL,KGSU1AND2,KHSTPP-II,KUDGI,NJPC,RIHAND2,TANDA2,UNCHAHAR2,DADRI_GF,CHAMERA1,DULHASTI,KHSTPP-I,KISHANGANGA,RAMPUR,RAPPB,RAPPD,TANAKPUR,TelanganaSTPP,VALLURNTECL,ANTA_CRF,NLCIIST1,PARBATI3,SEWA2,SINGRAULI_HYDRO,TEHRI,AURY_CRF,AURY_RF,DADRI_LF,BRBCL,NNTPP,RIHAND1,RSTPSU7,SASAN,ANTA_GF,ANTA_LF,AURY_GF,DADRT2,KKNPPU2,RAPPC,RIHAND3,TALA,CHAMERA2,CHAMERA3,DHAULIGNGA,FSTPP I & II,JHAJJAR,KOLDAM,NAPP,NLCTS2EXP,NTPL,PARBATI2,SIMHST2,SINGRAULI,UNCHAHAR4,KGSU3AND4,KKNP,MAPS,RSTPSU1TO6,SALAL,URI2,AURY_LF,DADRI_RF
56,13:45-14:00,10.43,0,0,0,0,21.94,27.68,36.98,49.209999999999994,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,0.51,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,14.3,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.4

57,14:00-14:15,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,0.51,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,14.3,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

58,14:15-14:30,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,0.51,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,14.3,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

59,14:30-14:45,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,6.27,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,15.7,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

60,14:45-15:00,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,6.27,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,17.08,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

61,15:00-15:15,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,18.47,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

62,15:15-15:30,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.79,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,688.92,0,69.07,130.79,2.94,0,0,0,19.86,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

63,15:30-15:45,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,120.63,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,0,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,0,0,0,20.8,380.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

64,15:45-16:00,10.43,0,0,0,0,21.94,27.68,36.98,48.54,0,6.52,0,120.63,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,10.52,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,0,0,0,20.8,400.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,63.92,38.1,0,98.4

65,16:00-16:15,10.43,0,0,0,0,21.94,27.68,36.98,47.89,0,6.52,0,120.63,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,10.52,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,0,0,0,20.8,400.44,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.4

66,16:15-16:30,10.43,0,0,0,0,21.94,27.68,36.98,47.89,0,6.52,0,120.63,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,10.52,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,0,0,0,20.8,447.11,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.41

67,16:30-16:45,10.43,0,0,0,0,21.94,27.68,36.98,47.89,0,6.52,0,120.63,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,10.52,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,16.27,0,0,20.8,447.11,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.41

68,16:45-17:00,10.43,0,0,0,0,21.94,27.68,36.98,47.89,0,6.52,0,120.63,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,10.52,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,16.27,0,0,20.8,447.11,0,25.64,0,0,0,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.41

69,17:00-17:15,10.43,0,0,0,0,21.94,27.68,39.75,47.89,0,6.52,0,133.75,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,21.02,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,16.27,11.67,0,20.8,447.11,0,25.64,0,0,7.52,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.41

70,17:15-17:30,10.43,0,0,0,0,21.94,27.68,39.75,47.89,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,0,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.94,32.53,11.67,0,20.8,447.11,0,25.64,0,0,15.02,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.41

71,17:30-17:45,10.43,0,0,0,0,21.94,27.68,39.75,47.89,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,14.05,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,0,0,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,32.53,11.67,0,20.8,447.11,2.01,25.64,0,0,22.54,0,150.34,3.2,0,0,0,0,51.13,38.1,0,98.41

72,17:45-18:00,10.43,0,0,0,0,21.94,27.68,39.75,47.89,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,14.05,59.5,45.53,8.63,4.4,0,21.66,1.15,0,0,0,0,4.29,0,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,32.53,11.67,0,20.8,447.11,4.79,25.64,0,0,22.54,0,150.34,2.3,0,0,0,0,63.92,38.1,0,98.41

73,18:00-18:15,10.43,0,0,0,0,21.94,27.68,39.75,47.89,0,6.52,0,148.3,0,110.67,124.58,5.7,45,0,14.05,59.5,39.45,8.63,4.4,0,21.66,2.44,0,0,0,0,4.29,0,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,32.53,11.67,10.95,20.8,447.11,4.79,25.64,0,0,30.06,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

74,18:15-18:30,10.43,0,0,0,0,21.94,27.68,39.75,48.55,0,6.52,0,148.3,0,110.67,124.58,5.7,44.5,0,28.1,59.5,39.45,8.63,4.4,0,21.66,2.44,0,0,0,0,19.64,4.79,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,32.53,11.67,21.88,20.8,447.11,7.19,25.64,0,0,37.57,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

75,18:30-18:45,20.85,0,0,0,0,21.94,27.68,39.75,48.55,0,13.04,0,148.3,0,145.16,124.58,5.7,44.5,0,28.1,59.5,39.45,8.63,5.77,0,21.66,2.44,0,0,0,0,24.55,9.57,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,32.53,23.33,32.83,20.8,373.91,7.19,25.64,0,0,37.57,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

76,18:45-19:00,34.76,0,0,0,0,21.94,27.68,39.75,48.55,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,39.45,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,20.8,385.8,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

77,19:00-19:15,34.76,0,0,0,0,21.94,27.68,39.75,49.2,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,20.8,347.01,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

78,19:15-19:30,34.76,0,0,0,0,21.94,27.68,39.75,49.2,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,20.8,358.89,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

79,19:30-19:45,34.76,0,0,0,0,21.94,27.68,39.75,49.2,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,370.77,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

80,19:45-20:00,34.76,0,0,0,0,21.94,27.68,39.75,49.2,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,382.65,0,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

81,20:00-20:15,34.76,0,0,0,0,21.94,27.68,36.43,49.2,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,394.54,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

82,20:15-20:30,34.76,0,0,0,0,21.94,27.68,36.43,49.2,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,406.42,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,63.92,40.16,0,98.41

83,20:30-20:45,31.28,0,0,0,0,21.94,27.68,36.43,49.2,0,13.04,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,2.44,0,0,0,0,15.35,18.9,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,48.81,35.03,43.78,18.76,418.29,9.59,25.64,0,0,30.06,0,150.34,2.3,0,0,0,0,40.09,40.16,0,98.41

84,20:45-21:00,31.28,0,0,0,0,21.94,27.68,36.43,49.2,0,13.04,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,2.44,0,0,0,0,13.81,18.9,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,48.81,35.03,43.78,18.76,418.29,9.59,25.64,0,0,30.06,0,150.34,2.3,0,0,0,0,40.09,40.16,0,98.41

85,21:00-21:15,31.28,0,0,0,0,21.94,27.68,36.43,49.86,0,13.04,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,2.44,0,0,0,0,15.35,18.9,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,48.81,35.03,43.78,18.76,430.17,9.59,25.64,0,0,30.06,0,150.34,2.3,0,0,0,0,40.09,38.1,0,98.41

86,21:15-21:30,34.76,0,0,0,0,21.94,27.68,36.43,49.86,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,442.05,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,40.09,38.1,0,98.41

87,21:30-21:45,34.76,0,0,0,0,21.94,27.68,36.43,49.86,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,453.93,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,40.09,38.1,0,98.41

88,21:45-22:00,34.76,0,0,0,0,21.94,27.68,36.43,49.86,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,2.44,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,465.82,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,40.09,38.1,0,98.41

89,22:00-22:15,34.76,0,0,0,0,21.94,27.68,36.43,50.51,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,1.79,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,465.82,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,51.13,38.1,0,98.41

90,22:15-22:30,34.76,0,0,0,0,21.94,27.68,36.43,50.51,0,20.46,0,148.3,0,165.99,124.58,5.7,44.5,0,43.14,60.23,45.53,8.68,6.5,0,21.66,1.79,0,0,0,0,78.83,20.09,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,2.35,50.39,36.84,43.78,18.76,477.7,9.59,25.64,0,0,45.08,0,150.34,2.3,0,0,0,0,51.13,38.1,0,98.41

91,22:30-22:45,20.85,0,0,0,0,21.94,27.68,36.43,50.51,0,6.52,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,0.51,0,0,0,0,23.02,9.57,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,5.29,48.81,35.03,32.83,18.76,518.67,5.81,25.64,0,0,30.06,0,150.34,2.3,0,0,0,0,51.13,38.1,0,98.41

92,22:45-23:00,10.43,0,0,0,0,21.94,27.68,36.43,50.51,0,6.52,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,0.51,0,0,0,0,23.02,4.79,1.08,31.54,0,78.08,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,5.29,48.81,35.03,21.88,18.76,518.67,5.81,25.64,0,0,16.53,0,150.34,2.3,0,0,0,0,51.13,38.1,0,98.41

93,23:00-23:15,10.43,0,0,0,0,21.94,27.68,36.43,50.51,0,6.52,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,0.51,0,0,0,0,18.41,0,1.08,31.54,0,79.42,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,5.29,48.81,35.03,10.95,18.76,518.67,5.81,25.64,0,0,16.53,0,150.34,2.3,0,0,0,0,79.38,38.1,0,98.41

94,23:15-23:30,10.43,0,0,0,0,21.94,27.68,36.43,50.51,0,6.52,0,148.3,0,165.99,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,6.5,0,21.66,0.51,0,0,0,0,18.41,0,1.08,31.54,0,79.42,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,5.29,48.81,35.03,10.95,18.76,518.67,5.81,25.64,0,0,16.53,0,150.34,2.3,0,0,0,0,79.38,38.1,0,98.41

95,23:30-23:45,10.43,0,0,0,0,21.94,27.68,36.43,50.51,0,6.52,0,148.3,0,138.33,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,5.5,0,21.66,0,0,0,0,0,18.41,0,1.08,31.54,0,79.42,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,5.29,48.81,35.03,10.95,18.76,518.67,5.81,25.64,0,0,16.53,0,150.34,2.3,0,0,0,0,79.38,38.1,0,98.41

96,23:45-24:00,10.43,0,0,0,0,21.94,27.68,36.43,50.51,0,6.52,0,148.3,0,138.33,124.58,5.7,44.5,0,42.15,59.5,45.53,8.63,5.5,0,21.66,0,0,0,0,0,18.41,0,1.08,31.54,0,79.42,0,15,0,97.23,0,416.25,0,0,0,548.92,0,69.07,130.79,5.29,48.81,35.03,10.95,18.76,518.67,5.81,25.64,0,0,16.53,0,150.34,2.3,0,0,0,0,79.38,38.1,0,98.41

