Block,Time Block,KKNPPU2,KOTESHWR,KOLDAM,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,FSTPP I & II,JHAJJAR,AURY_LF,ANTA_RF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,DHAULIGNGA,DADRT2,DULHASTI,TelanganaSTPP,TANDA2,ANTA_CRF,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TALST2,TALA,CHAMERA2,BRBCL,CHAMERA1,BSIUL,SINGRAULI_HYDRO,SASAN,SIMHST2,SIMHST1,SINGRAULI,RSTPSU1TO6,RIHAND2,RSTPSU7,SALAL,SEWA2,RIHAND3,KUDGI,MAPS,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,PARBATI3,RAPPB,PARBATI2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,NLCEXP,NJPC,NLCIIST1,NAPP,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,10.02,0,0,0,0,0,0,11.91,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,2.04,0,66.51,0,16.23,0,13.71,0,0,120.37,0,8.24,37.94,0,51.68,0,49.66,0,0,0,0,0,0

58,14:15-14:30,0,10.02,0,0,0,0,0,0,11.91,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,2.04,0,66.51,0,16.23,0,13.71,0,0,119.91,0,8.24,37.94,0,51.68,0,49.66,0,0,0,0,0,0

59,14:30-14:45,0,10.02,0,0,0,0,0,0,11.91,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.19,0,2.04,0,66.51,0,16.23,0,13.71,0,0,120.21,0,8.24,37.84,0,51.68,0,49.66,0,0,0,0,0,0

60,14:45-15:00,0,10.02,0,0,0,0,0,0,11.91,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.19,0,3.15,0,66.51,0,16.23,0,13.71,0,0,120.21,0,8.24,37.84,0,79.78,0,49.66,0,0,0,0,0,0

61,15:00-15:15,0,10.02,0,0,0,0,0,0,11.91,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,16.23,0,13.71,0,0,124.29,0,8.24,38.63,0,79.78,0,49.66,0,0,0,0,0,0

62,15:15-15:30,0,10.02,0,0,0,0,0,0,11.91,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,16.23,0,13.71,0,0,124.29,0,8.24,38.63,0,79.78,0,49.66,0,0,0,0,0,0

63,15:30-15:45,0,10.02,0,0,0,0,0,0,11.87,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,0,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.12,125.85,0,0,0,93.54,0,3.15,0,66.51,0,16.23,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,0,0,0,0,0,0

64,15:45-16:00,0,10.02,0,0,0,0,0,0,11.87,359.09,0,0,0,0,0,0,12.17,291.14,38.13,0,5.26,0,26.57,33.48,0,12.97,0,2.13,36.62,17.27,1.48,0,0,0,19.25,11.56,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,16.23,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,0,0,0,0,0,0

65,16:00-16:15,0,10.02,0,0,0,0,0,0,14.72,378.34,0,0,0,0,0,0,12.17,344.27,38.13,0,5.26,0,26.57,33.48,12.49,12.3,0,2.13,36.62,17.27,0.49,0,0,3.96,19.25,11.56,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,11.21,0,0,0,0,0

66,16:15-16:30,0,10.02,0,0,0,0,0,0,14.72,397.59,0,0,0,0,0,0,12.17,368.14,38.13,0,5.26,0,26.57,33.48,12.49,12.3,0,2.13,36.62,17.27,0.49,0,0,15.64,19.25,13.52,6.28,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,11.21,0,0,0,0,0

67,16:30-16:45,0,10.02,0,0,0,0,0,0,14.72,407.21,0,0,0,0,0,0,12.17,368.14,38.13,0,5.26,0,42.8,33.48,24.06,16.31,0,2.13,36.62,26.55,1.97,0,0,15.64,19.25,27.05,12.55,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,11.21,0,0,0,0,0

68,16:45-17:00,0,10.02,0,0,0,0,0,0,14.72,407.21,0,0,0,0,0,0,12.17,421.07,38.13,0,5.26,0,42.8,33.48,24.99,19.96,0,2.13,36.62,26.55,1.97,0,0,15.64,19.25,27.05,12.55,0.88,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,85.62,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,11.21,0,0,0,0,0

69,17:00-17:15,0,10.02,0,0,0,0,0,0,14.72,407.21,0,0,0,0,0,0,12.17,492.45,38.13,0,5.26,0,40.88,33.48,24.91,20.44,0,2.13,36.62,25.58,1.97,0,0,31.3,19.25,40.57,12.55,0.9,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,89.47,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,11.21,0,0,0,0,0

70,17:15-17:30,0,10.02,0,0,0,0,0,0,14.72,416.84,0,0,0,0,0,0,12.17,550.2,38.13,0,5.26,0,42.8,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,31.3,19.25,40.57,12.55,0.9,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,22.43,0,0,0,0,0

71,17:30-17:45,0,10.02,1.85,0,0,0,0,0,14.72,456.9,0,0,0,0,0,0,12.17,616.23,38.13,0,5.26,0,42.8,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,12.55,0.9,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,22.43,0,0,0,0,0

72,17:45-18:00,0,10.02,3.71,0,0,0,0,0,14.72,354.22,0,0,0,0,0,0,12.17,658.83,38.13,0,5.26,0,42.8,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,12.55,0.9,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,22.43,0,0,0,0,0

73,18:00-18:15,0,10.02,5.54,0,0,17.63,20.35,0,14.72,403.49,0,12.33,0,0,0,0,12.17,658.83,38.13,0,5.26,0,42.8,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,12.55,0.9,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,4.13,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,22.43,0,0,0,0,0

74,18:15-18:30,0,10.02,7.4,0,0,17.63,20.35,0,14.72,403.49,0,12.33,0,0,0,0,21.04,658.87,38.13,0,5.26,0,42.8,38.26,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,12.55,0.9,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,3.15,0,66.51,0,7.38,0,13.71,0,0,141.3,0,8.24,44.05,0,79.78,0,49.66,22.43,0,0,0,0,0

75,18:30-18:45,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,42.8,38.26,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.9,400.64,0,0,144.62,0,108.42,0,38.59,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

76,18:45-19:00,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,42.8,38.26,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.9,400.64,0,0,144.62,0,108.42,0,38.59,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

77,19:00-19:15,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,42.8,38.26,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.9,400.64,0,0,144.62,0,107.45,0,38.59,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

78,19:15-19:30,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,42.8,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.9,400.64,0,0,144.62,0,108.42,0,38.59,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

79,19:30-19:45,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,137.06,0,102.64,0,38.59,19.32,125.85,0,0,0,87.55,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

80,19:45-20:00,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.38,0,102.64,0,38.59,19.32,125.85,0,0,0,87.55,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

81,20:00-20:15,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,118.04,0,38.59,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

82,20:15-20:30,0,11.14,9.16,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,102.64,0,38.59,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

83,20:30-20:45,0,10.02,7.4,0,0,17.63,20.35,0,14.72,404.48,0,12.33,0,0,0,0,21.04,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,13.76,0.94,400.64,0,0,144.62,0,102.64,0,38.59,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,7.38,0,13.71,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

84,20:45-21:00,0,10.02,7.4,0,0,17.63,20.35,0,14.72,397.38,0,12.33,0,0,0,0,21.04,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,36.62,26.55,1.97,0,0,46.91,19.25,40.57,13.76,0.94,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,87.55,0,4.14,0,66.51,0,7.38,0,13.71,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

85,21:00-21:15,0,10.02,7.4,0,0,17.63,20.35,0,14.72,397.38,0,12.54,0,0,0,0,21.04,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,13.76,0.94,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,7.38,0,13.71,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

86,21:15-21:30,0,10.02,7.4,0,0,17.63,20.35,0,14.72,397.38,0,12.54,0,0,0,0,21.04,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,13.76,0.94,400.64,0,0,144.62,0,119.86,0,38.59,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,7.38,0,13.71,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

87,21:30-21:45,0,11.14,9.16,0,0,17.63,20.35,0,14.72,397.38,0,12.54,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

88,21:45-22:00,0,11.14,9.16,0,0,17.63,20.35,0,14.72,397.38,0,12.54,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

89,22:00-22:15,0,11.14,9.16,0,0,17.63,20.35,0,14.72,396.39,0,12.61,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

90,22:15-22:30,0,11.14,9.16,0,0,17.63,20.35,0,14.72,396.39,0,12.61,0,0,0,0,42.08,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,19.32,125.85,0,0,0,93.54,0,4.14,0,66.51,0,38.35,0,28.86,0,0,141.3,0,8.29,44.05,0,106.39,0,49.66,33.67,0,0,0,0,0

91,22:30-22:45,0,10.02,7.4,0,0,17.63,20.35,0,14.72,396.39,0,12.61,0,0,0,0,31.56,658.87,57.2,0,5.26,0,19.42,34.53,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,22.13,0,13.71,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,22.43,0,0,0,0,0

92,22:45-23:00,0,10.02,5.27,0,0,17.63,20.35,0,14.72,418.76,0,12.61,0,0,0,0,21.04,658.87,57.2,0,5.26,0,19.42,34.53,37.48,20.44,0,2.13,33.97,26.55,1.97,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,22.13,0,10.82,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,22.43,0,0,0,0,0

93,23:00-23:15,0,10.02,3.24,0,0,17.63,20.35,0,14.72,418.76,0,12.61,0,0,0,0,10.52,658.87,57.2,0,5.26,0,19.42,33.48,37.48,20.44,0,2.13,34.75,26.55,1.72,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,16.23,0,10.82,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,22.43,0,0,0,0,0

94,23:15-23:30,0,10.02,1.85,0,0,17.63,20.35,0,14.72,418.76,0,12.61,0,0,0,0,0,658.87,57.2,0,5.26,0,19.42,33.48,25.13,20.44,0,2.13,34.75,26.55,1.72,0,0,46.91,19.25,40.57,18.83,0.94,400.64,0,0,144.62,0,119.86,0,49.21,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,16.23,0,10.82,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,22.43,0,0,0,0,0

95,23:30-23:45,0,10.02,0,0,0,17.63,20.35,0,14.72,483.51,0,12.61,0,0,0,0,0,658.87,57.2,0,5.26,0,19.42,33.48,23.75,20.44,0,2.13,34.75,26.55,1.72,0,0,46.91,19.25,40.57,18.83,0.9,400.64,0,0,144.62,0,108.42,0,49.21,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,16.23,0,10.82,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,22.43,0,0,0,0,0

96,23:45-24:00,0,10.02,0,0,0,17.63,20.35,0,14.72,483.51,0,12.61,0,0,0,0,0,658.87,57.2,0,5.26,0,19.42,33.48,11.88,20.44,0,2.13,34.75,26.55,1.72,0,0,46.91,19.25,40.57,18.83,0.9,400.64,0,0,144.62,0,108.42,0,49.21,18.17,125.85,0,0,0,93.54,0,4.14,0,66.51,0,16.23,0,10.82,0,0,141.3,0,8.24,44.05,0,106.39,0,49.66,22.43,0,0,0,0,0

