Column1,Time,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7762,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2569,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/7782,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/5280,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31
68,16:45-17:00,45.79,55.99,18.67,27.01,33,12,39,44.15,39,33,18.67,18.67,12,18,22.07,110.33,0,42,21,23,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,63.47,67.11,26.8,26.8,272.91,6.71,7.25,5.19,11.89,8.97,22.71,4.24,11.9,102.76,3.27,11.18,10.45,6.71

69,17:00-17:15,38.97,56.51,19,26.01,33,10,39,37.61,39,33,18.83,18.83,10,15,18.91,94.52,0,37,19,20,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,63.47,67.11,26.8,26.8,272.91,5.31,7.25,4.1,11.89,8.97,22.71,4.24,11.9,102.76,3.27,11.54,10.45,5.31

70,17:15-17:30,32.3,57.49,19.33,25.01,33,8,39,30.19,39,33,19.17,19.17,7,11,15.68,78.42,0,32,15,15,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,63.47,67.11,26.8,26.8,272.91,3.93,7.25,3.04,11.89,8.97,22.71,4.24,11.9,102.76,3.27,11.54,10.45,3.93

71,17:30-17:45,25.21,58.99,19,19.81,25.5,1,39,23.45,39,25.63,19.67,19.67,7,8,12.84,64.17,0,22,10,13,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,63.47,67.11,26.8,26.8,272.91,2.72,7.25,2.1,11.89,8.97,22.71,4.24,11.9,102.76,3.27,11.54,10.12,2.72

72,17:45-18:00,16.1,57.49,18.67,19.41,17.09,0,39,15.91,39,17.09,19.17,19.17,4,7,9.86,49.32,0,13,6,9,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,80.48,87.06,26.8,26.8,272.91,2.08,7.25,1.61,11.89,8.97,23.21,4.24,11.9,130.59,3.27,11.54,10.12,2.08

73,18:00-18:15,11.47,56.51,18.33,18.81,0,0,39,11.16,39,0,18.83,18.83,3,5,7.09,35.45,0,8,3,5,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,26.8,26.8,272.91,1.53,7.25,1.18,11.89,15.68,23.21,4.16,11.9,130.59,3.12,11.54,10.12,1.53

74,18:15-18:30,6.69,55.01,18.33,17.41,0,0,39,7.05,39,0,18.33,18.33,1,3,4.75,23.74,0,5,2,2,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,26.8,26.8,272.91,1.07,7.25,0.82,11.89,15.68,23.21,4.16,11.9,130.59,3.12,11.54,10.12,1.07

75,18:30-18:45,3.13,70.01,23.33,14.81,0,0,39,0.28,39,0,23.33,23.33,0,1,2.97,14.86,0,2,1,1,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,26.8,26.8,272.91,0,7.25,0,11.89,15.68,23.71,4.16,11.9,130.59,3.74,11.54,10.12,0

76,18:45-19:00,0.61,69,22.67,14.21,0,0,39,0.28,39,0,23,23,0,1,1.64,8.19,0,1,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,26.8,26.8,272.91,0,7.25,0,11.89,15.68,24.23,4.16,11.9,130.59,3.74,11.54,10.12,0

77,19:00-19:15,0,67.5,21.67,13.81,0,0,39,0.28,39,0,22.5,22.5,0,0,0.9,4.47,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,29,21.48,272.91,0,7.25,0,11.89,15.68,24.73,4.16,11.9,130.59,3.74,11.54,10.12,0

78,19:15-19:30,0,66,21,12.61,0,0,39,0.28,39,0,22,22,0,0,0.37,1.86,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,29,21.48,272.91,0,7.25,0,11.89,15.68,25.23,4.16,11.9,130.59,3.74,11.54,10.12,0

79,19:30-19:45,0,54,16.67,11.41,0,0,39,0,39,0,18,18,0,0,0.17,0.83,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,29,29,272.91,0,7.25,0,11.89,15.68,25.23,4.16,11.9,130.59,3.74,11.54,10.12,0

80,19:45-20:00,0,52.5,16.33,9.4,0,0,39,0,39,0,17.5,17.5,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,2.34,115.78,87.06,29,29,272.91,0,7.25,0,11.89,15.68,25.23,4.16,11.9,130.59,3.74,11.54,10.12,0

81,20:00-20:15,0,49.99,18.33,8.2,0,0,39,0,39,0,16.67,16.67,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,24.73,4.16,11.9,130.59,3.74,11.54,10.12,0

82,20:15-20:30,0,47.51,17.67,7.6,0,0,39,0,39,0,15.83,15.83,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,24.73,4.16,11.9,130.59,3.74,11.54,10.12,0

83,20:30-20:45,0,45,17.33,7.8,0,0,39,0,39,0,15,15,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,24.73,4.16,11.9,130.59,2.34,11.18,9.95,0

84,20:45-21:00,0,43.99,16.67,8,0,0,39,0,39,0,14.67,14.67,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,24.23,4.16,11.9,130.59,3.43,11.18,9.95,0

85,21:00-21:15,0,49.99,16,7.6,0,0,39,0,39,0,16.67,16.67,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.24,4.16,11.9,130.59,3.43,11.08,9.78,0

86,21:15-21:30,0,48.49,15,7.8,0,0,39,0,39,0,16.17,16.17,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.24,4.16,11.9,130.59,3.43,11.08,9.78,0

87,21:30-21:45,0,48.49,16,8.4,0,0,39,0,39,0,16.17,16.17,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.24,4.16,11.9,130.59,3.43,11.08,9.78,0

88,21:45-22:00,0,46.99,15.33,8.6,0,0,39,0,39,0,15.67,15.67,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,24.73,4.16,11.9,130.59,3.43,11.08,9.78,0

89,22:00-22:15,0,47.51,16.67,7,0,0,39,0,39,0,15.83,15.83,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.73,4.01,11.9,130.59,3.43,10.99,9.78,0

90,22:15-22:30,0,46.99,16,7,0,0,39,0,39,0,15.67,15.67,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.73,4.01,11.9,130.59,3.43,10.99,9.78,0

91,22:30-22:45,0,46.5,15.67,7,0,0,39,0,39,0,15.5,15.5,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.73,4.01,11.9,130.59,3.43,10.99,9.78,0

92,22:45-23:00,0,46.01,15.33,7,0,0,39,0,39,0,15.33,15.33,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.2,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.73,4.01,11.9,130.59,3.43,10.99,9.78,0

93,23:00-23:15,0,52.5,18,7,0,0,39,0,39,0,17.5,17.5,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.06,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,26.24,3.93,11.9,130.59,3.43,10.9,9.78,0

94,23:15-23:30,0,51,17.6,7,0,0,39,0,39,0,17,17,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.06,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,26.24,3.93,11.9,130.59,3.43,10.9,9.78,0

95,23:30-23:45,0,47.51,13.33,7,0,0,39,0,39,0,15.83,15.83,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.06,115.78,87.06,29.5,29.5,272.91,0,7.25,0,11.89,15.68,25.74,3.93,11.9,130.59,3.43,10.9,10.04,0

96,23:45-24:00,0,46.01,13.33,7.2,0,0,39,0,39,0,15.33,15.33,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,0,33.78,28.96,33.78,16.89,43.92,2.06,115.78,87.06,29.5,29.5,272.91,0,7.25,0,12.16,15.68,25.74,3.93,11.9,130.59,3.43,10.9,10.04,0

