Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31102037/L_NR_2019_11,NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/jitpl,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10
83,20:30-20:45,53.33,0,192.34,8.41,48.08,0,0,48.08,16.8,0,15.4736,0,0,0,6.01,114.92,15.4736,28.26,8.74,261.1,100.19,86.75,0,133.29,20.84,0,0,0,0,0,53.33,20.83,19.66,62.5,7.4,0,0,0,0,0,0,0,0,0

84,20:45-21:00,52.67,0,192.34,8.41,48.08,0,0,48.08,16.8,0,15.4736,0,0,0,6.01,114.92,15.4736,28.26,8.74,261.1,100.19,86.75,0,133.29,20.34,0,0,0,0,0,52.67,20.33,20,61,7.4,0,0,0,0,0,0,0,0,0

85,21:00-21:15,51.67,0,192.34,8.41,48.08,0,0,48.08,16.8,0,0,0,0,0,6.29,114.92,32,28.26,8.74,261.1,100.19,86.75,0,133.29,20,0,0,0,0,0,51.67,20,20,60,7.4,0,0,0,0,0,0,0,0,0

86,21:15-21:30,50.33,0,192.34,8.41,48.08,0,0,48.08,16.8,0,0,0,0,0,6.29,114.92,32,28.26,8.74,261.1,100.19,86.75,0,133.29,19.84,0,0,0,0,0,50.33,19.83,19.66,59.5,7.4,0,0,0,0,0,0,0,0,0

87,21:30-21:45,46,0,192.34,8.41,48.08,0,0,48.08,16.8,0,9.1736,0,0,0,6.29,114.92,9.1736,28.26,8.74,261.1,100.19,86.75,0,133.29,19.66,0,0,0,0,0,46,19.67,13.34,59,7.4,0,0,0,0,0,0,0,0,0

88,21:45-22:00,45,0,192.34,8.41,48.08,0,0,48.08,16.8,0,9.1736,0,0,0,6.29,114.92,9.1736,27.75,8.74,261.1,100.19,86.75,0,133.29,19.16,0,0,0,0,0,45,19.17,12.34,57.5,7.4,0,0,0,0,0,0,0,0,0

89,22:00-22:15,43.67,0,192.34,8.41,48.08,0,0,48.08,16.8,0,9.1736,0,0,0,6.01,114.92,9.1736,28.76,8.74,261.1,100.19,86.75,0,133.29,18.84,0,0,0,0,0,43.67,18.83,11,56.5,7.4,0,0,0,0,0,0,0,0,0

90,22:15-22:30,42.67,0,192.34,8.41,48.08,0,0,48.08,16.8,0,9.1736,0,0,0,6.01,114.92,9.1736,28.76,8.74,261.1,100.19,86.75,0,133.29,18.84,0,0,0,0,0,42.67,18.83,10.66,56.5,7.4,0,0,0,0,0,0,0,0,0

91,22:30-22:45,33,0,192.34,8.41,48.08,0,0,48.08,14.5,0,9.1736,0,0,0,6.01,114.92,9.1736,29.77,8.74,261.1,100.19,86.75,0,133.29,18.34,0,0,0,0,0,33,18.33,10.66,55,7.4,0,0,0,0,0,0,0,0,0

92,22:45-23:00,32.33,0,192.34,8.41,48.08,0,0,48.08,14.5,0,9.1736,0,0,0,6.01,114.92,9.1736,29.27,8.74,261.1,100.19,86.75,0,133.29,17.84,0,0,0,0,0,32.33,17.83,11,53.5,7.4,0,0,0,0,0,0,0,0,0

93,23:00-23:15,31.67,0,192.34,8.41,48.08,0,0,48.08,14.5,0,9.1736,0,0,0,5.83,114.92,9.1736,29.27,8.74,261.1,94.04,86.75,0,133.29,12.34,0,0,0,0,0,31.67,12.33,11.34,37,7.4,0,0,0,0,0,0,0,0,0

94,23:15-23:30,31.67,0,192.34,8.41,48.08,0,0,48.08,14.5,0,9.1736,0,0,0,5.83,114.92,9.1736,29.27,8.74,261.1,94.04,86.75,0,133.29,12,0,0,0,0,0,31.67,12,11.66,36,7.4,0,0,0,0,0,0,0,0,0

95,23:30-23:45,31,0,192.34,8.41,48.08,0,0,48.08,14.5,0,9.1736,0,0,0,5.83,114.92,9.1736,29.27,8.74,261.1,94.04,86.75,0,133.29,11.66,0,0,0,0,0,31,11.67,11.66,35,7.4,0,0,0,0,0,0,0,0,0

96,23:45-24:00,30,0,192.34,8.41,48.08,0,0,48.08,14.5,0,9.1736,0,0,0,5.83,114.92,9.1736,29.27,8.74,261.1,94.04,86.75,0,133.29,11.34,0,0,0,0,0,30,11.33,12,34,7.4,0,0,0,0,0,0,0,0,0

