Column1,Time,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/04/01/6216,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/16/4327,GNA/NR/2025/04/01/5285,GNA/SR/2025/04/01/2597,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/1831,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1333,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/16/2139,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/4565,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/8510,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/7960,NR/30092023/31122025/SH-07
62,15:15-15:30,99.98,236.39,77,82,38,103.11,161,69,36,47.28,15.61,4.17,14,33,14,33,12.49,33,3.33,4.17,9.62,74.55,10.85,9.62,10.95,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.35,10.85,1.92,0,271.86,2.88,70.11,10.85,100.17,10.41,96.15,29.77,48.08,0,4.04,9.62,19.23,7.73,27.44,22.11,30.08

63,15:30-15:45,95.05,222.67,71,77,36,90.2,151,64,34,44.53,16.01,4.17,14,33,14,33,12.49,33,3.33,4.17,9.62,74.55,9.57,9.62,10.95,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.35,9.57,1.92,0,271.86,2.88,70.11,9.57,100.17,10.41,96.15,29.77,48.08,0,4.04,9.62,19.23,7.73,27.44,22.11,30.08

64,15:45-16:00,87.42,207.43,67,70,33,82.44,140,60,30,41.49,16.01,4.17,14,33,14,33,12.49,33,3.33,4.17,9.62,74.55,8.72,9.62,10.95,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.35,8.72,1.92,0,271.86,2.88,70.11,8.72,100.17,10.41,96.15,29.77,48.08,0,4.04,9.62,19.23,7.73,27.44,22.11,30.08

65,16:00-16:15,81.88,190.74,60,65,30,73.9,126,54,27,38.15,15.81,4.17,14.66,33,14.67,33,12.49,33,3.33,4.17,9.62,74.55,7.35,9.62,11.13,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.5,7.35,1.92,0,271.86,2.88,70.11,7.35,100.17,10.41,96.15,28.76,48.08,50,4.04,9.62,19.23,7.73,29.44,22.11,32.08

66,16:15-16:30,74.26,172.56,57,58,28,64.71,119,51,24,34.51,15.01,4.33,15.34,33,15.33,33,13.01,33,3.33,4.33,9.62,74.55,5.86,9.62,11.13,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.5,5.86,1.92,0,271.86,2.88,70.11,5.86,100.17,10.41,96.15,28.76,48.08,50,4.04,9.62,19.23,7.73,29.44,22.11,32.08

67,16:30-16:45,67.15,153.14,50,50,25,55.11,105,45,21,30.63,15.01,4.5,19.66,33,19.67,33,13.5,33,3.33,4.5,9.62,74.55,4.33,9.62,11.13,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.5,4.33,1.92,0,271.86,2.88,70.11,4.33,100.17,10.41,96.15,29.77,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

68,16:45-17:00,58.62,132.72,41,43,21,45.51,88,37,19,26.54,14.81,4.67,24.66,33,24.67,33,13.99,33,3.33,4.67,9.62,74.55,3.66,9.62,11.13,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.5,3.66,1.92,0,271.86,2.88,70.11,3.66,100.17,10.41,96.15,30.28,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

69,17:00-17:15,50.13,111.9,33,37,17,35.95,70,30,16,22.38,14.21,6.5,31,32,31,33,19.5,33,3.33,6.5,9.62,74.55,3.06,9.62,11.32,28.84,14.57,72.11,2.88,72.11,2.88,0,228.75,4.3,4.65,3.06,1.92,0,271.86,2.88,65.97,3.06,100.17,10.41,96.15,30.28,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

70,17:15-17:30,41.06,91.65,25,31,12,26.86,53,22,13,18.33,13.41,8.5,35.66,16,35.67,29.11,25.5,30.61,3.33,8.5,9.62,86.73,2.53,9.62,11.32,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,4.65,2.53,1.92,0,271.86,2.88,65.97,2.53,100.17,10.41,96.15,30.28,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

71,17:30-17:45,31.75,72.56,17,22,8,18.46,35,15,9,14.51,12.81,10.5,40,7,40,19.39,31.5,19.59,5,10.5,9.62,86.73,2.11,9.62,11.32,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,4.65,2.11,1.92,0,271.86,2.88,74.45,2.11,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

72,17:45-18:00,23.58,55.14,8,13,4,11.41,18,7,6,11.03,10.8,13,44,1,44,11.61,39,11.42,6.67,13,9.62,86.73,1.55,9.62,11.32,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,4.65,1.55,1.92,0,271.86,2.88,82.93,1.55,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

73,18:00-18:15,16.38,39.77,3,8,2,6.43,7,3,5,7.95,10.4,11.33,44.34,0,44.33,0,34.01,0,7.67,11.33,9.62,86.73,1.14,9.62,11.6,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,4.88,1.14,1.92,0,271.86,2.88,91.41,1.14,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

74,18:15-18:30,10.39,26.97,1,5,1,2.97,4,1,3,5.39,10.4,12.17,42,0,42,0,36.49,0,9,12.17,9.62,86.73,0.69,9.62,11.6,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,4.88,0.69,1.92,0,271.86,2.88,114.97,0.69,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

75,18:30-18:45,5.74,16.4,0,2,0,0,1,0,1,3.28,9,13.5,42.34,0,42.33,0,40.5,0,11.33,13.5,9.62,86.73,0.11,9.62,11.6,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,4.88,0.11,1.92,0,271.86,2.88,114.97,0.11,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

76,18:45-19:00,2.93,8.96,0,1,0,0,0,0,1,1.79,8.4,14.83,43,0,43,0,44.51,0,14,14.83,9.62,86.73,0.03,9.62,11.6,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,4.88,0.03,1.92,0,271.86,2.88,114.97,0.03,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

77,19:00-19:15,0,0.09,0,0,0,0,0,0,0,0.02,8.2,15.17,43,0,43,0,45.49,0,15.33,15.17,9.62,86.73,0,9.62,11.78,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,7.8,15.83,42.66,0,42.67,0,47.51,0,16,15.83,9.62,86.73,0,9.62,11.78,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,7.2,16.5,39,0,39,0,49.5,0,16.33,16.5,9.62,86.73,0,9.62,11.78,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,6.8,17,35.66,0,35.67,0,51,0,17,17,9.62,86.73,0,9.62,11.78,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.37,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,6.8,14.83,34.66,0,34.67,0,44.51,0,17,14.83,9.62,86.73,0,9.62,12.06,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,7,14.67,33.34,0,33.33,0,43.99,0,17.33,14.67,9.62,86.73,0,9.62,12.06,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,7,14.33,32.34,0,32.33,0,43.01,0,17.67,14.33,9.62,86.73,0,9.62,12.06,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,7.2,14.17,31,0,31,0,42.49,0,18,14.17,9.62,86.73,0,9.62,12.06,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,7.4,14.5,36.66,0,36.67,0,43.5,0,16.67,14.5,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,7.4,14.83,35,0,35,0,44.51,0,16.33,14.83,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,7.4,15.33,33,0,33,0,46.01,0,16,15.33,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,7.4,15.5,31.66,0,31.67,0,46.5,0,16,15.5,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.44,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,7.4,16.83,31.66,0,31.67,0,50.51,0,15.67,16.83,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,7.4,16.5,31.66,0,31.67,0,49.5,0,15.33,16.5,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,7.4,16.17,31.66,0,31.67,0,48.49,0,15,16.17,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,7.4,15.67,31.66,0,31.67,0,46.99,0,14.67,15.67,9.62,86.73,0,9.62,12.24,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.3,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,7.4,16,33.34,0,33.33,0,48,0,14.33,16,9.62,86.73,0,9.62,12.52,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.14,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,7.4,16.5,35.34,0,35.33,0,49.5,0,14.33,16.5,9.62,86.73,0,9.62,12.52,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.14,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,7.4,16.67,37,0,37,0,49.99,0,14,16.67,9.62,86.73,0,9.62,12.52,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.14,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,7.4,17,39,0,39,0,51,0,13.67,17,9.62,86.73,0,9.62,12.52,28.84,14.57,72.11,2.88,72.11,2.88,0,260.18,4.14,5.27,0,1.92,0,271.86,2.88,114.97,0,100.17,10.41,96.15,31.29,48.08,50,4.04,9.62,19.23,7.73,32,22.11,32

