Block,Time,BSIUL,DADRT2,DULHASTI,KOTESHWR,PARBATI3,TelanganaSTPP,UNCHAHAR2,URI2,ANTA_CRF,ANTA_GF,AURY_CRF,DADRI_RF,CHAMERA2,KGSU1AND2,KKNP,KKNPPU2,NLCEXP,NNTPP,SALAL,SIMHST1,SIMHST2,CHAMERA3,JHAJJAR,KGSU3AND4,KHSTPP-I,NLCIIST1,NTPL,RIHAND1,RIHAND2,RSTPSU1TO6,SINGRAULI,TANDA2,ANTA_LF,CHAMERA1,FSTPP I & II,KUDGI,NLCTS2EXP,RAMPUR,RIHAND3,TANAKPUR,TEHRI,URI,NJPC,RAPPB,RAPPC,RSTPSU7,SEWA2,AURY_LF,KOLDAM,UNCHAHAR4,ANTA_RF,BRBCL,DHAULIGNGA,KHSTPP-II,NAPP,NLCIIST2,SINGRAULI_HYDRO,TALA,UNCHAHAR3,VALLURNTECL,AURY_GF,AURY_RF,DADRI_GF,KISHANGANGA,MAPS,SASAN,TALST2,UNCHAHAR1,DADRI_CRF,DADRI_LF
57,14:00-14:15,19.56,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,79.6,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,65.71,33.12,167.1,0,60.38,0,5.79,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.9,9.85,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

58,14:15-14:30,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,79.6,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,33.12,167.1,0,60.38,0,5.79,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.9,9.85,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

59,14:30-14:45,13.04,686.07,50.96,28.98,7.03,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,79.6,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,33.12,167.1,0,60.38,0,5.79,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.96,9.85,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

60,14:45-15:00,13.04,686.07,50.96,28.98,7.03,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,79.6,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,33.12,167.1,0,60.38,0,11.58,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.96,9.85,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

61,15:00-15:15,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,79.6,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,38.64,167.1,0,60.38,0,11.58,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.96,9.85,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

62,15:15-15:30,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,79.6,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,38.64,167.1,0,60.38,0,11.58,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.96,9.85,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

63,15:30-15:45,13.04,686.07,50.96,28.98,21.08,0,43.71,23.65,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,33.12,167.1,0,60.38,0,11.58,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.96,10.11,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

64,15:45-16:00,13.04,686.07,50.96,28.98,21.08,0,43.71,23.65,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.05,66.29,33.12,167.1,0,60.38,0,16.12,0,5.35,1.62,45.53,15,40.4,148.3,45.1,0,0.96,10.11,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

65,16:00-16:15,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,33.12,167.1,0,60.38,0,16.12,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.53,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

66,16:15-16:30,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,33.12,167.1,0,60.38,0,16.71,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.53,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

67,16:30-16:45,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.97,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

68,16:45-17:00,13.04,686.07,50.96,28.98,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.97,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

69,17:00-17:15,1.1,686.07,53.79,38.64,21.08,0,43.71,29.56,0,0,0,73.8,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.67,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

70,17:15-17:30,1.1,686.07,53.79,38.64,21.08,0,43.71,29.56,0,0,0,76.64,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,30.91,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.67,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

71,17:30-17:45,1.1,686.07,53.79,38.64,35.14,0,43.71,23.65,0,0,0,76.64,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,30.91,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.08,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

72,17:45-18:00,1.1,686.07,53.79,38.64,35.14,0,43.71,23.65,0,0,0,76.64,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,30.91,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.08,27.05,0,0,76.47,0,4.32,0,382.5,0,20.96,0,0

73,18:00-18:15,1.1,686.07,53.79,38.64,35.14,0,43.71,23.65,0,0,0,76.64,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,39.19,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,9.08,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

74,18:15-18:30,1.1,686.07,53.79,38.64,53.4,0,43.71,23.65,0,0,0,76.64,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,39.19,167.1,0,60.38,0,17.37,0,5.35,1.62,44.95,15,40.4,148.3,45.1,0,0.96,8.88,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

75,18:30-18:45,6.52,686.07,53.79,38.64,53.4,0,42.41,20.68,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,0,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,0.01,44.95,15,40.4,136.37,45.1,0,0.96,8.58,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

76,18:45-19:00,19.56,686.07,54.53,42.51,53.4,0,42.41,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,406.43,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,0.01,44.95,15,41.42,136.37,45.1,0,0.96,8.21,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

77,19:00-19:15,19.56,686.07,54.53,42.51,53.4,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,44.95,15,41.42,136.37,45.1,0,0.96,7.82,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

78,19:15-19:30,19.56,686.07,54.53,42.51,53.4,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,44.95,15,41.42,136.37,45.1,0,0.96,7.82,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

79,19:30-19:45,19.56,686.07,54.53,42.51,53.4,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,44.95,15,41.42,136.37,45.1,0,0.96,7.9,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

80,19:45-20:00,19.56,686.07,54.53,42.51,30.92,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,44.95,15,41.42,136.37,45.1,0,0.96,8.02,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

81,20:00-20:15,19.56,686.07,54.53,42.51,30.92,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,45.53,15,41.42,136.37,45.1,0,0.96,8.53,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

82,20:15-20:30,19.56,686.07,54.53,42.51,30.92,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,0,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,45.53,15,41.42,136.37,45.1,0,0.96,8.73,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

83,20:30-20:45,19.56,686.07,54.53,42.51,33.73,0,43.024,20.68,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,5.64,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,45.53,15,41.42,136.37,45.1,0,0.96,8.82,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

84,20:45-21:00,3.3,686.07,53.79,38.64,33.73,0,43.11,20.68,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,5.64,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,45.53,15,40.4,136.37,45.1,0,0.96,8.96,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

85,21:00-21:15,3.3,686.07,53.79,38.64,35.14,0,43.11,22.16,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,5.64,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,45.53,15,40.4,136.37,45.1,0,0.96,9.08,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

86,21:15-21:30,6.52,686.07,53.79,38.64,35.14,0,43.11,22.16,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,5.64,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,45.53,15,40.4,136.37,45.1,0,0.96,9.2,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

87,21:30-21:45,6.52,686.07,53.79,38.64,35.14,0,43.11,22.16,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,5.64,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,45.53,15,40.4,136.37,45.1,0,0.96,9.64,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

88,21:45-22:00,19.56,686.07,54.53,42.51,35.14,0,43.11,22.16,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,5.64,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,45.53,15,41.42,136.37,45.1,0,0.96,9.76,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

89,22:00-22:15,19.56,686.07,54.53,42.51,35.14,0,43.11,22.16,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,9.48,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,46.72,15,41.42,136.37,45.1,0,0.96,9.88,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

90,22:15-22:30,19.56,686.07,54.53,42.51,35.14,0,43.11,22.16,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,5.64,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,46.72,15,41.42,136.37,45.1,0,0.96,10.05,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

91,22:30-22:45,19.56,686.07,54.53,42.51,35.14,0,43.11,26.6,0,0,0,75.22,45.65,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.62,127.6,6.92,66.29,33.12,168.66,0,60.38,0,17.37,0,5.35,1.62,46.72,15,41.42,136.37,45.1,0,0.96,10.14,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

92,22:45-23:00,13.04,686.07,53.79,38.64,35.14,0,43.11,26.6,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,9.48,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,46.72,15,40.4,136.37,45.1,0,0.96,10.21,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

93,23:00-23:15,19.56,686.07,53.79,38.64,35.14,0,43.11,26.6,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.55,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,47.31,15,40.4,136.37,45.1,0,0.96,10.23,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

94,23:15-23:30,19.56,686.07,53.79,38.64,35.14,0,43.11,26.6,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,7.55,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,47.31,15,40.4,136.37,45.1,0,0.96,10.26,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

95,23:30-23:45,19.56,686.07,53.79,38.64,35.14,0,43.11,24.38,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,6.92,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,47.31,15,40.4,136.37,45.1,0,0.96,10.37,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

96,23:45-24:00,19.56,686.07,53.79,38.64,35.14,0,43.11,24.38,0,0,0,75.22,44.22,0,0,0,0,0,80.18,0,0,32.08,413.83,0,32.17,0,0,94.65,121.71,0,127.75,2.89,0,42.15,14.3,0,0,3.54,127.6,10.12,66.29,33.12,167.1,0,60.38,0,17.37,0,5.35,1.62,47.31,15,40.4,136.37,45.1,0,0.96,10.37,27.05,0,0,76.11,0,4.32,0,382.5,0,20.96,0,0

