Block,Time,DADRT2,MAPS,NLCEXP,SASAN,TANAKPUR,UNCHAHAR1,KKNPPU2,NLCIIST1,RAMPUR,RIHAND2,TANDA2,URI2,AURY_LF,DADRI_CRF,CHAMERA1,CHAMERA2,KHSTPP-II,KISHANGANGA,RAPPC,DADRI_GF,KKNP,KOLDAM,NAPP,NJPC,TALA,UNCHAHAR3,CHAMERA3,DHAULIGNGA,NTPL,RIHAND3,RSTPSU7,SALAL,UNCHAHAR2,VALLURNTECL,ANTA_GF,ANTA_LF,AURY_GF,DADRI_RF,KGSU3AND4,KUDGI,SIMHST2,TEHRI,AURY_CRF,DADRI_LF,BRBCL,BSIUL,KGSU1AND2,NLCTS2EXP,PARBATI3,RIHAND1,RSTPSU1TO6,SIMHST1,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_CRF,AURY_RF,DULHASTI,FSTPP I & II,JHAJJAR,KHSTPP-I,KOTESHWR,NLCIIST2,NNTPP,RAPPB,SEWA2,TALST2,TelanganaSTPP,URI,ANTA_RF
64,15:45-16:00,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,22.2,0,0,0,0,148.3,0,25.51,0,0,0,20.94,20.84,0,26.4,0,0,0,62.16,0,2.33,42.39,0,0,0,0,59.73,0,0,0,24.83,0,0,20,6.52,0,0,0,92,0,0,139.69,0.73,0,0,70.81,0,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,33.12,41.26

65,16:00-16:15,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,20.84,0,26.4,0,0,0,62.16,0,2.33,42.39,0,0,0,0,59.73,0,0,0,36.48,0,0,20,6.52,0,0,0,92,0,0,139.69,0.73,0,0,70.81,0,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,41.26

66,16:15-16:30,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,13.99,0,148.3,0,25.51,0,0,0,20.94,20.84,0,26.4,0,0,0,62.16,0,2.33,42.39,0,0,0,0,59.73,0,0,0,36.48,0,0,20,6.52,0,0,0,92,0,0,139.69,0.73,0,0,70.81,0,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,41.26

67,16:30-16:45,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,38.71,0,148.3,0,25.51,0,0,0,20.94,20.84,0,26.4,0,0,0,62.16,0,2.33,42.39,0,0,0,0,59.73,0,0,0,36.48,0,0,20,13.04,0,0,0,92,0,0,139.69,0.73,0,0,70.81,0,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,41.26

68,16:45-17:00,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,0,148.3,0,25.51,0,0,0,20.94,41.67,0,26.4,0,0,0,62.16,0,2.33,42.39,0,0,0,0,59.73,0,0,0,36.48,0,0,20,13.04,0,0,0,92,0,0,139.69,0.73,0,0,70.81,0,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,41.48

69,17:00-17:15,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,2.66,148.3,0,25.51,0,0,0,20.94,62.51,0,26.4,0,1.32,0,62.16,0,13.95,42.39,0,0,0,0,59.73,0,0,0,36.48,0,0,20,13.04,0,0,0,92,0,0,139.69,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,41.48

70,17:15-17:30,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,13.17,148.3,0,25.51,0,0,0,20.94,83.33,0,26.4,9.68,15.85,0,62.16,0,69.72,42.39,0,0,0,0,59.73,0,0,0,48.63,0,0,20,13.04,0,0,0,92,0,0,139.69,0.73,0,0,70.81,32.96,20.8,434.65,45.53,17.75,0,0,0,16.53,0,0,35.33,41.48

71,17:30-17:45,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,39.51,148.3,0,25.51,0,0,0,20.94,113.64,0,26.4,29.06,27.41,0,62.16,0,69.72,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,19.56,0,0,0,92,0,0,139.69,0.73,0,0,70.81,49.43,20.8,434.65,45.53,39.05,0,0,0,16.93,0,0,39.75,41.68

72,17:45-18:00,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,39.51,148.3,0,25.51,0,0,0,20.94,113.64,0,26.4,29.06,27.41,0,62.16,0,69.72,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,19.56,0,0,0,92,0,0,139.69,0.73,0,0,70.81,49.43,20.8,434.65,45.53,39.05,0,0,0,16.93,0,0,39.75,41.9

73,18:00-18:15,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,39.51,148.3,0,25.51,0,0,0,20.94,113.64,0,26.4,29.06,27.41,0,62.16,0,69.72,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,19.56,0,0,0,92,0,0,139.69,0.73,0,0,70.81,49.43,20.8,434.65,45.53,39.05,0,0,0,16.93,0,0,39.75,42

74,18:15-18:30,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,39.51,148.3,0,25.51,0,0,0,20.94,113.64,0,26.4,29.06,27.41,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,19.56,0,0,0,92,0,0,139.69,0.73,0,0,70.81,49.43,20.8,434.65,45.53,39.05,0,0,0,16.93,0,0,39.75,42.32

75,18:30-18:45,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,39.51,148.3,0,25.51,0,0,0,20.94,113.64,0,26.4,29.06,15.97,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,19.56,0,0,0,92,0,0,139.69,0.73,0,0,70.81,49.43,20.8,434.65,45.53,39.05,0,0,0,16.93,0,0,34.78,42.52

76,18:45-19:00,683.14,0,0,140.62,0,20.55,0,0,0,118.76,0,26.9,0,0,42.15,39.51,148.3,0,25.51,0,0,0,20.94,113.64,0,26.4,29.06,15.85,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,19.56,0,0,3.57,92,0,0,139.69,0.73,0,0,70.81,49.43,20.8,434.65,45.53,39.05,0,0,0,16.93,0,0,34.78,42.73

77,19:00-19:15,683.14,0,0,140.62,0.25,20.55,0,0,0,118.76,0,24.21,0,0,42.15,26.34,148.3,0,25.51,0,0,0,20.94,83.33,0,26.4,9.68,1.32,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,49.64,0,0,20,6.52,0,0,6.37,92,0,0,139.69,0.73,0,0,70.81,32.96,20.8,434.65,45.53,17.75,0,0,0,16.53,0,0,34.78,42.84

78,19:15-19:30,683.14,0,0,140.62,0.25,20.55,0,0,0,118.76,0,24.21,0,0,42.15,13.17,148.3,0,25.51,0,0,0,20.94,62.51,0,26.4,9.68,1.32,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,37.23,0,0,20,6.52,0,0,33.1,92,0,0,139.69,0.73,0,0,70.81,16.48,20.8,434.65,45.53,17.75,0,0,0,16.53,0,0,34.78,42.84

79,19:30-19:45,683.14,0,0,140.62,0.25,20.55,0,0,0,118.76,0,24.21,0,0,38.31,13.17,148.3,0,25.51,0,0,0,20.94,41.67,0,26.4,9.68,0,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,37.05,0,0,20,6.52,0,0,33.1,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,17.75,0,0,0,16.53,0,0,34.78,42.84

80,19:45-20:00,683.14,0,0,140.62,0.25,20.55,0,0,0,118.76,0,24.21,0,0,28.05,13.17,148.3,0,25.51,0,0,0,20.94,18.94,0,26.4,9.68,0,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,24.32,0,0,20,6.52,0,0,33.1,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,17.75,0,0,0,16.53,0,0,34.78,43.05

81,20:00-20:15,683.14,0,0,140.62,0.25,20.55,0,0,0,118.76,0,24.21,0,0,28.05,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,9.68,0,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,12.41,0,0,20,6.52,0,0,33.1,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,17.75,0,0,0,16.53,0,0,34.78,43.05

82,20:15-20:30,683.14,0,0,140.62,0.25,20.55,0,0,0,118.76,0,24.21,0,0,24.8,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,9.68,0,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,12.22,0,0,20,6.52,0,0,33.1,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.26

83,20:30-20:45,683.14,0,0,140.62,0.77,20.55,0,0,0,118.76,0,26.9,0,0,13.99,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,12.03,0,0,20,6.52,0,0,33.1,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.47

84,20:45-21:00,683.14,0,0,140.62,0.77,20.55,0,0,0,118.76,0,26.9,0,0,13.99,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,13.36,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,6.37,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.26

85,21:00-21:15,607.71,0,0,140.62,1.15,20.55,0,0,0,118.76,0,26.9,0,0,0,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,3.57,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.26

86,21:15-21:30,464.99,0,0,140.62,1.15,20.55,0,0,0,118.76,0,26.9,0,0,0,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,412.25,45.53,8.87,0,0,0,16.53,0,0,34.78,43.47

87,21:30-21:45,359.02,0,0,140.62,1.15,20.55,0,0,0,118.76,0,26.9,0,0,0,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.47

88,21:45-22:00,289.02,0,0,140.62,1.15,20.55,0,0,0,118.76,0,26.9,0,0,0,13.17,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.47

89,22:00-22:15,289.02,0,0,140.62,1.15,20.55,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.47

90,22:15-22:30,289.02,0,0,140.62,1.15,20.55,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,34.78,43.57

91,22:30-22:45,289.02,0,0,140.62,1.15,20.55,0,0,0,118.76,0,24.21,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,43.57

92,22:45-23:00,289.02,0,0,140.62,1.15,20.55,0,0,0,118.76,0,24.21,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,26.4,0,0,0,62.16,0,26.73,42.39,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,125.96,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,43.57

93,23:00-23:15,683.14,0,0,140.62,1.15,17.34,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,22.7,0,0,0,62.16,0,40.09,37.62,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,133.5,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,43.57

94,23:15-23:30,683.14,0,0,140.62,1.15,17.34,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,22.7,0,0,0,62.16,0,40.09,37.62,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,135,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,43.57

95,23:30-23:45,683.14,0,0,140.62,0.77,17.34,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,22.7,0,0,0,62.16,0,40.09,37.62,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,136.5,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,43.57

96,23:45-24:00,683.14,0,0,140.62,0.77,17.34,0,0,0,118.76,0,26.9,0,0,0,0,148.3,0,25.51,0,0,0,20.94,0,0,22.7,0,0,0,62.16,0,40.09,37.62,0,0,0,0,59.73,0,0,0,0,0,0,20,6.52,0,0,0,92,0,0,137.25,0.73,0,0,70.81,16.48,20.8,434.65,45.53,8.87,0,0,0,16.53,0,0,35.33,43.57

