Block,Time,BRBCL,BSIUL,CHAMERA1,KOTESHWR,NLCTS2EXP,NNTPP,SIMHST1,AURY_CRF,DADRI_GF,KOLDAM,MAPS,NJPC,RSTPSU1TO6,URI,VALLURNTECL,DADRI_LF,DHAULIGNGA,DULHASTI,KGSU3AND4,NAPP,PARBATI3,SEWA2,SINGRAULI,TALST2,TelanganaSTPP,UNCHAHAR1,DADRI_CRF,DADRI_RF,JHAJJAR,KGSU1AND2,KHSTPP-II,NLCIIST2,RAMPUR,RAPPB,SIMHST2,UNCHAHAR3,UNCHAHAR4,ANTA_LF,ANTA_RF,NLCEXP,RIHAND1,RSTPSU7,SASAN,TANAKPUR,URI2,CHAMERA2,CHAMERA3,DADRT2,KHSTPP-I,RAPPC,RIHAND2,RIHAND3,SALAL,TANDA2,AURY_GF,AURY_LF,FSTPP I & II,KISHANGANGA,KKNPPU2,NTPL,TALA,UNCHAHAR2,ANTA_CRF,KKNP,KUDGI,NLCIIST1,SINGRAULI_HYDRO,TEHRI,ANTA_GF,AURY_RF
65,16:00-16:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,0,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,5.76,4.31,0,0,683.14,33.99,54.06,118.75,124.32,9.29,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.13

66,16:15-16:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,0,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,5.76,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,31.12,0,71.13

67,16:30-16:45,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,7.73,0,0,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,5.76,4.31,3.33,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

68,16:45-17:00,20,0,0,8.88,0,0,0,0,0,0,0,46.79,0,7.73,0,0,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,5.76,4.31,13.17,0,682.79,33.99,54.06,118.75,124.32,41.83,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

69,17:00-17:15,20,0,0,8.88,0,0,0,0,0,0,0,70.17,0,5.52,0,0,0,16.48,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.26,0,92,0,276.75,5.76,4.31,13.17,0,682.79,33.99,54.06,118.75,124.32,41.83,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

70,17:15-17:30,20,2.2,12.01,8.88,0,0,0,0,0,0,0,93.56,0,5.52,0,0,0,32.95,0,44.32,0,7.9,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.57,0,92,0,276.75,5.76,4.31,26.34,9.67,682.79,33.99,54.06,118.75,124.32,41.83,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

71,17:30-17:45,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,1.66,0,0,9.14,49.43,0,44.32,0,7.9,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,4.31,26.34,29.07,682.79,33.99,54.06,118.75,124.32,41.83,0,0,0,15.99,0,0,0,0,21.24,0,0,0,0,0,62.24,0,71.13

72,17:45-18:00,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,1.66,0,0,17.57,49.43,0,44.32,0,7.9,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,4.31,26.34,29.07,682.79,33.99,54.06,118.75,124.32,9.29,0,0,0,15.99,0,0,0,0,22.38,0,0,0,0,0,62.24,0,71.13

73,18:00-18:15,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,7.73,0,0,27.41,49.43,0,44.32,0,7.9,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.63,0,92,0,276.75,0,4.31,26.34,29.07,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,25.74,0,0,0,0,0,62.24,0,71.46

74,18:15-18:30,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,7.73,0,0,27.41,49.43,0,44.32,0,7.9,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,276.75,0,4.31,26.34,29.07,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,25.74,0,0,0,0,0,62.24,0,71.46

75,18:30-18:45,20,13.04,12.01,9.86,0,0,0,0,0,0,0,113.64,0,7.73,0,0,27.41,49.43,0,44.32,0,7.9,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,276.75,0,4.31,26.34,29.07,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,27.98,0,0,0,0,0,62.24,0,71.46

76,18:45-19:00,20,2.2,0,8.88,0,0,0,0,0,0,0,113.64,0,7.73,0,0,27.41,32.95,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,276.75,0,4.31,26.34,1.27,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,31.33,0,0,0,0,0,62.24,0,71.46

77,19:00-19:15,20,0,0,8.88,0,0,0,0,0,0,0,93.56,0,26.49,0,0,27.41,16.48,0,44.32,3.82,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,276.75,0,7.13,13.17,0,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,31.33,0,0,0,0,0,46.68,0,71.46

78,19:15-19:30,20,0,0,8.88,0,0,0,0,0,0,0,46.79,0,26.49,0,0,16.37,0,0,44.32,16.55,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,276.75,0,7.13,0,0,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,34.69,0,0,0,0,0,46.68,0,71.46

79,19:30-19:45,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,26.49,0,0,7.92,0,0,44.32,16.55,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,7.13,0,0,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,38.04,0,0,0,0,0,31.12,0,71.46

80,19:45-20:00,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,26.49,0,0,0,0,0,44.32,16.55,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,7.13,0,0,682.79,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,31.12,0,71.46

81,20:00-20:15,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,19.87,0,0,0,0,0,44.32,16.55,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,7.13,0,0,623.21,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,31.12,0,71.46

82,20:15-20:30,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,16.56,0,0,0,0,0,44.32,16.55,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,7.13,0,0,580.35,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.46

83,20:30-20:45,20,0,0,8.88,0,0,0,0,0,0,0,20.93,0,14.35,0,0,0,0,0,44.32,16.55,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,30.21,0,0,0,0,0,0,0,71.46

84,20:45-21:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,14.35,0,0,0,0,0,44.32,3.56,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,276.75,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,30.21,0,0,0,0,0,0,0,71.46

85,21:00-21:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,19.87,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,303.75,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,33.57,0,0,0,0,0,0,0,71.46

86,21:15-21:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,19.87,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,315,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,35.81,0,0,0,0,0,0,0,71.46

87,21:30-21:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,16.56,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,320.62,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,39.16,0,0,0,0,0,0,0,71.46

88,21:45-22:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,16.56,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,326.25,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

89,22:00-22:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,7.73,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.63,0,92,0,331.88,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

90,22:15-22:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,7.73,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,337.5,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

91,22:30-22:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,7.73,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,343.12,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

92,22:45-23:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,7.73,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

93,23:00-23:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

94,23:15-23:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

95,23:30-23:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,8.83,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,11.12,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

96,23:45-24:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,8.83,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0,7.13,0,0,683.14,33.99,54.06,118.75,124.32,2.33,0,0,0,11.12,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

