Block,Time Block,DULHASTI,PARBATI2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,KOTESHWR,KOLDAM,CHAMERA1,BSIUL,BRBCL,CHAMERA2,RIHAND3,RIHAND2,RIHAND1,TEHRIPSP,TANDA2,TEHRI,TelanganaSTPP,PARBATI3,RAPPD,RAPPB,RAMPUR,RAPPC,KISHANGANGA,KHSTPP-II,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,NTPL,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,KGSU3AND4,KHSTPP-I,KKNP,KKNPPU2,JHAJJAR,KGSU1AND2,RSTPSU7,SIMHST1,SALAL,RSTPSU1TO6,SEWA2,SASAN,TALST2,TANAKPUR,SINGRAULI_HYDRO,TALA,SIMHST2,SINGRAULI,DADRI_GF,DADRI_RF,DADRI_LF,ANTA_LF,AURY_GF,URI2,UNCHAHAR3,ANTA_GF,AURY_CRF,AURY_RF,UNCHAHAR2,URI,ANTA_CRF,DADRI_CRF,ANTA_RF,AURY_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,56.87,56.16,33.95,21.21,7.39,10.04,20.2,10.3,0,18.92,20.79,47.31,83.44,93.97,57.3,0,3.72,0,0,75.83,24.71,0,6.81,66,8.43,106.46,0,0,0,0,175.25,0,0,0,24.08,0,0,26.36,0,0,129.61,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,51.26,0,0,0,0,10.45,0.97,0,0,0,0,0,0

54,13:15-13:30,56.87,56.16,33.95,21.21,7.39,10.04,20.2,10.3,0,18.92,18.84,47.31,83.44,93.97,57.3,0,3.72,0,0,75.83,24.71,0,6.81,66,8.43,106.46,0,0,0,0,175.25,0,0,0,24.08,0,0,26.06,0,0,129.61,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,51.26,0,0,0,0,10.45,0.97,0,0,0,0,0,0

55,13:30-13:45,56.87,56.16,33.95,21.21,7.39,11.98,20.2,10.3,0,18.92,18.96,47.31,125.34,119.59,93.61,0,3.72,0,0,75.83,24.71,0,6.81,66,8.43,103.85,0,0,0,0,175.25,0,0,0,24.08,0,0,27.85,0,0,129.61,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,51.26,0,0,0,0,10.45,0.97,0,0,0,0,0,0

56,13:45-14:00,56.87,56.16,33.95,21.21,7.39,11.98,20.2,10.3,0,18.92,18.25,47.31,125.34,119.59,93.61,0,3.65,0,0,75.83,24.71,0,6.81,66,8.43,103.76,0,0,0,0,175.25,0,0,0,24.08,0,0,27.57,0,0,129.61,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,142.97,0,0,0,0,0,36.92,16.11,0,0,0,24.78,51.26,0,0,0,0,11.42,0.97,0,0,0,0,0,0

57,14:00-14:15,56.87,56.16,33.95,21.21,0,17.35,20.2,10.3,13.59,18.92,17.4,47.31,86.15,119.59,81.86,0,3.78,0,0,75.83,24.71,0,6.81,66,8.43,123.66,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,129.61,0,0,0,80.37,0,0,405.12,0,6.82,1.13,20.04,0,142.97,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

58,14:15-14:30,56.87,56.16,33.95,21.21,7.36,17.35,20.2,10.3,27.18,18.92,18.67,47.31,86.15,119.59,67.17,0,3.78,0,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,129.61,0,0,0,80.37,0,0,405.12,0,6.82,1.13,20.04,0,142.97,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

59,14:30-14:45,56.87,56.16,33.95,21.21,82.37,17.35,20.2,10.3,27.18,18.92,18.24,47.31,86.15,119.59,53.11,0,3.78,0,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,133.5,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,142.97,0,0,0,0,0,36.92,18.57,0,0,0,32.12,49.13,0,0,0,0,15.04,1.93,0,0,0,0,0,0

60,14:45-15:00,56.87,56.16,33.95,21.21,145.26,17.35,20.2,10.3,27.18,18.92,19.39,47.31,86.15,119.59,53.11,0,3.78,0,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,210.89,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,142.97,0,0,0,0,0,36.92,18.57,0,0,0,32.12,49.13,0,0,0,0,15.04,1.93,0,0,0,0,0,0

61,15:00-15:15,56.87,56.16,33.95,21.21,212.97,17.35,20.2,10.3,27.18,12.61,16.02,47.31,86.15,119.59,53.11,0,3.78,0,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,210.89,0,0,0,80.37,0,0,405.12,0,9.92,1.13,20.04,0,142.97,0,0,0,0,0,36.92,18.57,0,0,0,32.12,49.13,0,0,0,0,15.04,1.93,0,0,0,0,0,0

62,15:15-15:30,56.87,56.16,33.95,21.21,210.55,17.35,20.2,10.3,27.18,12.61,20.71,47.31,86.15,119.59,53.11,0,3.78,9.57,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,210.89,0,0,0,80.37,0,0,405.12,0,9.92,1.13,20.04,0,142.97,0,0,0,0,0,36.92,18.57,0,0,0,32.12,49.13,0,0,0,0,15.04,1.93,0,0,0,0,0,0

63,15:30-15:45,56.87,56.16,33.95,21.21,217.81,17.35,10.1,10.3,27.18,12.61,22.85,47.31,86.15,119.59,53.11,0,3.78,19.14,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,210.89,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,142.97,0,0,0,0,0,36.92,18.57,0,0,0,32.12,49.13,0,0,0,0,15.04,1.93,0,0,0,0,0,0

64,15:45-16:00,56.87,56.16,33.95,21.21,242,17.35,10.1,10.3,27.18,12.61,18.74,47.31,86.15,119.59,53.11,0,3.78,28.71,0,75.83,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,38.21,0,0,210.89,0,0,0,80.37,0,0,405.12,0,11.65,1.13,20.04,0,142.97,0,0,0,0,0,36.92,18.57,0,0,0,32.12,49.13,0,0,0,0,15.04,1.93,0,0,0,0,0,0

65,16:00-16:15,56.87,56.16,33.95,21.21,196.85,17.35,10.1,10.3,27.18,12.61,17.87,47.31,69.91,105.97,53.11,0,3.65,28.71,0,75.83,24.71,0,6.81,66,8.43,126.9,0,0,0,0,175.25,0,0,0,24.08,0,0,36.04,0,0,207,0,0,0,80.37,0,0,405.12,0,9.92,1.13,20.04,0,125.53,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

66,16:15-16:30,56.87,56.16,33.95,21.21,81.56,20.12,10.1,10.3,27.18,12.61,19.24,47.31,49.1,93.97,53.11,0,3.65,28.71,0,75.83,24.71,0,6.81,66,8.43,126.9,0,0,0,0,175.25,0,0,0,24.08,0,0,39.02,0,0,323.09,0,0,0,80.37,0,0,405.12,0,9.92,1.13,20.04,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

67,16:30-16:45,56.87,56.16,33.95,21.21,7.36,17.35,10.1,10.3,30.57,12.61,20.17,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,117.03,0,0,0,0,175.25,0,0,0,24.08,0,0,35.34,0,0,323.09,0,0,0,80.37,0,0,405.12,0,9.92,1.13,20.04,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

68,16:45-17:00,56.87,56.16,33.95,21.21,7.36,17.35,10.1,10.3,40.78,12.61,16.21,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,117.03,0,0,0,0,175.25,0,0,0,24.08,0,0,34.92,0,0,323.09,0,0,0,80.37,0,0,405.12,0,9.92,1.13,20.04,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

69,17:00-17:15,56.87,56.16,33.95,21.21,7.36,17.35,10.1,10.3,40.78,12.61,22.27,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,114.32,0,0,0,0,175.25,0,0,0,24.08,0,0,36.32,0,0,323.09,0,0,0,80.37,0,0,405.12,0,10.53,1.13,18.63,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

70,17:15-17:30,56.87,56.16,33.95,31.82,7.36,17.35,10.1,10.3,40.78,6.31,20.03,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,114.32,0,0,0,0,175.25,0,0,0,24.08,0,0,36.06,0,0,323.09,0,0,0,80.37,0,0,405.12,0,10.53,1.13,18.63,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

71,17:30-17:45,56.87,56.16,33.95,42.42,7.36,17.35,10.1,10.3,40.78,6.31,21.09,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,103.99,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,323.09,0,0,0,80.37,0,0,405.12,0,8.67,1.13,18.63,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

72,17:45-18:00,56.87,56.16,33.95,42.42,7.36,20.12,10.1,10.3,40.78,6.31,20.77,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,101.64,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,323.09,0,0,0,80.37,0,0,405.12,0,8.67,1.13,18.63,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

73,18:00-18:15,56.87,56.16,33.95,42.42,7.36,15.15,10.1,10.3,40.78,6.31,21.41,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,97.23,0,0,0,0,175.25,0,0,0,24.08,0,0,31.01,0,0,88.98,0,0,0,80.37,0,6.1,405.12,0,7.43,1.13,18.63,0,125.22,0,0,0,0,0,36.92,13.29,0,0,0,23.99,49.13,0,0,0,0,10.45,0.97,0,0,0,0,0,0

74,18:15-18:30,56.87,56.16,33.95,42.42,7.36,15.15,10.1,10.3,40.78,6.31,17.84,47.31,49.1,93.97,53.11,0,3.65,28.71,0,77.31,24.71,0,6.81,66,8.43,97.23,0,0,0,0,175.25,0,0,0,24.08,0,0,31.01,0,0,88.98,0,0,0,80.37,0,12.21,405.12,0,7.43,1.13,18.63,0,125.22,0,0,0,0,0,36.92,14.89,0,0,0,24.27,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

75,18:30-18:45,56.87,56.16,33.95,42.42,77.5,15.15,10.1,10.3,40.78,12.61,17.58,47.31,49.1,93.97,53.11,0,3.45,28.71,0,76.42,24.71,0,6.81,66,8.43,97.23,0,0,0,0,175.25,0,0,0,24.08,0,0,31.01,0,0,116.7,0,0,0,80.37,0,18.31,405.12,0,7.43,1.13,17.58,0,125.22,0,0,0,0,0,36.92,14.89,0,0,0,23.79,49.13,0,0,0,0,12.02,0.64,0,0,0,0,0,0

76,18:45-19:00,56.87,56.16,33.95,42.42,95.4,15.15,20.2,10.3,40.78,12.61,16.26,47.31,49.1,93.97,53.11,0,3.45,28.71,0,76.42,24.71,0,6.81,66,8.43,97.23,0,0,0,0,175.25,0,0,0,24.08,0,0,31.01,0,0,116.7,0,0,0,80.37,0,18.31,405.12,0,7.43,1.13,17.58,0,125.22,0,0,0,0,0,36.92,15.51,0,0,0,24.1,49.13,0,0,0,0,12.02,0.64,0,0,0,0,0,0

77,19:00-19:15,56.87,56.16,33.95,42.42,95.4,15.15,30.3,10.3,40.78,12.61,18.32,47.31,52.27,96.42,53.11,0,4.36,28.71,0,76.42,24.71,0,6.81,66,8.43,114.32,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,116.7,0,0,0,80.37,0,18.31,405.12,0,4.96,1.13,17.58,0,129.73,0,0,0,0,0,36.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

78,19:15-19:30,57.67,59.08,35.69,44.54,95.4,15.15,33.68,10.3,41.27,19.79,19.41,49.79,52.27,96.42,53.11,0,4.36,29.17,0,77.31,24.71,0,6.98,66,8.58,114.32,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,116.7,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,17.58,0,129.73,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

79,19:30-19:45,57.67,59.08,35.69,44.54,95.4,15.15,33.68,10.3,41.27,19.79,22.03,49.79,77.93,116.87,53.11,0,4.36,29.17,0,77.31,24.71,0,6.98,66,8.58,114.32,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,193.55,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,145.03,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

80,19:45-20:00,57.67,59.08,35.69,44.54,95.4,15.15,33.68,10.3,41.27,19.79,23.02,49.79,89.32,122.04,53.11,0,4.36,29.17,0,77.31,24.71,0,6.98,66,8.58,114.32,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,147.48,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

81,20:00-20:15,57.67,59.08,35.69,44.54,95.4,15.15,33.68,10.3,41.27,19.79,23.61,49.79,89.32,122.04,60.54,0,4.36,29.17,0,77.31,24.71,0,6.98,66,8.58,114.32,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,147.48,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

82,20:15-20:30,57.67,59.08,35.69,44.54,95.4,15.15,33.68,10.3,41.27,19.79,21.57,49.79,89.32,122.04,75.42,50.3,4.36,29.17,0,77.31,24.71,0,6.98,66,8.58,114.32,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,147.48,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.97,0,0,0,0,0,0

83,20:30-20:45,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,22.72,49.79,88.84,122.04,66.01,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,147.48,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.99,0,0,0,0,0,0

84,20:45-21:00,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,22.39,49.79,88.84,122.04,66.01,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,147.48,0,0,0,0,0,38.92,16.05,0,0,0,24.69,49.13,0,0,0,0,12.02,0.99,0,0,0,0,0,0

85,21:00-21:15,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,19.69,49.79,88.84,122.04,66.01,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,4.96,1.13,16.24,0,147.48,0,0,0,0,0,38.92,20.73,0,0,0,32.33,49.13,0,0,0,0,15.61,2.31,0,0,0,0,0,0

86,21:15-21:30,57.67,56.16,33.95,42.42,95.4,20.12,30.3,10.3,40.78,6.31,21.29,47.31,88.84,122.04,66.01,50.3,6.15,29.17,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,18.31,405.12,0,4.96,1.13,16.24,0,137.61,0,0,0,0,0,36.92,20.73,0,0,0,32.33,49.13,0,0,0,0,15.61,2.31,0,0,0,0,0,0

87,21:30-21:45,57.67,56.16,33.95,42.42,95.4,20.12,30.3,10.3,40.78,6.31,21.03,47.31,88.84,122.04,66.01,50.3,6.15,29.17,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,18.31,405.12,0,7.43,1.13,16.33,0,137.61,0,0,0,0,0,36.92,20.73,0,0,0,32.33,49.13,0,0,0,0,15.61,2.31,0,0,0,0,0,0

88,21:45-22:00,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,19.06,49.79,88.84,122.04,66.01,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,280.61,0,0,0,80.37,0,19.46,405.12,0,7.43,1.13,16.33,0,137.61,0,0,0,0,0,38.92,20.73,0,0,0,32.33,49.13,0,0,0,0,15.61,2.31,0,0,0,0,0,0

89,22:00-22:15,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,19.28,49.79,88.84,122.04,93.58,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,19.46,405.12,0,7.43,1.13,16.33,0,137.61,0,0,0,0,0,38.92,25.86,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

90,22:15-22:30,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,19,49.79,88.84,122.04,95.84,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,19.46,405.12,0,7.43,1.13,16.33,0,137.61,0,0,0,0,0,38.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

91,22:30-22:45,57.67,59.08,35.69,44.54,95.4,20.12,33.68,10.3,41.27,19.79,20.09,49.79,88.84,122.04,95.84,50.3,6.15,29.17,0,77.31,24.71,0,6.98,66,8.58,143.47,0,0,0,0,176.91,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,19.46,405.12,0,7.43,1.13,16.33,0,147.48,0,0,0,0,0,38.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

92,22:45-23:00,56.87,56.16,33.95,42.42,95.4,20.12,20.2,10.3,40.78,12.61,20.19,47.31,88.84,122.04,95.84,50.3,6.15,28.71,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,18.31,405.12,0,7.43,1.13,16.33,0,147.48,0,0,0,0,0,36.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

93,23:00-23:15,56.87,56.16,33.95,42.42,95.4,20.12,20.2,10.3,40.78,12.61,21,47.31,88.84,122.04,95.84,50.3,6.1,28.71,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,12.21,405.12,0,7.43,1.13,16.33,0,147.48,0,0,0,0,0,36.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

94,23:15-23:30,56.87,56.16,33.95,42.42,95.4,20.12,20.2,10.3,40.78,12.61,18.5,47.31,88.84,122.04,95.84,50.3,6.1,28.71,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,6.1,405.12,0,7.43,1.13,16.33,0,147.48,0,0,0,0,0,36.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

95,23:30-23:45,56.87,56.16,33.95,42.42,95.4,20.12,20.2,10.3,40.78,12.61,16.84,47.31,88.84,122.04,95.84,50.3,6.1,28.71,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,6.1,405.12,0,7.43,1.13,16.33,0,147.48,0,0,0,0,0,36.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

96,23:45-24:00,56.87,56.16,33.95,42.42,95.4,20.12,20.2,10.3,40.78,12.61,16.67,47.31,88.84,122.04,95.84,50.3,6.1,28.71,0,76.42,24.71,0,6.81,66,8.43,143.47,0,0,0,0,175.25,0,0,0,24.08,0,0,31.71,0,0,292.05,0,0,0,80.37,0,6.1,405.12,0,7.43,1.13,16.33,0,147.48,0,0,0,0,0,36.92,26.99,0,0,0,43.13,49.13,0,0,0,0,21.12,2.31,0,0,0,0,0,0

