Block,Time Block,DULHASTI,CHAMERA1,BSIUL,BRBCL,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNP,KKNPPU2,KOLDAM,FSTPP I & II,JHAJJAR,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAPPB,RAMPUR,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,SASAN,SIMHST1,RSTPSU7,SALAL,SEWA2,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,TALST2,TALA,TANAKPUR,TEHRIPSP,TEHRI,TANDA2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR4,VALLURNTECL,URI2,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,53.3,0,12.55,24.05,32.67,45.35,8.14,40.87,0,0,97.52,6.79,26.01,0,0,8.3,10.47,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,113.45,1.09,0,0,24.36,11.46,0,0,4.49,0,10.85,14.44,24.36,29.75,2.33,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,53.3,0,12.55,24.05,32.67,45.35,8.14,40.87,0,0,97.52,6.79,26.01,0,0,8.3,10.47,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,113.45,1.09,0,0,24.23,11.46,0,0,4.49,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,53.3,0,12.55,24.05,32.67,45.35,8.14,40.87,0,0,97.52,6.79,29.81,0,0,8.3,12.9,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,113.45,1.09,0,0,24.23,11.46,0,0,4.49,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,53.3,0,6.28,24.05,32.67,45.35,0,40.87,0,0,97.52,6.79,26.01,0,0,8.3,10.47,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,139.94,1.09,0,0,24.23,11.46,0,0,4.49,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,53.3,0,6.28,24.05,32.67,45.35,8.11,40.87,0,0,97.52,6.79,26.01,0,0,8.3,10.47,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.23,11.46,0,0,4.49,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,53.3,0,6.28,24.05,32.67,45.35,8.11,40.87,0,0,125.73,6.79,32.42,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.23,11.46,0,0,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,53.3,13.52,6.28,24.05,32.67,45.35,8.11,40.87,0,0,125.73,6.79,32.42,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.23,11.46,0,0,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,53.3,27.05,6.28,24.05,32.67,45.35,8.11,40.87,0,0,125.73,6.79,32.42,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.51,11.46,0,0,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,53.3,27.05,6.28,24.05,32.67,45.35,8.11,40.87,0,0,125.73,6.79,32.42,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.51,11.46,0,0,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,53.3,40.57,6.28,24.05,32.67,45.35,8.11,40.87,0,0,142.74,6.79,37.77,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,23.66,11.46,0,11.58,5.34,0,10.85,14.44,24.36,36.12,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,53.3,40.57,6.28,24.05,32.67,45.35,8.11,40.87,0,0,142.74,6.79,37.77,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,23.66,11.46,0,23.15,5.34,0,10.85,14.44,24.36,36.12,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,53.3,40.57,6.28,24.05,32.67,45.35,8.11,40.87,0,0,142.74,6.79,37.77,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.51,11.46,0,34.74,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,53.3,40.57,6.28,24.05,32.67,45.35,8.11,40.87,0,0,142.74,6.79,37.77,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.51,11.46,0,46.31,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,53.3,40.57,6.28,24.05,32.67,45.35,8.11,40.87,0,0,142.74,6.79,37.77,0,0,8.3,14.1,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.51,11.46,0,46.31,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,53.3,40.57,6.28,24.05,32.67,45.35,8.11,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,24.51,11.46,0,46.31,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,53.3,40.57,6.28,24.05,32.67,45.35,27.36,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,22.62,11.46,0,46.31,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,53.3,40.57,6.28,24.05,32.67,45.35,27.36,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,0,144.27,1.09,0,0,22.62,11.46,0,46.31,5.34,0,10.85,14.44,24.36,29.75,2.33,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,53.3,40.57,6.28,24.05,32.67,45.35,27.36,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,5.89,144.27,1.09,0,0,22.55,11.46,0,46.31,5.34,0,14.02,18,29.38,29.75,3.1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,53.3,40.57,6.28,24.05,32.67,45.35,27.36,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,123.27,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,335.89,0,0,77.73,5.89,144.27,1.09,0,0,22.32,11.46,0,46.31,5.34,0,14.02,18,29.38,29.75,3.1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,53.3,40.57,6.28,24.05,32.67,45.35,50.46,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,124.23,9.76,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,11.76,145.06,1.09,0,0,22.01,11.46,0,46.31,5.34,0,14.02,18,29.38,50.4,3.1,0,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,53.3,40.57,6.28,24.05,32.67,45.35,50.46,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,124.23,19.53,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,11.76,145.06,1.09,0,0,21.75,11.46,0,46.31,5.34,0,14.02,18,29.38,50.4,3.1,0,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,53.3,40.57,6.28,24.05,32.67,45.35,50.46,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,124.23,29.29,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,17.65,145.06,1.09,0,0,21.62,11.46,66.86,46.31,5.34,0,11.87,14.66,23.82,50.4,3.1,0,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,53.3,40.57,6.28,24.05,32.67,45.35,50.46,40.87,0,0,142.74,6.79,37.77,0,0,8.3,17.26,124.23,39.05,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,17.65,145.06,1.09,0,0,21.53,11.46,66.86,46.31,5.34,0,11.87,14.66,23.82,50.4,3.1,0,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,53.3,40.57,12.55,24.05,32.67,45.35,106.44,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,168.5,39.05,0,0,0,169.2,23.56,0,0,0,0,0,0,0,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,17.65,145.06,1.09,0,0,21.53,11.46,66.86,48.39,5.34,0,20.84,26.65,35.09,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,55.51,40.68,19.69,24.05,34.35,47.73,157.3,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,197.38,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,0,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.27,1.09,0,0,21.62,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,55.51,40.68,19.69,24.05,34.35,47.73,180.56,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,219.52,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,0,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.17,18.76,144.63,1.09,0,0,22.05,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,55.51,40.68,19.69,24.05,34.35,47.73,267.18,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,219.52,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,0,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.17,18.76,144.63,1.09,0,0,22.19,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,55.51,40.68,19.69,24.05,34.35,47.73,296.06,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,219.52,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,0,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.17,18.76,144.8,1.09,0,0,22.24,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,55.51,40.68,19.69,24.05,34.35,47.73,324.93,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,219.52,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,0,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.17,18.76,144.8,1.09,0,0,22.36,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,55.51,40.68,19.69,24.05,34.35,47.73,312.42,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,207.97,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,37.2,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,22.41,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,55.51,40.68,19.69,24.05,34.35,47.73,360.54,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,207.97,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,37.2,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,22.52,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,55.51,40.68,19.69,24.05,34.35,47.73,385.41,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,207.97,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,37.2,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,22.39,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,29.75,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,53.3,40.57,6.28,24.05,32.67,45.35,427.67,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,207.97,39.05,0,0,0,169.2,23.56,0,0,0,0,0,0,37.2,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,17.65,144.8,1.07,0,0,22.46,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,29.75,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,53.3,40.57,6.28,24.05,32.67,45.35,449.81,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,218.55,39.05,0,0,0,169.2,23.56,0,0,0,0,0,0,37.2,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,17.65,144.8,1.07,0,0,22.62,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,29.75,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,55.51,40.68,19.69,24.05,34.35,47.73,449.81,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,218.55,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,41.5,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,22.75,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,29.75,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,55.51,40.68,19.69,24.05,34.35,47.73,453.81,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,218.55,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,41.5,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,22.89,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,29.75,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,55.51,40.68,19.69,24.05,34.35,47.73,453.81,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,218.55,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,41.5,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,23.03,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,29.75,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,55.51,40.68,19.69,24.05,34.35,47.73,497.12,42.91,0,0,142.74,6.91,43.82,0,0,8.3,20.02,218.55,42.97,0,0,0,170.79,23.56,0,0,0,0,0,0,41.5,0,5.62,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,18.76,144.8,1.07,0,0,27.14,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,53.3,40.57,12.55,24.05,32.67,45.35,528.78,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,218.55,29.29,0,0,0,169.2,23.56,0,0,0,0,0,0,22.89,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,11.76,144.8,1.07,0,0,27.22,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,53.3,40.57,12.55,24.05,32.67,45.35,528.78,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,218.55,29.29,0,0,0,169.2,23.56,0,0,0,0,0,0,21.46,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,5.89,144.8,1.07,0,0,27.85,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,53.3,40.57,12.55,24.05,32.67,45.35,524.78,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,218.55,29.29,0,0,0,169.2,23.56,0,0,0,0,0,0,21.46,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,0,144.8,1.07,0,0,27.9,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,34.01,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,53.3,40.57,12.55,24.05,32.67,45.35,524.78,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,218.55,19.53,0,0,0,169.2,23.56,0,0,0,0,0,0,21.46,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,0,144.8,1.07,0,0,27.98,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,38.26,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,53.3,40.57,12.55,24.05,32.67,45.35,524.78,40.87,0,0,142.74,6.79,43.82,0,0,8.3,20.02,218.55,19.53,0,0,0,169.2,23.56,0,0,0,0,0,0,21.46,0,5.49,62.97,120.57,94.63,0,23.78,125.93,330.25,0,0,77.73,0,144.8,1.07,0,0,28.12,11.46,66.86,48.39,5.34,0,20.84,26.65,43.31,38.26,3.1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

