Block,Time,DHAULIGNGA,NJPC,NLCTS2EXP,NTPL,RAMPUR,RIHAND3,URI2,AURY_RF,BRBCL,JHAJJAR,KOTESHWR,RAPPB,RAPPC,RSTPSU1TO6,SASAN,TALA,TANAKPUR,ANTA_CRF,ANTA_GF,AURY_LF,DULHASTI,KISHANGANGA,NNTPP,RAPPD,URI,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,KHSTPP-I,PARBATI2,PARBATI3,SEWA2,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRI,UNCHAHAR3,AURY_CRF,KGSU1AND2,KHSTPP-II,KKNPPU2,NLCEXP,RIHAND1,SALAL,SIMHST1,UNCHAHAR1,DADRI_RF,DADRT2,FSTPP I & II,KGSU3AND4,KUDGI,RSTPSU7,UNCHAHAR4,VALLURNTECL,AURY_GF,DADRI_GF,DADRI_LF,KKNP,KOLDAM,NAPP,NLCIIST1,NLCIIST2,RIHAND2,TALST2,TANDA2,TelanganaSTPP,ANTA_LF,MAPS,TEHRIPSP,UNCHAHAR2,ANTA_RF,DADRI_CRF
56,13:45-14:00,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,21.19,0,0,0,0,38.02,4.59,0,24.02,47.47,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,49.06,0

57,14:00-14:15,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.85,0,0,0,0,38.02,4.59,0,24.02,52.99,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,49.06,0

58,14:15-14:30,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.85,0,0,0,0,38.02,4.59,0,24.02,52.99,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,49.06,0

59,14:30-14:45,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.85,0,0,0,0,38.02,4.59,0,24.02,48.57,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,49.06,0

60,14:45-15:00,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.85,0,0,0,0,38.02,4.59,0,24.02,48.57,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,49.06,0

61,15:00-15:15,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,21.31,0,0,0,0,38.02,4.59,0,24.02,48.57,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,48.55,0

62,15:15-15:30,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,21.31,0,0,0,0,38.02,4.59,0,24.02,48.57,0,42.15,47.12,33.94,45.53,0,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,48.55,0

63,15:30-15:45,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,21.31,0,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,45.53,10.55,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,48.55,0

64,15:45-16:00,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,21.17,0,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,45.53,10.55,35.68,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,48.55,0

65,16:00-16:15,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,20.76,0,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,45.53,10.55,53.53,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,48.04,0

66,16:15-16:30,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,20.64,0,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,45.53,10.55,53.53,15.47,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,48.04,0

67,16:30-16:45,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,21.05,3.85,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,45.53,10.55,53.53,18.34,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,2.84,0,0,0,0,45,48.04,0

68,16:45-17:00,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.78,11.53,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,45.53,10.55,53.53,18.34,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,2.84,0,0,0,0,45,48.04,0

69,17:00-17:15,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.96,11.91,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,39.45,10.55,62.44,18.34,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,0,45,47.53,0

70,17:15-17:30,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.96,11.91,0,0,0,38.02,4.59,0,24.02,46.37,0,42.15,47.12,33.94,39.45,10.55,62.44,18.34,0,113.75,0,0,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,3.01,0,0,0,0,0,8.62,24.23,0,0,125.27,0,2.83,0,0,0,0,45,47.53,0

71,17:30-17:45,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.96,11.91,0,0,0,38.02,4.59,0,24.02,38.64,0,42.15,47.12,33.94,39.45,10.55,62.44,18.34,0,113.75,0,0,27.01,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689.38,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,2.83,0,0,0,0,43.61,47.53,0

72,17:45-18:00,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.81,11.91,0,0,0,38.02,4.59,0,24.02,38.64,0,42.15,47.12,33.94,39.45,10.55,62.44,18.34,0,113.75,0,18.19,27.01,0,0,98.87,0,0,98.32,80.18,0,21.23,102.75,689.38,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,3.13,0,0,0,0,43.61,47.53,0

73,18:00-18:15,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,10.14,0,65.42,0,418.77,19.81,11.91,0,0,0,38.02,4.59,0,24.02,44.16,0,42.15,47.12,33.94,39.45,10.55,62.44,18.34,0,113.75,0,36.47,27.01,0,0,98.87,0,0,98.32,80.18,0,21.23,102.75,689.38,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,3.13,0,0,0,0,43.61,47.53,0

74,18:15-18:30,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,667.25,20.29,0,65.42,0,418.77,19.57,11.91,0,0,0,38.02,4.59,0,24.02,44.16,0,42.15,47.12,33.94,39.45,10.55,62.44,18.34,0,113.75,0,54.59,27.01,0,0,98.87,0,0,98.32,80.18,0,21.23,102.75,685.7,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,3.13,0,0,0,0,43.61,47.53,0

75,18:30-18:45,42.46,175.79,0,0,5.7,130.84,32.74,79.48,24.99,466.77,30.43,0,65.42,0,418.77,18.96,11.91,0,0,0,38.02,6.96,0,24.02,44.16,0,42.15,47.12,33.94,39.45,10.55,11.89,18.34,0,113.75,0,72.78,27.09,0,0,98.87,0,0,98.32,80.18,0,21.25,102.75,685.7,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,3.13,0,0,0,88.59,43.7,47.28,0

76,18:45-19:00,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,466.77,43.96,0,65.42,0,418.77,18.81,11.91,0,0,0,38.44,7.18,0,24.02,44.16,0,42.35,49.59,35.69,39.45,14.07,62.44,18.34,0,113.75,0,74.64,27.09,0,0,98.87,0,0,98.32,80.18,0,21.25,102.75,685.7,19.04,0,0,0,1.52,0,0,0,0,0,8.62,24.23,0,0,125.27,0,3.13,0,0,0,177.18,43.7,47.28,0

77,19:00-19:15,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,18.84,11.91,0,0,0,38.44,7.18,0,24.02,44.16,0,42.35,49.59,35.69,39.45,14.07,62.44,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,47.28,0

78,19:15-19:30,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,18.93,11.91,0,0,0,38.44,7.18,0,24.02,44.16,0,42.35,49.59,35.69,39.45,28.15,62.44,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,47.28,0

79,19:30-19:45,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,19.02,11.91,0,0,0,38.44,7.18,0,24.02,44.16,0,42.35,49.59,35.69,39.45,28.15,62.44,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,47.79,0

80,19:45-20:00,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,19.14,11.91,0,0,0,38.44,7.18,0,24.02,44.16,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,102.75,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,47.79,0

81,20:00-20:15,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,19.28,11.91,0,0,0,38.44,7.18,0,24.02,46.37,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,48.55,0

82,20:15-20:30,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,19.43,11.91,0,0,0,38.44,7.18,0,24.02,46.37,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,48.55,0

83,20:30-20:45,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,43.96,0,65.42,0,418.77,19.51,11.91,0,0,0,38.44,7.18,0,24.02,46.37,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,48.55,0

84,20:45-21:00,42.46,175.79,0,0,5.7,130.84,32.74,79.87,24.99,474.85,40.57,0,65.42,0,418.77,19.67,11.91,0,0,0,38.02,6.96,0,24.02,46.37,0,42.15,47.12,33.94,39.45,24.63,26.76,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,48.55,0

85,21:00-21:15,42.46,175.79,0,0,5.7,130.84,32.74,79.87,24.99,474.84,40.57,0,65.42,0,418.77,19.78,11.91,0,0,0,38.02,6.96,0,24.02,38.64,0,42.15,47.12,33.94,39.45,24.63,52.03,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,49.31,0

86,21:15-21:30,42.46,175.79,0,0,5.7,130.84,32.74,79.87,24.99,474.84,40.57,0,65.42,0,418.77,19.78,11.91,0,0,0,38.02,6.96,0,24.02,38.64,0,42.15,47.12,33.94,39.45,24.63,52.03,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,49.31,0

87,21:30-21:45,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,44.64,0,65.42,0,418.77,19.84,11.91,0,0,0,38.44,7.18,0,24.02,38.64,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,50.06,0

88,21:45-22:00,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,44.64,0,65.42,0,418.77,19.84,11.91,0,0,0,38.44,7.18,0,24.02,38.64,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,50.06,0

89,22:00-22:15,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,44.64,0,65.42,0,418.77,19.69,11.91,0,0,0,38.44,7.18,0,24.02,38.64,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,50.57,0

90,22:15-22:30,44.81,177.44,0,0,5.84,130.84,32.74,79.87,24.99,474.84,44.64,0,65.42,0,418.77,19.69,11.91,0,0,0,38.44,7.18,0,24.02,38.64,0,42.35,49.59,35.69,39.45,28.15,77.31,18.34,0,113.75,0,74.64,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,50.57,0

91,22:30-22:45,42.46,175.79,0,0,5.7,130.84,32.74,80.26,24.99,474.85,40.57,0,65.42,0,418.77,19.82,11.91,0,0,0,38.02,3.2,0,24.02,38.64,0,42.15,47.12,33.94,39.45,16.18,56.49,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,50.82,0

92,22:45-23:00,42.46,175.79,0,0,5.7,130.84,32.74,80.26,24.99,474.84,40.57,0,65.42,0,418.77,19.82,11.91,0,0,0,38.02,3.2,0,24.02,38.64,0,42.15,47.12,33.94,39.45,16.18,56.49,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,50.82,0

93,23:00-23:15,42.46,175.79,0,0,5.7,130.84,32.74,80.26,24.99,474.84,40.57,0,65.42,0,418.77,20.11,11.91,0,0,0,38.02,3.2,0,24.02,38.64,0,42.15,47.12,33.94,39.45,16.18,56.49,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,51.59,0

94,23:15-23:30,42.46,175.79,0,0,5.7,130.84,32.74,80.26,24.99,474.84,40.57,0,65.42,0,418.77,20.11,11.91,0,0,0,38.02,3.2,0,24.02,38.64,0,42.15,47.12,33.94,39.45,16.18,56.49,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,51.59,0

95,23:30-23:45,42.46,175.79,0,0,5.7,130.84,32.74,80.26,24.99,474.84,40.57,0,65.42,0,418.77,20.25,11.91,0,0,0,38.02,3.2,0,24.02,41.95,0,42.15,47.12,33.94,39.45,16.18,56.49,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,51.84,0

96,23:45-24:00,42.46,175.79,0,0,5.7,130.84,32.74,80.26,24.99,474.84,40.57,0,65.42,0,418.77,20.25,11.91,0,0,0,38.02,3.2,0,24.02,41.95,0,42.15,47.12,33.94,39.45,16.18,56.49,18.34,0,113.75,0,72.78,27.69,0,0,98.87,0,0,98.32,80.18,0,21.65,105.39,689,17.79,0,0,0,3.22,0,0,0,0,0,8.62,24.23,0,0,125.27,0,5.73,0,0,0,177.18,45,51.84,0

