Column1,Time,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7196,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/6566,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/3451,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/04/1294,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/9821
78,19:15-19:30,115.68,26.7147,0,273.67,0,26.7147,15.06,29.77,87.3,262.78,0,0,0,0.1,1,19,1,0,0,0,57,0.5,0,19,0,44.67,44.01,44.67,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.7,48.4,0,58.07,96.79,2.42,0,0,0

79,19:30-19:45,115.68,26.7147,0,273.67,0,26.7147,15.06,29.77,87.3,262.78,0,0,0,0,0,19,0,0,0,0,57,0,0,19,0,44,44.01,44,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.7,48.4,0,58.07,96.79,2.42,0,0,0

80,19:45-20:00,115.68,26.7147,0,273.67,0,26.7147,15.06,29.77,87.3,262.78,0,0,0,0,0,19.17,0,0,0,0,57.5,0,0,19.16,0,43.33,44.01,43.33,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.7,48.4,0,58.07,96.79,2.42,0,0,0

81,20:00-20:15,115.68,26.7147,0,273.67,0,26.7147,15.06,29.77,87.3,262.78,0,0,0,0,0,18.67,0,0,0,0,56,0,0,18.66,0,35,44.01,35,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,0,0

82,20:15-20:30,115.68,26.7147,0,273.67,0,26.7147,15.06,29.77,87.3,262.78,0,0,0,0,0,18.17,0,0,0,0,54.5,0,0,18.16,0,34.31,44.01,34.31,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,0,0

83,20:30-20:45,115.68,21.4295,0,273.67,0,32,15.06,28.77,87.3,262.78,0,0,0,0,0,17.83,0,0,0,0,53.5,0,0,17.84,0,32.73,44.01,32.73,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,0,0

84,20:45-21:00,115.68,21.4295,0,273.67,0,32,15.06,28.77,87.3,262.78,0,0,0,0,0,17.33,0,0,0,0,52,0,0,17.34,0,30.69,44.01,30.69,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,0,0

85,21:00-21:15,115.68,28.6709,0,273.67,0,29.4048,15.06,28.26,87.3,262.78,0,0,0,0,0,13.33,0,0,0,0,40,0,0,13.34,0,25.98,39.21,25.98,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,7.05,0

86,21:15-21:30,115.68,22.5632,0,273.67,0,25.0439,15.06,28.26,87.3,262.78,0,0,0,0,0,13.17,0,0,0,0,39.5,0,0,13.16,0,36.33,39.01,36.33,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,7.05,0

87,21:30-21:45,115.68,25.0439,0,273.67,0,25.0439,15.06,28.26,87.3,262.78,0,0,0,0,0,13,0,0,0,0,39,0,0,13,0,36.33,38.81,36.33,6.66,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,7.05,0

88,21:45-22:00,115.68,25.0439,0,273.67,0,25.0439,15.06,28.26,87.3,262.78,0,0,0,0,0,12.67,0,0,0,0,38,0,0,12.66,0,36.33,38.01,36.33,6.66,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.33,48.4,0,58.07,96.79,2.42,0,7.05,0

89,22:00-22:15,115.68,25.0439,0,273.67,0,25.0439,13.21,29.27,87.3,262.78,0,0,0,0,0,12.33,0,0,0,0,37,0,0,12.34,0,31.67,31.02,31.67,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.05,48.4,0,58.07,96.79,2.42,0,7.05,0

90,22:15-22:30,115.68,25.0439,0,273.67,0,25.0439,13.21,28.77,87.3,262.78,0,0,0,0,0,12.17,0,0,0,0,36.5,0,0,12.16,0,30.67,30.02,30.67,0,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,6.05,48.4,0,58.07,96.79,2.42,0,7.05,0

91,22:30-22:45,70.55,25.0439,0,273.67,0,25.0439,13.21,29.77,76.74,227.05,0,0,0,0,0,12.17,0,0,0,0,36.5,0,0,12.16,0,29.33,30.02,29.33,0,0,62.08,12.47,48.4,71.8,24.74,21.78,24.2,6.05,48.4,0,58.07,96.79,2.42,0,7.05,0

92,22:45-23:00,70.55,25.0439,0,273.67,0,25.0439,13.21,29.27,76.74,227.05,0,0,0,0,0,12.17,0,0,0,0,36.5,0,0,12.16,0,28.33,29.62,28.33,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.05,48.4,0,58.07,96.79,2.42,0,7.05,0

93,23:00-23:15,70.55,25.0439,0,273.67,0,25.0439,13.21,29.27,76.74,227.05,0,0,0,0,0,12.5,0,0,0,0,37.5,0,0,12.5,0,27.33,23.61,27.33,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.05,48.4,0,0,96.79,2.42,0,7.05,0

94,23:15-23:30,70.55,25.0439,0,273.67,0,25.0439,13.21,29.27,76.74,227.05,0,0,0,0,0,13,0,0,0,0,39,0,0,13,0,26.67,23.61,26.67,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.05,48.4,0,0,96.79,2.42,0,7.05,0

95,23:30-23:45,70.55,25.0439,0,273.67,0,25.0439,13.21,29.27,76.74,227.05,0,0,0,0,0,13.67,0,0,0,0,41,0,0,13.66,0,26,22.81,26,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.05,48.4,0,0,96.79,2.42,0,7.05,0

96,23:45-24:00,70.55,25.0439,0,273.67,0,25.0439,13.21,29.27,76.74,227.05,0,0,0,0,0,14.5,0,0,0,0,43.5,0,0,14.5,0,26,22.41,26,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.05,48.4,0,0,96.79,2.42,0,7.05,0

