Column1,Time,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/4125,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,GNARE/WR/2025/08/25/1832,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6452,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/6187,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/4452,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6475,NR/01102023/27052033/DIAPL(L_NR_2023_04)
71,17:30-17:45,3.16,-0,3.16,4,2.44,14.58,10,23.39,58.2,20,16,14.69,0,10,4,11.64,46.96,36.66,20.17,15.67,36.67,44.02,15.65,0,14.8,15.65,0,86.59,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,130.17,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

72,17:45-18:00,2.44,-0,2.44,4,1.89,14.58,7,17.31,44.01,13,13,8.22,0,8,3,8.8,48.55,37,10.72,15.67,37,44.02,16.19,0,8.49,16.19,0,98.37,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,130.17,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

73,18:00-18:15,1.81,-0,1.81,4,1.4,14.58,4,12.32,32.63,9,9,0,0,8,2,6.53,44.34,37.34,6.24,15.33,37.33,44.02,14.79,0,0,14.79,0,98.37,0,64.18,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,2.77,20.76,0

74,18:15-18:30,1.25,-0,1.25,4,0.97,14.58,3,8.45,22.4,5,6,0,0,7,1,4.48,46.05,38,2.44,15.33,38,44.02,15.35,0,0,15.35,0,98.37,0,64.18,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,2.77,20.76,0

75,18:30-18:45,0,-0,0,8.51,0,14.58,2,5.4,13.19,3,3,0,0,3,1,2.64,47.82,38.66,0,14.06,38.67,44.02,15.94,0,0,15.94,0,98.37,0,64.18,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,5.9,20.76,0

76,18:45-19:00,0,-0,0,8.51,0,14.58,2,3.01,5.07,3,2,0,0,2,0,1.01,49.38,40,0,14.14,40,44.02,16.46,0,0,16.46,0,98.37,0,64.18,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,5.9,20.76,0

77,19:00-19:15,0,-0,0,8.51,0,14.58,0,1.42,1.32,1,1,0,0,1,0,0.27,40.5,41.34,0,14.45,41.33,44.02,13.5,0,0,13.5,0,98.37,0,81.14,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,5.9,20.76,0

78,19:15-19:30,0,-0,0,8.51,0,14.58,0,0,0.47,0,0,0,0,0,0,0.1,40.01,42.34,0,14.86,42.33,44.02,13.33,0,0,13.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,5.9,20.76,0

79,19:30-19:45,0,-0,0,8.51,0,14.58,0,0,0.12,0,0,0,0,0,0,0.03,40.5,43.34,0,15.37,43.33,44.02,13.5,0,0,13.5,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,5.9,20.76,0

80,19:45-20:00,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,41.51,44.66,0,16,44.67,44.02,13.83,0,0,13.83,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,5.9,20.76,0

81,20:00-20:15,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,37.01,35.34,0,11.33,35.33,44.02,12.33,0,0,12.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

82,20:15-20:30,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,40.01,33.34,0,11.36,33.33,44.02,13.33,0,0,13.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

83,20:30-20:45,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,33.21,26.66,0,9,26.67,44.02,11.07,0,0,11.07,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

84,20:45-21:00,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,34.41,24.66,0,8.67,24.67,44.02,11.48,0,0,11.48,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

85,21:00-21:15,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,22.99,13.34,0,3.33,13.33,44.02,7.67,0,0,7.67,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

86,21:15-21:30,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,24.49,13.34,0,3.33,13.33,44.02,8.17,0,0,8.17,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

87,21:30-21:45,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,25.01,13.34,0,3,13.33,44.02,8.33,0,0,8.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

88,21:45-22:00,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,25.01,13.34,0,2.67,13.33,44.02,8.33,0,0,8.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

89,22:00-22:15,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,25.01,26.34,0,2.67,26.33,44.02,8.33,0,0,8.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

90,22:15-22:30,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,24.49,27,0,2.33,27,44.02,8.17,0,0,8.17,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

91,22:30-22:45,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,25.01,26.34,0,7.33,26.33,44.02,8.33,0,0,8.33,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

92,22:45-23:00,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,22.99,25.34,0,7.33,25.33,44.02,7.67,0,0,7.67,0,98.37,0,115.44,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

93,23:00-23:15,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,21,25,0,7.33,25,44.02,7,0,0,7,0,98.37,0,106.96,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

94,23:15-23:30,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,20.51,24.34,0,7.33,24.33,44.02,6.83,0,0,6.83,0,98.37,0,98.46,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

95,23:30-23:45,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,20.51,26,0,7.33,26,44.02,6.83,0,0,6.83,0,98.37,0,89.98,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

96,23:45-24:00,0,-0,0,8.51,0,14.58,0,0,0,0,0,0,0,0,0,0,22.01,25.34,0,7.33,25.33,44.02,7.33,0,0,7.33,0,98.37,0,81.49,270.59,0,20.44,40.89,20.44,0,33.67,28.93,0,12.65,0,130.17,0,14.58,81.78,0,76.97,4.6,20.76,0

