Block,Time,CHAMERA3,KHSTPP-II,PARBATI3,RIHAND3,SINGRAULI_HYDRO,TANDA2,ANTA_CRF,DADRI_LF,DADRI_RF,BRBCL,CHAMERA2,JHAJJAR,KGSU1AND2,KKNPPU2,KOTESHWR,NNTPP,RAMPUR,RSTPSU7,SASAN,UNCHAHAR1,ANTA_LF,DADRI_CRF,KISHANGANGA,KOLDAM,NJPC,NLCIIST1,RAPPB,RIHAND2,RSTPSU1TO6,SALAL,SIMHST2,URI2,ANTA_GF,AURY_LF,AURY_RF,DADRI_GF,CHAMERA1,DHAULIGNGA,KKNP,NAPP,NLCTS2EXP,NTPL,TALST2,TANAKPUR,UNCHAHAR2,AURY_GF,DULHASTI,MAPS,SIMHST1,TALA,TelanganaSTPP,VALLURNTECL,ANTA_RF,FSTPP I & II,KGSU3AND4,SINGRAULI,UNCHAHAR3,UNCHAHAR4,AURY_CRF,NLCEXP,NLCIIST2,RAPPC,SEWA2,TEHRI,BSIUL,DADRT2,KHSTPP-I,KUDGI,RIHAND1,URI
65,16:00-16:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,6.4,21.19,0,0,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,15.56,0,683.14,45.22,0,45,1.66

66,16:15-16:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,6.4,21.19,0,0,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,31.13,0,683.14,45.22,0,45,1.66

67,16:30-16:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,23.39,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,46.69,0,683.14,45.22,0,45,1.11

68,16:45-17:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,37.59,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,46.69,0,683.14,45.22,0,45,1.11

69,17:00-17:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,434.9,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,64.78,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,2.44,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,62.24,0,682.78,45.22,0,45,1.11

70,17:15-17:30,9.68,98.87,0,124.32,0,0,0,22.47,66.85,20,3.33,434.9,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,93.56,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,12.01,9.13,0,42.93,0,0,0,2.44,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,62.24,1.1,682.78,45.22,0,45,1.11

71,17:30-17:45,19.36,98.87,0,124.32,0,0,0,22.47,66.85,20,8,434.9,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,116.95,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,26.86,18.27,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.04,14.87,0,139.68,0,0,0,0,0,53.04,5.27,62.24,6.52,682.78,45.22,0,45,1.11

72,17:45-18:00,29.06,98.87,0,124.32,0,0,0,22.47,66.85,20,39.51,434.9,0,0,9.86,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,41.43,36.55,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.04,14.87,0,139.68,0,0,0,0,0,53.04,10.54,62.24,13.04,682.78,45.22,0,45,1.11

73,18:00-18:15,29.06,98.87,0,124.32,0,0,0,22.47,66.85,20,39.51,434.9,0,0,9.86,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,42.15,36.55,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.35,14.87,0,139.68,0,0,0,0,0,53.04,10.54,62.24,13.04,682.78,45.22,0,45,1.11

74,18:15-18:30,29.06,98.87,0,124.32,0,0,0,22.47,66.85,20,39.51,434.9,0,0,9.86,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,42.15,36.55,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.35,14.87,0,139.68,0,0,0,0,0,53.04,10.54,62.24,13.04,682.78,45.22,0,45,1.11

75,18:30-18:45,29.06,98.87,0,124.32,0,0,0,22.47,66.85,20,39.51,434.9,0,0,9.86,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,42.15,36.55,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.35,15.88,0,139.68,4.14,0,0,0,0,53.04,10.54,62.24,13.04,682.78,45.22,0,45,1.11

76,18:45-19:00,29.06,98.87,0,124.32,0,0,0,22.47,66.85,20,39.51,434.9,0,0,9.86,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,42.15,36.55,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.35,16.9,0,139.68,6.9,0,0,0,0,53.04,10.54,62.24,13.04,682.78,45.22,0,45,1.11

77,19:00-19:15,29.06,98.87,3.82,124.32,0,0,0,22.47,66.85,20,39.51,462,0,0,9.86,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,42.15,36.55,0,42.93,0,0,0,2.44,21.19,0,32.96,0,0,0,0,0,28.46,17.92,0,139.68,10.36,0,0,0,0,53.04,10.54,62.24,13.04,683.14,45.22,0,45,4.41

78,19:15-19:30,9.68,98.87,16.55,124.32,0,0,0,22.47,66.85,20,1.87,473.55,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,26.15,18.23,0,42.93,0,0,0,2.44,21.19,0,16.48,0,0,0,0,0,28.46,18.2,0,139.68,13.81,0,0,0,0,53.04,10.54,62.24,6.52,683.14,45.22,0,45,4.41

79,19:30-19:45,0,98.87,16.55,124.32,0,0,0,22.47,66.85,20,0,485.1,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,116.95,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,12.01,9.11,0,42.93,0,0,0,2.44,21.19,0,16.48,0,0,0,0,0,28.46,18.2,0,139.68,17.26,0,0,0,0,53.04,5.27,62.24,6.52,683.14,45.22,0,45,27.6

80,19:45-20:00,0,98.87,16.55,124.32,0,0,0,22.47,66.85,20,0,485.1,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,93.56,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,2.44,21.19,0,16.48,0,0,0,0,0,28.46,18.2,0,139.68,21.41,0,0,0,0,53.04,0,62.24,1.1,683.14,45.22,0,45,27.6

81,20:00-20:15,0,98.87,16.55,124.32,0,0,0,22.47,66.85,20,0,496.65,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,70.17,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,18.2,0,139.68,25.55,0,0,0,0,53.04,0,46.69,0,683.14,45.22,0,45,3.31

82,20:15-20:30,0,98.87,16.55,124.32,0,0,0,22.47,66.85,20,0,496.65,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,46.78,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,18.2,0,139.68,26.39,0,0,0,0,53.04,0,46.69,0,683.14,45.22,0,45,1.66

83,20:30-20:45,0,98.87,16.55,124.32,0,0,0,22.47,66.85,20,0,508.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,23.39,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,18.2,0,139.68,26.39,0,0,0,0,53.04,0,29.61,0,683.14,45.22,0,45,1.66

84,20:45-21:00,0,98.87,3.18,124.32,0,0,0,22.47,66.85,20,0,519.75,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,18.2,0,139.68,26.39,0,0,0,0,53.04,0,28.98,0,683.14,45.22,0,45,1.66

85,21:00-21:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,519.75,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,15.18,0,683.14,45.22,0,45,1.66

86,21:15-21:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,531.3,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,15.12,0,683.14,45.22,0,45,1.66

87,21:30-21:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,531.3,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,15.12,0,683.14,45.22,0,45,6.63

88,21:45-22:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,542.85,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,6.63

89,22:00-22:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,542.85,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,27.6

90,22:15-22:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,554.4,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,27.6

91,22:30-22:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,565.95,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.85,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

92,22:45-23:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,565.95,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.85,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

93,23:00-23:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,577.5,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.85,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

94,23:15-23:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,600.6,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.85,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

95,23:30-23:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,623.7,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.85,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

96,23:45-24:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,654.31,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.85,21.19,0,16.48,0,0,0,0,0,28.88,18.2,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

