Column1,Block,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,NR/2025/24837/A/49662,NR/2025/24838/A/49674,NR/2025/24839/A/49682,GNA/NR/2025/01/01/3925,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/02/1250,NR/2024/24418/A/49395,SR/2024/15456/A/49397,NR/2024/24434/A/49407,NR/2024/24508/A/49715,NR/2025/24890/C,NR/2024/24614/A/49714,WR/2024/25501/A/49675,NR/2025/24891/C,NR/2024/24566/A/49398,NR/2024/24435/A/49406,GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,NR/2024/24507/A/49716,NR/2025/24893/C,GNA/NR/2025/01/01/3514,NER/2024/2820/A/49665,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/8058,NR/2025/24892/C,NR/2025/24894/C,Total
90,22:15-22:30,0,20.12,8.62,1.55,30,50,33.53,33.53,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,33.53,28.74,26.82,0,0,820.65

91,22:30-22:45,0,20.12,8.62,1.55,30,50,33.53,33.53,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,33.53,28.74,26.82,0,0,820.65

92,22:45-23:00,0,20.12,8.62,1.55,30,50,33.53,33.53,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,33.53,28.74,26.82,0,0,820.65

93,23:00-23:15,0,20.12,8.62,1.55,30,50,26.82,26.82,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,26.82,28.74,26.82,0,0,800.5200000000001

94,23:15-23:30,0,20.12,8.62,1.55,30,50,26.82,26.82,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,26.82,28.74,26.82,0,0,800.5200000000001

95,23:30-23:45,0,20.12,8.62,1.55,30,50,26.82,26.82,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,26.82,28.74,26.82,0,0,800.5200000000001

96,23:45-24:00,0,20.12,8.62,1.55,30,50,26.82,26.82,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,26.82,28.74,26.82,0,0,800.5200000000001

