Column1,Time,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/2171,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/16/2535,GNA/NR/2024/09/26/2729,GNA/NR/2024/09/26/3248,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/26/2129,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06
79,19:30-19:45,0,0,57.5,58.33,18.41,0,0,0,0,19.17,0,0,0,67.74,0,91.41,29.26,5.39,0,96.77,24.19,0,2.42,9.88,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,0,273.62,6.39,220.64,3.99,115.66,0,58.33,17.66,0,0,19.16

80,19:45-20:00,0,0,55,57.67,20.01,0,0,0,0,18.33,0,0,0,67.74,0,91.41,29.26,5.39,0,96.77,24.19,0,2.42,9.88,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,0,273.62,6.39,220.64,3.99,115.66,0,57.67,17.34,0,0,18.34

81,20:00-20:15,0,0,62.5,57.67,9,0,0,0,0,20.83,0,0,0,67.74,0,91.41,30.78,5.24,0,96.77,24.19,0,2.42,9.79,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,31.13,273.62,6.39,220.64,3.99,115.66,0,57.67,15.66,0,0,20.84

82,20:15-20:30,0,0,62.5,57.33,9,0,0,0,0,20.83,0,0,0,67.74,0,91.41,30.78,5.24,0,96.77,24.19,0,2.42,9.79,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,31.13,273.62,6.39,220.64,3.99,115.66,0,57.33,16,0,0,20.84

83,20:30-20:45,0,0,62.5,56.33,8,0,0,0,0,20.83,0,0,0,67.74,0,91.41,30.78,5.24,0,96.77,24.19,0,2.42,9.79,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,0,273.62,6.39,220.64,3.99,115.66,0,56.33,16.34,0,0,20.84

84,20:45-21:00,0,0,62.5,55.67,8.4,0,0,0,0,20.83,0,0,0,67.74,0,91.41,30.78,5.24,0,96.77,24.19,0,2.42,9.79,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,0,273.62,6.39,220.64,3.99,115.66,0,55.67,16.66,0,0,20.84

85,21:00-21:15,0,0,62.5,54,8.6,0,0,0,0,20.83,0,0,0,87.29,0,91.41,30.78,5.78,0,96.77,24.19,0,2.42,9.7,21.77,0,33.87,193.54,0,17.5,0,10.64,0,0,9.17,273.62,6.54,220.64,3.99,115.66,0,54,23,0,0,20.84

86,21:15-21:30,0,0,62.5,55.67,9,0,0,0,0,20.83,0,0,0,87.29,0,91.41,29.77,5.78,0,96.77,24.19,0,2.42,9.7,21.77,0,33.87,193.54,0,17.5,0,10.64,0,0,9.17,273.62,6.54,220.64,3.99,115.66,0,55.67,22,0,0,20.84

87,21:30-21:45,0,0,62.5,61.67,9.4,0,0,0,0,20.83,0,0,0,87.29,0,91.41,29.77,5.78,0,96.77,24.19,24.28,2.42,9.7,21.77,0,33.87,193.54,0,17.5,0,10.64,0,0,24.28,273.62,6.54,220.64,3.99,115.66,0,61.67,22.34,0,0,20.84

88,21:45-22:00,0,0,62.5,62.33,9.8,0,0,0,0,20.83,0,0,0,87.29,0,91.41,29.26,5.78,0,96.77,24.19,24.28,2.42,9.7,21.77,0,33.87,193.54,0,17.5,0,10.64,0,0,24.28,273.62,6.54,220.64,3.99,115.66,0,62.33,23,0,0,20.84

89,22:00-22:15,0,0,69,63.33,10.4,0,0,0,0,23,0,0,0,87.29,0,91.41,31.29,5.62,0,96.77,24.19,26.91,2.42,9.61,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,63.33,23,0,0,23

90,22:15-22:30,0,0,68,64.67,10.4,0,0,0,0,22.67,0,0,0,87.29,0,91.41,31.29,5.62,0,96.77,24.19,26.91,2.42,9.61,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,64.67,23.34,0,0,22.66

91,22:30-22:45,0,0,85,65,10.4,0,0,0,0,28.33,0,0,0,87.29,0,91.41,30.78,5.62,0,96.77,24.19,26.91,2.42,9.61,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,65,28.34,0,0,28.34

92,22:45-23:00,0,0,85,65.67,10.4,0,0,0,0,28.33,0,0,0,87.29,0,91.41,30.78,5.62,0,96.77,24.19,26.91,2.42,9.61,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,65.67,28,0,0,28.34

93,23:00-23:15,0,0,85,67.33,9.6,0,0,0,0,28.33,0,0,0,87.29,0,91.41,29.78,5.62,0,96.77,24.19,26.91,2.42,9.51,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,67.33,28,0,0,28.34

94,23:15-23:30,0,0,85,67.33,9,0,0,0,0,28.33,0,0,0,87.29,0,91.41,29.78,5.62,0,96.77,24.19,26.91,2.42,9.51,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,67.33,28.34,0,0,28.34

95,23:30-23:45,0,0,85,67.33,8,0,0,0,0,28.33,0,0,0,87.29,0,91.41,29.78,5.62,0,96.77,24.19,26.91,2.42,9.51,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,67.33,28.34,0,0,28.34

96,23:45-24:00,0,0,85,67.33,7.2,0,0,0,0,28.33,0,0,0,87.29,0,91.41,29.78,5.62,0,96.77,24.19,26.91,2.42,9.51,21.77,163.3,33.87,193.54,0,17.5,0,10.64,0,0,26.91,273.62,6.39,220.64,3.99,115.66,0,67.33,28.66,0,0,28.34

