Column1,Time,GNA/NR/2024/12/01/3428,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1899,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/2197,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1766,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/1599,NR/30092023/26122029/SH-06,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/7739,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/WR/2024/10/15/7089,GNA/WR/2024/11/01/4200,GNA/NR/2024/12/01/1475,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12
84,20:45-21:00,8.66,1.84,0,8.66,1.3,0,34.62,1.66,63.29,34.62,0,0,98.33,130.56,89.55,0,0,150,0,0.77,0,0,0,0,0,0,25.23,0,250,50,34.62,0,100.01,33.33,8.4,0,80,80,0,0,0,33.33,31,0

85,21:00-21:15,8.66,1.74,0,8.66,1.3,0,31.74,1.66,63.29,31.74,0,0,98.33,130.56,81.07,0,0,150,0,0.69,0,0,0,0,0,0,24.73,0,250,50,31.74,0,100.5,33.5,8.2,0,81.34,81.33,0,0,0,33.5,30.67,0

86,21:15-21:30,8.66,1.74,0,8.66,1.3,0,31.74,1.66,63.29,31.74,0,0,98.33,130.56,70.13,0,0,150,0,0.69,0,0,0,0,0,0,24.22,0,250,50,31.74,0,100.01,33.33,8,0,84,84,0,0,0,33.33,30.67,0

87,21:30-21:45,8.66,1.74,0,8.66,1.3,0,31.74,1.66,63.29,31.74,0,0,98.33,130.56,70.13,0,0,150,0,0.69,0,0,0,0,0,0,24.22,0,250,50,31.74,0,100.5,33.5,7.6,0,86,86,0,0,0,33.5,30.33,0

88,21:45-22:00,8.66,1.74,0,8.66,1.3,0,31.74,1.66,63.29,31.74,0,0,98.33,130.56,70.13,0,0,150,0,0.69,0,0,0,0,0,0,24.22,0,250,50,31.74,0,100.01,33.33,7.4,0,87,87,0,0,0,33.33,30,0

89,22:00-22:15,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,99.49,33.17,7.2,0,86.34,86.33,0,0,0,33.17,29.67,0

90,22:15-22:30,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,98.51,32.83,7.2,0,86,86,0,0,0,32.83,29.33,0

91,22:30-22:45,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,97.01,32.33,7.2,0,85.34,85.33,0,0,0,32.33,29.33,0

92,22:45-23:00,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,94.99,31.67,7.2,0,85,85,0,0,0,31.67,29.33,0

93,23:00-23:15,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,106.5,35.5,7.2,0,83.66,83.67,0,0,0,35.5,36.67,0

94,23:15-23:30,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,103.99,34.67,7.2,0,83,83,0,0,0,34.67,36.67,0

95,23:30-23:45,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,102,34,7.2,0,80,80,0,0,0,34,36.67,0

96,23:45-24:00,8.66,1.74,0,8.66,1.22,0,25.97,1.66,57.42,25.97,0,0,100.2,112.32,70.13,95.13,0,150,31.71,0.69,0,0,0,0,0,0,24.22,0,250,50,25.97,0,100.01,33.33,7.2,0,78,78,0,0,0,33.33,36.67,0

