Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/7908,NR/01102023/19072037/LT-05,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/6566,GNA/NR/2024/09/16/2535,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/2171,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7119,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/09/01/9821,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04)
85,21:00-21:15,0,0,0,0,0,36.82,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,32.33,32.33,14,73.66,0,82.38,18.51,108.63,11.56,20.6,0,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.24

86,21:15-21:30,0,0,0,0,0,34.81,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,32.33,32.33,13.66,73.66,0,82.38,18.51,108.63,11.56,20.6,0,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.24

87,21:30-21:45,0,0,0,0,0,33.01,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,32.33,32.33,13.34,73.66,0,82.38,18.51,108.63,11.56,20.6,0,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,26.74

88,21:45-22:00,0,0,0,0,0,32.81,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,32,32,13,73.66,0,82.38,18.51,108.63,11.56,20.6,0,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,26.74

89,22:00-22:15,0,0,0,0,0,33.61,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,45.85,45.85,12.66,73.66,0,82.38,18.51,108.63,11.48,20.6,145.38,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

90,22:15-22:30,0,0,0,0,0,34.01,0,47.5,0,0,0,0,15.83,0,0,0,0,15.84,46.69,46.69,12,73.66,0,82.38,18.51,108.63,11.48,20.6,145.38,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

91,22:30-22:45,0,0,0,0,0,33.21,0,62.5,0,0,0,0,20.83,0,0,0,0,20.84,46.83,46.83,15,73.66,0,82.38,18.51,116.23,11.48,20.6,145.38,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

92,22:45-23:00,0,0,0,0,0,32.41,0,62.5,0,0,0,0,20.83,0,0,0,0,20.84,46.65,46.65,15.34,73.66,0,82.38,18.51,116.23,11.48,20.6,145.38,0,2.13,6.34,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

93,23:00-23:15,0,0,0,0,0,28.61,0,62.5,0,0,0,0,20.83,0,0,0,0,20.84,46.69,46.69,15.34,73.66,0,82.38,18.51,116.23,11.38,20.6,145.38,0,2.13,6.15,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

94,23:15-23:30,0,0,0,0,0,26.81,0,62.5,0,0,0,0,20.83,0,0,0,0,20.84,47.4,47.4,15.66,73.66,0,82.38,18.51,116.23,11.38,20.6,145.38,0,2.13,6.15,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

95,23:30-23:45,0,0,0,0,0,25.61,0,62.5,0,0,0,0,20.83,0,0,0,0,20.84,48.28,48.28,16,73.66,0,82.38,18.51,116.23,11.38,20.6,145.38,0,2.13,6.15,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

96,23:45-24:00,0,0,0,0,0,25.21,0,62.5,0,0,0,0,20.83,0,0,0,0,20.84,46.15,46.15,16,73.66,0,82.38,18.51,116.23,11.38,20.6,145.38,0,2.13,6.15,0,0,88.31,8.81,17.52,0,263.14,274.04,0,2.79,27.25

