Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1899,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1766,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/1599
81,20:00-20:15,11.67,23.34,23.33,0,34.99,12,0,0,11.67,0,0,0,0,0,0,0,0,0,12.41,0,13.47,13.47,26.24,80,1.22,112.34,66,1.57,25.97,0,33.67,74.58,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

82,20:15-20:30,12.17,25,25,0,36.49,12.67,0,0,12.17,0,0,0,0,0,0,0,0,0,12.61,0,13.47,13.47,26.24,80,1.22,130.59,66,1.57,25.97,0,33.67,74.58,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

83,20:30-20:45,12.67,24.66,24.67,0,37.99,13.33,0,0,12.67,0,0,0,0,0,0,0,0,0,12.61,0,13.47,13.47,26.24,80,1.22,130.59,70.15,1.57,25.97,0,33.67,74.58,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

84,20:45-21:00,13.33,26,26,0,40.01,14,0,0,13.33,0,0,0,0,0,0,0,0,0,12.81,0,13.47,13.47,25.73,80,1.22,130.59,70.15,1.57,25.97,0,33.67,74.58,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

85,21:00-21:15,14.17,26.66,26.67,0,42.49,14.67,0,0,14.17,0,0,0,0,0,0,0,0,0,13.21,0,13.47,13.47,25.73,80,1.14,130.59,70.15,1.57,25.97,0,33.67,74.58,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

86,21:15-21:30,15,28.66,28.67,0,45,15.33,0,0,15,0,0,0,0,0,0,0,0,0,13.41,0,13.47,13.47,25.73,80,1.14,130.59,70.15,1.57,25.97,0,33.67,74.58,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

87,21:30-21:45,16.67,32,32,0,49.99,15.33,0,0,16.67,0,0,0,0,0,0,0,0,0,13.81,0,13.47,13.47,25.23,80,1.14,130.59,70.15,1.57,25.97,0,26.23,60.52,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,135.3,0

88,21:45-22:00,17.5,38.66,38.67,0,52.5,15.33,0,0,17.5,0,0,0,0,0,0,0,0,0,13.81,0,13.47,13.47,25.23,80,1.14,112.34,70.15,1.57,25.97,0,26.23,60.52,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,115.44,0

89,22:00-22:15,15,24.66,24.67,0,45,13.33,0,0,15,0,0,0,0,0,0,0,0,0,13.81,0,13.47,13.47,25.23,80,1.14,112.34,70.15,1.57,25.97,47.56,26.23,60.52,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,115.44,142.69

90,22:15-22:30,15.33,25.34,25.33,0,46.01,13.33,0,0,15.33,0,0,0,0,0,0,0,0,0,14.01,0,8.74,8.74,25.23,80,1.14,112.34,70.15,1.57,28.86,47.56,26.23,60.52,1.65,0,0,28.86,0,0.69,100.22,250,0,50,0,115.44,142.69

91,22:30-22:45,15.83,15,15,0,47.51,12.67,0,0,15.83,0,0,0,0,0,0,0,0,0,13.81,0,8.74,8.74,25.23,80,1.14,112.34,70.15,1.57,28.86,47.56,26.23,60.52,1.65,0,0,28.86,0,0.69,100.22,250,0,50,0,96.2,142.69

92,22:45-23:00,15.83,15,15,0,47.51,12.67,0,0,15.83,0,0,0,0,0,0,0,0,0,13.81,0,8.74,8.74,25.23,80,1.14,112.34,70.15,1.57,28.86,47.56,26.23,60.52,1.65,0,0,28.86,0,0.69,100.22,250,0,50,0,96.2,142.69

93,23:00-23:15,16.17,15,15,0,48.49,12,0,0,16.17,0,0,0,0,0,0,0,0,0,17.81,0,8.74,8.74,24.72,80,1.14,112.34,70.15,1.57,25.97,47.56,26.23,57.43,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,74.81,142.69

94,23:15-23:30,15.83,15,15,0,47.51,12,0,0,15.83,0,0,0,0,0,0,0,0,0,17.01,0,8.74,8.74,24.72,80,1.14,112.34,70.15,1.57,25.97,47.56,26.23,57.43,1.65,0,0,25.97,0,0.69,100.22,250,0,50,0,74.81,142.69

95,23:30-23:45,15,15,15,0,45,11.33,0,0,15,0,0,0,0,0,0,0,0,0,16.21,0,8.74,8.74,24.72,80,1.14,112.34,70.15,1.57,22.3,47.56,26.23,57.43,1.65,0,0,22.3,0,0.69,100.22,250,0,50,0,74.81,142.69

96,23:45-24:00,14.17,15,15,0,42.49,11.33,0,0,14.17,0,0,0,0,0,0,0,0,0,15.81,0,8.74,8.74,24.72,80,1.14,112.34,70.15,1.57,22.3,47.56,26.23,57.43,1.65,0,0,22.3,0,0.69,100.22,250,0,50,0,74.81,142.69

