Column1,Time,GNA/NR/2024/11/01/4503,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/3646,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9042,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/5444
80,19:45-20:00,8.68,2.04,36.64,3.13,24.08,85.03,0,0,2.6,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,150,69.42,0,36.64,8.68,36.64

81,20:00-20:15,8.68,2,26.03,3.22,24.08,66.14,0,0,2.38,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,205.88,24.08,87.85,0,272.6,31.29,17.35,50,0,200,69.42,0,26.03,8.68,26.03

82,20:15-20:30,8.68,2,26.03,3.22,24.08,66.14,0,0,2.38,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,225.17,24.08,87.85,0,272.6,30.78,17.35,50,0,200,69.42,0,26.03,8.68,26.03

83,20:30-20:45,8.68,2,26.03,3.22,24.08,66.14,0,0,2.38,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,30.78,17.35,50,0,200,69.42,0,26.03,8.68,26.03

84,20:45-21:00,8.68,2,26.03,3.22,24.08,66.14,0,0,2.38,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,30.78,17.35,50,0,200,69.42,0,26.03,8.68,26.03

85,21:00-21:15,8.68,2,26.03,3.22,24.08,66.14,0,0,2.23,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,200,69.42,0,26.03,8.68,26.03

86,21:15-21:30,8.68,2,26.03,3.22,24.08,66.14,0,0,2.23,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,200,69.42,0,26.03,8.68,26.03

87,21:30-21:45,8.68,2,26.03,3.22,24.08,66.14,0,0,2.23,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,200,69.42,0,26.03,8.68,26.03

88,21:45-22:00,8.68,2,26.03,3.22,24.08,66.14,0,0,2.23,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,200,69.42,0,26.03,8.68,26.03

89,22:00-22:15,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.68,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,30.78,17.35,50,0,200,78.86,0,26.03,8.68,26.03

90,22:15-22:30,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.68,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,30.27,17.35,50,0,200,78.86,0,26.03,8.68,26.03

91,22:30-22:45,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.68,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,200,78.86,0,26.03,8.68,26.03

92,22:45-23:00,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.68,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,261.75,24.08,87.85,0,272.6,31.29,17.35,50,0,200,78.86,0,26.03,8.68,26.03

93,23:00-23:15,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.46,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,205.88,24.08,87.85,0,250.67,31.29,17.35,50,0,200,69.7,0,26.03,8.68,26.03

94,23:15-23:30,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.46,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,205.88,24.08,87.85,0,250.67,30.78,17.35,50,0,200,69.7,0,26.03,8.68,26.03

95,23:30-23:45,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.46,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,205.88,24.08,87.85,0,250.67,30.78,17.35,50,0,200,69.7,0,26.03,8.68,26.03

96,23:45-24:00,8.68,2,26.03,3.22,24.08,66.14,261.61,87.2,2.46,1.94,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,14.67,0,7,0,14.67,205.88,24.08,87.85,0,250.67,30.78,17.35,50,0,200,69.7,0,26.03,8.68,26.03

