Time,Block,NR/2024/21485/A/27773,NR/2024/21159/A/27479,NR/2024/21173/A/27486,NR/2024/21142/A/27434,NR/2024/21199/A/27456,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/2024/21158/A/27478,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/2024/20711/A/27774,NR/01102023/23072042/L_NR_2012_04,NR/2024/21096/A/27741,NR/2024/21072/A/27725,NR/2024/21622/C,NR/2024/21186/A/27734,NR/2024/21659/C,NR/16072024/31072024/NR/16072024/31072024/717758,NR/2024/21150/A/27472,NR/2024/20688/A/27488,NR/2024/21108/A/27738,NR/2024/21567/A/27722,NR/2024/21210/A/27433,NR/01072024/31072024/R2,NR/2024/20966/A/27426,NR/2024/21023/A/27458,NR/2024/21141/A/27435,NR/2024/21146/A/27474,NR/2024/21062/A/27693,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/2024/20931/A/27659,NR/2024/21148/A/27473,NR/2024/21113/A/27723,NR/2024/21144/A/27516,NR/2024/19779/A/27407,NR/2024/21075/A/27671,NR/30092023/31122025/SH-07,NR/2024/21626/C,NR/2024/20573/A/27695,NR/2024/21103/A/27740,NR/2024/21339/A/27431,NR/2024/21076/A/27668,NR/2024/20574/A/27694,NR/18072024/18072024/IEX_240717_01569,NR/30092023/26122029/SH-06,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/2024/21630/C,NR/2024/21653/C,NR/2024/21183/A/27669,NR/2024/21087/A/27487,NR/2024/21160/A/27475,NR/2024/21623/C,NR/2024/21089/A/27724,NR/2024/21632/C,NR/2024/21619/C,NR/2024/21625/C,NR/2024/21633/C,NR/2024/21629/C,NR/01102023/25122043/GNA_MEJA_DELHI,NR/2024/21099/A/27436,NR/2024/21227/A/27739,NR/2024/21152/A/27425,NR/2024/21156/A/27477,NR/2024/21153/A/27476,NR/2024/21238/A/27672,NR/2024/21496/A/27735,NR/2024/21500/A/27284,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/2024/21618/C,Total
25,06:00-06:15,240.100000,0.870000,24.010000,48.020000,0.000000,12.650000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.670000,11.670000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,25.300000,5.760000,0,0,0,1890.34

26,06:15-06:30,240.100000,0.870000,24.010000,48.020000,0.000000,12.650000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.670000,11.670000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,19.700000,5.760000,0,0,0,1884.74

27,06:30-06:45,240.100000,0.870000,24.010000,48.020000,0.000000,12.650000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.670000,11.670000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,9.170000,5.760000,0,0,0,1874.21

28,06:45-07:00,240.100000,0.870000,24.010000,48.020000,0.000000,12.650000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.670000,11.670000,32.000000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,11.050000,5.760000,0,0,0,1876.09

29,07:00-07:15,240.100000,0.870000,24.010000,48.020000,0.000000,14.690000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.770000,11.670000,13.950000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.850000,5.760000,0,0,0.33,1850.31

30,07:15-07:30,240.100000,0.870000,24.010000,48.020000,0.000000,14.690000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.770000,11.670000,13.950000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,5.760000,0,0,0.62,1849.75

31,07:30-07:45,240.100000,0.870000,24.010000,48.020000,0.000000,14.690000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.770000,11.670000,13.950000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,5.760000,0,0,0.98,1850.11

32,07:45:08:00,240.100000,0.870000,24.010000,48.020000,0.000000,14.690000,15.080000,0.670000,0.000000,96.040000,96.040000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,48.020000,0.870000,66.450000,23.930000,6.130000,48.020000,24.010000,4.800000,0.000000,0.000000,0.360000,0.000000,12.370000,0.000000,0.520000,37.100000,0.480000,0.770000,11.670000,13.950000,0.000000,0.000000,83.730000,0.000000,90.280000,0.000000,96.040000,32.000000,0.000000,53.450000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,5.760000,0,0,1.45,1850.58

33,08:00-08:15,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,5.760000,0,0,1.47,1850.8

34,08:15-08:30,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,5.760000,0,0,1.15,1850.48

35,08:30-08:45,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,6.720000,0,0,1.58,1851.87

36,08:45:09:00,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,6.720000,0,0,2.27,1852.56

37,09:00:09:15,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,6.720000,0,0,2.63,1852.92

38,09:15-09:30,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,6.720000,0,0,3.49,1853.78

39,09:30-09:45,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,6.720000,0,0,4.83,1855.12

40,09:45-10:00,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,4.61,1858.74

41,10:00-10:15,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,3.42,1857.55

42,10:15-10:30,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,2.15,1856.28

43,10:30-10:45,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,2.83,1856.96

44,10:45-11:00,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,4.18,1858.31

45,11:00-11:15,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,5.54,1859.67

46,11:15-11:30,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,13.950000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,32.000000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,8.82,1862.95

47,11:30-11:45,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,6.24,1860.36

48,11:45-12:00,240.100000,0.870000,24.010000,48.020000,53.460000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,3.38,1857.5

49,12:00-12:15,240.100000,0.870000,24.010000,48.020000,72.030000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,5.08,1877.77

50,12:15-12:30,240.100000,0.870000,24.010000,48.020000,72.030000,14.690000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,5.83,1878.52

51,12:30-12:45,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,4.97,1873.78

52,12:45-13:00,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,10.560000,0,0,5.04,1873.85

53,13:00-13:15,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,5.27,1873.12

54,13:15-13:30,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,5.25,1873.1

55,13:30-13:45,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,4.67,1872.52

56,13:45-14:00,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,5.46,1873.31

57,14:00-14:15,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,4.86,1872.71

58,14:15-14:30,240.100000,0.870000,24.010000,48.020000,72.030000,10.810000,15.080000,0.670000,0.000000,0.000000,0.000000,96.040000,0.000000,24.010000,37.100000,48.020000,25.950000,0.000000,0.000000,0.870000,66.450000,23.930000,6.130000,48.020000,0.000000,4.800000,96.040000,0.000000,0.360000,24.010000,12.370000,48.020000,0.520000,37.100000,0.480000,0.960000,11.670000,22.970000,0.000000,0.000000,83.730000,96.040000,90.280000,0.000000,96.040000,22.970000,0.000000,0.000000,0.000000,0.000000,21.130000,24.010000,0.970000,0.000000,37.100000,0.000000,163.510000,48.020000,0.000000,96.040000,0.000000,24.010000,0.000000,1.920000,0.610000,1.580000,2.880000,0.000000,9.600000,0,0,2.79,1870.64

