Column1,Time,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,GNA/NR/2025/06/07/5932,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/8128,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/16/5917,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/23/7329,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8154,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/2786,NR/30092023/26122029/SH-06
71,17:30-17:45,25.51,35.51,42.67,21,0,35.51,106.5,33,92.5,81.67,81.66,13,11.88,25,31.7,31.41,-0,26.7,10.51,0,0,15.28,19.28,0,10.76,9.79,70.28,5.23,82.73,96.38,29.27,159.03,0,21,13,18.5,271.07,19.01,5.23,4.04,20.79,7.71,38.13,192.76,3.2,2.12,26.28,26.7

72,17:45-18:00,18.49,35.1,41.67,14,0,35.1,105.3,25.77,74.82,81.67,81.66,10,8.82,20,25.76,31.61,-0,26.7,10.51,0,0,15.28,19.28,0,10.76,9.79,70.28,4.15,82.73,96.38,29.27,159.03,0,18,10,14.96,271.07,19.01,4.15,3.21,20.79,7.71,38.13,192.76,3.2,2.12,26.28,26.7

73,18:00-18:15,0,35.24,41.33,8,0,35.24,105.69,0,58.17,81.67,81.66,8,6.04,15,19.67,31.61,-0,24.6,10.51,0,0,0,0,0,10.76,9.79,70.28,3.1,54.94,96.38,29.27,159.03,0,12,8,11.63,271.07,19.01,3.1,2.4,20.79,8.12,38.14,192.76,0.59,2.12,26.28,29.5

74,18:15-18:30,0,35.37,40.33,5,0,35.37,106.11,0,44.37,81.67,81.66,5,3.68,10,13.3,30.81,-0,24.6,10.51,0,0,0,0,0,10.76,9.79,70.28,2.11,72.61,96.38,29.27,159.03,0,6,6,8.87,271.07,19.01,2.11,1.63,20.79,8.12,38.13,192.76,0.59,2.12,26.28,29.5

75,18:30-18:45,0,35.5,40,2,0,35.5,106.5,0,30.17,81.67,81.66,3,1.59,5,8.06,29.41,-0,24.6,10.51,0,0,0,0,0,10.76,9.79,115.62,0.6,100.42,96.38,29.27,159.03,0,3,5,6.04,271.07,19.01,0.6,0.46,20.79,8.12,68.99,192.76,0.59,2.12,26.28,29.5

76,18:45-19:00,0,36.17,39,1,0,36.17,108.49,0,19.26,81.67,81.66,1,0.23,2,0,28.41,-0,24.6,10.51,0,0,0,0,0,10.76,9.79,115.62,0.28,100.42,96.38,30.28,159.03,0,2,1,3.85,271.07,19.01,0.28,0.21,20.79,8.12,68.99,192.76,0.59,2.12,26.28,29.5

77,19:00-19:15,0,35.83,38.33,0,0,35.83,107.51,0,4.75,81.67,81.66,0,0,0,0,28.01,-0,24.6,10.51,0,0,0,0,0,10.76,9.79,115.62,0,130.4,96.38,28.26,159.03,0,0,0,0.95,271.07,19.01,0,0,20.79,8.65,86.93,192.76,2.3,6.64,43.8,29.5

78,19:15-19:30,0,36.17,37.67,0,0,36.17,108.49,0,1.19,81.67,81.66,0,0,0,0,28.21,-0,24.6,10.51,0,0,0,0,0,10.76,9.79,115.62,0,130.4,96.38,28.26,159.03,0,0,0,0.24,271.07,19.01,0,0,20.79,8.65,86.93,192.76,2.3,6.64,43.8,29.5

79,19:30-19:45,0,35.67,37.33,0,0,35.67,106.99,0,0,81.67,81.66,0,0,0,0,38.62,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,28.26,159.03,0,0,0,0,271.07,19.01,0,0,20.79,8.65,86.93,192.76,3.25,8.53,43.8,29.5

80,19:45-20:00,0,35.83,36.67,0,0,35.83,107.51,0,0,81.67,81.66,0,0,0,0,39.02,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,28.26,159.03,0,0,0,0,271.07,19.01,0,0,20.79,8.65,86.93,192.76,3.25,8.53,43.8,29.5

81,20:00-20:15,0,37.1,36.33,0,0,37.1,111.3,0,0,81.67,81.66,0,0,0,0,39.22,-0,12.33,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,27.25,159.03,0,0,0,0,271.07,19.01,0,0,20.79,8.41,86.93,192.76,3.25,8.53,43.8,29.5

82,20:15-20:30,0,37.1,36,0,0,37.1,111.3,0,0,81.67,81.66,0,0,0,0,39.62,-0,17.43,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,27.25,159.03,0,0,0,0,271.07,19.01,0,0,20.79,8.41,86.93,192.76,3.25,8.53,43.8,29.5

83,20:30-20:45,0,37.8,36.67,0,0,37.8,113.4,0,0,81.67,81.66,0,0,0,0,40.02,-0,17.43,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,27.25,159.03,0,0,0,0,271.07,19.01,0,0,20.79,8.41,86.93,192.76,3.25,8.53,43.8,29.5

84,20:45-21:00,0,37.28,36.67,0,0,37.28,111.81,0,0,81.67,81.66,0,0,0,0,40.42,-0,17.43,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,27.25,159.03,0,0,0,0,271.07,19.01,0,0,20.79,8.41,86.93,192.76,3.25,8.53,43.8,29.5

85,21:00-21:15,0,37.63,36.67,0,0,37.63,112.86,0,0,81.67,81.66,0,0,0,0,39.82,-0,17.43,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.73,0,0,20.79,8.17,86.93,192.76,3.25,8.53,43.8,29.5

86,21:15-21:30,0,36.75,36.67,0,0,36.75,110.25,0,0,81.67,81.66,0,0,0,0,40.22,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.73,0,0,20.79,8.17,86.93,192.76,3.25,8.53,43.8,29.5

87,21:30-21:45,0,36.75,36.67,0,0,36.75,110.25,0,0,81.67,81.66,0,0,0,0,35.21,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.73,0,0,20.79,8.17,86.93,192.76,3.25,8.53,43.8,29.5

88,21:45-22:00,0,36.58,36.67,0,0,36.58,109.71,0,0,81.67,81.66,0,0,0,0,36.01,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.73,0,0,20.79,8.17,86.93,192.76,3.25,8.53,43.8,29.5

89,22:00-22:15,0,34.65,36.67,0,0,34.65,103.95,0,0,81.67,81.66,0,0,0,0,36.22,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.94,86.93,192.76,3.25,8.53,43.8,29.5

90,22:15-22:30,0,34.83,36.67,0,0,34.83,104.46,0,0,81.67,81.66,0,0,0,0,36.42,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.94,86.93,192.76,3.25,8.53,43.8,29.5

91,22:30-22:45,0,34.65,36.67,0,0,34.65,103.95,0,0,81.67,81.66,0,0,0,0,36.22,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,27.26,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.94,86.93,192.76,3.25,8.53,43.8,29.5

92,22:45-23:00,0,34.83,36.67,0,0,34.83,104.46,0,0,81.67,81.66,0,0,0,0,36.01,-0,24.6,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,27.26,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.94,86.93,192.76,3.25,8.53,43.8,29.5

93,23:00-23:15,0,34.13,36,0,0,34.13,102.36,0,0,81.67,81.66,0,0,0,0,35.21,-0,26.61,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.75,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.71,86.93,192.76,3.25,8.53,43.8,26.61

94,23:15-23:30,0,33.43,34.67,0,0,33.43,100.26,0,0,81.67,81.66,0,0,0,0,35.81,-0,26.61,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.75,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.71,86.93,192.76,3.25,8.53,43.8,26.61

95,23:30-23:45,0,32.55,33.33,0,0,32.55,97.65,0,0,81.67,81.66,0,0,0,0,36.42,-0,26.61,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.71,86.93,192.76,3.25,8.53,43.8,26.61

96,23:45-24:00,0,31.85,32,0,0,31.85,95.55,0,0,81.67,81.66,0,0,0,0,36.62,-0,26.61,10.51,0,0,0,0,0,10.76,12.67,115.62,0,130.4,96.38,26.24,159.03,0,0,0,0,271.07,18.45,0,0,20.79,7.71,86.93,192.76,3.25,8.53,43.8,26.61

