Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/02/01/9969,GNA/SR/2025/02/01/6460,GNA/SR/2025/02/01/7432,GNA/NR/2025/02/01/2594,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/02/01/2143,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/02/01/4863,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/02/01/5886,GNA/WR/2025/01/01/8625,NR/30092023/31122025/SH-07,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/9606,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15
80,19:45-20:00,0,43.01,14.33,0,36.48,75,50,36.48,0,0.62,1.3,0,36.48,86.6,4.15,1.38,259.8,0,8.64,0,32,50,200,114.85,32,100.02,0.92,271.47,25.23,21.21,0,15.33,14.33,41.67,41.66,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,42.49,14.17,0,31.68,75,50,31.68,0,0.62,1.3,0,31.68,86.6,4.15,1.47,259.8,0,8.64,0,25.57,50,150,114.85,25.57,100.02,0.92,271.47,25.23,17.01,0,11.67,14.17,35,35,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,42,14,0,31.68,75,50,31.68,0,0.62,1.3,0,31.68,86.6,4.15,1.47,259.8,0,8.64,0,25.57,50,150,114.85,25.57,100.02,0.92,271.47,25.23,17.21,0,11.67,14,34.67,34.66,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,41.51,13.83,0,28.8,75,50,28.8,0,0.62,1.3,0,28.8,86.6,4.15,1.47,259.8,0,8.64,0,25.57,50,150,114.85,25.57,100.02,0.92,271.47,25.23,17.21,0,11.33,13.83,34,34,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,41.51,13.83,0,28.8,75,50,28.8,0,0.62,1.3,0,28.8,86.6,4.15,1.47,259.8,0,8.64,0,25.57,50,150,114.85,25.57,100.02,0.92,271.47,25.23,17.01,0,11.33,13.83,33.33,33.34,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,41.51,13.83,0,28.8,75,50,28.8,0,0.62,1.3,0,28.8,86.6,4.15,1.47,259.8,0,8.64,0,26.99,50,150,106.38,26.99,100.02,0.92,271.47,25.23,16.81,0,15,13.83,38,38,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,41.51,13.83,0,28.8,75,50,28.8,0,0.62,1.3,0,28.8,75.4,4.15,1.47,227.46,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,25.23,16.61,0,14.67,13.83,38,38,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,41.51,13.83,0,28.8,75,50,28.8,0,0.62,1.3,0,28.8,75.4,4.15,1.47,227.46,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,16.41,0,14.33,13.83,38,38,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,40.99,13.67,0,28.8,75,50,28.8,0,0.62,1.3,0,28.8,75.4,4.15,1.47,227.46,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,16.41,0,14,13.67,37.33,37.34,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,40.99,13.67,0,28.8,75,50,28.8,0,0.62,1.25,0,28.8,75.4,4.15,1.47,227.46,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,16.81,0,14,13.67,36.33,36.34,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,40.99,13.67,0,28.8,75,50,28.8,0,0.62,1.25,0,28.8,64.92,4.15,1.47,227.46,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,16.61,0,14,13.67,35.67,35.66,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,42.49,14.17,0,28.8,75,50,28.8,0,0.62,1.25,0,28.8,64.92,4.15,1.47,227.46,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,16.01,0,14,14.17,40,40,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,41.51,13.83,0,28.8,75,50,28.8,0,0.62,1.25,0,28.8,64.92,4.15,1.47,192.24,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,15.01,0,13.67,13.83,40,40,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,40.99,13.67,0,25.92,75,50,25.92,0,0.62,1.25,0,25.92,64.92,4.15,1.47,192.24,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,14.41,0,13,13.67,45,45,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,40.5,13.5,0,25.92,75,50,25.92,0,0.62,1.25,0,25.92,64.92,4.15,1.47,192.24,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,13.81,0,12.67,13.5,44.67,44.66,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,40.01,13.33,0,25.92,75,50,25.92,0,0.62,1.25,0,25.92,64.92,4.15,1.47,192.24,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,13.01,0,12.67,13.33,50,50,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,40.01,13.33,0,25.92,75,50,25.92,0,0.62,1.25,0,25.92,64.92,4.15,1.47,192.24,0,8.64,0,26.99,50,150,70.04,26.99,100.02,0.92,271.47,0,12.21,0,12.33,13.33,48.33,48.34,0,0,0,0,0,0,0,0,0,0

