Block,Time Block,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,DADRT2,CHAMERA3,DADRI_LF,ANTA_LF,AURY_GF,AURY_LF,DADRI_GF,ANTA_GF,AURY_CRF,DADRI_CRF,DADRI_RF,ANTA_RF,AURY_RF,ANTA_CRF,KUDGI,NLCEXP,NLCIIST1,NJPC,MAPS,NLCIIST2,PARBATI3,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI2,KKNPPU2,KOLDAM,KISHANGANGA,KOTESHWR,KHSTPP-II,KKNP,TALA,VALLURNTECL,UNCHAHAR4,TALST2,TEHRIPSP,URI2,TANAKPUR,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,KHSTPP-I,RAPPC,RIHAND2,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,RAMPUR,RIHAND3,CHAMERA1,BSIUL,CHAMERA2,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,42.37,19.21,38.4,357.59,53.15,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,56.43,0,0,23.79,0,54.63,0,10.29,8.42,10.09,142.82,0,2.71,0,1.93,0,0,36.87,9.29,17.85,0,0,29.36,51.2,3.78,14.18,32.84,65.92,121.47,402.22,95.51,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,127.91,27.15,6.3,47.25,19.33,0,0,0,0,0

54,13:15-13:30,0,0,42.37,19.21,38.4,357.59,101.46,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,56.43,0,0,23.79,0,54.63,0,10.29,8.42,10.09,142.82,0,2.71,0,1.93,0,0,36.87,9.29,17.85,0,0,29.36,51.2,3.78,14.18,32.84,65.92,121.47,402.22,95.51,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,127.91,27.15,6.3,47.25,19.33,0,0,0,0,0

55,13:30-13:45,0,0,42.37,19.21,38.4,357.59,120.79,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,71.28,0,0,23.79,0,54.63,0,10.29,8.42,10.09,142.82,0,3.28,0,1.93,0,0,36.87,9.29,17.85,0,0,29.36,51.2,3.78,14.18,32.84,65.92,121.47,402.22,95.51,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,127.91,27.15,6.3,47.25,19.33,0,0,0,0,0

56,13:45-14:00,0,0,42.37,19.21,38.4,357.59,130.45,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,71.28,0,0,23.79,0,54.63,0,10.29,8.42,10.09,142.82,0,3.28,0,1.93,0,0,36.87,9.29,17.85,0,0,29.36,51.2,3.78,14.18,32.84,65.92,121.47,402.22,95.51,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,127.91,27.15,6.3,47.25,19.33,0,0,0,0,0

57,14:00-14:15,0,0,42.37,19.21,56.81,357.59,16.91,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,142.82,0,2.84,0,1.93,0,0,36.87,9.29,17.85,0,0,29.36,49.08,3.78,14.18,32.84,65.92,92.77,402.22,62.02,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,89.26,27.15,6.3,47.25,18.1,0,0,0,0,0

58,14:15-14:30,0,0,42.37,19.21,56.81,357.59,157.02,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,142.82,0,2.84,0,1.93,0,0,36.87,9.29,17.85,0,0,29.36,49.08,3.78,14.18,32.84,65.92,92.77,402.22,62.02,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,89.26,27.15,6.3,47.25,19.33,0,0,0,0,0

59,14:30-14:45,0,0,42.37,19.21,56.81,357.59,297.14,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,128.32,0,2.84,0,1.93,0,0,36.87,9.29,22.95,0,0,37.25,49.08,3.78,17.95,28.31,65.92,92.77,402.22,62.02,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,89.26,27.15,6.3,47.25,19.33,0,0,0,0,0

60,14:45-15:00,0,0,42.37,19.21,56.81,357.59,310.24,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,2.84,0,1.93,0,0,36.87,9.29,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,92.77,402.22,62.02,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,89.26,27.15,6.3,47.25,19.33,0,0,0,0,0

61,15:00-15:15,0,0,42.37,19.21,56.81,357.59,310.24,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,2.84,0,1.93,0,0,36.87,9.9,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,92.77,402.22,62.02,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,89.26,27.15,6.3,47.25,18.43,0,0,0,0,0

62,15:15-15:30,0,0,42.37,19.21,56.81,357.59,310.24,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,2.84,0,1.93,0,0,36.87,9.9,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,92.77,402.22,62.02,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,89.26,40.71,6.3,47.25,19.33,0,0,0,0,0

63,15:30-15:45,0,0,42.37,19.21,56.81,389.61,329.57,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,1.93,0,0,36.87,10.52,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,91.8,402.22,61.35,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.79,40.73,6.3,47.25,19.33,0,0,0,0,0

64,15:45-16:00,0,0,42.37,19.21,56.81,389.61,348.89,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,65.35,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,1.93,0,0,36.87,10.52,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,91.8,402.22,61.35,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.79,40.73,6.3,47.25,18.87,0,0,0,0,0

65,16:00-16:15,0,0,21.18,17.12,56.81,389.61,343.04,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,1.93,0,0,36.87,10.52,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.76,40.73,6.3,47.25,17.98,0,0,0,0,0

66,16:15-16:30,0,0,21.18,17.12,56.81,389.61,314.05,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,1.93,0,0,36.87,10.52,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

67,16:30-16:45,0,0,21.18,17.12,56.81,389.61,352.69,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,1.93,0,0,36.87,10.15,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

68,16:45-17:00,0,0,21.18,17.12,56.81,389.61,355.62,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,1.93,0,0,36.87,10.15,22.95,0,0,37.25,49.08,3.78,17.95,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

69,17:00-17:15,0,0,21.18,19.91,56.81,397.32,358,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,2.31,0,0,36.87,10.15,27.05,0,0,43.58,49.08,6.2,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

70,17:15-17:30,0,0,21.18,19.37,56.81,397.32,358,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,2.31,0,0,36.87,10.15,27.05,0,0,43.58,49.08,6.2,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,0,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

71,17:30-17:45,0,0,21.18,19.91,56.81,397.32,358,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,2.31,0,0,36.87,8.66,27.05,9.32,0,43.58,49.08,6.2,19.2,32.84,65.92,91.8,402.22,61.35,0,0.67,0,0,0,24.78,0,149.04,80.28,6.1,6.8,88.79,40.73,6.3,47.25,19.33,0,0,0,0,0

72,17:45-18:00,0,0,21.18,19.91,56.81,397.32,361.87,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,4.54,0,2.31,0,0,36.87,8.66,27.05,9.32,0,43.58,49.08,6.2,19.2,32.84,65.92,91.8,402.22,61.35,0,0.67,0,0,0,24.78,0,149.04,80.28,6.1,6.8,88.79,40.73,6.3,47.25,19.33,0,0,0,0,0

73,18:00-18:15,0,0,21.18,19.91,56.81,397.32,361.87,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,1.99,0,1.39,0,50.24,36.87,6.69,27.05,18.65,0,43.09,49.08,5.96,19.64,32.84,65.92,91.8,402.22,61.35,0,0.67,0,0,0,24.78,0,149.04,80.28,12.19,6.8,88.79,40.73,12.6,47.25,19.33,0,0,0,0,0

74,18:15-18:30,0,0,21.18,19.91,56.81,397.32,358,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,1.99,0,2.31,0,50.24,36.87,6.69,27.05,18.65,0,43.09,49.08,5.96,19.64,32.84,65.92,91.8,402.22,61.35,0,0.67,0,0,0,24.78,0,149.04,80.28,18.29,6.8,88.79,40.73,12.6,47.25,18.91,0,0,0,0,0

75,18:30-18:45,0,0,21.18,19.91,56.81,399.26,358,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,1.99,0,2.31,0,50.24,36.87,7.3,27.05,27.97,0,43.09,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,18.29,6.8,88.76,40.73,12.6,47.25,19.33,0,0,0,0,0

76,18:45-19:00,0,0,21.18,19.91,56.81,399.26,358,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,57.92,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,1.99,0,2.31,0,50.24,36.87,7.3,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,18.29,6.8,88.76,40.73,12.6,47.25,17.41,0,0,0,0,0

77,19:00-19:15,0,0,31.78,19.91,56.81,482.62,406.32,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,66.83,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,1.99,0,2.31,0,50.24,36.87,7.3,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,18.29,6.8,88.76,40.73,12.6,47.25,19.33,0,0,0,0,0

78,19:15-19:30,0,0,44.49,19.91,57.6,573.18,453.87,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,1.99,0,2.31,0,50.24,38.87,7.3,27.05,27.97,0,43.12,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,149.04,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

79,19:30-19:45,0,0,44.49,19.91,57.6,648.15,470.15,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,1.99,0,2.31,0,50.24,38.87,7.3,27.05,27.97,0,43.12,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,148.11,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

80,19:45-20:00,0,0,44.49,19.91,57.6,648.15,470.15,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,1.99,0,2.31,0,50.24,38.87,7.3,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,148.11,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

81,20:00-20:15,0,0,44.49,19.91,57.6,648.15,528.1,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,1.99,0,2.31,0,50.24,38.87,7.3,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,148.11,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

82,20:15-20:30,0,0,44.49,19.91,57.6,648.15,528.1,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,1.99,0,2.31,0,50.24,38.87,7.3,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,148.11,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

83,20:30-20:45,0,0,44.49,19.91,57.6,648.15,528.1,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,147.46,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

84,20:45-21:00,0,0,44.49,19.91,57.6,648.15,528.1,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,0.67,0,0,0,24.78,0,147.46,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

85,21:00-21:15,0,0,44.49,19.91,57.6,648.15,528.1,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

86,21:15-21:30,0,0,42.37,19.91,56.81,648.15,528.1,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,56.43,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,125.01,80.28,18.29,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

87,21:30-21:45,0,0,42.37,19.91,56.81,648.15,528.1,33.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.05,0,0,68.32,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,125.01,80.28,18.29,6.8,88.76,40.73,6.3,47.25,19.33,0,0,0,0,0

88,21:45-22:00,0,0,44.49,19.91,57.6,648.15,528.1,35.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,125.01,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

89,22:00-22:15,0,0,44.49,19.91,57.6,648.15,532.29,35.65,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,125.01,80.28,19.44,6.98,88.76,41.52,19.77,49.74,18.32,0,0,0,0,0

90,22:15-22:30,0,0,44.49,19.91,57.6,648.15,532.29,35.65,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,8.54,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,125.01,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

91,22:30-22:45,0,0,44.49,19.91,57.6,648.15,532.29,35.65,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,176.71,0,0,76.31,0,0,23.79,0,59.01,0,10.29,8.57,11.21,143.3,0,0.85,0,2.31,0,50.24,38.87,5.45,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,19.44,6.98,88.76,41.52,19.77,49.74,19.33,0,0,0,0,0

92,22:45-23:00,0,0,42.37,19.91,56.81,648.15,532.29,33.91,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,175.05,0,0,75.75,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,5.45,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,18.29,6.8,88.76,40.73,6.3,47.25,18.69,0,0,0,0,0

93,23:00-23:15,0,0,42.37,19.91,56.81,648.15,532.29,33.91,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,175.05,0,0,75.75,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,6.69,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,6.1,6.8,88.76,40.73,12.6,47.25,19.33,0,0,0,0,0

94,23:15-23:30,0,0,42.37,19.91,56.81,648.15,532.29,33.91,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,175.05,0,0,75.75,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,6.69,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,0,6.8,88.76,40.73,12.6,47.25,18.52,0,0,0,0,0

95,23:30-23:45,0,0,42.37,19.91,56.81,648.15,532.29,33.91,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,175.05,0,0,75.75,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,6.69,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,0,6.8,88.76,40.73,12.6,47.25,16.79,0,0,0,0,0

96,23:45-24:00,0,0,42.37,19.91,56.81,648.15,532.29,33.91,0,0,0,0,0,0,0,0,33.82,19.33,19.33,0,0,0,0,175.05,0,0,75.75,0,0,23.79,0,54.63,0,10.29,8.42,10.09,143.3,0,0.85,0,2.31,0,50.24,36.87,6.69,27.05,27.97,0,43.11,49.08,6.1,19.64,32.84,65.92,91.78,402.22,61.32,0,1.09,0,0,0,24.78,0,147.46,80.28,0,6.8,88.76,40.73,12.6,47.25,15.01,0,0,0,0,0

