Column1,Time,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/31082024/jitpl,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,GNA/NR/2024/08/14/7906,NR/01102023/31102037/L_NR_2019_11,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,NR/01082024/15082024/APL-Raigarh,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/SKS-Raigarh,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/08/14/2226,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10
81,20:00-20:15,48.08,4.16,0,76.94,0,144.26,0,48.08,6.75,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,6.67,0,47.33,13.83,14,41.5,13.84,47.33,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,48.08,4.16,0,76.94,0,144.26,0,48.08,6.75,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,6.4,0,46,13.67,13.34,41,13.66,46,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.75,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,6.4,0,45,17.5,12.66,52.5,17.5,45,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.75,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.27,90.4,7.91,0,0,0,0,6.4,0,44,17,12,51,17,44,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.47,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.27,90.4,7.91,0,0,0,0,6.4,0,42.67,15.83,13.34,47.5,15.84,42.67,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.47,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.27,90.4,7.91,0,0,0,0,6.4,0,41.67,15,13,45,15,41.67,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.19,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,6.4,0,36.67,14.67,9.34,44,14.66,36.67,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.19,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,29.77,90.4,7.91,0,0,0,0,6.4,0,31.67,14.33,9,43,14.34,31.67,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,30.78,90.4,7.91,0,0,0,0,6.4,0,30,14.17,8.66,42.5,14.16,30,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,30.78,90.4,7.91,0,0,0,0,6.4,0,29.33,14.17,8.34,42.5,14.16,29.33,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,31.29,90.4,7.91,0,0,0,0,6.4,0,41.67,18.33,13,55,18.34,41.67,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,31.29,90.4,7.91,0,0,0,0,6.4,0,41,17.5,12.66,52.5,17.5,41,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,30.28,90.4,7.91,0,0,0,0,6.4,0,40.33,17,12.34,51,17,40.33,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,30.28,90.4,7.91,0,0,0,0,6.4,0,40.33,16.33,12,49,16.34,40.33,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,30.28,90.4,7.91,0,0,0,0,6.4,0,40.33,15.83,12.34,47.5,15.84,40.33,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,48.08,4.16,30.5,76.94,0,144.26,0,48.08,6.01,30.5,192.34,0,91.91,0,17.08,131.95,12.39,261.1,0,114.92,30.28,90.4,7.91,0,0,0,0,6.4,0,40.67,15.33,13,46,15.34,40.67,0,0,0,0,0,0,0,0,0,0,0

