Column1,Time,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/24/8633,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/16/4327,GNA/WR/2025/04/01/4420,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/6216,NR/01102023/30042040/GNA_LT_35,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/4565,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,NR/30092023/26122029/SH-06,GNA/SR/2025/04/01/2597,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/6490,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668
61,15:00-15:15,8.17,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,0,96.15,14.57,72.11,0,47,19.67,47,15,28.76,114.97,0,5.21,15.24,166.04,9.62,15.24,5.15,15.24,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,52.57,271.86,88,78,33,43,43,33,9,48.49,19.67,123.08,58.99,242.42,182,33,87,95.35

62,15:15-15:30,8.17,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,0,96.15,14.57,72.11,0,49,20.17,49,16,29.27,114.97,0,5.21,14.46,166.04,9.62,14.46,5.15,14.46,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,50.96,52.57,271.86,85,73,33,42,41,33,9.4,46.01,20.17,115.68,60.49,230.07,172,33,83,91.04

63,15:30-15:45,8.17,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,0,96.15,14.57,72.11,0,57.33,20.5,57.34,16.67,29.77,114.97,0,4.83,13.53,166.04,9.62,13.53,5.15,13.53,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,52.57,271.86,78,69,33,39,37,33,9.8,43.23,20.5,107.2,61.5,216.16,161,33,78,85.96

64,15:45-16:00,8.17,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,0,96.15,14.57,72.11,0,59,20.83,59,17.33,29.77,114.97,0,4.83,12.72,166.04,9.62,12.72,5.15,12.72,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,52.57,271.86,72,64,33,37,34,33,10,40.24,20.83,97.08,62.51,201.22,151,33,73,79.16

65,16:00-16:15,7.35,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,60.67,22.5,60.66,13.33,28.76,114.97,0,4.9,11.53,200.35,9.62,11.53,5.15,11.53,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,100.17,52.57,271.86,65,58,33,33,32,33,14.61,37.39,22.5,88.8,67.5,186.97,137,33,67,73.85

66,16:15-16:30,7.35,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,62,22.83,62,14,28.76,114.97,0,4.9,10.52,200.35,9.62,10.52,5.15,10.52,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,100.17,52.57,271.86,58,52,33,30,28,33,14.01,34,22.83,79.84,68.51,169.99,123,33,60,67.19

67,16:30-16:45,7.35,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,64,23.33,64,18,29.27,114.97,0,4.6,9.45,200.35,9.62,9.45,9.02,9.45,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,100.17,52.57,271.86,49,45,33,27,25,33,13.81,30.5,23.33,70.2,70.01,152.5,105,33,53,60.23

68,16:45-17:00,7.35,2.88,19.23,0,72.11,4.33,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,65.67,23.83,65.66,18,30.28,114.97,0,4.6,7.88,200.35,9.62,7.88,9.02,7.88,48.08,32,2.88,9.62,1.92,32,0,4.65,9.62,100.17,52.57,271.86,42,37,33,23,23,33,13.01,27.04,23.83,57.94,71.51,135.22,88,33,47,52.71

69,17:00-17:15,7.35,2.88,19.23,0,72.11,7.73,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,66,23.33,66,18.33,30.28,114.97,0,4.67,6.14,248.42,9.62,6.14,9.38,6.14,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,86.73,271.86,38,30,33,18,18,28,11.41,22.92,23.33,35.67,70.01,114.62,70,33,37,45.01

70,17:15-17:30,7.35,2.88,19.23,0,72.11,7.73,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,66,23,66,19,31.29,114.97,0,4.67,4.75,260.18,9.62,4.75,9.38,4.75,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,86.73,271.86,32,22,33,15,15,10,9.6,18.64,23,26.61,69,93.22,53,33,30,37.08

71,17:30-17:45,8.08,2.88,19.23,0,72.11,7.73,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,68.33,23.17,68.34,23.33,31.29,114.97,0,4.67,3.67,260.18,9.62,3.67,9.38,3.67,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,86.73,271.86,23,15,21.71,11,9,5,8.4,14.63,23.17,18.39,69.49,73.14,35,26.63,23,28.54

72,17:45-18:00,8.08,2.88,19.23,0,72.11,7.73,43.7,2.88,22.04,85.48,96.15,14.57,72.11,50,68.33,23.17,68.34,24,31.29,114.97,0,4.67,2.56,260.18,9.62,2.56,9.38,2.56,48.08,32,2.88,9.62,1.92,32,0,4.81,9.62,100.17,86.73,271.86,15,7,12.37,7,7,1,7.2,10.88,23.17,11.37,69.49,54.39,18,16.61,15,20.79

73,18:00-18:15,10.41,2.88,19.23,0.58,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,25,68.34,24.33,31.29,114.97,0,4.75,1.63,260.18,9.62,1.63,9.76,1.63,48.08,32,2.88,9.62,1.92,32,0,5.04,9.62,100.17,86.73,271.86,8,3,0,5,5,0,6.8,7.36,25,6.34,75,36.78,7,0,10,14.19

74,18:15-18:30,10.41,2.88,19.23,1.15,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,25.33,68.34,24.67,31.29,114.97,0,4.75,0.91,260.18,9.62,0.91,9.76,0.91,48.08,32,2.88,9.62,1.92,32,0,5.04,9.62,100.17,86.73,271.86,5,1,0,3,3,0,6.8,4.54,25.33,3.06,76.01,22.72,4,0,5,8.75

75,18:30-18:45,10.41,2.88,19.23,1.15,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,25.67,68.34,28.33,31.29,114.97,0,4.75,0.06,260.18,9.62,0.06,9.76,0.06,48.08,32,2.88,9.62,1.92,32,0,5.04,9.62,100.17,86.73,271.86,2,0,0,1,1,0,6.8,2.52,25.67,0,76.99,12.58,1,0,3,1.85

76,18:45-19:00,10.41,2.88,19.23,1.73,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,26.17,68.34,28.33,31.29,114.97,0,4.75,0.02,260.18,9.62,0.02,9.76,0.02,48.08,32,2.88,9.62,1.92,32,0,5.04,9.62,100.17,86.73,271.86,1,0,0,0,1,0,6.8,1.17,26.17,0,78.49,5.82,0,0,0,0.3

77,19:00-19:15,10.41,2.88,19.23,1.73,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,26.5,68.34,28.33,31.29,114.97,0,4.75,0,260.18,9.62,0,10.12,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,11.61,0,26.5,0,79.5,0.01,0,0,0,0

78,19:15-19:30,10.41,2.88,19.23,1.73,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,26.83,68.34,28.33,31.29,114.97,0,4.75,0,260.18,9.62,0,10.12,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,11.21,0,26.83,0,80.51,0,0,0,0,0

79,19:30-19:45,10.41,2.88,19.23,2.31,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,27,68.34,28.33,31.29,114.97,0,5.13,0,260.18,9.62,0,9.02,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,10.8,0,27,0,81,0,0,0,0,0

80,19:45-20:00,10.41,2.88,19.23,2.88,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.33,27.33,68.34,28.33,31.29,114.97,0,5.13,0,260.18,9.62,0,9.02,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,10.4,0,27.33,0,82.01,0,0,0,0,0

81,20:00-20:15,10.41,2.88,19.23,3.46,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.67,24,68.66,28.33,31.29,114.97,0,5.37,0,260.18,9.62,0,9.2,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,10,0,24,0,72,0,0,0,0,0

82,20:15-20:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,68.67,23.83,68.66,28.33,31.29,114.97,0,5.37,0,260.18,9.62,0,9.2,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,9.6,0,23.83,0,71.51,0,0,0,0,0

83,20:30-20:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,58.33,23.83,58.34,28.67,31.29,114.97,0,5.37,0,260.18,9.62,0,9.2,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8.8,0,23.83,0,71.51,0,0,0,0,0

84,20:45-21:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,58.67,23.83,58.66,29,31.29,114.97,0,5.37,0,260.18,9.62,0,9.2,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8.4,0,23.83,0,71.51,0,0,0,0,0

85,21:00-21:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,59.33,21.67,59.34,23.33,30.78,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8,0,21.67,0,64.99,0,0,0,0,0

86,21:15-21:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,22,60,23.33,30.28,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,7.6,0,22,0,66,0,0,0,0,0

87,21:30-21:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,22.5,60,23.33,30.28,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6.8,0,22.5,0,67.5,0,0,0,0,0

88,21:45-22:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,22.83,60,23.67,29.77,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.5,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6.8,0,22.83,0,68.51,0,0,0,0,0

89,22:00-22:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.33,60,24,30.78,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6.8,0,23.33,0,70.01,0,0,0,0,0

90,22:15-22:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.5,60,23.67,30.28,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,7.2,0,23.5,0,70.5,0,0,0,0,0

91,22:30-22:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.5,60,23.33,30.28,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,7.6,0,23.5,0,70.5,0,0,0,0,0

92,22:45-23:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.33,60,23.33,30.28,114.97,0,4.6,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,8,0,23.33,0,70.01,0,0,0,0,0

93,23:00-23:15,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.33,60,23.33,30.78,114.97,0,4.44,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6,0,23.33,0,70.01,0,0,0,0,0

94,23:15-23:30,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23,60,23.33,30.78,114.97,0,4.44,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6,0,23,0,69,0,0,0,0,0

95,23:30-23:45,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.17,60,23.33,30.28,114.97,0,4.44,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6,0,23.17,0,69.49,0,0,0,0,0

96,23:45-24:00,10.41,2.88,19.23,4.04,72.11,7.73,43.7,2.88,22.04,113.94,96.15,14.57,72.11,50,60,23.17,60,23.33,30.28,114.97,0,4.44,0,260.18,9.62,0,9.3,0,48.08,32,2.88,9.62,1.92,32,0,4.27,9.62,100.17,86.73,271.86,0,0,0,0,0,0,6,0,23.17,0,69.49,0,0,0,0,0

