Column1,Block,NR/2025/27317/C,NR/2025/27405/C,NR/2025/27323/C,NR/2025/26082/A/75160,NR/2025/26101/A/74865,NR/2025/26822/A/75172,NR/2025/26233/A/75179,NR/2025/27149/A/74800,NR/2025/26005/A/74708,NR/2025/26879/A/74824,NR/2025/26291/A/75176,NR/2025/25861/A/75134,NR/2025/26827/A/75168,NR/2025/25967/A/75141,NR/2025/27398/C,NR/2025/27370/C,NR/2025/26289/A/75177,GNA/NR/2025/05/01/4138,NR/2025/27406/C,NR/2025/26336/A/74826,NR/2025/27319/C,NR/2025/27408/C,NR/2025/27318/C,NR/2025/27412/C,NR/2025/26265/A/75178,NR/2025/26004/A/74705,NR/2025/27396/C,NR/2025/27413/C,NR/2025/26085/A/74614,NR/2025/27397/C,NR/2025/27341/C,NR/2025/26959/A/74802,NR/2025/25860/A/75133,NR/2025/27320/C,NR/2025/26202/A/75158,NR/2025/25859/A/75132,NR/2025/27316/C,NR/2025/27322/C,NR/2025/27382/C,NR/2025/26191/A/74702,NR/2025/26828/A/75201,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7791,NR/30092023/26122029/SH-06,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/9252,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9395,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/3877,NR/2025/26829/A/75167,NR/2025/26785/A/74676,NR/2025/26232/A/75180,NR/2025/26153/A/74677,NR/2025/26825/A/75169,NR/2025/26379/A/75140,NR/2025/27409/C,NR/2025/27410/C,NR/2025/26335/A/74825,GNARE/NR/2024/12/20/3668,NR/2025/26755/A/74674,Total
41,10:00-10:15,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.38,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,155.53,87.06,12.56,1959.3099999999997

42,10:15-10:30,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.38,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,162.29,91.54,12.56,1983.4299999999998

43,10:30-10:45,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.38,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,169.05,89.87,12.56,1988.52

44,10:45-11:00,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.38,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,175.81,94,12.56,1999.4099999999999

45,11:00-11:15,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,182.57,94,13.52,2006.9499999999998

46,11:15-11:30,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2010.82

47,11:30-11:45,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2010.82

48,11:45-12:00,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.61,20.53,0,13.52,26.61,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2010.82

49,12:00-12:15,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.7,20.53,0,13.52,26.7,17.56,14.49,0,0,12.02,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2010.8200000000002

50,12:15-12:30,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.7,20.53,0,13.52,26.7,17.56,14.49,0,0,12.02,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2010.8200000000002

51,12:30-12:45,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.02,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2011.3200000000002

52,12:45-13:00,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.02,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,94,13.52,2011.3200000000002

53,13:00-13:15,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,100,13.52,2017.13

54,13:15-13:30,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,100,13.52,2017.13

55,13:30-13:45,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,135.24,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,100,13.52,2017.13

56,13:45-14:00,48.3,8.78,52.84,47.33,0,0,0,2.9,48.3,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0.97,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,9.95,0,0,8.78,26.34,186.44,100,13.52,2004.25

57,14:00-14:15,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,186.44,95,11.59,1974.1399999999999

58,14:15-14:30,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,182.57,88.33,11.59,1963.5999999999997

59,14:30-14:45,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,175.81,83.33,11.59,1951.8399999999997

60,14:45-15:00,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,11.83,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,169.05,80,11.59,1941.7499999999998

61,15:00-15:15,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,122.36,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,155.53,73.33,8.69,1919.03

62,15:15-15:30,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,0,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,64.4,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,145.87,66.87,8.69,1844.9500000000003

63,15:30-15:45,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,111.09,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,64.4,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,135.24,63.22,8.69,1941.76

64,15:45-16:00,48.3,8.78,62.79,0,33.81,0,0,2.9,39.61,0,0,0,0,164.22,48.3,164.22,0,0,26.34,111.09,4.83,26.34,24.15,0,0,48.3,96.6,0,0,98.68,48.3,4.83,0,4.83,0,0,96.6,53.13,64.4,0,0,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.2,0,82.11,0,164.22,10.63,28.98,0,0,0,0,0,0,8.78,26.34,125.58,59.8,8.69,1928.6799999999998

65,16:00-16:15,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,0,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.82,98.68,0,5.8,0,0,96.6,0,0,0,64.4,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.48,0,82.11,0,164.22,10.63,28.98,26.34,53.13,4.83,62.79,26.34,164.22,0,0,112.06,50.67,5.8,1960.26

66,16:15-16:30,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,0,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.82,98.68,0,5.8,0,0,96.6,0,0,0,64.4,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.48,0,82.11,0,164.22,10.63,28.98,26.34,53.13,4.83,62.79,26.34,164.22,0,0,98.53,45.35,5.8,1941.4099999999999

67,16:30-16:45,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,0,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.82,98.68,0,5.8,0,0,96.6,0,0,0,64.4,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.48,0,82.11,0,164.22,10.63,28.98,26.34,53.13,4.83,62.79,26.34,164.22,0,0,85.01,40.1,5.8,1922.6399999999999

68,16:45-17:00,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,0,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.82,98.68,0,5.8,0,0,96.6,0,0,0,64.4,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.48,0,82.11,0,164.22,10.63,28.98,26.34,53.13,4.83,62.79,26.34,164.22,0,0,71.48,34.37,5.8,1903.3799999999999

69,17:00-17:15,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,33.81,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,98.68,0,5.8,0,0,96.6,0,0,0,57.96,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.94,0,82.11,0,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,57.96,20.3,0,1844.55

70,17:15-17:30,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,33.81,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,98.68,0,5.8,0,0,96.6,0,0,0,57.96,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.94,0,82.11,0,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,44.44,16.48,0,1827.21

71,17:30-17:45,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,33.81,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,98.68,0,5.8,0,0,96.6,0,0,0,57.96,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.94,0,82.11,0,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,30.91,12.77,0,1809.97

72,17:45-18:00,0,0,0,47.33,33.81,8.78,4.83,1.93,48.3,33.81,24.15,0,26.34,164.22,48.3,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,98.68,0,5.8,0,0,96.6,0,0,0,109.48,48.3,8.78,0,0,26.95,20.53,0,13.52,26.95,17.56,14.49,0,0,12.94,0,82.11,0,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,17.39,9.17,0,1844.37

73,18:00-18:15,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,162.82,0,7.73,0,0,96.6,0,0,0,109.48,48.3,8.78,67.62,19.32,26.95,20.53,14.49,13.52,26.95,17.56,14.49,0,5.8,13.22,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,6.76,5.98,0,1989.6499999999994

74,18:15-18:30,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,162.82,0,7.73,0,0,96.6,0,0,0,109.48,48.3,8.78,67.62,19.32,26.95,20.53,14.49,13.52,26.95,17.56,14.49,0,5.8,13.22,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,3.86,3.48,0,1984.2499999999993

75,18:30-18:45,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,162.82,0,7.73,0,0,96.6,0,0,0,128.8,48.3,8.78,67.62,19.32,26.95,20.53,14.49,13.52,26.95,17.56,14.49,0,5.8,12.58,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0.97,2.92,0,1999.4799999999996

76,18:45-19:00,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.68,162.82,0,7.73,0,0,96.6,0,0,0,128.8,48.3,8.78,67.62,19.32,26.95,20.53,14.49,13.52,26.95,17.56,14.49,0,5.8,12.58,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,1.04,0,1996.6299999999994

77,19:00-19:15,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.72,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,26.56,20.53,14.49,13.52,29,17.56,14.49,0,5.8,12.38,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2024.1299999999994

78,19:15-19:30,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.72,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,26.56,20.53,14.49,13.52,29,17.56,14.49,0,5.8,12.38,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2024.1299999999994

79,19:30-19:45,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.72,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,26.56,20.53,14.49,13.52,29,17.56,14.49,0,5.8,12.38,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2024.1299999999994

80,19:45-20:00,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.72,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,26.56,20.53,14.49,13.52,29,17.56,14.49,0,5.8,12.38,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2024.1299999999994

81,20:00-20:15,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.77,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,26.41,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.3,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2024.4499999999996

82,20:15-20:30,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.77,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,24.6,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.3,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2022.6399999999994

83,20:30-20:45,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.77,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.3,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2023.7399999999996

84,20:45-21:00,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,0,96.6,48.3,0,0,0.77,162.82,0,7.73,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.3,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2023.7399999999996

85,21:00-21:15,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.11,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2143.639999999999

86,21:15-21:30,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.11,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2143.639999999999

87,21:30-21:45,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.11,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2143.639999999999

88,21:45-22:00,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,12.11,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2143.639999999999

89,22:00-22:15,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,11.93,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2143.459999999999

90,22:15-22:30,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,25.7,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,11.93,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2143.459999999999

91,22:30-22:45,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,24.09,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,11.93,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2141.849999999999

92,22:45-23:00,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,24.09,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,11.93,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2141.849999999999

93,23:00-23:15,0,0,0,47.33,33.81,8.78,4.83,0.97,48.3,33.81,24.15,0,26.34,164.22,0,0,48.3,0,0,111.09,0,0,0,96.6,96.6,48.3,0,88.6,0.77,98.68,0,6.76,0,0,96.6,0,0,0,155.84,48.3,8.78,67.62,19.32,24.09,20.53,14.49,13.52,29.5,17.56,14.49,0,5.8,11.83,28.98,82.11,5.8,164.22,10.63,28.98,26.34,0,4.83,62.79,26.34,164.22,0,0,0,0,0,2141.749999999999

