Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,L_NR_2019_19,GNA/NR/2025/08/01/2414,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/3698,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/08/01/6187,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6452,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/07/5932,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/SR/2025/01/13/4532
68,16:45-17:00,5,33,21.67,35,4.33,108.33,9,17,28,5,5,0,15,9,28,31.31,16,38.06,48.4,48.18,4.41,6.21,76.4,0,0,26.95,14.6,3.19,19.27,96.35,24.09,15.27,20.79,96.35,14.6,5.7,0,28.97,0,112.69,26.95,24.09,5.7,52.99,270.98,-0,35.14,2.02,27.25,43.02

69,17:00-17:15,2,33,16.29,30,4.33,81.46,9,15,25,5,5,0,15,9,25,25.36,12,32.23,40.02,48.18,3.67,6.76,86.91,0,0,26.95,14.6,3.24,19.27,96.35,24.09,15.27,20.79,96.35,14.6,4.74,0,28.97,0,130.36,26.95,24.09,4.74,100.38,270.98,-0,35.14,4.01,27.25,43.02

70,17:15-17:30,0,33,13.46,27,4.33,67.29,9,13,22,5,5,0,15,9,21,19.42,8,29.57,33.93,48.18,3,6.76,86.91,0,0,26.95,14.6,3.24,19.27,96.35,24.09,15.27,20.79,96.35,14.6,3.89,0,28.97,0,130.36,26.95,24.09,3.89,100.38,270.98,-0,35.14,4.01,27.25,43.02

71,17:30-17:45,0,31.58,7.5,20,4.33,37.5,9,10,17,5,5,0,15,9,16,13.48,7,21.43,27.68,48.18,2.38,5.96,86.91,0,0,26.95,14.6,3.24,19.27,96.35,24.09,15.27,20.79,96.35,14.6,3.07,0,28.97,0,130.36,26.95,24.09,3.07,100.38,270.98,-0,35.14,4.01,27.25,43.02

72,17:45-18:00,0,23.16,6.67,15,4.33,33.33,9,7,13,5,5,0,15,9,13,7.82,7,16.39,14.52,48.18,1.87,5.96,86.91,0,0,26.95,14.6,3.24,19.27,96.35,24.09,15.27,20.79,96.35,14.6,2.41,0,28.97,0,130.36,26.95,24.09,2.41,100.38,270.98,-0,35.14,4.01,27.25,43.02

73,18:00-18:15,0,0,6.62,10,4.33,33.08,9,5,10,5,5,0,15,9,10,0,5,12.85,11.26,48.18,1.36,12.67,86.91,0,0,26.58,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,1.77,0,28.97,0,130.36,30,24.09,1.77,100.38,270.98,-0,35.14,4.01,27.25,43.02

74,18:15-18:30,0,0,4.93,7,4.33,24.64,9,3,7,5,5,0,15,9,7,0,3,8.78,5.88,48.18,1.02,12.67,86.91,0,0,26.58,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,1.32,0,28.97,0,130.36,30,24.09,1.32,100.38,270.98,-0,35.14,4.01,27.25,43.02

75,18:30-18:45,0,0,2.81,5,4.33,14.04,9,3,3,5,5,0,15,9,4,0,1,3.17,1.62,48.18,0,12.67,86.91,0,0,26.58,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

76,18:45-19:00,0,0,1.4,3,4.33,7.02,9,2,2,5,5,0,15,9,3,0,1,1.24,0,48.18,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

77,19:00-19:15,0,0,0.66,1,4.33,3.27,9,1,1,5,5,0,15,9,1,0,0,0.76,0,40.3,0,12.67,86.91,0,0,16.26,14.6,3.25,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.69,27.25,45.17

78,19:15-19:30,0,0,0.18,0,4.33,0.88,9,0,0,5,5,0,15,9,0,0,0,0.28,0,40.3,0,12.67,86.91,0,0,16.26,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

79,19:30-19:45,0,0,0.05,0,4.33,0.22,9,0,0,5,5,0,15,9,0,0,0,0.07,0,40.3,0,12.67,86.91,0,0,2.87,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

80,19:45-20:00,0,0,0,0,4.33,0,9,0,0,5,5,0,15,9,0,0,0,0,0,40.3,0,12.67,86.91,0,0,2.87,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

81,20:00-20:15,0,0,0,0,4.33,0,9,0,0,5,5,0,15,9,0,0,0,0,0,40.3,0,12.67,86.91,0,0,30,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

82,20:15-20:30,0,0,0,0,4.33,0,9,0,0,5,5,0,15,9,0,0,0,0,0,40.3,0,12.67,86.91,0,0,30,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,27.25,45.17

83,20:30-20:45,0,0,0,0,3.47,0,2.66,0,0,3,3,0,9,2.67,0,0,0,0,0,40.3,0,12.67,86.91,0,0,30,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,26.24,45.17

84,20:45-21:00,0,0,0,0,3.51,0,2.66,0,0,3,3,0,9,2.67,0,0,0,0,0,40.3,0,12.67,86.91,0,0,30,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,26.24,45.17

85,21:00-21:15,0,0,0,0,3.57,0,3.34,0,0,3,3,0,9,3.33,0,0,0,0,0,40.3,0,12.67,86.91,0,0,30,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,26.24,45.17

86,21:15-21:30,0,0,0,0,3.7,0,4,0,0,3,3,0,9,4,0,0,0,0,0,40.3,0,12.67,86.91,0,0,30,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,26.24,45.17

87,21:30-21:45,0,0,0,0,3.78,0,4.34,0,0,3,3,0,9,4.33,0,0,0,0,0,40.3,0,12.67,86.91,0,0,11.12,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.74,45.17

88,21:45-22:00,0,0,0,0,3.84,0,4.66,0,0,3,3,0,9,4.67,0,0,0,0,0,40.3,0,12.67,86.91,0,0,11.12,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.74,45.17

89,22:00-22:15,0,0,0,0,3.98,0,4.66,0,0,3,3,0,9,4.67,0,0,0,0,0,40.3,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.22,45.17

90,22:15-22:30,0,0,0,0,4.19,0,4.66,0,0,3,3,0,9,4.67,0,0,0,0,0,40.3,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.22,45.17

91,22:30-22:45,0,0,0,0,4.44,0,5.34,0,0,3,3,0,9,5.33,0,0,0,0,0,40.3,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.23,45.17

92,22:45-23:00,0,0,0,0,4.47,0,6.34,0,0,3,3,0,9,6.33,0,0,0,0,0,40.3,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.23,44.12

93,23:00-23:15,0,0,0,0,4.41,0,7.34,0,0,3,3,0,9,7.33,0,0,0,0,0,40.3,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.23,42.44

94,23:15-23:30,0,0,0,0,4.29,0,8.34,0,0,3,3,0,9,8.33,0,0,0,0,0,40.3,0,12.67,86.91,0,0,24.51,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.23,41.18

95,23:30-23:45,0,0,0,0,4.2,0,9,0,0,3,3,0,9,9,0,0,0,0,0,40.3,0,12.67,86.91,0,0,26.58,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.23,40.76

96,23:45-24:00,0,0,0,0,4.1,0,9.66,0,0,3,3,0,9,9.67,0,0,0,0,0,40.3,0,12.67,86.91,0,0,26.58,14.6,2.77,0,96.35,24.09,0,20.79,48.18,14.6,0,0,28.97,0,130.36,30,24.09,0,100.38,270.98,-0,57.8,4.01,25.23,40.13

