Column1,Time,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/09/01/8090,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/9821,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/3451,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/01/6566,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/7196,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/6020
81,20:00-20:15,0,43.02,0,273.84,0,38.33,14.66,0,12.84,0,38.33,0,0,12.83,0,38.5,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.7,0,17.51,41.16,13.13,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

82,20:15-20:30,0,43.02,0,273.84,0,36.67,14.34,0,12,0,36.67,0,0,12,0,36,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.7,0,17.51,41.16,13.13,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

83,20:30-20:45,0,40.01,0,273.84,0,30,10,0,10,0,30,0,0,10,0,30,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.7,0,17.51,41.16,13.13,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

84,20:45-21:00,0,40.01,0,273.84,0,29.67,9.66,0,9.84,0,29.67,0,0,9.83,0,29.5,0,0,0,0,0,0,87.36,8.8,262.95,0,0,0,0,6.7,0,17.51,41.16,13.13,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

85,21:00-21:15,0,39.61,0,273.84,0,29.33,9,0,10,0,29.33,0,0,10,0,30,0,0,0,0,0,0,68.31,8.8,206.82,0,0,0,0,6.43,0,17.51,41.16,12.95,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

86,21:15-21:30,0,39.01,0,273.84,0,29,8.34,0,10,0,29,0,0,10,0,30,0,0,0,0,0,0,68.31,8.8,206.82,0,0,0,0,6.43,0,17.51,41.16,12.95,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

87,21:30-21:45,0,38.41,0,273.84,0,28.33,8,0,10.34,0,28.33,0,0,10.33,0,31,0,0,0,0,0,0,68.31,8.8,206.82,0,0,0,0,6.43,0,17.51,41.16,12.95,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

88,21:45-22:00,0,36.22,0,273.84,0,27.67,8,0,10.5,0,27.67,0,0,10.5,0,31.5,0,0,0,0,0,0,68.31,8.8,206.82,0,0,0,0,6.43,0,17.51,41.16,12.95,0,70.59,0,20.58,26.24,100.9,18.4,41.16,0,82.32,82.32

89,22:00-22:15,0,36.82,0,273.84,0,26.67,8,0,10.66,0,26.67,0,0,10.67,0,32,0,0,0,0,0,0,68.31,8.8,206.82,0,0,0,0,6.15,0,17.51,41.16,12.76,0,70.59,0,20.58,26.25,100.9,18.4,41.16,0,82.32,82.32

90,22:15-22:30,0,35.81,0,273.84,0,25.67,8.34,0,10.84,0,25.67,0,0,10.83,0,32.5,0,0,0,0,0,0,68.31,8.8,206.82,0,0,0,0,6.15,0,17.51,41.16,12.76,0,70.59,0,20.58,26.25,100.9,18.4,41.16,0,82.32,82.32

91,22:30-22:45,0,34.81,0,273.84,0,25.33,8.34,0,10.84,0,25.33,0,0,10.83,0,32.5,0,0,0,0,0,0,57.82,8.8,171.08,0,0,0,0,6.15,0,17.51,41.16,12.76,0,70.59,0,20.58,27.25,100.9,18.4,41.16,4.39,82.32,82.32

92,22:45-23:00,0,33.61,0,273.84,0,25,8.34,0,10.84,0,25,0,0,10.83,0,32.5,0,0,0,0,0,0,57.82,8.8,171.08,0,0,0,0,6.15,0,17.51,41.16,12.76,0,70.59,0,20.58,27.25,100.9,18.4,41.16,4.39,82.32,82.32

93,23:00-23:15,0,32.81,0,273.84,0,24.33,8,0,10.66,0,24.33,0,0,10.67,0,32,0,0,0,0,0,0,57.82,8.8,171.08,0,0,0,0,5.96,0,17.51,41.16,12.48,0,70.59,0,20.58,27.25,100.9,18.4,41.16,4.39,82.32,82.32

94,23:15-23:30,0,31.61,0,273.84,0,25,7.66,0,10.66,0,25,0,0,10.67,0,32,0,0,0,0,0,0,57.82,8.8,171.08,0,0,0,0,5.96,0,17.51,41.16,12.48,0,70.59,0,20.58,27.25,100.9,18.4,41.16,4.39,82.32,82.32

95,23:30-23:45,0,31.01,0,273.84,0,25,7.34,0,10.66,0,25,0,0,10.67,0,32,0,0,0,0,0,0,57.82,8.8,171.08,0,0,0,0,5.96,0,17.51,41.16,12.48,0,70.59,0,20.58,27.25,100.9,18.4,41.16,4.39,82.32,82.32

96,23:45-24:00,0,30.01,0,273.84,0,25,8,0,10.5,0,25,0,0,10.5,0,31.5,0,0,0,0,0,0,57.82,8.8,171.08,0,0,0,0,5.96,0,17.51,41.16,12.48,0,70.59,0,20.58,27.25,100.9,18.4,41.16,4.39,82.32,82.32

