Block,Time Block,DADRI_GF,DADRI_LF,DADRI_CRF,AURY_RF,DADRI_RF,TelanganaSTPP,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,SIMHST2,TALST2,SINGRAULI_HYDRO,TALA,SINGRAULI,TANAKPUR,TANDA2,TEHRI,JHAJJAR,FSTPP I & II,SIMHST1,SALAL,SEWA2,SASAN,RIHAND3,RAPPB,NLCIIST2,RIHAND2,NLCTS2EXP,NNTPP,RAMPUR,RIHAND1,NTPL,RSTPSU1TO6,PARBATI3,RAPPC,RSTPSU7,NLCIIST1,MAPS,NAPP,NJPC,NLCEXP,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,BRBCL,CHAMERA2,KISHANGANGA,KUDGI,KHSTPP-II,KGSU1AND2,KHSTPP-I,KGSU3AND4,KKNP,KKNPPU2,KOTESHWR,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,0,0,25.7,0,0.84,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,42.27,229.52,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,92.81,0,20.55,0,0,0,8.52,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,25.7,0,0.84,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,42.27,229.52,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,0,361,0,0,0,19.2,0,0,0,92.81,0,20.55,0,0,0,8.52,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,25.7,0,0.53,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,42.27,229.52,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,92.81,0,20.55,0,0,0,8.52,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,25.7,0,0.53,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,42.27,229.52,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,92.81,0,20.55,0,0,0,17.04,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,25.7,0,0.53,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,42.27,249.06,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,18.18,0,0,15.82,361,0,0,0,19.2,0,0,0,120.78,0,20.55,0,0,0,17.04,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,25.7,0,0.53,0,6.35,0,0,0,0,0,4.14,16.04,0,0,0,0.62,0,134.12,0.24,0,42.27,249.06,11.53,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,35.33,0,0,0,51.78,0,0,0,42.24,40.01,0,0,15.82,361,0,0,0,19.2,0,0,0,120.78,0,20.55,0,0,0,17.04,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0.24,0,56.37,249.06,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,39.17,0,0,0,51.78,0,0,0,42.24,60.02,0,8.78,31.64,373.48,0,0,0,19.2,0,0,0,142.38,0,31.01,0,0,0,25.56,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.62,0,134.12,0.24,0,56.37,310.77,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,80.01,0,17.54,31.64,426.52,12.71,2.11,9.29,19.2,2.55,0,0,142.38,0,31.76,0,0,0,25.56,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0.24,0,56.37,350.77,18.94,0,1.34,7.58,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,112.28,0,17.54,31.64,546.45,23.13,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0.24,0,56.37,409.11,18.94,0,1.34,7.58,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,112.28,0,17.54,31.64,594.2,23.13,12.52,18.61,19.2,37.93,0,0,142.38,0,31.76,0,0,0,37.49,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,56.37,417.31,18.94,0,1.34,7.58,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,112.28,0,17.54,31.64,655.88,23.13,12.52,18.61,19.2,37.93,0,0,142.38,0,33.95,0,0,0,37.49,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,56.37,417.31,18.94,0,1.34,7.58,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,109.11,0,17.54,31.64,655.88,12.71,12.52,18.61,19.2,37.93,0,0,142.38,0,35.99,0,0,0,37.49,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,56.37,417.31,18.94,0,1.34,7.58,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,109.11,0,17.54,31.64,655.88,0,12.52,18.61,19.2,37.93,0,0,142.38,0,36.13,0,0,0,37.49,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,56.37,417.31,18.94,0,1.34,7.58,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,80.1,0,17.54,31.64,655.88,0,12.52,18.61,19.2,37.93,0,0,142.38,0,37.16,0,0,0,37.49,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,56.37,417.31,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,60.02,0,8.78,31.64,655.88,0,2.11,9.29,19.2,1.92,0,0,142.38,0,37.29,0,0,0,25.56,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,40.7,0,0.53,0,9.87,0,0,0,0,0,10.33,25.35,0,0,0,0.6,0,134.12,0,0,42.27,417.31,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,40.01,0,8.78,15.82,655.88,0,0,9.29,19.2,0,0,0,142.38,0,38.33,0,0,0,25.56,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,40.7,0,3.18,0,9.87,0,0,0,0,0,10.33,25.35,0,0,0,0.6,0,134.12,0,0,42.27,417.31,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,18.18,0,1.27,15.82,655.88,0,0,9.29,19.2,0,0,0,142.38,0,38.46,0,0,0,25.56,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,10.33,25.35,0,0,0,0.6,0,134.12,0,0,42.27,417.31,18.94,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,655.88,0,0,9.29,19.2,0,0,0,142.38,0,39.5,0,0,0,25.56,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,10.33,25.35,0,0,0,0.6,0,134.12,0,0,28.19,417.31,18.94,0,8.92,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,655.88,0,0,9.29,19.2,0,0,0,142.38,0,39.62,0,0,0,25.56,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,10.33,25.35,0,0,0,0.6,0,134.12,0,0,28.19,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,598.64,0,0,9.29,19.2,0,0,0,142.38,0,40.69,0,0,0,25.56,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,40.7,0,11.67,0,9.87,0,0,0,0,0,10.33,25.35,0,0,0,0.6,0,134.12,0,0,28.19,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,493.84,0,0,0,19.2,0,0,0,142.38,0,35.73,0,0,0,17.04,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,40.7,0,11.67,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,28.19,417.31,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,445.83,0,0,0,19.2,0,0,0,142.38,0,35.73,0,0,0,17.04,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,40.7,0,25.43,0,9.87,0,0,0,0,0,4.14,25.35,0,0,0,0.6,0,134.12,0,0,28.19,340.13,18.94,0,40.16,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,380.2,0,0,0,19.2,0,0,0,142.38,0,35.73,0,0,0,17.04,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,33.97,0,25.43,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.6,0,134.12,0,0,28.19,280.61,15.05,0,26.78,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,120.78,0,30.78,0,0,0,17.04,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,33.97,0,25.43,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.6,0,134.12,0,0,28.19,230.68,15.05,0,26.78,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,110.79,0,30.78,0,0,0,17.04,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,33.97,0,2.12,0,7.81,0,0,0,0,0,4.14,21.41,0,0,0,0.6,0,134.12,0,0,28.19,230.68,15.05,0,7.81,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,110.79,0,30.78,0,0,0,17.04,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,30.63,0,2.12,0,6.88,0,0,0,0,0,4.14,19.2,0,0,0,0.6,0,134.12,0,0,28.19,230.68,15.05,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,110.79,0,30.78,0,0,0,17.04,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,28.19,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,110.79,0,30.78,0,0,0,17.04,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,14.09,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,110.79,0,30.78,0,0,0,8.52,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,14.09,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,361,0,0,0,19.2,0,0,0,110.79,0,28.48,0,0,0,8.52,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,14.09,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,291.39,0,0,0,19.2,0,0,0,110.79,0,28.48,0,0,0,8.52,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,0,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,284.33,0,0,0,19.2,0,0,0,110.79,0,28.48,0,0,0,8.52,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,0,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,284.33,0,0,0,19.2,0,0,0,110.79,0,28.48,0,0,0,8.52,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,29.4,0,2.12,0,6.26,0,0,0,0,0,4.14,18.81,0,0,0,0.6,0,134.12,0,0,0,230.68,13.12,0,1.34,0,335.06,59.68,0,0,114.02,0,0,0,43.2,0,0,0,51.78,0,0,0,42.24,0,0,0,15.82,284.33,0,0,0,19.2,0,0,0,110.79,0,28.48,0,0,0,8.52,0,0,0,0,0,0

