Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/2197,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1766,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/3428,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/1475,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/12/20/4544,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/7739,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/SR/2024/12/01/6968,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07
80,19:45-20:00,0,0,7,0,37.51,0,8.66,37.51,130.56,8.66,0,86.75,37.51,0,1.66,1.84,25.23,50,0,150,0,115,0,0.77,0,0,100.2,150,1.3,36.67,0,83.34,36.67,109.99,26,83.33,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,7,0,34.62,0,8.66,34.62,111.36,8.66,0,86.75,34.62,0,1.62,1.74,25.23,50,0,250,0,115,0,0.73,0,0,100.2,150,1.22,33.33,0,83.34,33.33,100.01,33.67,83.33,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,7,0,34.62,0,8.66,34.62,111.36,8.66,0,86.75,34.62,0,1.62,1.74,25.23,50,0,250,0,106.52,0,0.73,0,0,100.2,150,1.22,33.33,0,83.34,33.33,100.01,35,83.33,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,7,0,34.62,0,8.66,34.62,111.36,8.66,0,86.75,34.62,0,1.62,1.74,25.23,50,0,250,0,98.04,0,0.73,0,0,100.2,150,1.22,26.67,0,83.34,26.67,79.99,36.33,83.33,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,7,0,34.62,0,8.66,34.62,111.36,8.66,0,86.75,34.62,0,1.62,1.74,25.23,50,0,250,0,89.55,0,0.73,0,0,100.2,150,1.22,26.67,0,83.34,26.67,79.99,37,83.33,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,7,0,31.74,0,8.66,31.74,111.36,8.66,0,74.57,31.74,0,1.62,1.74,24.73,50,0,250,0,81.07,0,0.73,0,0,100.2,150,1.22,26.67,0,83.34,26.67,79.99,38,83.33,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,7,0,31.74,0,8.66,31.74,111.36,8.66,0,74.57,31.74,0,1.62,1.74,24.22,50,0,250,0,70.13,0,0.73,0,0,100.2,150,1.22,26.67,0,83.34,26.67,79.99,38.67,83.33,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,7,0,31.74,0,8.66,31.74,111.36,8.66,0,74.57,31.74,0,1.62,1.74,24.22,50,0,250,0,70.13,0,0.73,0,0,100.2,150,1.22,26.67,0,83.34,26.67,79.99,39.33,83.33,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,7,0,31.74,0,8.66,31.74,111.36,8.66,0,74.57,31.74,0,1.62,1.74,24.22,50,0,250,0,70.13,0,0.73,0,0,100.2,150,1.22,26.67,0,83.34,26.67,79.99,40,83.33,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,26.67,0,83.34,26.67,79.99,41.33,83.33,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,26.67,0,83.34,26.67,79.99,41.33,83.33,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,26.67,0,83.34,26.67,79.99,41.33,83.33,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,28.33,0,83.34,28.33,85.01,41,83.33,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,28.33,0,83.34,28.33,85.01,40.67,83.33,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,28.33,0,83.34,28.33,85.01,40.33,83.33,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,28.33,0,83.34,28.33,85.01,40,83.33,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,7,95.13,25.97,32,8.66,25.97,111.36,8.66,0,74.57,25.97,0,1.62,1.74,24.22,50,0,250,32,70.13,0,0.69,31.71,0,100.2,150,1.14,28.33,0,83.34,28.33,85.01,40,83.33,0,0,0,0,0,0,0,0,0,0

