Block,Time,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/08122023/15122023/HP-19,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01122023/15122023/HP-15,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17
74,18:15-18:30,0.000000,269.320000,58.610000,1.800000,127.340000,1.450000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.160000,95.760000,1.390000,100.300000,25.860000,0,5.83,47.88,0,6.21,0,11.88,11.88,5.84,17.5,9.97,0,1,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0.000000,269.320000,58.610000,1.800000,127.340000,1.450000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.160000,95.760000,1.390000,100.300000,24.900000,0,6.17,47.88,0,6.21,0,11,11,6.16,18.5,10.37,0,1,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0.000000,269.320000,58.610000,1.800000,127.340000,1.450000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.160000,95.760000,1.390000,100.300000,24.900000,0,6.67,47.88,0,6.21,0,11,11,6.66,20,10.74,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0.000000,269.320000,58.610000,1.800000,127.340000,1.370000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,24.900000,0,7,47.88,0,6.21,0,11,11,7,21,11,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0.000000,269.320000,58.610000,1.800000,127.340000,1.370000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,24.900000,0,7,47.88,0,6.21,0,11,11,7,21,11.53,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0.000000,269.320000,58.610000,1.800000,127.340000,1.370000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,24.900000,0,5,47.88,0,4,0,12.54,12.54,5,15,11.78,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0.000000,269.320000,58.610000,1.800000,127.340000,1.370000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,24.900000,0,5,47.88,0,4,0,13.22,13.22,5,15,11.89,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,24.900000,0,5,47.88,0,4,0,13.85,13.85,5,15,13.59,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,0.000000,0.000000,259.130000,0.000000,0.000000,76.610000,30.640000,95.760000,1.310000,100.300000,24.900000,0,5,47.88,0,4,0,14.44,14.44,5,15,13.65,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,18.570000,0.000000,259.130000,0.000000,0.000000,66.320000,30.640000,95.760000,1.310000,68.540000,24.900000,0,5,47.88,0,4,0,14.55,14.55,5,15,15.46,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,18.570000,0.000000,259.130000,0.000000,0.000000,66.320000,30.640000,95.760000,1.310000,44.010000,24.900000,0,5,47.88,0,4,0,12.16,12.16,5,15,15.15,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,18.570000,0.000000,259.130000,0.000000,0.000000,66.320000,30.640000,95.760000,1.240000,44.010000,24.900000,0,5,47.88,0,4,0,11.67,11.67,5,15,14.82,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,18.570000,0.000000,259.130000,0.000000,0.000000,66.320000,30.640000,95.760000,1.240000,44.010000,24.900000,0,5,47.88,0,3.34,0,11.67,11.67,5,15,14.46,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,23.250000,0.000000,259.130000,0.000000,0.000000,66.320000,23.250000,95.760000,1.240000,44.010000,24.900000,0,5,47.88,0,3.34,0,11.67,11.67,5,15,14.11,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,269.320000,54.300000,1.750000,127.340000,1.290000,0.000000,23.250000,0.000000,259.130000,0.000000,0.000000,66.320000,23.250000,95.760000,1.240000,44.010000,24.900000,0,4.33,47.88,0,3.34,0,11.67,11.67,4.34,13,13.8,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,269.320000,33.520000,1.750000,127.340000,1.290000,0.000000,23.250000,0.000000,259.130000,0.000000,57.030000,66.320000,23.250000,95.760000,1.160000,44.010000,23.940000,0,3.83,47.88,0,3.34,0,11.67,11.67,3.84,11.5,13.43,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,269.320000,33.520000,1.750000,127.340000,1.290000,0.000000,23.250000,0.000000,259.130000,0.000000,57.030000,66.320000,23.250000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,12.99,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,269.320000,33.520000,1.750000,127.340000,1.290000,0.000000,23.250000,0.000000,231.790000,0.000000,57.030000,50.480000,23.250000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,12.57,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,269.320000,33.520000,1.750000,127.340000,1.290000,0.000000,23.250000,0.000000,237.290000,0.000000,57.030000,50.480000,23.250000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,12.73,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,229.820000,33.520000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,228.120000,0.000000,57.030000,50.480000,25.850000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,12.06,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,229.820000,35.620000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,228.120000,0.000000,57.030000,50.480000,25.850000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,11.92,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,191.520000,35.620000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,222.620000,0.000000,57.030000,50.480000,25.850000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,11.57,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,191.520000,35.620000,1.750000,127.340000,1.220000,0.000000,25.850000,0.000000,222.620000,0.000000,57.030000,50.480000,25.850000,95.760000,1.160000,44.010000,23.940000,0,3.33,47.88,0,3.34,0,11.67,11.67,3.34,10,11.32,0,0,0,0,0,0,0,0,0,0,0

