Column1,Time,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8510,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,GNA/SR/2025/04/01/2597,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/6490,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNARE/SR/2025/01/13/4532,GNA/NR/2025/04/01/7960,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/6216,NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17
69,17:00-17:15,2.71,6.27,7.68,3.15,6.26,8.02,0,50,9.62,1.92,2.89,9.62,31.29,18.01,37.51,133.82,200.43,4.85,26.88,4.59,26.88,66,6.27,2.89,2.89,48.1,100.21,69.56,9.62,2.42,21,7,33,32,16.66,33,7,33,21,23.36,50.79,77,46.35,116.77,36,7,37,16.67,18

70,17:15-17:30,2.71,4.85,7.68,3.15,6.26,8.02,0,50,9.62,1.92,2.89,9.62,31.29,17.61,37.51,133.82,229.29,3.75,26.88,4.59,26.88,66,4.85,2.89,2.89,48.1,100.21,69.56,9.62,2.42,21,7,32.67,16,18.66,32.67,7,25,16,19.08,42.66,60,26.76,95.39,29,7,29,18.67,14

71,17:30-17:45,2.71,3.49,7.68,3.15,6.26,8.02,0,50,9.62,1.92,2.89,9.62,31.29,16.61,37.51,133.82,258.15,2.7,26.88,4.59,26.88,74.48,3.49,2.89,2.89,48.1,100.21,86.76,9.62,2.42,21,7,20.67,7,19.66,20.81,7,18,12,14.75,34.32,42,18.59,73.76,21,7,20,19.67,10

72,17:45-18:00,2.71,2.26,7.68,3.15,6.26,8.02,0,50,9.62,1.92,2.89,9.62,31.29,15.61,37.51,133.82,258.15,1.76,25.75,4.59,25.75,82.96,2.26,2.89,2.89,48.1,100.21,86.76,9.62,2.42,21,7.34,10.76,1,24,11.33,7,13,9,10.61,26.01,32,11.52,53.02,13,7,13,24,7

73,18:00-18:15,2.71,1.26,3.37,2.91,6.35,4.23,0,50,9.62,1.92,2.89,9.62,31.29,15.21,37.51,133.82,258.15,0.97,25.27,4.59,25.27,91.45,1.26,2.89,2.89,48.1,100.21,86.76,9.62,2.42,21,8.34,0,0,27,0,7,7,7,6.85,17.47,18,5.91,34.27,8,7,9,27,4

74,18:15-18:30,2.71,0.58,3.37,2.91,6.35,4.23,0,50,9.62,1.92,2.89,9.62,31.29,14.21,37.51,133.82,258.15,0.45,25.27,4.59,25.27,115.01,0.58,2.89,2.89,48.1,100.21,86.76,9.62,2.42,21,9,0,0,29,0,7,3,5,3.84,10.24,7,0.94,19.2,5,7,3,29,2

75,18:30-18:45,2.71,0.08,3.37,2.91,6.35,4.23,0,50,9.62,1.92,2.89,9.62,31.29,13.21,37.51,133.82,258.15,0.06,23.63,4.59,30.5,115.01,0.08,2.89,2.89,48.1,100.21,86.76,9.62,2.42,22.01,9,0,0,29,0,7.33,1,3,1.76,9.53,4,0,8.78,2,7.33,1,29,1

76,18:45-19:00,2.71,0.03,3.37,2.91,6.35,4.23,0,50,9.62,1.92,2.89,9.62,31.29,12.21,37.51,133.82,258.15,0.02,8.68,4.59,30.5,115.01,0.03,2.89,2.89,48.1,100.21,86.76,9.62,2.42,24,9.34,0,0,29,0,8,0,1,0.49,3.94,1,0,2.45,1,8,0,29,0

77,19:00-19:15,2.87,0,3.37,3.07,6.44,4.23,0,50,9.62,1.92,2.89,9.62,31.29,11.21,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.42,34.99,9.34,0,0,30.34,0,11.67,0,0,0,3.01,0,0,0.01,0,11.67,0,30.33,0

78,19:15-19:30,2.87,0,3.37,3.07,6.44,4.23,0,50,9.62,1.92,2.89,9.62,31.29,10.4,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.42,35.51,9,0,0,31.66,0,11.83,0,0,0,0.78,0,0,0,0,11.83,0,31.67,0

79,19:30-19:45,0.78,0,3.37,3.07,6.44,4.23,0,50,9.62,1.92,2.89,9.62,31.29,9.8,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.42,36.49,9,0,0,20,0,12.17,0,0,0,0,0,0,0,0,12.17,0,20,0

80,19:45-20:00,2.71,0,3.37,3.07,6.44,4.23,0,50,9.62,1.92,2.89,9.62,31.29,9.2,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.42,37.01,8.66,0,0,20,0,12.33,0,0,0,0,0,0,0,0,12.33,0,20,0

81,20:00-20:15,2.71,0,3.37,3.07,6.58,4.23,0,50,9.62,1.92,2.89,9.62,30.78,9,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,37.99,8.66,0,0,21,0,12.67,0,0,0,0,0,0,0,0,12.67,0,21,0

82,20:15-20:30,2.71,0,3.37,3.07,6.58,4.23,0,50,9.62,1.92,2.89,9.62,30.78,8.8,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,40.01,8.66,0,0,22,0,13.33,0,0,0,0,0,0,0,0,13.33,0,22,0

83,20:30-20:45,2.71,0,3.37,3.07,6.58,4.23,0,50,9.62,1.92,2.89,9.62,30.28,7,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,41.51,9,0,0,23.67,0,13.83,0,0,0,0,0,0,0,0,13.83,0,23.67,0

84,20:45-21:00,2.71,0,3.37,3.07,6.58,4.23,0,50,9.62,1.92,2.89,9.62,30.28,7,37.51,133.82,258.15,0,8.68,4.59,30.5,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,44.51,9,0,0,25.33,0,14.83,0,0,0,0,0,0,0,0,14.83,0,25.33,0

85,21:00-21:15,2.71,0,3.37,2.91,6.58,4.23,0,50,9.62,1.92,2.89,9.62,30.28,7,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,38,9.34,0,0,31,0,12.66,0,0,0,0,0,0,0,0,12.66,0,31,0

86,21:15-21:30,2.71,0,3.37,2.91,6.58,4.23,0,50,9.62,1.92,2.89,9.62,30.28,6.6,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,38.49,9.66,0,0,32.67,0,12.83,0,0,0,0,0,0,0,0,12.83,0,32.67,0

87,21:30-21:45,2.71,0,3.37,2.91,6.58,4.23,0,50,9.62,1.92,2.89,9.62,29.77,6.2,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,38.76,10,0,0,34.33,0,12.93,0,0,0,0,0,0,0,0,12.93,0,34.33,0

88,21:45-22:00,2.71,0,3.37,2.91,6.58,4.23,0,50,9.62,1.92,2.89,9.62,29.27,5.8,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.33,38.86,10,0,0,35.33,0,12.95,0,0,0,0,0,0,0,0,12.95,0,35.33,0

89,22:00-22:15,2.71,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,6.2,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.24,33.99,10,0,0,36.33,0,11.34,0,0,0,0,0,0,0,0,11.34,0,36.33,0

90,22:15-22:30,2.71,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,6,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.24,34.43,9.66,0,0,35.67,0,11.48,0,0,0,0,0,0,0,0,11.48,0,35.67,0

91,22:30-22:45,2.87,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,5.8,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.24,34.73,9.66,0,0,34.67,0,11.58,0,0,0,0,0,0,0,0,11.58,0,34.67,0

92,22:45-23:00,2.87,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,5.6,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.24,34.82,9.34,0,0,33.67,0,11.6,0,0,0,0,0,0,0,0,11.6,0,33.67,0

93,23:00-23:15,2.87,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,5.4,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.15,34.07,9,0,0,32.67,0,11.35,0,0,0,0,0,0,0,0,11.35,0,32.67,0

94,23:15-23:30,2.87,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,5,37.51,133.82,258.15,0,25.27,4.59,25.27,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.15,33.1,9,0,0,31.67,0,11.03,0,0,0,0,0,0,0,0,11.03,0,31.67,0

95,23:30-23:45,2.87,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,4.2,37.51,133.82,258.15,0,26.85,4.59,26.85,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.15,31.79,9,0,0,30.67,0,10.59,0,0,0,0,0,0,0,0,10.59,0,30.67,0

96,23:45-24:00,2.87,0,3.37,2.84,6.58,4.23,0,50,9.62,1.92,2.89,9.62,31.29,4,37.51,133.82,258.15,0,26.85,4.59,26.85,115.01,0,2.89,2.89,48.1,100.21,86.76,9.62,2.15,30.31,9,0,0,30,0,10.11,0,0,0,0,0,0,0,0,10.11,0,30,0

