Column1,Time,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/9482,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/5143,GNA/NR/2025/03/01/6891,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/2563,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/3469,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/4651,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/1906,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/02122045/L_NR_2021_13,NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,GNA/SR/2025/03/01/7500,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668
75,18:30-18:45,0,100,271.44,100.01,9.6,114.82,0,0,0.03,36.48,0.03,259.78,1.32,6.72,0,4.87,36.48,5.76,30.79,0.03,31.71,100,36.48,86.59,1.38,0.93,1.39,22.5,0,1,0,0,50,0,12.66,6.67,0,0,0,7.5,12.67,7.5,4.63,0,2,12.41,0.15

76,18:45-19:00,0,100,271.44,100.01,9.6,114.82,0,0,0.02,36.48,0.02,259.78,1.32,6.72,0,4.87,36.48,5.76,30.79,0.02,31.71,100,36.48,86.59,1.38,0.27,1.39,22.5,0,0,0,0,50,0,12.66,6.67,0,0,0,7.5,12.67,7.5,1.36,0,0,12.61,0

77,19:00-19:15,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,0,4.87,36.48,5.76,30.79,0,31.71,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,14.34,6.67,0,0,0,7.5,14.33,7.5,0.01,0,0,12.61,0

78,19:15-19:30,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,0,4.87,36.48,5.76,30.79,0,31.71,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,12.41,0

79,19:30-19:45,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,0,4.87,36.48,5.76,30.79,0,31.71,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,12.41,0

80,19:45-20:00,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,0,4.87,36.48,5.76,30.79,0,31.71,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,12.41,0

81,20:00-20:15,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,2.79,4.96,36.48,5.76,30.79,0,32,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,12.81,0

82,20:15-20:30,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,2.79,4.96,36.48,5.76,30.79,0,32,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,12.61,0

83,20:30-20:45,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,12.39,4.96,36.48,5.76,30.28,0,32,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,13.61,0

84,20:45-21:00,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.32,6.72,12.39,4.96,36.48,5.76,30.28,0,32,100,36.48,86.59,1.31,0,1.39,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,14.41,0

85,21:00-21:15,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.24,6.72,25.87,4.96,36.48,5.76,30.28,0,32,100,36.48,86.59,1.23,0,1.35,22.5,0,0,0,0,50,0,15,6.67,0,0,0,7.5,15,7.5,0,0,0,15.21,0

86,21:15-21:30,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.24,6.72,25.87,4.96,36.48,5.76,30.28,0,32,100,36.48,86.59,1.23,0,1.35,22.99,0,0,0,0,50,0,15,6.67,0,0,0,7.67,15,7.67,0,0,0,15.81,0

87,21:30-21:45,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.24,6.72,25.87,4.96,36.48,5.76,30.28,0,32,100,36.48,86.59,1.23,0,1.35,26.51,0,0,0,0,50,0,15,6.67,0,0,0,8.83,15,8.83,0,0,0,14.61,0

88,21:45-22:00,0,100,271.44,100.01,9.6,114.82,0,0,0,36.48,0,259.78,1.24,6.72,25.87,4.96,36.48,5.76,29.77,0,32,100,36.48,86.59,1.23,0,1.35,30,0,0,0,0,50,0,15,6.67,0,0,0,10,15,10,0,0,0,13.41,0

89,22:00-22:15,0,100,271.44,100.01,9.6,114.82,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,29.27,0,26.99,100,23.04,86.59,1.23,0,1.35,28.5,0,0,0,0,50,0,15,6.67,0,0,0,9.5,15,9.5,0,0,0,12.81,0

90,22:15-22:30,0,100,271.44,100.01,9.6,114.82,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,29.27,0,26.99,100,23.04,86.59,1.23,0,1.35,28.99,0,0,0,0,50,0,15,7,0,0,0,9.67,15,9.67,0,0,0,12.01,0

91,22:30-22:45,0,100,271.44,100.01,9.6,114.82,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,28.26,0,26.99,100,23.04,86.59,1.23,0,1.35,30,0,0,0,0,50,0,15,7,0,0,0,10,15,10,0,0,0,13.21,0

92,22:45-23:00,0,100,271.44,100.01,9.6,114.82,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,28.26,0,26.99,100,23.04,86.59,1.23,0,1.35,31.5,0,0,0,0,50,0,15,7,0,0,0,10.5,15,10.5,0,0,0,12.41,0

93,23:00-23:15,0,100,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.23,0,1.31,30.49,0,0,0,0,50,0,15,7,0,0,0,10.17,15,10.17,0,0,0,12.01,0

94,23:15-23:30,0,100,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.23,0,1.31,30,0,0,0,0,50,0,15,7,0,0,0,10,15,10,0,0,0,11.61,0

95,23:30-23:45,0,100,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.23,0,1.31,30,0,0,0,0,50,0,15,7,0,0,0,10,15,10,0,0,0,11.41,0

96,23:45-24:00,0,100,271.44,100.01,9.6,65.88,166.48,55.49,0,23.04,0,259.78,1.24,6.72,26.99,5.05,23.04,5.76,28.26,0,26.99,0,23.04,86.59,1.23,0,1.31,29.51,0,0,0,0,50,0,15,7,0,0,0,9.83,15,9.83,0,0,0,11,0

