Column1,Time,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2236,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/2952,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/3109,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/8139,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8154,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/8128,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2997,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15
73,18:00-18:15,10.59,43.75,81.81,27.25,0,7.06,-0,225.22,0,1.66,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,1.66,0,7.47,115.46,23.35,13.63,0,1.29,0,8.47,18.6,25.82,21.67,44.02,21.67,64.99,3,2,0,0,0,0,7,55.53,11.11,8,0,4

74,18:15-18:30,10.59,43.75,81.81,27.25,0,7.06,-0,225.22,0,1.27,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,1.27,0,7.47,115.46,23.35,13.63,0,0.98,0,5.61,12.33,25.82,21.67,44.02,21.67,64.99,2,1,0,0,0,0,4,41.31,8.26,5,0,3

75,18:30-18:45,10.59,43.75,81.81,29.27,0,7.06,-0,225.22,0,0.05,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,0.05,0,7.47,115.46,17.28,13.63,0,0.04,0,2.93,7.19,26,22,44.02,22,66,1,0,0,0,0,0,3,30.57,6.12,2,0,1

76,18:45-19:00,10.59,43.75,81.81,29.27,0,7.06,-0,225.22,0,0.02,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,0.02,0,7.47,115.46,17.28,13.63,0,0.02,0,1,2.04,26.27,22,44.02,22,66,0,0,0,0,0,0,2,22.17,4.43,1,0,1

77,19:00-19:15,10.59,43.75,81.81,29.27,0,7.06,-0,225.22,0,0.02,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,0.02,0,7.47,115.46,17.28,13.63,0,0.01,0,0,0.01,26.27,19.17,44.02,19.17,57.49,0,0,0,0,0,0,1,14.22,2.84,0,0,0

78,19:15-19:30,10.59,43.75,81.81,28.77,0,7.06,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,0,0,7.47,115.46,17.28,13.63,0,0,0,0,0,26.32,19.5,44.02,19.5,58.5,0,0,0,0,0,0,0,7.97,1.6,0,0,0

79,19:30-19:45,10.59,43.75,81.81,28.77,0,7.06,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,0,0,7.47,115.46,17.28,13.63,0,0,0,0,0,26.32,20,44.02,20,60,0,0,0,0,0,0,0,2.13,0.43,0,0,0

80,19:45-20:00,10.59,43.75,81.81,28.77,0,7.06,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,10.46,29,129.16,100.27,0,0,7.47,115.46,17.28,13.63,0,0,0,0,0,26.66,20.83,44.02,20.83,62.51,0,0,0,0,0,0,0,0.67,0.14,0,0,0

81,20:00-20:15,10.59,43.75,81.81,28.77,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,7.09,115.46,17.28,13.63,0,0,0,0,0,26.66,21.17,44.02,21.17,63.49,0,0,0,0,0,0,0,0.02,0,0,0,0

82,20:15-20:30,10.59,43.75,81.81,28.77,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,7.09,115.46,17.28,13.63,0,0,0,0,0,26,21.67,44.02,21.67,64.99,0,0,0,0,0,0,0,0.01,0,0,0,0

83,20:30-20:45,10.59,43.75,81.81,28.77,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,7.09,115.46,29,4.42,0,0,0,0,0,24.67,22,44.02,22,66,0,0,0,0,0,0,0,0.01,0,0,0,0

84,20:45-21:00,10.59,43.75,81.81,28.77,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,7.09,115.46,29,4.42,0,0,0,0,0,24,21.83,44.02,21.83,65.51,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,10.59,43.75,81.81,28.77,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.81,115.46,29,4.42,0,0,0,0,0,28,26,44.02,26,78,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,10.59,43.75,81.81,28.26,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.81,115.46,29,4.42,0,0,0,0,0,27.67,25.5,44.02,25.5,76.5,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,10.59,43.75,81.81,27.76,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.81,115.46,29,4.42,0,0,0,0,0,20,26.5,39.22,26.5,79.5,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,10.59,43.75,81.81,27.76,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.81,115.46,29,4.42,0,0,0,0,0,19.5,25,39.22,25,75,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,10.59,43.75,81.81,27.76,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,18.75,24.17,30.61,24.17,72.49,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,10.59,43.75,81.81,27.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,18.25,21.67,30.61,21.67,64.99,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,10.59,43.75,81.81,27.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,17.5,20,30.41,20,60,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,10.59,43.75,81.81,26.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,17,18.33,30.41,18.33,55.01,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,10.59,43.75,81.81,26.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,16.25,18.67,24.81,18.67,55.99,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,10.59,43.75,81.81,26.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,16,19.17,24.61,19.17,57.49,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,10.59,43.75,81.81,26.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,16.5,19,25.01,19,57,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,10.59,43.75,81.81,26.25,0,8.52,-0,225.22,0,0,135.71,10.48,86.82,20.76,270.7,12.66,29,129.16,100.27,0,0,6.62,115.46,29,4.42,0,0,0,0,0,16.75,19.17,25.21,19.17,57.49,0,0,0,0,0,0,0,0,0,0,0,0

