Block,Time,NR/01122023/15122023/HP-15,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/08122023/15122023/HP-19,NR/01102023/22052037/LT-59,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,SR/01122023/31122023/BYPL_KSEB_DEC23,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10
73,18:00-18:15,0.000000,269.320000,1.800000,100.300000,127.340000,1.390000,95.760000,0.000000,0.000000,24.900000,0.000000,72.780000,256.330000,113.000000,1.520000,0.000000,0.000000,30.160000,47.88,7.21,0,0,0,3.34,13.33,0,13.33,6.15,0,0,0,1,0,0,0,0,0,18.43,6.14,0

74,18:15-18:30,0.000000,269.320000,1.800000,100.300000,127.340000,1.390000,95.760000,0.000000,0.000000,24.900000,0.000000,72.780000,256.330000,113.000000,1.520000,0.000000,0.000000,30.160000,47.88,7.21,0,0,0,3.34,13.33,0,13.33,6.13,0,0,0,1,0,0,0,0,0,18.4,6.13,0

75,18:30-18:45,0.000000,269.320000,1.800000,100.300000,127.340000,1.390000,95.760000,0.000000,0.000000,24.900000,0.000000,72.780000,256.330000,108.690000,1.520000,0.000000,0.000000,30.160000,47.88,7.21,0,0,0,3.34,13.33,0,13.33,6.13,0,0,0,1,0,0,0,0,0,18.37,6.12,0

76,18:45-19:00,0.000000,269.320000,1.800000,100.300000,127.340000,1.390000,95.760000,0.000000,0.000000,24.900000,0.000000,72.780000,256.330000,104.380000,1.520000,0.000000,0.000000,30.160000,47.88,7.74,0,0,0,3.34,13.33,0,13.33,6.11,0,0,0,0,0,0,0,0,0,18.35,6.12,0

77,19:00-19:15,0.000000,269.320000,1.800000,100.300000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,72.780000,256.330000,100.070000,1.450000,0.000000,0.000000,23.250000,47.88,7.21,0,0,0,7.34,17.96,0,17.96,8.66,0,0,0,0,0,0,0,0,0,25.97,8.66,0

78,19:15-19:30,0.000000,269.320000,1.800000,100.300000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,72.780000,256.330000,95.760000,1.450000,0.000000,0.000000,23.250000,47.88,7.21,0,0,0,7.34,18,0,18,8.33,0,0,0,0,0,0,0,0,0,24.99,8.33,0

79,19:30-19:45,0.000000,269.320000,1.800000,100.300000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,72.780000,256.330000,91.450000,1.450000,0.000000,0.000000,23.250000,47.88,7.21,0,0,0,7.34,17.82,0,17.82,8.02,0,0,0,0,0,0,0,0,0,24.04,8.01,0

80,19:45-20:00,0.000000,269.320000,1.800000,100.300000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,72.780000,256.330000,87.140000,1.450000,0.000000,0.000000,23.250000,47.88,7.45,0,0,0,7.34,17.71,0,17.71,7.91,0,0,0,0,0,0,0,0,0,23.7,7.9,0

81,20:00-20:15,0.000000,269.320000,1.750000,100.300000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,72.780000,256.330000,82.830000,1.450000,0.000000,0.000000,23.250000,47.88,8.43,0,0,0,7.34,22.32,0,22.32,7.86,0,0,0,0,0,0,0,0,0,23.56,7.85,0

82,20:15-20:30,0.000000,269.320000,1.750000,79.030000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,63.870000,256.330000,78.520000,1.450000,0.000000,0.000000,23.250000,47.88,8.93,0,0,0,7.34,22.37,0,22.37,7.8,0,0,0,0,0,0,0,0,0,23.42,7.81,0

83,20:30-20:45,0.000000,269.320000,1.750000,52.690000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,63.870000,256.330000,74.210000,1.450000,0.000000,0.000000,23.250000,47.88,9.3,0,0,0,7.34,21.27,0,21.27,7.71,0,0,0,0,0,0,0,0,0,23.16,7.72,0

84,20:45-21:00,0.000000,269.320000,1.750000,47.880000,127.340000,1.310000,95.760000,23.250000,0.000000,24.900000,0.000000,63.870000,250.890000,69.900000,1.450000,0.000000,0.000000,23.250000,47.88,9.82,0,0,0,7.34,20.78,0,20.78,7.63,0,0,0,0,0,0,0,0,0,22.9,7.63,0

85,21:00-21:15,0.000000,269.320000,1.750000,47.880000,127.340000,1.240000,95.760000,23.250000,0.000000,24.900000,0.000000,63.870000,250.890000,65.600000,1.370000,0.000000,0.000000,23.250000,47.88,11.17,0,0,0,7.34,26.41,0,26.41,7.5,0,0,0,0,0,0,0,0,0,22.5,7.5,0

86,21:15-21:30,0.000000,269.320000,1.750000,47.880000,127.340000,1.240000,95.760000,23.250000,0.000000,24.900000,0.000000,63.870000,256.330000,61.290000,1.370000,0.000000,0.000000,23.250000,47.88,11.65,0,0,0,7.34,26.14,0,26.14,7.5,0,0,0,0,0,0,0,0,0,22.5,7.5,0

87,21:30-21:45,0.000000,269.320000,1.750000,47.880000,127.340000,1.240000,95.760000,25.710000,0.000000,24.900000,0.000000,63.870000,256.330000,58.610000,1.370000,0.000000,0.000000,25.710000,47.88,11.54,0,0,0,7.34,25.17,0,25.17,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

88,21:45-22:00,0.000000,269.320000,1.750000,47.880000,127.340000,1.240000,95.760000,25.710000,0.000000,24.900000,0.000000,55.900000,256.330000,58.610000,1.370000,0.000000,0.000000,25.710000,47.88,11.44,0,0,0,7.34,24.06,0,24.06,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

89,22:00-22:15,57.030000,269.320000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,229.820000,58.610000,1.370000,0.000000,0.000000,25.710000,47.88,11.4,0,0,0,7.34,23.13,0,23.13,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

90,22:15-22:30,57.030000,239.400000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,229.820000,58.610000,1.370000,0.000000,0.000000,25.710000,47.88,11.35,0,0,0,7.34,22.21,0,22.21,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

91,22:30-22:45,57.030000,210.670000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,229.820000,58.610000,1.290000,0.000000,0.000000,25.710000,47.88,14.11,0,0,0,7.34,23.33,0,23.33,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

92,22:45-23:00,57.030000,210.670000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,238.440000,58.610000,1.290000,0.000000,0.000000,25.710000,47.88,14.51,0,0,0,7.34,23.33,0,23.33,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

93,23:00-23:15,57.030000,191.520000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,221.210000,58.610000,1.220000,0.000000,0.000000,25.710000,47.88,15.11,0,0,0,7.34,23.33,0,23.33,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

94,23:15-23:30,57.030000,172.370000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,221.210000,58.610000,1.220000,0.000000,0.000000,25.710000,47.88,15.71,0,0,0,7.34,23.33,0,23.33,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

95,23:30-23:45,57.030000,148.120000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,221.210000,48.840000,1.220000,0.000000,0.000000,25.710000,47.88,16.11,0,0,0,7.34,23.33,0,23.33,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

96,23:45-24:00,57.030000,148.120000,1.750000,47.880000,127.340000,1.160000,95.760000,25.710000,0.000000,23.940000,0.000000,63.870000,221.210000,48.840000,1.220000,0.000000,0.000000,25.710000,47.88,16.11,0,0,0,7.34,23.33,0,23.33,7.34,0,0,0,0,0,0,0,0,0,22,7.33,0

