Block,Time,SINGRAULI_HYDRO,UNCHAHAR1,CHAMERA3,KISHANGANGA,NAPP,URI,ANTA_RF,CHAMERA2,UNCHAHAR4,AURY_CRF,SALAL,AURY_GF,NJPC,URI2,DADRI_CRF,DHAULIGNGA,TEHRI,SINGRAULI,KOTESHWR,RIHAND3,DADRT2,TANAKPUR,ANTA_GF,AURY_LF,DADRI_RF,DULHASTI,TANDA2,ANTA_CRF,RIHAND1,UNCHAHAR2,CHAMERA1,RAMPUR,JHAJJAR,ANTA_LF,PARBATI3,KOLDAM,BSIUL,AURY_RF,RAPPB,RAPPC,RIHAND2,SEWA2,DADRI_LF,DADRI_GF,KUDGI,KSTPS7,GANDHAR-ComGas,UNCHAHAR3,KGSU3AND4,VSTPS IV,KHSTPP-I,NLCIIST1,VSTPS II,BRBCL,KGSU1AND2,GANDHAR-NAPM,SOLAPUR,SIPAT I,NLCIIST2,SASAN,VSTPS I,FSTPP I & II,KKNP,GANDHAR-RLNG,NTPL,GADARWARA-I,MOUDA,SIPAT II,NLCTS2EXP,KAWAS-NAPM,MAPS,KSTPS I&II,GANDHAR-APM,KHARGONE-I,KAWAS-ComGas,NNTPP,LARA-I,TALA,VALLURNTECL,KAWAS-zLIQ,MOUDA_II,VSTPS III,SIMHST2,RSTPSU7,KHSTPP-II,NLCEXP,VSTPS V,KAPS,RSTPSU1TO6,TAPS-II,KAWAS-RLNG,KAWAS-APM,TALST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,1.035891,18.589975,30.545986,2.513697,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,121.796158,33.781225,0.000000,38.205002,29.402530,138.740979,25.588724,121.876716,329.097959,2.961570,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.348576,425.190613,0.000000,52.182030,4.099670,19.391229,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,25.724926,2.10,2.585197,43.269509,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.46,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

84,20:45-21:00,1.035891,20.784394,30.545986,2.457837,42.075389,51.047194,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,108.482408,33.781225,0.000000,28.653752,29.402530,138.740979,24.565174,121.876716,329.097959,7.897519,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.089893,425.190613,0.000000,52.182030,4.099670,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,25.724926,2.10,2.585197,43.269509,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

85,21:00-21:15,1.035891,17.964485,30.545986,2.457837,42.075389,51.047194,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,108.482408,34.062735,0.000000,19.102501,29.402530,138.740979,24.565174,121.876716,292.622243,7.897519,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.089893,416.760185,0.000000,8.028004,4.099670,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

86,21:15-21:30,1.035891,17.964485,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,108.482408,34.062735,0.000000,19.102501,29.402530,138.740979,24.565174,121.876716,291.066875,7.897519,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.089893,416.760185,0.000000,3.345001,4.099670,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

87,21:30-21:45,1.035891,17.964485,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,108.482408,34.062735,0.000000,19.102501,29.402530,138.740979,24.565174,121.876716,291.066875,1.110589,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.089893,416.760185,0.000000,2.676001,4.099670,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

88,21:45-22:00,1.035891,17.964485,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,108.482408,34.062735,0.000000,28.653752,29.402530,138.740979,24.565174,121.876716,291.066875,1.110589,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.089893,416.760185,0.000000,2.676001,4.099670,12.626551,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.81,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

89,22:00-22:15,1.035891,17.964485,30.545986,2.513697,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,146.155390,34.062735,0.000000,28.653752,29.402530,138.740979,25.588724,121.876716,291.066875,1.110589,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.777447,416.760185,0.000000,3.345001,4.099670,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.85,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.41,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

90,22:15-22:30,1.035891,17.964485,30.545986,2.513697,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,146.155390,34.062735,0.000000,28.653752,29.402530,138.740979,25.588724,121.876716,291.066875,1.110589,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.777447,416.760185,0.000000,17.394010,4.099670,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

91,22:30-22:45,1.035891,21.375627,30.545986,2.513697,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,146.155390,34.062735,0.000000,28.653752,29.402530,138.740979,25.588724,121.876716,332.020611,1.110589,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.777447,424.566446,0.000000,17.394010,4.099670,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,25.970568,2.10,2.585197,43.269509,0.86,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.42,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

92,22:45-23:00,1.035891,21.375627,30.545986,2.513697,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,121.796158,34.062735,0.000000,28.653752,29.402530,138.740979,25.588724,121.876716,332.020611,1.110589,0.000000,0.000000,0.000000,51.927025,2.350548,0.000000,90.858439,41.947839,40.601245,2.348576,424.789535,0.000000,17.394010,4.099670,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,25.970568,2.10,2.585197,43.269509,0.82,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

93,23:00-23:15,1.035891,21.375627,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,96.943824,34.062735,0.000000,19.102501,29.402530,138.740979,16.786203,121.876716,296.488327,1.110589,0.000000,0.000000,0.000000,34.618017,2.350548,0.000000,90.858439,41.947839,40.601245,1.872054,424.789535,0.000000,3.345001,4.099670,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,25.970568,2.10,2.585197,43.269509,0.82,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

94,23:15-23:30,1.035891,21.375627,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,64.103242,34.062735,0.000000,9.551251,29.402530,138.740979,16.786203,121.876716,257.956327,1.110589,0.000000,0.000000,0.000000,34.618017,2.350548,0.000000,90.858439,41.947839,40.601245,1.238960,424.789535,0.000000,0.000000,3.074752,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,25.970568,2.10,2.585197,43.269509,0.82,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

95,23:30-23:45,1.035891,17.964485,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,44.379167,34.062735,0.000000,0.000000,29.402530,138.740979,16.786203,121.876716,245.901591,0.000000,0.000000,0.000000,0.000000,34.618017,2.350548,0.000000,90.858439,41.947839,40.601245,0.857741,416.760185,0.000000,0.000000,3.074752,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.570175,2.10,2.585197,43.269509,0.82,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

96,23:45-24:00,1.035891,17.964485,30.545986,2.457837,42.075389,48.920227,0.000000,42.033750,1.361336,0.000000,64.922567,0.000000,24.359232,34.062735,0.000000,0.000000,29.402530,138.740979,16.786203,121.876716,265.167591,0.000000,0.000000,0.000000,0.000000,34.618017,2.350548,0.000000,90.858439,41.947839,40.601245,0.469716,416.760185,0.000000,0.000000,3.074752,18.939827,0.000000,0.000000,56.844293,116.260677,16.548590,0.000000,0.000000,8.99,1.292598,0.000000,22.401542,2.10,2.585197,43.269509,0.82,1.871655,10.837149,1.92,0.000000,3.412458,5.118688,0.40,336.167618,2.307512,18.745722,1.55,0.000000,3.64,2.068157,1.866975,0.900795,0.85,0.000000,0.23,2.860359,0.000000,3.412459,0.000000,0.19,4.101852,0.000000,2.29,0.000000,3.382812,1.887764,1.78,1.87,142.101802,1.71,1.278811,0.799115,5.83,2.690880,0.000000,0.000000,2.92,0,0,0,0,0

