Column1,Time,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/7459,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/6216,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/9334,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/5285,GNA/SR/2025/04/01/2597,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/04/01/4420,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8964,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07
70,17:15-17:30,4.66,43.74,9.62,4.32,7.68,100.25,4.45,9.62,9.62,4.32,66.02,26.36,30.78,4.32,2.89,260.4,48.12,2.89,4.06,1.92,2.89,0,86.8,50,29,8.29,272.09,10.34,4,53,80.89,29,22,12,16.18,80.66,32.67,32.5,80.67,32.4,25.9,29.47,16,25,12,15.61,97.5,20.66,32.5

71,17:30-17:45,4.66,43.74,9.62,3.34,7.68,92.24,4.45,9.62,9.62,3.34,82.98,26.36,30.78,3.34,2.89,260.4,48.12,2.89,4.06,1.92,2.89,0,86.8,50,29,8.29,272.09,10.34,4,35,53.1,21,15,7,10.62,82.66,32,31.67,82.67,25.26,17.99,18.14,7,18,9,15.21,94.99,11.35,31.67

72,17:45-18:00,4.66,43.74,9.62,2.38,7.68,92.24,4.45,9.62,9.62,2.38,115.06,26.36,30.78,2.38,2.89,260.4,48.12,2.89,4.06,1.92,2.89,0,86.8,50,29,8.29,272.09,10.34,4,18,38.63,13,7,5,7.73,81.66,31.67,31.33,81.67,18.33,11.67,8.86,1,12,6,14.81,94.01,4.67,31.33

73,18:00-18:15,4.81,43.74,9.62,1.61,7.68,92.24,4.98,9.62,9.62,1.61,115.06,26.17,30.78,1.61,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,8.38,272.09,10.34,4,7,26.23,8,3,5,5.25,81.66,30,30.83,81.67,12.4,7.18,0,0,5,3,14.41,92.51,0,30.83

74,18:15-18:30,4.81,43.74,9.62,1,7.68,92.24,4.98,9.62,9.62,1,115.06,26.17,30.78,1,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,8.38,272.09,10.34,4,4,16.29,5,1,3,3.26,81.66,29.33,30,81.67,6.72,4,0,0,3,1,14.01,90,0,30

75,18:30-18:45,4.81,43.74,9.62,0,7.68,92.24,4.98,9.62,9.62,0,115.06,26.17,31.29,0,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,8.38,272.09,10.34,4,1,8.77,2,0,1,1.76,81.66,28.33,29.17,81.67,2.8,1.36,0,0,1,1,13.41,87.49,0,29.17

76,18:45-19:00,4.81,43.74,9.62,0,7.68,92.24,4.98,9.62,9.62,0,115.06,24.57,31.29,0,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,8.38,272.09,10.34,4,0,3.37,1,0,1,0.68,81.66,25,28.33,81.67,0.6,0,0,0,0,0,12.81,85.01,0,28.33

77,19:00-19:15,5.23,43.74,9.62,0,7.68,92.24,4.91,9.62,9.62,0,115.06,20.17,31.29,0,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,10.04,272.09,10.34,4,0,0.02,0,0,0,0,81.66,36.33,33.95,81.67,0,0,0,0,0,0,10.4,101.87,0,33.95

78,19:15-19:30,5.23,43.74,9.62,0,7.68,92.24,4.91,9.62,9.62,0,115.06,20.17,31.29,0,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,10.04,272.09,10.34,4,0,0,0,0,0,0,81.66,36,34.5,81.67,0,0,0,0,0,0,10,103.51,0,34.5

79,19:30-19:45,5.23,43.74,9.62,0,7.68,92.24,4.91,9.62,9.62,0,115.06,20.17,30.78,0,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,10.04,272.09,10.34,4,0,0,0,0,0,0,81,35.33,35.27,81,0,0,0,0,0,0,8.8,105.82,0,35.27

80,19:45-20:00,5.23,43.74,9.62,0,7.68,92.24,4.91,9.62,9.62,0,115.06,20.17,30.28,0,2.89,260.4,48.12,2.89,4.29,1.92,2.89,0,86.8,50,29.5,10.04,272.09,10.34,4,0,0,0,0,0,0,80,35.33,36.45,80,0,0,0,0,0,0,8,109.37,0,36.45

81,20:00-20:15,5.23,43.74,9.62,0,7.68,92.24,4.91,9.62,9.62,0,115.06,6.01,30.78,0,2.89,260.4,48.12,2.89,4.11,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,78.66,30.33,32.57,78.67,0,0,0,0,0,0,7,97.72,0,32.57

82,20:15-20:30,5.23,43.74,9.62,0,7.68,92.24,4.91,9.62,9.62,0,115.06,13.84,30.28,0,2.89,260.4,48.12,2.89,4.11,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,78,30.67,32.6,78,0,0,0,0,0,0,7,97.78,0,32.6

83,20:30-20:45,5.23,43.74,9.62,0,7.68,92.24,5.22,9.62,9.62,0,115.06,13.84,30.28,0,2.89,260.4,48.12,2.89,4.11,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,72,24.33,24.17,72,0,0,0,0,0,0,7,72.49,0,24.17

84,20:45-21:00,5.23,43.74,9.62,0,7.68,92.24,5.22,9.62,9.62,0,115.06,13.84,29.27,0,2.89,260.4,48.12,2.89,4.11,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,70.66,24.67,23.5,70.67,0,0,0,0,0,0,7,70.5,0,23.5

85,21:00-21:15,5.23,43.74,9.62,0,7.68,92.24,5.22,9.62,9.62,0,115.06,13.84,28.76,0,2.89,260.4,48.12,2.89,3.92,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,69.66,25.33,23,69.67,0,0,0,0,0,0,7,69,0,23

86,21:15-21:30,5.23,43.74,9.62,0,7.68,92.24,5.22,9.62,9.62,0,115.06,13.84,28.76,0,2.89,260.4,48.12,2.89,3.92,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,68.34,26.33,23,68.33,0,0,0,0,0,0,7,69,0,23

87,21:30-21:45,4.81,43.74,9.62,0,7.68,92.24,5.22,9.62,9.62,0,115.06,6.01,28.76,0,2.89,260.4,48.12,2.89,3.92,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,60.66,27,23,60.67,0,0,0,0,0,0,7,69,0,23

88,21:45-22:00,4.81,43.74,9.62,0,7.68,92.24,5.22,9.62,9.62,0,115.06,6.01,28.26,0,2.89,260.4,48.12,2.89,3.92,1.92,2.89,0,86.8,50,29.5,10.5,272.09,10.34,4,0,0,0,0,0,0,59.34,27.67,23,59.33,0,0,0,0,0,0,7,69,0,23

89,22:00-22:15,4.81,43.74,9.62,0,7.68,92.24,5.14,9.62,9.62,0,115.06,21.67,28.26,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,21.67,10.5,272.09,10.34,4,0,0,0,0,0,0,60.66,28.33,23.83,60.67,0,0,0,0,0,0,7,71.51,0,23.83

90,22:15-22:30,4.81,43.74,9.62,0,7.68,92.24,5.14,9.62,9.62,0,115.06,21.67,28.26,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,21.67,10.5,272.09,10.34,4,0,0,0,0,0,0,60.66,28.67,24.17,60.67,0,0,0,0,0,0,7,72.49,0,24.17

91,22:30-22:45,4.81,43.74,9.62,0,7.68,92.24,5.14,9.62,9.62,0,115.06,17.75,28.26,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,17.75,10.5,272.09,10.34,4,0,0,0,0,0,0,69.59,29.33,24.33,69.59,0,0,0,0,0,0,7,73.01,0,24.33

92,22:45-23:00,4.81,43.74,9.62,0,7.68,92.24,5.14,9.62,9.62,0,115.06,17.75,28.26,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,17.75,10.5,272.09,10.34,4,0,0,0,0,0,0,70.22,30,24.33,70.23,0,0,0,0,0,0,7,73.01,0,24.33

93,23:00-23:15,4.81,43.74,9.62,0,7.68,92.24,5.06,9.62,9.62,0,115.06,21.67,28.76,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,21.67,10.5,272.09,10.34,4,0,0,0,0,0,0,70.32,30.33,29.06,70.33,0,0,0,0,0,0,7,87.2,0,29.06

94,23:15-23:30,4.81,43.74,9.62,0,7.68,92.24,5.06,9.62,9.62,0,115.06,21.67,28.25,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,21.67,10.5,272.09,10.34,4,0,0,0,0,0,0,69.81,30.33,29.19,69.82,0,0,0,0,0,0,7,87.58,0,29.19

95,23:30-23:45,4.81,43.74,9.62,0,7.68,92.24,5.06,9.62,9.62,0,115.06,21.67,28.25,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,21.67,10.5,272.09,10.34,4,0,0,0,0,0,0,69.43,30.67,29.26,69.43,0,0,0,0,0,0,7,87.78,0,29.26

96,23:45-24:00,4.81,43.74,9.62,0,7.68,92.24,5.06,9.62,9.62,0,115.06,21.67,28.25,0,2.89,260.4,48.12,2.89,3.73,1.92,2.89,0,86.8,50,21.67,10.5,272.09,10.34,4,0,0,0,0,0,0,68.15,30.33,29.27,68.14,0,0,0,0,0,0,7,87.82,0,29.27

