Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/10/01/9582,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/01/9072,GNA/NR/2024/10/16/4393,GNA/NR/2024/10/01/8106
86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,6.66,22,22,7.2,0,7.5,7.5,22.5,0,2.95,0,4.34,30.78,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,0,26.33,0,12.42

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,6.66,22,22,7.2,0,7.5,7.5,22.5,0,3.11,0,4.34,30.78,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,0,26.33,0,12.42

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,6.66,22.33,22.33,7.2,0,7.5,7.5,22.5,0,3.11,0,4.34,30.78,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,0,26.33,0,12.42

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,6.66,21.67,21.67,7.2,0,7.5,7.5,22.5,0,3.11,0,4.34,30.78,0,0,0,262.13,70.39,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,47.56,26.33,142.69,12.42

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,6.66,21,21,7.2,0,7.5,7.5,22.5,0,3.11,0,4.34,30.78,0,0,0,262.13,70.39,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,47.56,26.33,142.69,12.42

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,6.66,20,20,7.2,0,7.5,7.5,22.5,0,3.11,0,4.15,30.78,0,0,0,262.13,70.39,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,47.56,26.33,142.69,12.42

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,6.66,19.33,19.33,7.2,0,7.5,7.5,22.5,0,3.11,0,4.15,30.28,0,0,0,262.13,70.39,0,12.42,273,26.33,26.33,2.41,92.27,3.3,87.09,200,47.56,26.33,142.69,12.42

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,6.66,18.33,18.33,7.2,0,7.5,7.5,22.5,0,2.95,0,4.15,30.28,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.15,87.09,200,47.56,26.33,142.69,12.42

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,6.66,17.67,17.67,7.2,0,7.5,7.5,22.5,0,2.95,0,4.15,29.77,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.15,87.09,200,47.56,26.33,142.69,12.42

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,6.66,16.67,16.67,7.2,0,7.5,7.5,22.5,0,2.95,0,4.15,29.77,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.15,87.09,200,47.56,26.33,142.69,12.42

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,6.66,16,16,7.2,0,7.5,7.5,22.5,0,2.95,0,4.15,29.77,0,0,0,262.13,66.23,0,12.42,273,26.33,26.33,2.41,92.27,3.15,87.09,200,47.56,26.33,142.69,12.42

