Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2025/04/01/1333,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/6490,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8510,GNA/SR/2025/04/01/2597,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/7960,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/9334,GNA/WR/2025/04/01/4420
69,17:00-17:15,15.21,33,38.33,86.66,67,38.65,40,28,115.01,16,38.33,86.67,17.49,33,32,2.89,25.74,2.89,9.62,66.02,4.22,3.26,26.95,3.97,0,6.81,46.19,9.62,48.12,1.92,9.62,3.94,36.57,5.39,165.22,6.74,5.39,5.39,3.18,272.09,26.95,38.03,87.42,32,35,16,100.25,2.89,50

70,17:15-17:30,15.01,28.13,38.33,86.66,49,28.61,39.33,21,115.01,12,38.33,86.67,14.29,21.4,16,2.89,25.74,2.89,9.62,66.02,4.22,3.26,26.95,3.97,0,6.81,46.19,9.62,48.12,1.92,9.62,3.94,36.57,4.27,165.22,6.74,4.27,4.27,3.18,272.09,26.95,31.57,71.44,23,28,12,100.25,2.89,50

71,17:30-17:45,14.41,17.52,38.33,90,35,19.67,44.73,15,115.01,7,38.33,90,11.26,14.5,7,2.89,26.75,2.89,9.62,66.02,4.22,3.72,26.95,1.92,0,6.81,68.88,9.62,48.12,1.92,9.62,0,36.57,3.3,200.51,6.74,3.3,3.3,3.18,272.09,26.95,24.7,56.27,17,20,8,100.25,2.89,50

72,17:45-18:00,13.81,9.76,38.33,89.66,21,12.52,43.17,9,115.01,5,38.33,89.67,8.44,7.16,1,2.89,27.25,2.89,9.62,84.88,4.22,3.72,26.95,4.41,0,6.81,86.8,9.62,48.12,1.92,9.62,0,36.57,2.35,248.63,6.74,2.35,2.35,3.18,272.09,26.95,17.93,42.17,10,13,5,100.25,2.89,50

73,18:00-18:15,8.8,0,38.33,89.34,11,7.56,39.1,4,115.01,5,38.33,89.33,5.63,0,0,2.89,27.25,2.89,9.62,115.06,4.6,4.27,26.41,7.68,0,6.91,86.8,9.62,48.12,1.92,9.62,0,36.57,1.6,260.4,6.74,1.6,1.6,3.08,272.09,29.5,12.28,28.15,5,8,3,100.25,2.89,50

74,18:15-18:30,8,0,38.33,89,4,4.18,36,1,115.01,3,38.33,89,3.51,0,0,2.89,28.26,2.89,9.62,115.06,4.6,4.27,26.41,7.68,0,6.91,86.8,9.62,48.12,1.92,9.62,0,36.57,0.99,260.4,6.74,0.99,0.99,3.08,272.09,29.5,7.71,17.56,3,5,1,100.25,2.89,50

75,18:30-18:45,7.6,0,35,88.34,1,1.42,42.33,0,105,1,35,88.33,1.88,0,0,2.89,29.27,2.89,9.62,115.06,4.6,4.27,26.41,7.68,0,6.91,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.08,272.09,29.5,2.75,9.42,1,2,1,100.25,2.89,50

76,18:45-19:00,7,0,34.17,87.66,0,0,42.33,0,102.49,1,34.17,87.67,0.68,0,0,2.89,29.27,2.89,9.62,115.06,4.6,4.27,26.41,7.68,0,6.91,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.08,272.09,29.5,1.33,3.41,0,1,0,100.25,2.89,50

77,19:00-19:15,7,0,33.33,86.66,0,0,42.33,0,100.01,0,33.33,86.67,0.01,0,0,2.89,29.27,2.89,9.62,115.06,4.98,5.04,26.41,7.68,0,7,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,2.98,272.09,29.5,0.7,0.02,0,0,0,100.25,2.89,50

78,19:15-19:30,7,0,32.33,85.66,0,0,41,0,97.01,0,32.33,85.67,0,0,0,2.89,29.27,2.89,9.62,115.06,4.98,5.04,26.41,7.68,0,7,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,2.98,272.09,29.5,0.34,0,0,0,0,100.25,2.89,50

79,19:30-19:45,7,0,36.33,87.34,0,0,40,0,109.01,0,36.33,87.33,0,0,0,2.89,29.27,2.89,9.62,115.06,4.98,5.04,26.41,7.68,0,7,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.41,272.09,29.5,0,0,0,0,0,100.25,2.89,50

80,19:45-20:00,7,0,36.33,86.66,0,0,38.67,0,109.01,0,36.33,86.67,0,0,0,2.89,29.27,2.89,9.62,115.06,4.98,5.04,26.41,7.68,0,7,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.41,272.09,29.5,0,0,0,0,0,100.25,2.89,50

81,20:00-20:15,7,0,36.33,85.34,0,0,37.67,0,109.01,0,36.33,85.33,0,0,0,2.89,30.28,2.89,9.62,115.06,4.98,5.23,26.41,7.68,0,8.66,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.41,272.09,29.5,0,0,0,0,0,100.25,2.89,50

82,20:15-20:30,7,0,36.33,84.66,0,0,37.33,0,109.01,0,36.33,84.67,0,0,0,2.89,30.28,2.89,9.62,115.06,4.98,5.23,26.41,7.68,0,8.66,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.41,272.09,29.5,0,0,0,0,0,100.25,2.89,50

83,20:30-20:45,7,0,36.17,85.34,0,0,36.67,0,108.49,0,36.17,85.33,0,0,0,2.89,30.28,2.89,9.62,115.06,4.98,5.23,26.94,7.68,0,8.66,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.41,272.09,26.94,0,0,0,0,0,100.25,2.89,50

84,20:45-21:00,7,0,35.17,84,0,0,36.33,0,105.49,0,35.17,84,0,0,0,2.89,29.77,2.89,9.62,115.06,4.98,5.23,26.94,7.68,0,8.66,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.41,272.09,26.94,0,0,0,0,0,100.25,2.89,50

85,21:00-21:15,7,0,35,84,0,0,36,0,105,0,35,84,0,0,0,2.89,29.27,2.89,9.62,115.06,5.22,4.66,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.45,272.09,26.94,0,0,0,0,0,100.25,2.89,50

86,21:15-21:30,7,0,35,84,0,0,35.67,0,105,0,35,84,0,0,0,2.89,29.27,2.89,9.62,115.06,5.22,4.66,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.45,272.09,26.94,0,0,0,0,0,100.25,2.89,50

87,21:30-21:45,7,0,34.33,84,0,0,35,0,103.01,0,34.33,84,0,0,0,2.89,29.27,2.89,9.62,115.06,5.22,4.66,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.45,272.09,26.94,0,0,0,0,0,100.25,2.89,50

88,21:45-22:00,7,0,33.67,83,0,0,34.33,0,100.99,0,33.67,83,0,0,0,2.89,29.27,2.89,9.62,115.06,5.22,4.66,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.45,272.09,26.94,0,0,0,0,0,100.25,2.89,50

89,22:00-22:15,7,0,33,82.66,0,0,33.33,0,99,0,33,82.67,0,0,0,2.89,29.77,2.89,9.62,115.06,5.14,4.81,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.31,272.09,26.94,0,0,0,0,0,100.25,2.89,50

90,22:15-22:30,7,0,32.33,82,0,0,33,0,97.01,0,32.33,82,0,0,0,2.89,29.27,2.89,9.62,115.06,5.14,4.81,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.31,272.09,26.94,0,0,0,0,0,100.25,2.89,50

91,22:30-22:45,7,0,32,76.34,0,0,32.67,0,96,0,32,76.33,0,0,0,2.89,28.77,2.89,9.62,115.06,5.37,5.23,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.31,272.09,26.94,0,0,0,0,0,100.25,2.89,50

92,22:45-23:00,7,0,31.67,75.34,0,0,30.67,0,94.99,0,31.67,75.33,0,0,0,2.89,28.77,2.89,9.62,115.06,5.37,5.23,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.31,272.09,26.94,0,0,0,0,0,100.25,2.89,50

93,23:00-23:15,7,0,31.17,74.34,0,0,29.67,0,93.49,0,31.17,74.33,0,0,0,2.89,29.77,2.89,9.62,115.06,5.37,5.23,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.18,272.09,26.94,0,0,0,0,0,100.25,2.89,50

94,23:15-23:30,7,0,30.83,72.66,0,0,28.67,0,92.51,0,30.83,72.67,0,0,0,2.89,29.77,2.89,9.62,115.06,5.37,5.23,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.18,272.09,26.94,0,0,0,0,0,100.25,2.89,50

95,23:30-23:45,7,0,30.17,71,0,0,27.67,0,90.49,0,30.17,71,0,0,0,2.89,29.26,2.89,9.62,115.06,5.37,5.23,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.18,272.09,26.94,0,0,0,0,0,100.25,2.89,50

96,23:45-24:00,7,0,29.17,69,0,0,26.33,0,87.49,0,29.17,69,0,0,0,2.89,29.26,2.89,9.62,115.06,5.37,5.23,26.94,7.68,0,9.11,86.8,9.62,48.12,1.92,9.62,0,36.57,0,260.4,6.74,0,0,3.18,272.09,26.94,0,0,0,0,0,100.25,2.89,50

