Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2952,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/2236,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/8230,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04)
73,18:00-18:15,14.33,34.2,11.4,5,29.71,8,5.94,16,8,0,7.95,9,-0,0,25.55,134.99,12.66,8.52,8.86,10.48,17.13,29,64.2,81.81,0,0,42.82,11.67,0,0,11.4,0,2.79,122.42,2.16,83.92,270.7,2.79,0,43.75,0,224.98,100.27,10.74,0,20.76,28.26

74,18:15-18:30,13.67,34.8,11.6,3,23.63,5,4.73,13,6,0,5.25,6,-0,0,25.55,134.99,12.66,8.52,8.86,10.48,17.13,29,86.44,81.81,0,0,42.82,12.33,0,0,11.6,0,1.91,130.23,1.47,86.82,270.7,1.91,0,43.75,0,224.98,100.27,10.74,0,20.76,29.27

75,18:30-18:45,11.42,36,12,1,16.75,2,3.35,9,5,0,2.83,3,-0,0,25.55,134.99,12.66,8.52,8.86,10.48,17.13,29,81.53,81.81,0,0,42.62,12.33,0,0,12,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,30.28

76,18:45-19:00,3.14,39,13,1,10.08,1,2.02,7,4,0,0.92,2,-0,0,25.55,134.99,12.66,8.52,8.86,10.48,17.13,29,115.46,81.81,0,0,42.82,12.67,0,0,13,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,30.28

77,19:00-19:15,1.76,27.49,9.17,0,4.72,0,0.94,5,2,0,0,1,-0,0,29,134.99,12.66,8.52,8.86,10.48,17.32,29,115.46,81.81,0,0,42.82,8.57,0,0,9.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,31.29

78,19:15-19:30,0.03,27.49,9.17,0,0.01,0,0,1,1,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.48,17.32,29,115.46,81.81,0,0,43.02,9,0,0,9.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,31.29

79,19:30-19:45,0,21.45,7.16,0,0.01,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.48,17.32,29,115.46,81.81,0,0,42.62,9.64,0,0,7.16,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,31.29

80,19:45-20:00,0,20.25,6.75,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.48,17.32,29,115.46,81.81,0,0,42.82,10.07,0,0,6.75,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,31.29

81,20:00-20:15,0,22.5,7.5,0,0.01,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.59,10.48,17.78,29,115.46,81.81,0,0,42.82,7.67,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,31.29

82,20:15-20:30,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.59,10.48,17.78,29,115.46,81.81,0,0,42.82,7.67,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0,20.76,31.29

83,20:30-20:45,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.62,10.48,17.78,29,115.46,81.81,0,0,42.82,7.33,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0.47,20.76,30.28

84,20:45-21:00,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.62,10.48,17.78,29,115.46,81.81,0,0,42.62,7.33,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,0.94,20.76,30.28

85,21:00-21:15,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.48,17.78,29,115.46,81.81,0,0,41.62,7.33,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,1.41,20.76,30.28

86,21:15-21:30,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.48,17.78,29,115.46,81.81,0,0,41.62,7.33,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,1.89,20.76,30.28

87,21:30-21:45,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.48,17.78,29,115.46,81.81,0,0,41.42,9.5,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,2.36,20.76,29.27

88,21:45-22:00,0,22.5,7.5,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.48,17.78,29,115.46,81.81,0,0,41.42,9.94,0,0,7.5,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,2.36,20.76,29.27

89,22:00-22:15,0,27,9,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.48,17.59,29,115.46,81.81,0,0,33.62,9.94,0,0,9,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,3.21,20.76,29.27

90,22:15-22:30,0,27,9,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.48,17.59,29,115.46,81.81,0,0,33.02,9.94,0,0,9,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,4.06,20.76,29.27

91,22:30-22:45,0,42.49,14.17,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.52,17.59,29,115.46,81.81,0,0,33.42,17.75,0,0,14.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,4.91,20.76,29.27

92,22:45-23:00,0,42.49,14.17,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,9.34,10.52,17.59,29,115.46,81.81,0,0,33.42,17.3,0,0,14.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,5.66,20.76,29.27

93,23:00-23:15,0,42.49,14.17,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.52,17.32,29,115.46,81.81,0,0,33.62,16.86,0,0,14.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,5.9,20.76,29.27

94,23:15-23:30,0,42.49,14.17,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.52,17.32,29,115.46,81.81,0,0,33.82,16.42,0,0,14.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,5.9,20.76,29.27

95,23:30-23:45,0,42.49,14.17,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.52,17.32,29,115.46,81.81,0,0,34.22,16.42,0,0,14.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,5.9,20.76,28.26

96,23:45-24:00,0,42.49,14.17,0,0,0,0,0,0,0,0,0,-0,0,29,134.99,12.66,8.52,8.86,10.52,17.32,29,115.46,81.81,0,0,35.02,16.42,0,0,14.17,0,0,130.23,0,86.82,270.7,0,0,43.75,0,224.98,100.27,10.74,5.9,20.76,28.26

