Column1,Block,NR/2025/32098/C,GNARE/NR/2024/12/20/3668,NR/2025/31136/A/91020,NR/2025/31136/A/91021,NR/2025/31137/A/91022,NR/2025/31137/A/91023,NR/2025/31138/A/91026,NR/2025/31138/A/91029,NR/2025/31347/A/90537,NR/2025/29985/A/90988,NR/2025/31992/C,NR/2025/31979/C,NR/2025/30067/A/91058,NR/2025/27973/A/91041,NR/2025/30121/A/90543,NR/2025/29167/A/90611,NR/2025/29439/A/90695,NR/2025/31420/A/90802,NR/2025/31419/A/90803,NR/2025/30082/A/91118,NR/2025/27975/A/91042,NR/2025/30083/A/91078,NR/2025/30217/A/91069,NR/2025/30105/A/91070,NR/2025/27965/A/91039,NR/2025/27966/A/91040,NR/2025/30084/A/91074,NR/2025/29910/A/91086,NR/2025/29992/A/90643,NR/2025/27978/A/91127,NR/2025/29915/A/90609,NR/2025/31780/A/90986,NR/2025/30086/A/91072,NR/2025/29628/A/91091,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/1192,GNA/NR/2025/07/01/8139,NR/30092023/31122025/SH-07,NR/2025/28728/A/91009,NR/30092023/26122029/SH-06,NR/2025/32040/C,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/3109,NR/2025/31978/C,NR/2025/29353/A/91054,NR/2025/30101/A/91123,NR/2025/32095/C,NR/2025/32093/C,NR/2025/31870/A/90949,NR/2025/32094/C,NR/2025/29440/A/90522,NR/2025/32007/C,NR/2025/32096/C,NR/2025/32097/C,NR/2025/32071/C,NR/2025/32072/C,NR/2025/32055/C,NR/2025/32090/C,NR/2025/32043/C,NR/2025/32086/C,NR/2025/32044/C,NR/2025/30191/A/90540,NR/2025/32091/C,NR/2025/32092/C,NR/2025/32092/C/Alternate/1,NR/2025/29352/A/91056,GNA/NR/2025/07/01/2786,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/16/7255,Total
41,10:00-10:15,7.82,75.53,0.96,0.48,0.29,0.77,0.19,0.67,9.61,126,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1663.19

42,10:15-10:30,7.82,79.62,0.96,0.48,0.29,0.77,0.19,0.67,9.61,137,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1678.2800000000002

43,10:30-10:45,11.52,88.23,0.96,0.48,0.29,0.77,0.19,0.67,9.61,126,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1679.5900000000001

44,10:45-11:00,12.8,89.84,0.96,0.48,0.29,0.77,0.19,0.67,9.61,133,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1689.48

45,11:00-11:15,14.07,90.42,0.96,0.48,0.29,0.77,0.19,0.67,9.61,140,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1698.33

46,11:15-11:30,15.51,91.3,0.94,0.48,0.29,0.75,0.19,0.67,9.61,144,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1704.6099999999997

47,11:30-11:45,16.89,92.1,0.94,0.48,0.29,0.75,0.19,0.67,9.61,144,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1706.79

48,11:45-12:00,18.16,93.18,0.92,0.48,0.29,0.73,0.19,0.64,9.61,144,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.61,0,26.61,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,0,192.22,0,28.59,43.68,11.31,163.39,1709.0699999999997

49,12:00-12:15,19.35,93.76,0.92,0.48,0.29,0.73,0.19,0.64,9.61,144,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,48.06,81.69,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1712.4299999999998

50,12:15-12:30,19.64,93.94,0.92,0.48,0.29,0.73,0.19,0.64,9.61,144,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,48.06,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1631.21

51,12:30-12:45,19.9,92.78,0.96,0.48,0.29,0.77,0.19,0.67,9.61,154,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1601.9700000000003

52,12:45-13:00,20.18,92.75,0.96,0.48,0.29,0.77,0.19,0.67,9.61,158,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1606.2200000000003

53,13:00-13:15,8.8,91.99,0.96,0.48,0.29,0.77,0.19,0.67,9.61,158,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1594.08

54,13:15-13:30,8.8,91.7,0.96,0.48,0.29,0.77,0.19,0.67,9.61,158,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1593.79

55,13:30-13:45,8.8,93.33,0.96,0.48,0.29,0.77,0.19,0.67,9.61,161,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1598.42

56,13:45-14:00,8.8,92.67,0.96,0.48,0.29,0.77,0.19,0.67,9.61,158,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,0,48.06,0,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1594.7600000000002

57,14:00-14:15,8.8,86.89,0.96,0.48,0.29,0.77,0.19,0.67,9.61,147,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1770.1999999999998

58,14:15-14:30,8.8,84.49,0.96,0.48,0.29,0.77,0.19,0.67,9.61,140,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,9.61,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1760.7999999999997

59,14:30-14:45,8.8,81.61,0.96,0.48,0.29,0.77,0.19,0.67,9.61,133,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,0,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1741.31

60,14:45-15:00,8.8,78.84,0.96,0.48,0.29,0.77,0.19,0.67,9.61,126,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,0,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1731.54

61,15:00-15:15,10.75,82.46,0.96,0.48,0.29,0.77,0.19,0.67,9.61,133,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,48.06,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1792.1699999999996

62,15:15-15:30,10.75,77.53,0.96,0.48,0.29,0.77,0.19,0.67,9.61,126,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,48.06,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1780.2399999999998

63,15:30-15:45,10.75,72.05,0.96,0.48,0.29,0.77,0.19,0.67,9.61,133,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,48.06,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1781.7599999999998

64,15:45-16:00,10.75,65.81,0.96,0.48,0.29,0.77,0.19,0.67,9.61,126,44.21,6.73,0,0,0,0,0,1.63,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,134.79,0,0,26.7,0,26.7,81.69,15.23,81.69,19.22,48.06,0,0,29.12,14.56,13.46,30.12,0,48.06,7.69,30.12,76.52,16.57,0.96,96.11,96.11,48.06,96.11,0,29.79,161.99,0,28.59,43.68,13.16,163.39,1768.52

65,16:00-16:15,10.75,58.71,0.96,0.48,0.29,0.77,0.19,0.67,9.61,119,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.96,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1931.5500000000002

66,16:15-16:30,10.75,52.28,0.96,0.48,0.29,0.77,0.19,0.67,9.61,109,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.96,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1915.1200000000003

67,16:30-16:45,10.75,44.07,0.96,0.48,0.29,0.77,0.19,0.67,9.61,98,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.96,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1895.9100000000003

68,16:45-17:00,8.8,38.81,0.9,0.48,0.29,0.72,0.19,0.63,9.61,88,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.96,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1878.5500000000002

69,17:00-17:15,8.15,34.76,0.83,0.48,0.29,0.66,0.19,0.58,0,74,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1849.96

70,17:15-17:30,7.87,30.59,0.68,0.48,0.29,0.55,0.19,0.48,0,60,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1831.15

71,17:30-17:45,7.69,26.14,0.54,0.48,0.29,0.43,0.19,0.37,0,46,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1812.15

72,17:45-18:00,7.76,21.58,0.43,0.48,0.29,0.35,0.19,0.26,0,35,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,26.7,81.69,26.7,0,15.23,81.69,19.22,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1796.3600000000001

73,18:00-18:15,8.57,16.71,0.3,0.48,0.29,0.24,0.19,0.18,0,28,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,24.6,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1751.23

74,18:15-18:30,6.23,12.57,0.18,0.38,0.23,0.14,0.15,0.11,0,21,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,16.57,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,24.6,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1737.2599999999998

75,18:30-18:45,4.07,7.94,0.12,0.23,0.13,0.09,0.1,0.07,0,14,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,17.43,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1718.5

76,18:45-19:00,2.6,3.92,0.05,0.11,0.07,0.04,0.05,0.03,0,11,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,17.43,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.86,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,13.16,163.39,1709.62

77,19:00-19:15,0,2.23,0,0,0,0,0,0,0,5,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,13.16,163.39,1711.54

78,19:15-19:30,0,0.97,0,0,0,0,0,0,0,1,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,13.16,163.39,1706.2800000000002

79,19:30-19:45,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,13.16,163.39,1704.5500000000002

80,19:45-20:00,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,6.73,0,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,13.16,163.39,1704.3200000000002

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1760.6799999999998

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1760.6799999999998

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1760.6799999999998

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,76.52,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1760.6799999999998

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1789.88

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1789.88

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1789.88

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1789.88

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1789.88

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,81.69,29.5,0,0,81.69,0,0,0,48.06,0,0,13.46,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,192.22,0,28.59,43.68,15.47,163.39,1789.88

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,43.85,29.5,0,0,43.85,0,0,0,48.06,0,0,12.49,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,117.93,74.29,28.59,43.68,15.47,163.39,1713.2299999999996

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,43.85,29.5,0,0,43.85,0,0,0,48.06,0,0,12.49,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,0,117.85,74.37,28.59,43.68,15.47,163.39,1713.2299999999996

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,43.85,29.5,0,0,43.85,0,0,0,48.06,0,0,12.49,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,15.47,163.39,1712.7899999999995

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,43.85,29.5,0,0,43.85,0,0,0,48.06,0,0,12.49,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,15.47,163.39,1712.7899999999995

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,54.06,25.07,0,0,48.06,96.11,14.56,7.69,29.12,0,96.11,43.68,19.22,44.21,96.11,0,134.55,37.14,105.72,20.73,134.79,0,0,29.5,43.85,29.5,0,0,43.85,0,0,0,48.06,0,0,12.49,0,0.91,0,0,0,0,0,0,0,0,0,0,48.06,29.79,161.99,0,28.59,43.68,15.47,163.39,1712.7899999999995

