Block,Time,BSIUL,KISHANGANGA,NLCEXP,SASAN,SEWA2,TEHRI,VALLURNTECL,ANTA_CRF,KKNP,MAPS,NJPC,NLCIIST1,RIHAND3,SIMHST1,AURY_LF,AURY_RF,CHAMERA3,NLCIIST2,NNTPP,RIHAND2,SALAL,TANDA2,TelanganaSTPP,URI,DADRT2,JHAJJAR,RAPPB,SINGRAULI_HYDRO,CHAMERA1,CHAMERA2,DULHASTI,KHSTPP-II,KOTESHWR,RIHAND1,RSTPSU7,SINGRAULI,UNCHAHAR2,ANTA_LF,ANTA_RF,NAPP,NLCTS2EXP,PARBATI3,SIMHST2,UNCHAHAR3,FSTPP I & II,KGSU1AND2,KGSU3AND4,KUDGI,RAMPUR,RSTPSU1TO6,TALA,TANAKPUR,ANTA_GF,DADRI_CRF,DADRI_GF,BRBCL,DHAULIGNGA,KHSTPP-I,KKNPPU2,KOLDAM,NTPL,RAPPC,TALST2,UNCHAHAR1,UNCHAHAR4,URI2,AURY_CRF,AURY_GF,DADRI_LF,DADRI_RF
64,15:45-16:00,0,0,0,418.77,0,0,0,0,0,0,70.17,0,124.32,0,0,70.05,0,0,0,118.76,12.78,0,0,0.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

65,16:00-16:15,0,0,0,418.77,0,14.93,0,0,0,0,70.17,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,6.4,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

66,16:15-16:30,0,0,0,418.77,0,29.87,0,0,0,0,70.17,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,6.4,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

67,16:30-16:45,0,0,0,418.77,0,29.87,0,0,0,0,93.56,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,6.4,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

68,16:45-17:00,0,0,0,418.77,0,46.69,0,0,0,0,93.56,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,6.4,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

69,17:00-17:15,0,0,0,418.77,0,46.69,0,0,0,0,93.56,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,11.85,4,49.43,148.3,8.87,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

70,17:15-17:30,1.1,0,0,418.77,0,62.24,0,0,0,0,115.54,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,459.81,0,0,27.17,15.99,49.43,148.3,8.87,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,18.23,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

71,17:30-17:45,3.3,0,0,418.77,5.27,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,19.36,0,0,118.76,2.33,0,0,0.66,341.57,459.81,0,0,42.15,29.33,49.43,148.3,19.72,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,27.48,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

72,17:45-18:00,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,12.78,0,0,1.66,341.57,459.81,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,40.11,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,11.91,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

73,18:00-18:15,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,79.38,0,0,35.33,341.57,459.81,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,40.63,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,8.33,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

74,18:15-18:30,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,79.38,0,0,35.33,341.57,459.81,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,40.63,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,8.33,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

75,18:30-18:45,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,79.38,0,0,1.66,341.57,459.81,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,40.63,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,8.33,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

76,18:45-19:00,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,79.38,0,0,0.66,341.57,459.81,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,40.95,41.76,0,2.55,0,26.39,20.8,0,0,0,0,0,0,8.33,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

77,19:00-19:15,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,13.95,0,0,0.66,341.57,654.31,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.16,41.76,0,6.36,0,26.39,20.8,0,0,0,0,0,0,8.33,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

78,19:15-19:30,19.56,0,0,418.77,10.54,62.24,0,0,0,0,140.34,0,124.32,0,0,70.05,29.06,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,42.15,39.51,49.43,148.3,19.72,92,0,88.5,42.4,0,41.16,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,8.33,0,0,0,20,37.65,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

79,19:30-19:45,1.1,0,0,418.77,5.27,62.24,0,0,0,0,116.95,0,124.32,0,0,70.05,19.36,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,42.15,26.34,49.43,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,27.48,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

80,19:45-20:00,0,0,0,418.77,0,62.24,0,0,0,0,93.56,0,124.32,0,0,70.05,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,27.17,12,49.43,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,18.23,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

81,20:00-20:15,0,0,0,418.77,0,62.24,0,0,0,0,93.56,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,11.85,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

82,20:15-20:30,0,0,0,418.77,0,46.69,0,0,0,0,70.17,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,0.66,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

83,20:30-20:45,0,0,0,418.77,0,46.69,0,0,0,0,70.17,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.66,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,33.1,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

84,20:45-21:00,0,0,0,418.77,0,46.69,0,0,0,0,70.17,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,35.33,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,5.09,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

85,21:00-21:15,0,0,0,418.77,0,29.87,0,0,0,0,70.17,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,35.33,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,2.55,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

86,21:15-21:30,0,0,0,418.77,0,29.87,0,0,0,0,70.17,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.66,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

87,21:30-21:45,0,0,0,418.77,0,29.87,0,0,0,0,70.17,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

88,21:45-22:00,0,0,0,418.77,0,29.87,0,0,0,0,46.78,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,12,32.96,148.3,8.87,92,0,88.5,42.4,0,41.16,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

89,22:00-22:15,0,0,0,418.77,0,15.56,0,0,0,0,20.83,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,12,16.48,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

90,22:15-22:30,0,0,0,418.77,0,15.56,0,0,0,0,0,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,2.21,341.57,654.31,0,0,0,12,16.48,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,18.83,0,0,21.92,65.76

91,22:30-22:45,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,35.33,341.57,654.31,0,0,0,12,16.48,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,18.83,0,0,21.92,65.76

92,22:45-23:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,35.33,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,41.68,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,18.83,0,0,21.92,65.76

93,23:00-23:15,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,9.68,0,0,118.76,2.33,0,0,1.66,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,18.83,0,0,21.92,65.76

94,23:15-23:30,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,16.48,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,65.76

95,23:30-23:45,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,10.76,0,0,21.92,65.76

96,23:45-24:00,0,0,0,418.77,0,0,0,0,0,0,0,0,124.32,0,0,70.16,0,0,0,118.76,2.33,0,0,1.11,341.57,654.31,0,0,0,2.4,32.96,148.3,8.87,92,0,88.5,42.4,0,42.74,41.76,0,0,0,26.39,20.8,0,0,0,0,0,0,5.13,0,0,0,20,9.11,44.31,0,0,0,52.29,0,20.56,0,4.57,0,0,21.92,65.76

