Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,L_NR_2019_19,NR/01102023/23072042/L_NR_2012_04,NR/01122023/15122023/HP-15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/08122023/15122023/HP-19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12
75,18:30-18:45,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,14.1,0,48.06,109.110000,85.100000,4.7,0,4.7,0,1,0,24.990000,30.280000,0,8,7.31,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

76,18:45-19:00,1.530000,1.810000,96.130000,1.390000,0.000000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,13.81,0,48.06,109.110000,85.100000,4.6,0,4.62,0,0,0,24.990000,30.280000,0,8.57,7.07,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

77,19:00-19:15,1.450000,1.810000,96.130000,1.320000,0.000000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,13.61,0,48.06,109.110000,85.100000,4.54,0,4.53,0,0,0,24.990000,0.000000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

78,19:15-19:30,1.450000,1.810000,96.130000,1.320000,0.000000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,13.33,0,48.06,109.110000,85.100000,4.44,0,4.45,0,0,0,24.990000,0.000000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

79,19:30-19:45,1.450000,1.810000,96.130000,1.320000,25.950000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,13.11,0,48.06,109.110000,85.100000,4.37,0,4.37,0,0,0,24.990000,25.950000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

80,19:45-20:00,1.450000,1.810000,96.130000,1.320000,25.950000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,12.94,0,48.06,109.110000,85.100000,4.31,0,4.32,0,0,0,24.990000,25.950000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

81,20:00-20:15,1.450000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,12.61,0,48.06,109.110000,72.690000,4.2,0,4.21,0,0,0,24.990000,23.340000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

82,20:15-20:30,1.450000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,100.690000,12.33,0,48.06,86.520000,72.690000,4.11,0,4.11,0,0,0,24.990000,23.340000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

83,20:30-20:45,1.450000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,68.250000,12.19,0,48.06,67.290000,62.120000,4.06,0,4.07,0,0,0,24.990000,23.340000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

84,20:45-21:00,1.450000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,270.370000,0.000000,8.33,0,0,58.640000,11.74,0,48.06,67.290000,54.430000,3.91,0,3.92,0,0,0,24.990000,23.340000,0,7.01,5,0,257.540000,8.33,0,0,0.000000,127.830000,0,0

85,21:00-21:15,1.370000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,230.710000,0.000000,8.33,0,0,46.140000,10.91,0,48.06,67.290000,54.430000,3.64,0,3.64,0,0,0,24.990000,23.340000,0,6.01,5,0,242.470000,8.33,0,0,0.000000,127.830000,0,0

86,21:15-21:30,1.370000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,230.710000,0.000000,8.33,0,0,46.140000,10,0,48.06,67.290000,54.430000,3.33,0,3.34,0,0,0,24.030000,23.340000,0,6.01,5,0,232.860000,8.33,0,0,0.000000,127.830000,0,0

87,21:30-21:45,1.370000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,192.260000,0.000000,8.33,0,0,46.140000,10,0,48.06,67.290000,54.430000,3.33,0,3.34,0,0,0,24.030000,23.340000,0,6.01,5,0,232.860000,8.33,0,0,0.000000,127.830000,0,0

88,21:45-22:00,1.370000,1.760000,96.130000,1.320000,23.340000,0.000000,0.000000,0.000000,0,192.260000,0.000000,8.33,0,0,46.140000,10,0,48.06,67.290000,54.430000,3.33,0,3.34,0,0,0,24.030000,23.340000,0,6.01,5,0,232.860000,8.33,0,0,0.000000,127.830000,0,0

89,22:00-22:15,1.370000,1.760000,96.130000,1.240000,23.340000,0.000000,0.000000,0.000000,0,192.260000,57.250000,8.33,0,0,46.140000,10,0,48.06,67.290000,54.430000,3.33,0,3.34,0,0,0,24.030000,23.340000,0,6.01,5,0,221.320000,8.33,0,0,0.000000,127.830000,0,0

90,22:15-22:30,1.370000,1.760000,96.130000,1.240000,23.340000,0.000000,0.000000,0.000000,0,192.260000,57.250000,8.33,0,0,46.140000,10,0,48.06,67.290000,54.430000,3.33,0,3.34,0,0,0,24.030000,23.340000,0,6.01,5,0,221.320000,8.33,0,0,0.000000,127.830000,0,0

91,22:30-22:45,1.370000,1.760000,96.130000,1.240000,25.810000,0.000000,0.000000,0.000000,0,148.690000,57.250000,8.33,0,0,46.140000,10,0,48.06,67.290000,54.430000,3.33,0,3.34,0,0,0,24.030000,25.810000,0,6.01,5,0,221.320000,8.33,0,0,0.000000,127.830000,0,0

92,22:45-23:00,1.370000,1.760000,96.130000,1.240000,25.810000,0.000000,0.000000,0.000000,0,148.690000,57.250000,8.33,0,0,46.140000,10,0,48.06,71.520000,54.430000,3.33,0,3.34,0,0,0,24.030000,25.810000,0,6.01,5,0,221.320000,8.33,0,0,0.000000,127.830000,0,0

93,23:00-23:15,1.370000,1.760000,96.130000,1.240000,25.810000,0.000000,0.000000,0.000000,0,148.690000,57.250000,8.33,0,0,46.140000,10,0,48.06,71.520000,54.430000,3.33,0,3.34,0,0,0,24.030000,25.810000,0,6.01,5,0,202.090000,8.33,0,0,0.000000,127.830000,0,0

94,23:15-23:30,1.370000,1.760000,96.130000,1.240000,25.810000,0.000000,0.000000,0.000000,0,148.690000,57.250000,8.33,0,0,46.140000,10,0,48.06,71.520000,54.430000,3.33,0,3.34,0,0,0,24.030000,25.810000,0,6.01,5,0,178.060000,8.33,0,0,0.000000,127.830000,0,0

95,23:30-23:45,1.370000,1.760000,96.130000,1.240000,25.810000,0.000000,0.000000,0.000000,0,148.690000,57.250000,8.33,0,0,46.140000,10,0,48.06,71.520000,54.430000,3.33,0,3.34,0,0,0,24.030000,25.810000,0,6.01,5,0,168.450000,8.33,0,0,0.000000,127.830000,0,0

96,23:45-24:00,1.370000,1.760000,96.130000,1.240000,25.810000,0.000000,0.000000,0.000000,0,148.690000,57.250000,8.33,0,0,46.140000,10,0,48.06,71.520000,54.430000,3.33,0,3.34,0,0,0,24.030000,25.810000,0,6.01,5,0,168.450000,8.33,0,0,0.000000,127.830000,0,0

