Block,Time,DADRT2,KOTESHWR,TelanganaSTPP,CHAMERA2,KHSTPP-II,KISHANGANGA,KUDGI,MAPS,RAMPUR,VALLURNTECL,AURY_RF,BSIUL,JHAJJAR,KGSU3AND4,KKNPPU2,RIHAND2,RIHAND3,UNCHAHAR4,URI,ANTA_GF,ANTA_LF,CHAMERA3,NJPC,NLCIIST1,RIHAND1,SASAN,SIMHST2,SINGRAULI_HYDRO,TALA,TANDA2,TEHRI,ANTA_RF,DADRI_CRF,BRBCL,DULHASTI,KGSU1AND2,KHSTPP-I,KKNP,NLCTS2EXP,RAPPB,RSTPSU1TO6,RSTPSU7,SINGRAULI,TALST2,DADRI_LF,CHAMERA1,DHAULIGNGA,FSTPP I & II,KOLDAM,NTPL,PARBATI3,UNCHAHAR1,UNCHAHAR2,AURY_LF,DADRI_RF,NAPP,RAPPC,SALAL,UNCHAHAR3,AURY_GF,DADRI_GF,NLCEXP,NLCIIST2,NNTPP,SEWA2,SIMHST1,TANAKPUR,URI2,ANTA_CRF,AURY_CRF
64,15:45-16:00,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,1.15,4.44,28.87,70.59

65,16:00-16:15,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,15.56,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,3.2,4.31,28.87,70.59

66,16:15-16:30,683.14,8.88,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,31.12,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,3.2,4.31,28.87,70.59

67,16:30-16:45,683.14,17.75,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,46.68,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,3.2,4.31,28.87,70.59

68,16:45-17:00,682.78,17.75,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,23.39,0,92,348.98,0,0,0,0,46.68,0,64.12,15,0,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,3.2,4.31,28.87,70.59

69,17:00-17:15,682.79,17.75,0,0,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,46.79,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,1.15,4.31,29.19,70.59

70,17:15-17:30,682.79,26.63,0,3.33,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,70.17,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,12.16,7.92,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,1.15,4.31,29.19,70.59

71,17:30-17:45,682.79,26.63,0,8,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,0.88,0,0,6.37,93.56,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,14.05,8.06,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,0,0,1.15,4.31,29.4,70.59

72,17:45-18:00,682.79,39.83,0,39.51,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,0.88,0,0,29.07,116.96,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,28.05,15.98,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,8.13,26.39,0,0,0,0,0,10.53,0,1.15,4.31,29.4,70.59

73,18:00-18:15,682.79,39.83,0,39.51,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,0.88,0,0,29.07,116.96,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,28.05,32.1,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,9.29,26.39,0,0,0,0,0,10.53,0,0.25,4.31,29.4,70.59

74,18:15-18:30,682.79,39.83,0,39.51,98.87,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,0.88,0,0,29.07,116.96,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,28.05,33.43,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,41.83,26.39,0,0,0,0,0,10.53,0,0.25,4.31,29.4,70.59

75,18:30-18:45,682.79,39.83,0,39.51,104.9,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,0.88,0,0,29.07,116.96,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,28.05,33.43,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,41.83,26.39,0,0,0,0,0,10.53,0,0,4.31,29.82,70.59

76,18:45-19:00,682.79,39.83,0,39.51,106.99,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.66,0,0,29.07,116.96,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,28.05,33.43,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,41.83,26.39,0,0,0,0,0,10.53,0,0,4.31,29.82,70.59

77,19:00-19:15,682.79,39.83,0,39.51,106.99,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,26.49,0,0,29.07,94.7,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,24.49,15.98,11.7,0,0,3.82,20.56,42.39,0,5.48,43.46,53.3,41.83,26.39,0,0,0,0,0,10.53,0,0,4.31,29.82,70.59

78,19:15-19:30,682.79,26.63,0,3.33,109.09,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,26.49,0,0,1.91,93.56,0,92,348.98,0,0,0,0,62.24,0,64.12,15,32.95,0,45.22,0,0,0,0,0,125.96,0,23.57,12.01,15.98,11.7,0,0,16.55,20.56,42.39,0,5.48,43.46,53.3,41.83,26.39,0,0,0,0,0,0,0,0,4.31,29.82,70.59

79,19:30-19:45,683.14,17.75,0,0,109.09,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,26.49,0,0,0,46.79,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,12.01,7.92,11.7,0,0,16.55,20.56,42.39,0,5.48,43.46,53.3,41.83,26.39,0,0,0,0,0,0,0,0,4.31,29.82,70.59

80,19:45-20:00,683.14,17.75,0,0,109.09,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,3.31,0,0,0,22.82,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,16.55,20.56,42.39,0,5.48,43.46,53.3,9.29,26.39,0,0,0,0,0,0,0,0,4.31,29.82,70.59

81,20:00-20:15,683.14,8.88,0,0,113.3,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.66,0,0,0,0,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,16.55,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,0,4.31,29.93,70.59

82,20:15-20:30,683.14,8.88,0,0,113.3,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.66,0,0,0,0,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,16.55,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,0,4.31,29.93,70.59

83,20:30-20:45,683.14,8.88,0,0,113.3,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.66,0,0,0,0,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,16.55,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,0,4.31,29.93,70.59

84,20:45-21:00,683.14,8.88,0,0,115.39,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.66,0,0,0,0,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,3.56,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,0,4.31,29.93,70.59

85,21:00-21:15,683.14,8.88,0,0,115.39,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,4.41,0,0,0,0,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.05,4.31,30.03,70.59

86,21:15-21:30,683.14,8.88,0,0,118.54,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,4.41,0,0,0,0,0,92,348.98,0,0,0,0,62.24,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.05,4.31,30.03,70.59

87,21:30-21:45,683.14,8.88,0,0,118.54,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,26.49,0,0,0,0,0,92,348.98,0,0,0,0,46.68,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.05,4.31,30.03,70.59

88,21:45-22:00,683.14,8.88,0,0,120.63,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,26.49,0,0,0,0,0,92,348.98,0,0,0,0,46.68,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.05,4.31,30.03,70.59

89,22:00-22:15,683.14,8.88,0,0,120.63,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,26.49,0,0,0,0,0,92,348.98,0,0,0,0,46.68,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.05,10.76,30.24,70.59

90,22:15-22:30,683.14,8.88,0,0,123.78,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,3.31,0,0,0,0,0,92,348.98,0,0,0,0,31.12,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.05,10.76,30.24,70.59

91,22:30-22:45,683.14,8.88,0,0,123.78,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.44,0,0,0,0,0,92,348.98,0,0,0,0,31.12,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.56,10.76,30.24,70.59

92,22:45-23:00,683.14,8.88,0,0,125.88,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,18.77,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.56,10.76,30.24,70.59

93,23:00-23:15,683.14,8.88,0,0,125.88,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,15.63,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.56,10.76,30.35,70.59

94,23:15-23:30,683.14,8.88,0,0,129.03,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.56,10.76,30.35,70.59

95,23:30-23:45,683.14,8.88,0,0,129.03,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.56,4.31,30.35,70.59

96,23:45-24:00,683.14,8.88,0,0,134.27,0,0,0,0,0,0,0,654.3,0,0,118.75,124.32,0,1.33,0,0,0,0,0,92,348.98,0,0,0,0,0,0,64.12,15,16.48,0,45.22,0,0,0,0,0,125.96,0,23.57,0,0,11.7,0,0,0,20.56,42.39,0,5.48,43.46,53.3,1.4,26.39,0,0,0,0,0,0,0,2.56,4.31,30.35,70.59

