Block,Time Block,VALLURNTECL,URI2,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,CHAMERA1,DADRT2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DHAULIGNGA,KISHANGANGA,KOLDAM,JHAJJAR,KHSTPP-I,FSTPP I & II,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KUDGI,MAPS,KOTESHWR,NJPC,NAPP,NLCEXP,RIHAND1,NLCTS2EXP,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,RSTPSU7,NTPL,RIHAND3,PARBATI3,RAPPB,NLCIIST1,RIHAND2,NLCIIST2,SASAN,SIMHST1,SALAL,SEWA2,SINGRAULI_HYDRO,SIMHST2,TALST2,SINGRAULI,TANAKPUR,TALA,UNCHAHAR3,URI,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR4,TANDA2,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,457.38,12.56,30.89,42.58,14.44,38.9,1.39,5.15,110.84,18.14,11.08,0,34.89,0,111.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,99.15,11.34,11.6,22.81,35.08,0,36.229,16.09,0,0,17.66,0,0,0,0,0

58,14:15-14:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,505.52,12.56,30.89,42.58,14.44,38.9,1.39,5.15,183.43,18.14,11.08,0,34.89,0,111.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,11.6,22.81,35.08,0,36.229,16.09,0,0,17.66,0,0,0,0,0

59,14:30-14:45,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,40.59,553.67,12.56,30.89,42.58,14.44,38.9,2.77,5.15,183.43,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,11.6,22.81,35.08,0,36.229,32.19,0,0,17.66,0,0,0,0,0

60,14:45-15:00,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,40.59,582.18,12.56,30.89,42.58,14.44,38.9,2.77,5.15,187.08,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,11.6,22.81,35.08,0,36.229,39.58,0,0,17.66,0,0,0,0,0

61,15:00-15:15,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,40.59,582.18,6.28,30.89,42.58,14.44,38.9,2.77,5.15,185.83,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,11.6,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

62,15:15-15:30,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,40.59,582.18,6.28,30.89,42.58,14.44,38.9,2.77,5.15,185.83,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,11.76,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

63,15:30-15:45,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,13.53,582.18,6.28,30.89,42.58,14.44,38.9,2.77,5.15,185.83,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,11.76,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

64,15:45-16:00,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,13.53,582.18,6.28,30.89,42.58,14.44,38.9,2.77,5.15,185.83,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,8.96,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

65,16:00-16:15,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,582.18,6.28,30.89,42.58,14.44,38.9,2.77,5.15,185.83,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,8.96,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

66,16:15-16:30,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,582.18,6.28,20.58,42.58,14.44,38.9,2.77,5.15,185.83,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,62.41,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,284.9,0,76.08,0,0.75,0,0,102.52,11.34,8.96,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

67,16:30-16:45,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,553.67,6.28,30.89,42.58,14.44,38.9,2.77,5.15,182.18,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,29.77,0,0,117.19,0,299.94,0,76.08,0,0.75,0,0,102.52,11.34,8.77,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

68,16:45-17:00,0,25.61,0,0,0,0,0,0,0,0,0,0,0,0,0,505.52,1.06,30.89,42.58,14.44,38.9,2.77,5.15,182.18,20.45,11.27,0,34.89,0,128.19,0,0,0,0,18.6,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,29.77,0,0,117.19,0,317.39,0,76.08,0,0.75,0,0,102.52,11.34,8.77,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

69,17:00-17:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,0,457.38,1.06,30.89,42.58,14.44,38.9,2.77,5.15,182.18,20.45,11.27,0,34.89,0,128.19,0,0,0,0,27.9,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,324.98,0,76.08,0,0.75,0,0,102.52,10.85,8.77,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

70,17:15-17:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,13.53,409.23,1.06,30.89,42.58,14.44,38.9,2.77,5.15,182.47,20.45,11.27,0,34.89,0,128.19,0,0,0,0,27.9,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,330.39,0,76.08,0,0.75,0,0,102.52,10.85,8.63,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

71,17:30-17:45,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,13.53,409.23,1.06,30.89,42.58,14.44,38.9,2.77,5.15,110.84,20.45,11.27,0,34.89,0,128.19,0,0,0,0,27.9,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,6.77,0,0,117.19,0,335.81,0,76.08,0,0.75,0,0,102.52,10.85,8.49,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

72,17:45-18:00,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,13.53,409.23,1.06,30.89,42.58,14.44,38.9,2.77,5.15,110.84,20.45,11.27,0,34.89,0,128.19,0,0,0,0,27.9,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,6.77,0,0,117.19,0,346.64,0,76.08,0,0.75,0,0,102.52,8.88,8.49,22.67,35.08,0,36.019,65.21,0,0,17.55,0,0,0,0,0

73,18:00-18:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,27.06,410.2,1.06,30.89,42.58,14.44,38.9,2.77,5.15,110.84,20.45,11.27,0,34.89,0,128.19,0,0,0,0,27.9,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,10.82,0,0,117.19,0,352.06,0,76.08,0,0.75,0,0,102.52,8.88,8.36,22.81,35.08,0,36.229,65.21,0,0,17.66,0,0,0,0,0

74,18:15-18:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,27.06,410.2,1.06,30.89,42.58,14.44,38.9,2.77,5.15,110.84,20.45,11.27,0,34.89,0,128.19,0,0,0,0,27.9,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,51.42,0,0,117.19,0,352.06,0,76.08,5.43,0.75,0,0,102.52,8.88,8.21,22.81,35.08,0,36.229,65.21,0,0,17.66,0,0,0,0,0

75,18:30-18:45,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,27.06,410.2,1.06,30.89,42.58,14.44,38.9,2.77,5.15,110.84,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,51.42,0,0,117.19,0,352.06,0,76.08,11.15,0.75,0,0,102.52,8.88,7.92,22.81,35.08,0,36.229,65.21,0,0,17.66,0,0,0,0,0

76,18:45-19:00,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,410.2,19.46,32.49,43.96,14.44,39.88,2.77,5.15,202.69,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,51.42,0,0,117.19,0,352.06,0,76.08,16.73,0.75,0,0,102.52,9.38,7.92,22.39,35.08,0,35.328,65.21,0,0,17.39,0,0,0,0,0

77,19:00-19:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,474.89,19.46,32.49,43.96,14.44,39.88,2.77,5.15,336.37,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,51.42,0,0,117.19,0,352.06,0,76.08,16.73,0.75,0,0,106.1,9.38,8.21,26.05,35.08,0,40.864,65.21,1.56,2.65,20.17,0,0,0,0,0

78,19:15-19:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,487.56,19.46,32.49,43.96,14.44,39.88,2.77,5.15,394.81,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,51.42,0,0,117.19,0,352.06,0,76.08,16.73,0.75,0,0,106.1,9.38,8.21,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

79,19:30-19:45,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,535.71,19.46,32.49,43.96,14.44,39.88,2.77,5.15,394.81,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,51.42,0,0,117.19,0,361.53,0,76.08,16.73,0.75,0,0,106.1,9.38,8.21,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

80,19:45-20:00,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,583.85,19.46,32.49,43.96,14.44,39.88,2.77,5.15,394.81,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,372.3,0,76.08,16.73,0.75,0,0,106.1,9.38,8.29,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

81,20:00-20:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,622.37,19.46,32.49,43.96,14.44,39.88,2.77,5.15,394.81,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,378.38,0,74.96,16.73,0.75,0,0,106.1,9.38,8.51,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

82,20:15-20:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,19.46,32.49,43.96,14.44,39.88,2.77,5.15,398.46,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,106.1,9.38,8.61,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

83,20:30-20:45,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,19.46,32.49,43.96,14.44,39.88,2.77,5.15,398.46,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,9.38,8.72,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

84,20:45-21:00,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,2.12,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,8.81,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

85,21:00-21:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,2.12,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,8.86,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

86,21:15-21:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,2.12,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,8.96,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

87,21:30-21:45,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,2.12,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,160.9,43.66,0,74.29,0,3.41,0,0,58,0,0,122.87,20.3,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,9.15,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

88,21:45-22:00,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,19.46,32.49,43.96,14.44,39.88,2.77,5.15,398.46,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,20.3,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,9.38,9.26,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

89,22:00-22:15,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,19.46,32.49,43.96,14.44,39.88,2.77,5.15,398.46,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,9.38,9.34,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

90,22:15-22:30,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,19.46,32.49,43.96,14.44,39.88,2.77,5.15,398.46,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,74.29,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,9.38,9.48,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

91,22:30-22:45,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,19.46,32.49,43.96,14.44,39.88,2.77,5.15,398.46,20.45,11.27,0,35.98,0,128.19,0,0,0,0,40.93,162.4,43.66,0,78.41,0,3.49,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,9.38,9.68,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

92,22:45-23:00,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,18.83,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,124.53,43.66,0,79.26,0,2.72,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,9.73,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

93,23:00-23:15,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,18.83,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,98.44,43.66,0,79.26,0,2.15,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,9.91,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

94,23:15-23:30,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,18.83,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,73.83,43.66,0,79.26,0,1.57,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0.75,0,0,107.53,8.88,9.91,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

95,23:30-23:45,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,18.83,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,49.21,43.66,0,79.26,0,1.05,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0,0,0,107.53,8.88,9.91,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

96,23:45-24:00,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,40.59,660.26,18.83,30.89,42.58,14.44,38.9,2.77,5.15,398.46,20.45,11.27,0,34.89,0,128.19,0,0,0,0,37.21,24.61,43.66,0,79.26,0,0.52,0,0,58,0,0,122.87,33.84,0,0,117.19,0,379.14,0,74.96,16.73,0,0,0,107.53,8.88,9.91,26.05,35.08,0,40.864,65.21,1.56,2.7,20.18,0,0,0,0,0

