Block,Time,JHAJJAR,KGSU1AND2,KISHANGANGA,RIHAND1,RSTPSU7,SINGRAULI_HYDRO,VALLURNTECL,ANTA_CRF,ANTA_GF,DADRI_CRF,KHSTPP-I,KKNP,KKNPPU2,KOLDAM,KUDGI,RAPPB,TALST2,UNCHAHAR4,AURY_GF,DADRI_GF,BRBCL,CHAMERA2,DHAULIGNGA,KHSTPP-II,NAPP,TANAKPUR,TelanganaSTPP,UNCHAHAR2,AURY_LF,NLCIIST1,SIMHST1,TALA,UNCHAHAR3,URI2,AURY_RF,DADRI_RF,DULHASTI,KOTESHWR,NTPL,RIHAND2,RIHAND3,SALAL,SINGRAULI,TEHRI,DADRI_LF,BSIUL,CHAMERA3,MAPS,NLCEXP,NLCTS2EXP,SASAN,UNCHAHAR1,URI,CHAMERA1,DADRT2,FSTPP I & II,NNTPP,PARBATI3,RSTPSU1TO6,SEWA2,KGSU3AND4,NJPC,NLCIIST2,RAMPUR,RAPPC,SIMHST2,TANDA2,ANTA_LF,ANTA_RF,AURY_CRF
65,16:00-16:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,16.48,8.88,0,118.75,79.14,1.4,125.96,15.56,23.57,0,0,0,0,0,410.62,20.56,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,42.94,0

66,16:15-16:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,16.48,8.88,0,118.75,88.38,1.4,125.96,31.12,23.57,0,0,0,0,0,410.62,20.56,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,42.94,0

67,16:30-16:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,16.48,8.88,0,118.75,93.66,1.4,125.96,46.68,23.57,0,0,0,0,0,410.62,20.56,1.11,0,683.14,11.12,0,0,0,0,0,18.94,0,0,53.81,0,0,0,42.94,0

68,16:45-17:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,16.48,8.88,0,118.75,93.66,1.4,125.96,46.68,23.57,0,0,0,0,0,410.62,20.56,1.11,0,683.14,11.12,0,0,0,0,0,37.88,0,0,53.81,0,0,0,42.94,0

69,17:00-17:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,2.14,0,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,16.48,8.88,0,118.75,102.89,1.4,125.96,46.68,23.57,1.1,0,0,0,0,410.62,20.56,1.11,14.14,683.14,11.12,0,0,0,0,0,70.17,0,0,53.81,0,0,0,43.26,0

70,17:15-17:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,4,7.92,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,16.48,8.88,0,118.75,112.12,1.4,125.96,46.68,23.57,6.52,9.67,0,0,0,410.62,20.56,1.11,28.1,683.14,11.12,0,0,0,7.9,0,75.76,0,0,53.81,0,0,0,43.57,0

71,17:30-17:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,26.34,16.11,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,32.95,9.86,0,118.75,121.36,1.4,125.96,62.24,23.57,13.04,29.07,0,0,0,410.62,20.56,1.66,28.1,683.14,11.12,0,0,0,7.9,0,116.96,0,0,53.81,0,0,0,44.41,0

72,17:45-18:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,26.34,26.71,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,70.59,69.59,32.95,9.86,0,118.75,124.32,1.4,125.96,62.24,23.57,13.04,29.07,0,0,0,410.62,20.56,1.66,28.1,683.14,11.12,0,0,0,7.9,0,116.96,0,0,53.81,0,0,0,44.41,0

73,18:00-18:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,26.34,27.41,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,32.95,9.86,0,118.75,124.32,1.4,125.96,62.24,23.57,13.04,29.07,0,0,0,410.62,20.56,8.83,28.1,682.84,11.12,0,0,0,7.9,0,116.96,0,0,53.81,0,0,0,44.63,0

74,18:15-18:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,26.34,27.41,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,32.95,9.86,0,118.75,124.32,1.4,125.96,62.24,23.57,13.04,29.07,0,0,0,410.62,20.56,8.83,28.1,682.84,11.12,0,0,0,7.9,0,116.96,0,0,53.81,0,0,0,44.83,0

75,18:30-18:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,26.34,27.41,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,32.95,9.86,0,118.75,124.32,9.29,125.96,62.24,23.57,13.04,29.07,0,0,0,410.62,19.41,8.83,28.1,682.84,11.12,0,0,0,7.9,0,116.96,0,0,53.81,0,0,0,44.83,0

76,18:45-19:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,13.17,27.41,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,9.29,125.96,62.24,23.57,6.52,1.27,0,0,0,410.62,19.41,8.83,28.1,682.84,11.12,0,0,0,0,0,116.96,0,0,53.81,0,0,0,44.83,0

77,19:00-19:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,13.17,10.57,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,3.49,125.96,46.68,23.57,1.1,0,0,0,0,410.62,19.41,11.04,28.1,682.84,11.12,0,3.82,0,0,0,75.76,0,0,53.81,0,0,0,45.05,0

78,19:15-19:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,3.33,7.92,148.3,44.32,0,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,3.49,125.96,46.68,23.57,0,0,0,0,0,410.62,19.41,26.49,28.1,682.84,11.12,0,16.55,0,0,0,56.82,0,0,53.81,0,0,0,45.05,0

79,19:30-19:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,0.51,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,3.49,125.96,31.12,23.57,0,0,0,0,0,410.62,19.41,26.49,28.1,682.84,11.12,0,16.55,0,0,0,37.88,0,0,53.81,0,0,0,44.41,0

80,19:45-20:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,0.51,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,3.49,125.96,29.86,23.57,0,0,0,0,0,410.62,19.41,26.49,28.1,682.84,11.12,0,16.55,0,0,0,18.94,0,0,53.81,0,0,0,44.41,0

81,20:00-20:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,0.51,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,2.33,125.96,29.86,23.57,0,0,0,0,0,410.62,19.41,23.19,14.22,683.14,11.12,0,16.55,0,0,0,0,0,0,53.81,0,0,0,44.41,0

82,20:15-20:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,0.51,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,2.33,125.96,15.56,23.57,0,0,0,0,0,410.62,19.41,23.19,0,683.14,11.12,0,16.55,0,0,0,0,0,0,53.81,0,0,0,44.41,0

83,20:30-20:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,0.51,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,101.57,2.33,125.96,0,23.57,0,0,0,0,0,410.62,19.41,23.19,0,683.14,11.12,0,16.55,0,0,0,0,0,0,53.81,0,0,0,44.41,0

84,20:45-21:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,0.51,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,101.57,2.33,125.96,0,23.57,0,0,0,0,0,410.62,19.41,23.19,0,683.14,11.12,0,3.56,0,0,0,0,0,0,53.81,0,0,0,44.41,0

85,21:00-21:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,3.2,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,101.57,2.33,125.96,0,23.57,0,0,0,0,0,410.62,19.41,23.19,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.41,0

86,21:15-21:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,3.2,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,101.57,2.33,125.96,0,23.57,0,0,0,0,0,410.62,19.41,23.19,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.41,0

87,21:30-21:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,3.2,0,42.39,0,0,0,0,26.39,7.13,71.46,69.59,16.48,8.88,0,118.75,101.57,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,19.87,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.41,0

88,21:45-22:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,3.2,0,42.39,0,0,0,0,26.39,7.13,71.46,69.59,16.48,8.88,0,118.75,101.57,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,19.87,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.41,0

89,22:00-22:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,3.2,0,42.39,0,0,0,0,26.39,7.13,71.46,69.59,16.48,8.88,0,118.75,101.57,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,19.87,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.63,0

90,22:15-22:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,3.2,0,42.39,0,0,0,0,26.39,7.13,71.46,69.59,16.48,8.88,0,118.75,101.57,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,19.87,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.83,0

91,22:30-22:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.56,0,42.39,0,0,0,0,26.39,7.13,71.46,69.59,16.48,8.88,0,118.75,124.32,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.83,0

92,22:45-23:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.56,0,42.39,0,0,0,0,26.39,7.13,71.46,69.59,16.48,8.88,0,118.75,124.32,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.83,0

93,23:00-23:15,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,44.83,0

94,23:15-23:30,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,1.4,125.96,0,23.57,0,0,0,0,0,410.62,19.41,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,45.05,0

95,23:30-23:45,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,13.95,125.96,0,23.57,0,0,0,0,0,348.98,19.41,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,45.05,0

96,23:45-24:00,654.3,0,0,92,0,0,0,0,0,0,33.99,0,0,0,0,0,0,0,0,0,20,0,0,148.3,44.32,2.05,0,42.39,0,0,0,0,26.39,4.31,71.46,69.59,16.48,8.88,0,118.75,124.32,13.95,125.96,0,23.57,0,0,0,0,0,348.98,19.41,1.11,0,683.14,11.12,0,0,0,0,0,0,0,0,53.81,0,0,0,45.05,0

