Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/8456,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/1333,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/9334,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/04/01/2597,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/4565,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7960,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04)
69,17:00-17:15,30,38,19,16,22.02,48.22,15.17,70,45.49,14.01,38,33,32,15.17,12.34,38,33,110.11,36,36.31,2.89,4.41,9.62,7.22,271.98,1.92,2.89,66,76.27,9.62,2.89,100.21,5.71,9.62,4.59,237.81,5.06,0,5.71,50,48.1,2.15,7.68,43.29,29.5,26.64,2.42,2.02,30.78

70,17:15-17:30,22,24,12,12,17.73,41.29,15.83,53,47.51,12.01,37.67,33,16,15.83,12.66,37.67,32.03,88.67,29,26.41,2.89,3.3,9.62,7.22,271.98,1.92,2.89,66,86.76,9.62,2.89,100.21,4.28,9.62,4.59,260.29,5.06,0,4.28,50,48.1,2.15,7.68,43.29,29.5,26.64,2.42,2.02,31.29

71,17:30-17:45,15,15,7,9,13.66,32.78,18.33,35,55.01,6.6,37,20.26,7,18.33,13,37,20.4,68.28,21,17.72,2.89,2.62,9.62,7.22,271.98,1.92,2.89,66,86.76,9.62,2.89,100.21,3.39,9.62,4.59,260.29,5.06,0,3.39,50,48.1,2.15,7.68,43.29,29.5,26.96,2.42,2.02,31.29

72,17:45-18:00,7,9,4,7,9.76,23.41,18,18,54,5.6,36.67,10.55,1,18,13.66,36.67,11.11,48.78,13,10.82,2.89,1.8,9.62,7.22,271.98,1.92,2.89,66,86.76,9.62,2.89,100.21,2.33,9.62,4.59,260.29,5.06,0,2.33,50,48.1,2.15,7.68,43.29,29.5,26.96,2.42,2.02,31.29

73,18:00-18:15,3,5,2,5,6.41,16.12,17.5,7,52.5,4.6,26.67,0,0,17.5,13,26.67,0,32.05,8,6.16,2.89,1.12,9.62,7.22,271.98,1.92,2.89,66,86.76,9.62,2.89,100.21,1.45,9.62,4.59,260.29,5.25,0,1.45,50,48.1,2.3,7.68,43.29,30.5,26.96,2.05,2.17,31.29

74,18:15-18:30,1,2,1,3,3.75,10.01,17.17,4,51.49,4.6,25,0,0,17.17,13,25,0,18.73,5,2.87,2.89,0.6,9.62,7.22,271.98,1.92,2.89,84.85,86.76,9.62,2.89,100.21,0.77,9.62,4.59,260.29,5.25,0,0.77,50,48.1,2.3,7.68,43.29,30.5,20.88,2.05,2.17,31.29

75,18:30-18:45,0,1,0,3,1.86,5.42,12.83,1,38.51,4.6,24.33,0,0,12.83,13,24.33,0,9.29,2,0.58,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.25,0,0,50,48.1,2.3,7.68,43.29,30.5,30.5,2.05,2.17,31.29

76,18:45-19:00,0,0,0,1,0.56,2.71,12.67,0,37.99,4.6,23.33,0,0,12.67,13,23.33,0,2.79,1,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.25,0,0,50,48.1,2.3,7.68,43.29,30.5,30.5,2.05,2.17,31.29

77,19:00-19:15,0,0,0,0,0,0,13.33,0,40.01,4.6,30,0,0,13.33,18.34,30,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.52,0,0,50,48.1,2.3,7.68,43.29,30.5,30.5,2.05,2.17,31.29

78,19:15-19:30,0,0,0,0,0,0,13.67,0,40.99,4.6,31.67,0,0,13.67,18.66,31.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.52,0,0,50,48.1,2.3,7.68,43.29,30.5,30.5,2.05,2.17,31.29

79,19:30-19:45,0,0,0,0,0,0,14.17,0,42.49,4.6,33.33,0,0,14.17,18.66,33.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.52,0,0,50,48.1,2.15,7.68,43.29,30.5,30.5,2.05,1.16,31.29

80,19:45-20:00,0,0,0,0,0,0,14.5,0,43.5,4.6,35,0,0,14.5,18.66,35,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.52,0,0,50,48.1,2.15,7.68,43.29,30.5,30.5,2.05,1.55,31.29

81,20:00-20:15,0,0,0,0,0,0,14.83,0,44.51,4.6,36.67,0,0,14.83,14.34,36.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.7,0,0,50,48.1,2.15,7.68,43.29,30.5,30.5,2.15,1.87,31.29

82,20:15-20:30,0,0,0,0,0,0,15,0,45,4.6,38.33,0,0,15,14.66,38.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.7,0,0,50,48.1,2.15,7.68,43.29,30.5,30.5,2.15,1.87,30.78

83,20:30-20:45,0,0,0,0,0,0,12.33,0,37.01,4.6,21.67,0,0,12.33,11.66,21.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.7,0,0,50,48.1,2.07,7.68,43.29,30.5,30.5,2.15,1.87,30.78

84,20:45-21:00,0,0,0,0,0,0,12.5,0,37.5,4.6,22.67,0,0,12.5,11,22.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.7,0,0,50,48.1,2.07,7.68,43.29,30.5,30.5,2.15,1.87,30.78

85,21:00-21:15,0,0,0,0,0,0,12.83,0,38.51,4.6,23.33,0,0,12.83,10,23.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.9,0,0,50,48.1,2.07,7.68,43.29,30.5,30.5,2.15,1.87,30.78

86,21:15-21:30,0,0,0,0,0,0,13.33,0,40.01,4.6,25,0,0,13.33,9.34,25,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.9,0,0,50,48.1,2.07,7.68,43.29,30.5,30.5,2.15,1.87,31.29

87,21:30-21:45,0,0,0,0,0,0,8.33,0,25.01,4.6,18.33,0,0,8.33,6.66,18.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.9,0,0,50,48.1,2.07,7.68,43.29,30.5,30.5,2.15,2.17,31.29

88,21:45-22:00,0,0,0,0,0,0,8.33,0,25.01,4.6,18.33,0,0,8.33,6.66,18.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,5.9,0,0,50,48.1,2.07,7.68,43.29,30.5,30.5,2.15,2.17,31.29

89,22:00-22:15,0,0,0,0,0,0,8.33,0,25.01,4.6,24.33,0,0,8.33,6.66,24.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.17,0,0,50,48.1,2.3,7.68,43.29,30.5,30.5,2.24,2.17,31.29

90,22:15-22:30,0,0,0,0,0,0,8.33,0,25.01,4.6,25,0,0,8.33,6.66,25,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.17,0,0,50,48.1,2.3,7.68,43.29,30.5,30.5,2.24,2.17,31.29

91,22:30-22:45,0,0,0,0,0,0,8.33,0,25.01,4.6,25.33,0,0,8.33,7.66,25.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.17,0,0,50,48.1,2.3,7.68,43.29,9.34,30.5,2.24,2.17,31.29

92,22:45-23:00,0,0,0,0,0,0,8.33,0,25.01,4.6,25.67,0,0,8.33,7.66,25.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.17,0,0,50,48.1,2.3,7.68,43.29,9.34,30.5,2.24,2.17,31.29

93,23:00-23:15,0,0,0,0,0,0,8.33,0,25.01,4.6,27.33,0,0,8.33,7.66,27.33,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.35,0,0,50,48.1,2.3,7.68,43.29,9.34,30.5,2.24,2.17,31.29

94,23:15-23:30,0,0,0,0,0,0,8.33,0,25.01,4.6,29.67,0,0,8.33,8,29.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.35,0,0,50,48.1,2.3,7.68,43.29,9.34,30.5,2.24,2.17,31.29

95,23:30-23:45,0,0,0,0,0,0,8.33,0,25.01,4.6,32,0,0,8.33,8,32,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.35,0,0,50,48.1,2.3,7.68,43.29,9.34,30.5,2.24,2.17,31.29

96,23:45-24:00,0,0,0,0,0,0,8.33,0,25.01,4.6,34.67,0,0,8.33,7.66,34.67,0,0,0,0,2.89,0,9.62,7.22,252.02,1.92,2.89,115.01,86.76,9.62,2.89,100.21,0,9.62,4.59,260.29,6.35,0,0,50,48.1,2.3,7.68,43.29,9.34,30.5,2.24,2.17,31.29

