Time,Block,NR/2024/20052/A/19679,NR/2024/20040/A/20145,NR/2024/20090/A/19764,NR/2024/20212/A/19868,NR/2024/20402/C,NR/2024/19637/A/19853,NR/2024/19432/A/20139,NR/2024/19355/A/20243,NR/2024/19699/A/20137,NR/2024/20393/C,NR/2024/20109/A/20242,NR/2024/19588/A/19877,NR/2024/20403/C,NR/2024/20050/A/20090,NR/2024/20082/A/20146,NR/2024/20041/A/20092,NR/2024/20033/A/20135,NR/2024/19475/A/20074,NR/2024/20144/A/19869,NR/2024/19918/A/20147,NR/2024/19779/A/19748,NR/2024/20130/A/19848,NR/2024/20411/C,NR/2024/20142/A/19870,NR/2024/19966/A/19839,NR/2024/19760/A/20038,NR/2024/20034/A/20133,NR/2024/20211/A/19867,NR/2024/20141/A/19871,NR/2024/20048/A/20091,NR/2024/20037/A/20036,NR/2024/20406/C,NR/2024/20031/A/20134,NR/2024/20408/C,NR/2024/19683/A/19781,NR/2024/20394/C,NR/2024/20395/C,Total
59,14:30-14:45,6.760000,14.490000,1.930000,0.610000,0.000000,24.140000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,48.290000,12.440000,193.160000,0.880000,13.520000,0.970000,0.480000,28.390000,0.520000,38.630000,48.290000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,7.91,1069.3

60,14:45-15:00,6.760000,14.490000,1.930000,0.610000,0.000000,24.140000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,48.290000,12.440000,193.160000,0.880000,13.520000,0.970000,0.480000,28.390000,0.520000,38.630000,48.290000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,5.92,1067.31

61,15:00-15:15,8.690000,14.490000,1.930000,0.610000,0.000000,24.140000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,48.290000,12.440000,193.160000,0.880000,13.520000,0.970000,0.480000,28.390000,0.520000,38.630000,48.290000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,2.03,1065.35

62,15:15-15:30,8.690000,14.490000,1.930000,0.610000,0.000000,24.140000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,48.290000,12.440000,193.160000,0.880000,13.520000,0.970000,0.480000,28.390000,0.520000,38.630000,48.290000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,1.21,1064.53

63,15:30-15:45,8.690000,14.490000,1.930000,0.610000,0.000000,24.140000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,48.290000,12.440000,193.160000,0.880000,13.520000,0.970000,0.480000,28.390000,0.520000,38.630000,48.290000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,0.91,1064.23

64,15:45-16:00,8.690000,14.490000,1.930000,0.610000,0.000000,24.140000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,48.290000,12.440000,193.160000,0.880000,13.520000,0.970000,0.480000,28.390000,0.520000,38.630000,48.290000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,0.81,1064.13

65,16:00-16:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,28.390000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,0.78,904.6

66,16:15-16:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,28.390000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,27.140000,0.64,904.46

67,16:30-16:45,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,53.600000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,51.380000,0.79,954.06

68,16:45-17:00,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,64.710000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,53.600000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,51.380000,0.69,953.96

69,17:00-17:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,40.560000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,56.890000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,54.470000,0.73,936.23

70,17:15-17:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,40.560000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,56.890000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,54.470000,0.41,935.91

71,17:30-17:45,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,40.560000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,72.720000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,69.730000,0.11,966.7

72,17:45-18:00,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,26.080000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,81.710000,0,976.55

73,18:00-18:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,0.000000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,109.040000,0,976.74

74,18:15-18:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,0.000000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,109.040000,0,976.74

75,18:30-18:45,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,14.550000,96.580000,48.290000,0.000000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,109.040000,0,976.74

76,18:45-19:00,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,13.140000,96.580000,48.290000,0.000000,183.500000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,109.040000,0,975.33

77,19:00-19:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,36.700000,1.930000,109.040000,0,1068.93

78,19:15-19:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,28.010000,1.930000,109.040000,0,1060.24

79,19:30-19:45,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,65.670000,1.930000,109.040000,0,1097.9

80,19:45-20:00,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,85.960000,1.930000,109.040000,0,1118.19

81,20:00-20:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,224.070000,1.930000,109.040000,0,1256.3

82,20:15-20:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,221.170000,1.930000,109.040000,0,1253.4

83,20:30-20:45,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,226.960000,1.930000,109.040000,0,1259.19

84,20:45-21:00,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,12.090000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.820000,0.480000,84.120000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,228.890000,1.930000,109.040000,0,1261.12

85,21:00-21:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,241.450000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.770000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,81.710000,0,1247.05

86,21:15-21:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,241.450000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.770000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,81.710000,0,1247.05

87,21:30-21:45,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,241.450000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.770000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,81.710000,0,1247.05

88,21:45-22:00,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,65.110000,0.000000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.770000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,0.000000,36.220000,0.000000,37.310000,0.000000,1.930000,81.710000,0,1070.71

89,22:00-22:15,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.720000,0.480000,166.890000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,0.000000,0,1319.43

90,22:15-22:30,8.690000,14.490000,1.930000,0.610000,0.000000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.720000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1319.43

91,22:30-22:45,8.690000,14.490000,1.930000,0.610000,23.110000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,0.000000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.720000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1342.54

92,22:45-23:00,8.690000,14.490000,1.930000,0.610000,48.290000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,127.100000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.720000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1494.82

93,23:00-23:15,8.690000,14.490000,1.930000,0.610000,96.580000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,241.450000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.630000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1657.37

94,23:15-23:30,8.690000,14.490000,1.930000,0.610000,96.580000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,241.450000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.630000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1657.37

95,23:30-23:45,8.690000,14.490000,1.930000,0.610000,96.580000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,241.450000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.630000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1657.37

96,23:45-24:00,8.690000,14.490000,1.930000,0.610000,96.580000,0.000000,11.780000,96.580000,48.290000,0.000000,241.450000,66.820000,209.740000,90.540000,11.590000,0.000000,12.440000,193.160000,0.880000,13.520000,0.630000,0.480000,85.180000,0.520000,0.000000,0.000000,37.310000,1.590000,0.350000,30.180000,36.220000,193.160000,37.310000,0.000000,1.930000,81.710000,0,1625.66

