Block,Time Block,DULHASTI,DHAULIGNGA,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,DADRT2,CHAMERA3,SIMHST1,RSTPSU7,RIHAND3,SALAL,SEWA2,SINGRAULI_HYDRO,RIHAND2,SINGRAULI,SASAN,RSTPSU1TO6,SIMHST2,KOLDAM,KKNP,KKNPPU2,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NAPP,NNTPP,KOTESHWR,TEHRI,TALST2,TANAKPUR,TelanganaSTPP,TANDA2,TALA,CHAMERA1,BSIUL,BRBCL,CHAMERA2,RAMPUR,RAPPB,PARBATI3,PARBATI2,RIHAND1,NTPL,RAPPC,KISHANGANGA,KHSTPP-II,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,19.07,0,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.74,0,0,0,0,0,0,358.19,0,0,0,88.2,38.03,0,0.96,86.75,121.76,403.07,0,0,0,0,0,0,0,0,26.59,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,1.98,0,6.28,19.25,0,1.05,0,0,3.61,30.05,0,64.23,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

58,14:15-14:30,19.07,0,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.74,0,0,0,0,0,0,358.19,0,0,0,88.2,38.03,0,0.96,86.75,121.76,403.07,0,0,0,0,0,0,0,0,53.19,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,1.98,0,6.28,19.25,0,2.1,0,0,8.66,30.05,0,64.23,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

59,14:30-14:45,19.07,0,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.74,0,0,0,0,0,0,358.19,0,0,0,88.2,38.03,0,0.96,86.76,121.77,403.07,0,0,0,0,0,0,0,0,79.78,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,0.85,0,6.28,19.25,0,3.15,0,0,8.66,30.05,0,64.23,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

60,14:45-15:00,19.07,0,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.74,0,0,0,0,0,0,358.19,0,0,0,88.2,38.03,0,0.96,86.97,121.77,403.07,0,0,0,0,0,0,0,0,86.14,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,0.85,0,6.28,19.25,0,3.4,0,0,8.66,30.05,0,64.23,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

61,15:00-15:15,19.07,0,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.74,0,0,0,0,0,0,358.19,0,0,0,88.2,25.73,0,0.96,85.78,120.64,403.07,0,0,1.85,0,0,0,0,0,86.14,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,0,0,6.28,19.25,0,3.4,0,0,8.66,29.97,0,65.05,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

62,15:15-15:30,19.07,0,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.74,0,0,0,0,0,0,358.19,0,0,0,88.2,25.73,0,0.96,85.78,120.64,403.07,0,0,1.85,0,0,0,0,0,86.14,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,0,0,6.28,19.25,0,3.4,0,0,8.66,29.97,0,65.05,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

63,15:30-15:45,19.07,10.52,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.21,0,0,0,0,0,0,358.19,0,0,0,88.2,25.73,0,0.96,85.78,120.64,403.07,0,0,1.85,0,0,0,0,0,86.14,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,0,0,6.28,19.25,0,3.4,0,0,8.66,29.97,0,65.69,8.24,68.03,24.56,128.98,0,0,9.41,0,0,0,0,0

64,15:45-16:00,19.07,10.52,11.9,0,47.29,0,0,12.65,0,0,0.82,0,0,36.62,16.21,0,0,0,0,0,0,358.19,0,0,0,88.2,25.73,0,0.96,85.78,120.64,403.07,0,0,1.85,0,0,0,0,0,86.14,0,0,0,49.41,0,10.02,0,0,1.11,0,3.01,0,0,6.28,19.25,0,3.4,0,0,8.66,29.97,0,65.69,8.24,68.03,24.56,186.72,0,0,9.41,0,0,0,0,0

65,16:00-16:15,19.07,10.52,11.9,0,47.29,0,0,11.86,0,0,0.82,0,0,36.62,14.65,0,0,0,0,0,0,362.04,0,0,0,88.2,25.73,4.59,0.96,77.15,106.63,403.07,0,0,1.85,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,12.19,0,1.11,0,2.9,0,13.52,6.28,19.25,0,2.89,0,4.13,8.66,27.57,0,66.35,8.24,68.03,24.56,186.72,0,0,9.41,0,0,0,0,0

66,16:15-16:30,19.07,10.52,11.9,0,47.29,0,0,11.86,0,0,0.82,0,0,36.62,14.65,0,0,0,0,0,0,362.04,0,0,0,88.2,25.73,8.59,0.96,77.15,106.63,403.07,0,0,1.85,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,12.19,0,1.11,0,2.9,0,23.11,6.28,19.25,0,2.89,0,4.13,8.66,27.57,0,66.35,8.24,68.03,24.56,186.72,0,0,9.41,0,0,0,0,0

67,16:30-16:45,19.07,10.52,11.9,0,47.29,0,0,11.86,0,0,0.82,0,0,36.3,14.65,0,0,0,0,0,0,362.04,0,0,0,88.2,25.73,18.09,0.96,77.15,106.63,403.07,0,0,4.58,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,24.37,0,1.72,0,2.9,2.83,27.05,6.28,19.25,0,2.89,0,4.13,8.66,27.57,0,66.99,8.24,86,29.11,186.72,0,0,9.41,0,0,0,0,0

68,16:45-17:00,19.07,10.52,11.9,0,47.29,0,0,11.86,0,0,0.82,0,0,36.3,14.65,0,0,0,0,0,0,362.04,0,0,0,88.2,25.73,18.17,0.96,77.15,106.63,403.07,0,0,5.78,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,24.37,0,1.72,0,2.9,2.83,27.05,6.28,19.25,0,2.89,0,4.13,8.66,27.57,0,66.99,8.24,86,29.11,186.72,0,0,9.41,0,0,0,0,0

69,17:00-17:15,19.07,10.52,14.44,0,47.29,0,0,12.65,0,0,0.82,0,0,36.3,16.64,0,0,0,0,0,0,362.04,0,0,0,88.2,33.55,18.17,0.96,92.06,125.18,403.07,0,0,8.21,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,24.37,0,1.72,0,2.9,2.83,27.05,1.06,19.25,0,2.89,0,4.13,8.66,30.32,0,67.32,8.24,99.14,35.16,292.6,0,0,10.18,0,0,0,0,0

70,17:15-17:30,19.07,10.52,14.44,0,47.29,0,0,12.65,0,0,0.82,0,0,36.3,16.64,0,0,0,0,0,0,362.04,0,0,0,88.2,76.4,18.17,0.96,92.97,125.18,403.07,0,0,7.4,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,36.56,0,1.72,0,2.9,2.83,27.05,1.06,19.25,4.43,2.89,0,4.13,8.66,30.32,0,67.32,8.24,99.14,35.16,292.6,0,0,10.18,0,0,0,0,0

71,17:30-17:45,19.07,10.52,14.44,0,47.29,0,0,12.65,0,0,0.82,0,0,36.3,16.64,0,0,0,0,0,0,362.04,0,0,0,88.2,76.4,18.17,0.96,92.97,125.18,403.07,0,0,7.4,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,36.56,0,4.19,0,2.9,1.14,27.05,1.06,19.25,15.64,2.89,0,4.13,8.66,30.32,0,67.64,8.24,99.14,35.16,79.89,0,0,10.18,0,0,0,0,0

72,17:45-18:00,38.13,10.52,14.44,0,49.41,0,0,12.65,0,0,0.82,0,0,36.3,16.64,0,0,0,0,0,0,362.04,0,0,0,88.2,76.4,18.17,0.96,92.97,125.18,403.07,0,0,7.4,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,36.56,0,4.19,0,2.9,0,27.05,1.06,19.25,15.64,2.89,0,4.13,8.66,30.32,0,67.64,8.24,99.14,35.16,79.89,0,0,10.18,0,0,0,0,0

73,18:00-18:15,38.13,10.52,19.24,0,49.41,0,0,14.75,0,0,1.47,0,0,36.3,19.74,0,0,0,0,0,0,404.39,11.21,0,0,120.7,25.73,18.17,0.96,117.47,140.25,403.07,0,0,7.4,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,36.56,0,4.19,0,2.9,0,27.05,6.28,19.25,15.64,2.89,0,16.23,8.66,43.71,0,67.64,8.24,128.14,43.82,161.13,0,0,11.26,0,0,0,0,0

74,18:15-18:30,57.2,21.04,20.95,0,49.41,0,0,15.09,0,0,1.75,0,0,36.3,20.02,0,0,0,0,0,0,414.02,22.43,0,0,123.19,25.73,18.17,0.96,117.47,140.25,403.07,0,0,7.4,0,0,0,0,0,73.21,0,0,0,49.41,0,10.02,36.56,0,4.19,0,2.9,0,40.57,6.28,19.25,31.27,2.89,0,23.59,8.66,43.72,0,67.64,8.24,128.14,43.82,196.35,0,0,11.26,0,0,0,0,0

75,18:30-18:45,57.2,42.08,20.95,0,50.4,0,0,15.18,0,0,1.27,0,0,36.3,20.02,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,403.07,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,4.19,0,2.9,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,301.83,0,0,11.26,0,0,0,0,0

76,18:45-19:00,57.2,42.08,20.95,0,50.4,0,0,15.18,0,0,1.27,0,0,36.3,20.02,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,403.07,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,4.19,0,2.9,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,330.71,0,0,11.26,0,0,0,0,0

77,19:00-19:15,57.2,42.08,21.09,0,50.4,0,0,15.42,0,0,2.16,0,0,36.3,20.53,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,403.07,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,4.19,0,3.9,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,255.31,0,0,11.26,0,0,0,0,0

78,19:15-19:30,57.2,42.08,21.43,0,50.4,0,0,15.42,0,0,2.16,0,0,36.3,20.53,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,403.07,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,4.19,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,247.88,0,0,11.26,0,0,0,0,0

79,19:30-19:45,57.2,42.08,34.58,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,403.07,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,1.11,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,335.39,0,0,11.26,0,0,0,0,0

80,19:45-20:00,57.2,42.08,35.95,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,403.07,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,1.11,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,335.39,0,0,11.26,0,0,0,0,0

81,20:00-20:15,57.2,42.08,35.95,0,48.35,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,384.4,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,1.11,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,334.51,0,0,11.26,0,0,0,0,0

82,20:15-20:30,57.2,42.08,35.95,0,48.35,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,368.16,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,22.27,36.56,0,1.11,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,323.74,0,0,11.26,0,0,0,0,0

83,20:30-20:45,57.2,42.08,35.95,0,48.35,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,18.17,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,10.02,36.56,0,1.11,0,3.92,0,40.57,3.18,19.25,46.91,4.14,0,8.85,14.42,44.7,0,67.64,8.29,128.14,43.82,323.74,0,0,11.26,0,0,0,0,0

84,20:45-21:00,57.2,21.04,35.95,0,48.35,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,18.17,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,10.02,36.56,0,1.11,0,3.92,0,40.57,3.18,19.25,46.91,4.14,0,7.38,14.42,44.7,0,67.64,8.29,128.14,43.82,314.11,0,0,11.26,0,0,0,0,0

85,21:00-21:15,57.2,21.04,35.95,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,18.17,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,10.02,36.56,0,1.11,0,3.92,0,40.57,3.18,19.25,46.91,4.14,0,7.38,14.42,44.7,0,67.64,8.29,128.14,43.82,314.11,0,0,11.26,0,0,0,0,0

86,21:15-21:30,57.2,21.04,35.95,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,18.17,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,20.05,36.56,0,1.11,0,3.92,0,40.57,6.28,19.25,46.91,4.14,0,8.85,14.42,44.7,0,67.64,8.29,128.14,43.82,335.39,0,0,11.26,0,0,0,0,0

87,21:30-21:45,57.2,42.08,35.95,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,33.42,36.56,0,1.11,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,335.39,0,0,11.26,0,0,0,0,0

88,21:45-22:00,57.2,42.08,35.95,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,33.42,36.56,0,1.11,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,27.4,44.7,0,67.64,8.29,128.14,43.82,335.39,0,0,11.26,0,0,0,0,0

89,22:00-22:15,57.2,42.08,35.95,0,50.4,0,0,20.82,0,0,2.16,0,0,36.3,26.61,0,0,0,0,0,0,432.46,33.67,0,0,125.75,25.73,19.32,0.96,119.77,144.45,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,33.42,36.56,0,0,0,3.92,0,40.57,18.83,19.25,46.91,4.14,0,38.35,0,44.7,0,67.64,8.29,128.14,43.82,335.39,0,0,11.26,0,0,0,0,0

90,22:15-22:30,57.2,42.08,21.43,0,50.4,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,432.46,33.67,0,0,90.76,76.4,19.32,0.96,95.27,129.39,335.89,0,0,9.16,0,0,0,0,0,106.39,0,0,0,49.41,0,33.42,36.56,0,0,0,2.9,0,40.57,18.83,19.25,46.91,4.14,0,38.35,0,31.3,0,67.64,8.29,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

91,22:30-22:45,38.13,21.04,21.43,0,48.35,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,432.46,22.43,0,0,90.76,76.4,18.17,0.96,95.27,129.39,335.89,0,0,9.16,0,0,0,0,0,79.78,0,0,0,49.41,0,11.14,36.56,0,0,0,2.9,0,40.57,12.55,19.25,46.91,3.15,0,32.45,0,31.3,0,67.64,8.24,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

92,22:45-23:00,38.13,10.52,21.43,0,48.35,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,432.46,22.43,0,0,90.76,76.4,18.17,0.96,95.27,129.39,335.89,0,0,9.16,0,0,0,0,0,79.78,0,0,0,49.41,0,10.02,36.56,0,0,0,2.9,0,40.57,12.55,19.25,46.91,3.15,0,19.17,0,31.3,0,67.64,8.24,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

93,23:00-23:15,38.13,10.52,21.43,0,48.35,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,432.46,11.21,0,0,90.76,25.73,18.17,0.96,95.27,129.39,335.89,0,0,9.16,0,0,0,0,0,79.78,0,0,0,49.41,0,10.02,36.56,0,0,0,2.9,0,40.57,12.55,19.25,46.91,3.15,0,18.87,0,31.3,0,67.64,8.24,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

94,23:15-23:30,38.13,10.52,21.43,0,48.35,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,432.46,11.21,0,0,90.76,25.73,18.17,0.96,95.27,129.39,335.89,0,0,6.87,0,0,0,0,0,79.78,0,0,0,49.41,0,10.02,36.56,0,0,0,2.9,0,40.57,12.55,19.25,31.27,3.15,0,18.87,0,31.3,0,67.64,8.24,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

95,23:30-23:45,38.13,1.53,21.43,0,48.35,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,432.46,11.21,0,0,90.76,25.73,18.17,0.96,95.27,129.39,335.89,0,0,4.58,0,0,0,0,0,79.78,0,0,0,49.41,0,10.02,36.56,0,0,0,2.9,0,40.57,12.55,19.25,31.27,3.15,0,18.87,0,31.3,0,67.64,8.24,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

96,23:45-24:00,38.13,1.53,21.43,0,48.35,0,0,15.42,0,0,1.67,0,0,36.3,20.53,0,0,0,0,0,0,426.53,11.21,0,0,90.76,25.73,18.17,0.96,95.27,129.39,335.89,0,0,4.58,0,0,0,0,0,79.78,0,0,0,49.41,0,10.02,34.7,0,0,0,2.9,0,40.57,12.55,19.25,31.27,3.15,0,18.87,0,31.3,0,67.64,8.24,99.14,35.16,335.39,0,0,10.18,0,0,0,0,0

