Column1,Time,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,GNA/NR/2025/05/01/3877,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/4138,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/9252,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/20/6516,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/8068,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/16/9317,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6160,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/20/8885,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/7902,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02
63,15:30-15:45,40.35,35,57,72,0,32,201.72,63,75.07,91.75,25.17,75.49,25.17,25,76.33,33,33,33,76.33,36.01,28.98,11.09,82.11,0,0,76.59,10.2,5.15,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,30.78,6.16,4.98,29.1,0,10.35,273.14,13.39,13.39,0,26.8,226.93

64,15:45-16:00,37.32,34,52,67,0,29,186.59,58,70.24,81.19,25.5,76.5,25.5,25,76.33,33,33,33,76.33,36.01,28.98,11.09,100.64,0,0,76.59,10.2,5.15,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,6.16,4.98,29.1,0,9.58,273.14,12.4,12.4,0,26.8,226.93

65,16:00-16:15,34.24,31,48,58,0,27,171.19,53,64.21,72.04,25,75,25,25,76.67,33,33,33,76.67,36.01,28.98,11.28,100.64,0,0,87.13,10.2,5.43,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,6.47,5.22,29.1,0,8.77,273.14,11.35,11.35,0,26.8,261.4

66,16:15-16:30,31.03,26,43,54,0,24,155.16,48,58.37,60.05,25.17,75.49,25.17,25,76.67,33,33,33,76.67,36.01,28.98,11.28,100.64,0,0,87.13,10.2,5.43,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,6.47,5.22,29.1,0,7.95,273.14,10.28,10.28,0,26.8,261.4

67,16:30-16:45,27.8,22,39,47,0,22,138.98,43,51.75,46.92,25,75,25,25,77,33,33,33,77,36.01,28.98,11.28,100.64,0,0,87.13,10.2,5.43,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,6.47,5.45,29.1,0,7.12,273.14,9.22,9.22,0,26.8,261.4

68,16:45-17:00,24.29,20,33,40,0,18,121.44,37,45.69,39.88,24.83,74.51,24.83,25,77.33,33,33,33,77.33,36.01,28.98,11.28,100.64,0,0,87.13,10.2,5.43,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,6.47,5.45,29.1,0,6.3,273.14,8.16,8.16,0,26.8,261.4

69,17:00-17:15,20.6,16,27,33,0,15,102.99,30,38.22,32.81,24.83,74.51,24.83,25,76.67,33,26.35,33,76.67,36.01,28.98,11.83,100.64,0,0,87.13,10.2,6.09,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,7.54,5.69,29.1,0,5.43,273.14,7.03,7.03,0,26.8,261.4

70,17:15-17:30,17.14,11,21,27,0,12,85.68,23,31.23,25.9,24.67,73.99,24.67,25,74.67,30.64,9.4,30.64,74.67,36.01,28.98,11.83,100.64,0,0,87.13,10.2,6.09,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,7.54,5.69,29.1,0,4.54,273.14,5.86,5.86,0,26.8,261.4

71,17:30-17:45,13.68,9,15,20,0,8,68.4,17,23.81,19.05,24.33,73.01,24.33,20,59.33,21.86,4.7,21.32,59.33,30.41,28.98,11.83,100.64,0,0,87.13,10.2,6.09,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,7.54,5.69,29.1,0,3.68,273.14,4.76,4.76,0,26.8,261.4

72,17:45-18:00,10.38,6,9,13,0,5,51.92,10,17.07,12.95,23.33,70.01,23.33,20,58.33,13.99,0.94,13.53,58.33,30.41,28.98,11.83,100.64,0,0,87.13,10.2,6.09,0,13.52,115.51,0,0,193.2,24.15,0,10.63,7.25,15.36,96.6,26.8,0,0,14.49,31.29,7.54,5.69,29.1,0,2.83,273.14,3.67,3.67,0,26.8,261.4

73,18:00-18:15,7.46,5,6,8,0,3,37.32,7,11.69,7.83,18,54,18,19.33,57.67,7.89,0,3.6,57.67,36.01,28.98,13.22,100.64,5.8,0,87.13,10.2,6.37,67.62,13.52,115.51,19.32,0,193.2,24.15,14.49,10.63,7.25,15.36,96.6,29,5.8,0,14.49,31.29,8.24,5.69,29.1,0,2.03,273.14,2.63,2.63,28.98,26.32,261.4

74,18:15-18:30,5,3,3,5,0,2,24.99,3,8.07,4.12,17.47,52.39,17.47,19,56,3.01,0,1.67,56,36.01,28.98,13.22,100.64,5.8,0,69.15,10.2,6.37,67.62,13.52,115.51,19.32,0,193.2,24.15,14.49,10.63,7.25,15.36,96.6,29,5.8,0,14.49,31.29,8.24,5.69,29.1,0,1.31,273.14,1.7,1.7,28.98,26.32,261.4

75,18:30-18:45,3.13,1,1,2,0,1,15.64,1,5.17,1.9,17.2,51.6,17.2,18,54.33,0.21,0,0,54.33,37.02,28.98,13.22,100.64,5.8,0,87.13,10.2,6.37,67.62,13.52,115.51,19.32,0,193.2,24.15,14.49,10.63,7.25,15.36,96.6,29,5.8,0,0,31.29,8.24,5.92,29.1,0,0.75,273.14,0.97,0.97,28.98,26.32,261.4

76,18:45-19:00,1.73,1,1,1,0,0,8.62,1,3.5,0,16.8,50.4,16.8,17.33,52.67,0,0,0,52.67,37.02,28.98,13.22,100.64,5.8,0,87.13,10.2,6.37,67.62,13.52,115.51,19.32,0,193.2,24.15,14.49,10.63,7.25,15.36,96.6,29,5.8,0,0,31.29,8.24,5.92,29.1,0,0.34,273.14,0.44,0.44,28.98,26.32,261.4

77,19:00-19:15,0.65,0,0,0,0,0,3.24,0,1.83,0,16.4,49.2,16.4,20.67,58.74,0,0,0,58.74,37.02,28.98,13.68,100.64,5.8,0,87.13,10.46,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29,5.8,0,0,31.29,8.7,5.92,29.1,47.62,0,273.14,0,0,28.98,29,261.4

78,19:15-19:30,0.08,0,0,0,0,0,0.37,0,0.85,0,16.27,48.79,16.27,20.42,56.42,0,0,0,56.42,36.82,28.98,13.68,100.64,5.8,0,87.13,10.46,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29,5.8,0,0,31.29,8.7,5.92,29.1,47.62,0,273.14,0,0,28.98,29,261.4

79,19:30-19:45,0.01,0,0,0,0,0,0.05,0,0.35,0,22.15,66.45,22.15,20.18,53.86,0,0,0,53.86,36.42,28.98,13.68,100.64,5.8,0,87.13,10.46,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29,5.8,0,0,31.29,8.7,5.77,29.1,47.62,0,273.14,0,0,28.98,29,261.4

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,21.69,65.05,21.69,19.72,50.78,0,0,0,50.78,36.01,28.98,13.68,100.64,5.8,0,87.13,10.46,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29,5.8,0,0,31.29,8.7,5.77,29.1,47.62,0,273.14,0,0,28.98,29,261.4

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,18.99,56.97,18.99,17.68,55,0,0,0,55,32.41,28.98,13.96,100.64,5.8,0,87.13,10.46,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.85,5.77,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,18.64,55.9,18.64,17.63,53.33,0,0,0,53.33,31.81,28.98,13.96,100.64,5.8,0,87.13,10.46,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.85,5.77,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,18.11,54.33,18.11,17.19,51.67,0,0,0,51.67,31.21,28.98,13.96,100.64,5.8,0,87.13,10.2,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.85,6.7,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,17.43,52.31,17.43,16.89,50,0,0,0,50,30.01,28.98,13.96,100.64,5.8,0,87.13,10.2,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.85,6.7,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,17.25,51.72,17.25,16.35,46.67,0,0,0,46.67,29.61,28.98,14.14,100.64,5.8,0,87.13,10.2,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.85,6.7,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,17.22,51.67,17.22,16.15,41.67,0,0,0,41.67,30.01,28.98,14.14,100.64,5.8,0,87.13,10.2,6.56,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,30.78,7.85,6.7,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,16.99,50.99,16.99,15.91,35.68,0,0,0,35.68,33.61,28.98,15.07,100.64,5.8,0,87.13,10.2,7.5,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,30.78,7.85,6.7,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,16.91,50.75,16.91,15.69,34.85,0,0,0,34.85,33.01,28.98,15.07,100.64,5.8,0,87.13,10.2,7.5,67.62,13.52,115.51,19.32,193.2,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,30.27,7.85,6.7,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,15.42,46.28,15.42,12.65,35.31,0,0,0,35.31,33.01,28.98,15.07,100.64,5.8,0,87.13,10.2,7.5,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.54,6.23,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,15.31,45.94,15.31,12.67,35,0,0,0,35,33.01,28.98,15.07,100.64,5.8,0,87.13,10.2,7.5,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.54,6.23,29.1,47.62,0,273.14,0,0,28.98,29.5,261.4

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,15.04,45.09,15.04,12.86,34.29,0,0,0,34.29,32.41,28.98,15.07,100.64,5.8,0,87.13,10.2,7.5,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.54,6.23,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,15.07,45.22,15.07,12.75,34.33,0,0,0,34.33,31.61,28.98,15.07,100.64,5.8,0,87.13,10.2,7.5,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.54,6.23,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,15.26,45.78,15.26,12.58,34.65,0,0,0,34.65,31.01,28.98,14.79,100.64,5.8,0,87.13,10.2,7.22,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,31.29,7.54,6.23,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,15.15,45.43,15.15,12.47,35.55,0,0,0,35.55,30.01,28.98,14.79,100.64,5.8,0,87.13,10.2,7.22,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,30.79,7.54,6.23,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,15.07,45.22,15.07,12.27,35.93,0,0,0,35.93,28.01,28.98,14.79,100.64,5.8,0,87.13,10.2,7.22,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,30.79,7.54,6.23,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,15.16,45.49,15.16,11.95,36.13,0,0,0,36.13,26.41,28.98,14.79,100.64,5.8,0,87.13,10.2,7.22,67.62,13.52,115.51,19.32,0,193.2,22.91,14.49,10.63,7.25,15.36,96.6,29.5,5.8,0,0,30.79,7.54,6.23,29.1,42.02,0,273.14,0,0,28.98,29.5,261.4

