Column1,Time,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/16082024/31082024/MPL/24-25/STOA/128,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/15082037/GNA_NR_2012_01,NR/16082024/31082024/APL-Raigarh_august,NR/30092023/26122029/SH-06,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17
77,19:00-19:15,78.89,0,6.39,76.57,24.68,0,0.07,0.08,273.05,0,0.07,32,19.18,5.94,21.25,18.33,0,0,55,0,0,53.11,96.57,14.5536,96.57,227.5,0,48.28,24.14,31.29,12.44,0,46.33,1,15.66,46.33,0,6.03,1,18.34,0,2,1.21,0,11.47,0

78,19:15-19:30,87.41,0,6.39,76.57,24.68,0,0.01,0.01,273.05,0,0.01,32,19.18,5.94,21.25,18.17,0,0,54.5,0,0,53.11,96.57,14.5536,96.57,227.5,0,48.28,24.14,31.29,12.44,0,45,1,15.34,45,0,1.68,0,18.16,0,1,0.34,0,10.4,0

79,19:30-19:45,95.91,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19.18,5.94,21.25,18.46,0,0,55.39,0,0,82.08,96.57,1.9536,96.57,262.19,0,48.28,24.14,31.29,12.44,0,42.67,0,14.66,42.67,0,0.49,0,18.47,0,0,0.1,0,6.96,0

80,19:45-20:00,104.43,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19.18,5.94,21.25,17.73,0,0,53.17,0,0,100.61,96.57,1.9536,96.57,262.19,0,48.28,24.14,31.29,12.44,0,40,0,14,40,0,0,0,17.72,0,0,0,0,6.96,0

81,20:00-20:15,112.94,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19.18,5.76,21.25,14.17,0,0,42.5,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,31.29,12.44,0,37.33,0,13.66,37.33,0,0,0,14.16,0,0,0,0,6.96,0

82,20:15-20:30,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19.18,5.76,21.25,13.67,0,0,41,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,31.29,12.44,0,35,0,13.34,35,0,0,0,13.66,0,0,0,0,6.96,0

83,20:30-20:45,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19.18,5.76,21.25,10.83,0,0,32.5,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,31.29,12.44,0,29.33,0,12,29.33,0,0,0,10.84,0,0,0,0,6.96,0

84,20:45-21:00,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19.18,5.76,21.25,10,0,0,30,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,31.29,12.44,0,28.33,0,11.66,28.33,0,0,0,10,0,0,0,0,6.96,0

85,21:00-21:15,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19,5.76,21.25,9.67,0,0,29,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,30.28,12.44,0,26.67,0,11,26.67,0,0,0,9.66,0,0,0,0,6.96,0

86,21:15-21:30,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19,5.76,21.25,9.17,0,0,27.5,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,30.28,12.44,0,26,0,10.66,26,0,0,0,9.16,0,0,0,0,6.96,0

87,21:30-21:45,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19,5.76,21.25,11.5,0,0,34.5,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,29.27,12.44,0,25.33,0,10,25.33,0,0,0,11.5,0,0,0,0,6.96,0

88,21:45-22:00,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,32,19,5.76,21.25,11.17,0,0,33.5,0,0,100.61,96.57,32,96.57,262.19,0,48.28,24.14,29.27,12.44,0,25,0,9.66,25,0,0,0,11.16,0,0,0,0,6.96,0

89,22:00-22:15,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.76,21.25,11,0,0,33,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,33,0,12,33,0,0,0,11,0,0,0,0,6.96,0

90,22:15-22:30,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.76,21.25,10.83,0,0,32.5,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,32,0,11.66,32,0,0,0,10.84,0,0,0,0,6.96,0

91,22:30-22:45,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.76,21.25,10.5,0,0,31.5,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,31,0,11.66,31,0,0,0,10.5,0,0,0,0,6.96,0

92,22:45-23:00,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.76,21.25,10.33,0,0,31,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,29.67,0,11.34,29.67,0,0,0,10.34,0,0,0,0,6.96,0

93,23:00-23:15,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.57,21.25,10,0,0,30,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,28.67,0,10.66,28.67,0,0,0,10,0,0,0,0,6.96,0

94,23:15-23:30,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.57,21.25,9.67,0,0,29,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,28.67,0,10,28.67,0,0,0,9.66,0,0,0,0,6.96,0

95,23:30-23:45,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.57,21.25,9.5,0,0,28.5,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,29.33,0,9.34,29.33,0,0,0,9.5,0,0,0,0,6.96,0

96,23:45-24:00,115.4,0,6.39,87.11,24.68,0,0,0,273.05,0,0,30.5331,18.72,5.57,21.25,9.33,0,0,28,0,0,100.61,96.57,30.5331,96.57,262.19,0,48.28,24.14,29.27,12.44,0,29.67,0,9,29.67,0,0,0,9.34,0,0,0,0,6.96,0

