Block,Time Block,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,KKNP,KISHANGANGA,RAMPUR,PARBATI3,NTPL,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KHSTPP-II,KHSTPP-I,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRT2,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,DADRI_GF,ANTA_CRF,ANTA_RF,DADRI_CRF,ANTA_LF,AURY_LF,AURY_GF,DADRI_RF,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,BRBCL,MAPS,NJPC,NAPP,RIHAND2,SASAN,TANDA2,RIHAND1,SIMHST1,SINGRAULI_HYDRO,TALST2,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,TANAKPUR,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,0,31.63,17.2,235.52,0,0,205.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,11.43,0,12.26,0,86.78,119.3,0,0,0,0,0,0

62,15:15-15:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,0,31.63,17.2,235.52,0,0,234.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,11.43,0,12.26,0,86.78,119.3,0,0,0,0,0,0

63,15:30-15:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,17.2,235.52,0,0,263.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

64,15:45-16:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,17.2,235.52,0,0,287.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,30.49,1.59,0,14.86,0,0,4.39,14.39,0,22.45,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

65,16:00-16:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,17.2,246.08,0,0,287.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.87,0,35.06,1.59,14.33,16.99,0,0,4.39,14.39,0,39.99,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

66,16:15-16:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.58,246.08,0,0,287.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,28.66,19.73,0,0,4.39,14.38,0,39.99,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

67,16:30-16:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,272.95,0,0,287.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,28.66,19.73,0,0,4.39,14.38,0,39.99,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

68,16:45-17:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,277.75,0,0,287.29,0,0,1.06,3.84,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,44.8,19.73,0,0,4.39,14.38,0,67.34,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

69,17:00-17:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,330.35,0,0,313.5,11.37,0,1.06,3.84,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,44.8,19.73,0,0,4.39,14.38,0,67.34,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

70,17:15-17:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,17.49,31.63,19.96,340.46,0,0,325.75,26.07,9.29,3.17,7.68,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,4.39,14.38,0,89.78,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,0,86.78,119.3,0,0,0,0,0,0

71,17:30-17:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,26.37,47.43,19.96,353.9,0,0,325.75,40.45,18.58,3.17,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,4.39,14.38,0,110.87,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,12.26,5.06,86.78,119.3,0,0,0,0,0,0

72,17:45-18:00,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,4.39,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,7.99,0,12.26,10.11,86.78,119.3,0,0,0,0,0,0

73,18:00-18:15,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,4.39,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,7.99,0,76.17,10.11,86.78,119.3,0,0,0,0,0,0

74,18:15-18:30,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,7.99,0,76.17,10.11,86.78,119.3,0,0,0,0,0,0

75,18:30-18:45,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,7.99,0,76.17,10.11,86.78,119.3,0,0,0,0,0,0

76,18:45-19:00,9.46,0,0,0,0,0,0,2.45,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,2.65,59.73,19.73,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,7.99,0,76.17,10.11,86.78,119.3,0,0,0,0,0,0

77,19:00-19:15,9.46,0,0,0,0,0,0,6.1,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,37.61,59.73,19.73,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,13.39,10.11,86.78,119.3,0,0,0,0,0,0

78,19:15-19:30,9.46,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,31.46,36.13,47.43,19.96,419.88,0,0,325.75,40.45,27.89,18.77,37.91,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,37.61,59.73,19.73,0,0,18.07,14.38,0,134.67,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,2.24,10.11,86.78,119.3,0,0,0,0,0,0

79,19:30-19:45,8.51,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,31.46,26.37,31.63,19.96,376.7,0,0,325.75,40.45,18.58,1.06,25.28,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,3.18,59.73,19.73,0,0,18.07,14.38,0,112.23,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,2.24,5.06,86.78,119.3,0,0,0,0,0,0

80,19:45-20:00,8.51,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,31.46,17.49,31.63,19.96,389.72,0,0,325.75,26.07,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,4.39,14.38,0,89.78,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

81,20:00-20:15,8.51,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,311.67,0,0,325.75,11.37,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,59.73,19.73,0,0,4.39,14.38,0,89.78,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

82,20:15-20:30,8.51,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,311.67,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,44.8,19.73,0,0,4.39,14.38,0,67.34,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

83,20:30-20:45,8.51,0,0,0,0,0,0,31.76,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,275.2,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,44.8,19.73,0,0,4.39,14.38,0,67.34,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

84,20:45-21:00,8.51,0,0,0,0,0,0,4.88,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,275.2,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,44.8,19.73,0,0,4.39,14.38,0,67.34,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

85,21:00-21:15,8.51,0,0,0,0,0,0,2.45,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,256.64,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,28.66,19.73,0,0,4.39,14.38,0,44.89,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

86,21:15-21:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,256.64,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,3.18,28.66,19.73,0,0,4.39,14.38,0,44.89,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

87,21:30-21:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,256.64,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,37.61,28.66,19.73,0,0,4.39,14.38,0,44.89,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

88,21:45-22:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,256.64,0,0,325.75,0,9.29,0,11.52,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,37.61,28.66,19.73,0,0,4.39,14.38,0,44.89,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

89,22:00-22:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,256.64,0,0,325.75,0,9.29,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,3.18,14.93,19.73,0,0,4.39,14.38,0,44.89,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

90,22:15-22:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,8.74,31.63,19.96,256.64,0,0,325.75,0,9.29,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,14.93,19.73,0,0,4.39,14.38,0,21.08,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

91,22:30-22:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,1.27,15.81,19.96,256.64,0,0,325.75,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,0,19.73,0,0,4.39,14.38,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

92,22:45-23:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,1.27,15.81,19.96,256.64,0,0,325.75,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,0,19.73,0,0,4.39,14.38,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

93,23:00-23:15,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,1.27,15.81,19.96,256.64,0,0,325.75,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,0,19.73,0,0,4.39,14.38,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

94,23:15-23:30,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,1.27,15.81,19.96,256.64,0,0,325.75,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,0,19.73,0,0,4.39,14.38,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.14,0,2.24,0,86.78,119.3,0,0,0,0,0,0

95,23:30-23:45,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,1.27,15.81,19.96,256.64,0,0,325.75,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,0,19.73,0,0,4.39,14.38,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,2.24,0,86.78,119.3,0,0,0,0,0,0

96,23:45-24:00,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,142.31,31.46,1.27,15.81,19.96,256.64,0,0,325.75,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,25.32,0,40.69,1.59,0,19.73,0,0,4.39,14.38,0,0,40.48,113.96,401.85,0,88.28,0,0,0,0,49.93,0,0,6.77,0,2.24,0,86.78,119.3,0,0,0,0,0,0

