Block,Time Block,BRBCL,CHAMERA3,BSIUL,CHAMERA2,DADRT2,CHAMERA1,DHAULIGNGA,DULHASTI,JHAJJAR,FSTPP I & II,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KISHANGANGA,KKNP,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPB,RAPPD,RAMPUR,RAPPC,RIHAND3,RIHAND2,RIHAND1,RSTPSU1TO6,RSTPSU7,SASAN,SIMHST1,SIMHST2,SEWA2,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TALA,TANDA2,TALST2,TEHRIPSP,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,URI2,ANTA_CRF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_RF,AURY_LF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,18.07,0,0,15.14,101.33,27.08,30.68,36.06,235.16,14.12,0,0,24.2,96.88,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,33.07,0,0,346.93,0,0,18.19,67.19,94.25,0,0,19.83,5.35,0,0,0,0,13.64,1.46,0,26.95,17.03,0,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,18.07,0,0,15.14,101.33,27.08,30.68,36.06,235.16,14.12,0,0,24.2,96.88,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,33.04,0,0,346.93,0,0,18.19,67.19,94.25,0,0,19.63,5.35,0,0,0,0,13.64,1.46,0,26.95,17.03,0,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,18.07,0,0,15.14,101.33,27.08,30.68,36.06,235.16,14.12,0,0,28.51,109.02,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,33.86,0,0,346.93,0,0,18.19,67.19,104.22,0,0,19.63,5.35,0,0,0,0,13.64,1.46,0,26.95,17.03,0,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,18.07,0,0,15.14,101.33,27.08,30.68,36.06,235.16,14.12,0,0,28.51,109.02,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,33.86,0,0,346.93,0,0,18.19,67.19,104.22,0,0,19.63,5.35,0,0,0,0,13.64,1.46,0,26.95,17.03,0,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,14.12,0,0,28.51,109.02,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,19.63,5.35,0,0,0,0,13.64,1.46,0,26.95,17.03,0,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,14.12,0,0,28.51,109.02,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,19.63,5.35,0,0,39.83,0,13.64,1.46,0,26.95,17.03,0,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,14.12,0,0,24.16,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,24.46,4.21,0,100.21,79.67,0,13.64,1.46,0,26.95,17.03,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,16.88,0,0,24.16,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,22.8,4.21,0,100.21,79.67,0,13.64,1.46,0,26.95,17.03,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,15.68,0,0,24.16,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,21.7,4.21,0,200.41,79.67,0,13.64,1.46,0,26.95,34.05,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,14.91,0,0,24.16,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,21.7,4.21,0,200.41,79.67,0,13.64,1.46,0,26.95,34.05,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,20.74,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,106.85,96.76,34.14,0,0,346.93,0,0,18.19,79.51,94.07,0,0,21.56,4.21,0,200.41,79.67,0,13.64,0.8,0,27.53,34.05,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,20.74,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,106.85,96.76,34.14,0,0,346.93,0,0,18.19,79.51,94.07,0,0,21.48,4.21,0,200.41,79.67,0,13.64,0.8,0,27.53,12.77,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,20.74,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,106.8,96.7,34.11,0,0,346.93,0,0,18.19,79.51,94.02,0,0,21.42,4.21,0,200.41,79.67,0,13.64,0.8,0,26.95,12.77,0,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,20.74,75.17,0,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,106.8,96.7,34.11,0,0,346.93,0,0,18.19,79.51,94.02,0,0,21.42,4.21,0,200.41,79.67,0,13.64,0.8,0,27.53,12.77,0,36.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,19.68,75.17,0.62,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,92.61,91.18,30.49,0,0,346.93,0,0,18.19,79.51,92.23,0,0,21.08,4.21,0,200.41,79.67,0,11.88,0.8,0,27.53,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,19.03,75.17,2.25,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,92.61,91.18,30.49,0,0,346.93,0,0,18.19,79.51,92.23,0,0,20.94,4.21,0,200.41,79.67,0,11.88,0.8,0,27.53,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,19.03,75.17,2.25,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,21.78,4.21,0,200.41,79.67,0,11.88,0.8,0,27.53,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,18.07,0,0,0,101.33,27.08,30.68,36.06,235.16,12.89,0,0,19.03,109.02,4.48,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,21.67,4.21,0,200.41,79.67,0,12.79,0.8,0,27.53,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,18.07,0,0,0,101.33,27.08,30.68,36.06,241.52,16.88,0,0,19.56,124.96,4.48,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,16.57,5.35,0,200.41,79.67,0,17.82,1.46,0,33.47,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,18.07,0,0,0,101.33,27.08,30.68,36.06,302.24,16.64,0,0,23.17,124.96,4.48,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,26.5,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,16.32,5.35,0,200.41,79.67,0,17.82,1.46,0,36.14,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,18.07,0,0,0,101.33,27.08,30.68,36.06,360.06,16.64,0,0,26.68,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,44.42,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,15.96,5.35,0,200.41,79.67,0,17.82,1.47,0,35.66,17.03,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,18.07,0,0,0,154.83,27.41,30.68,37.05,309.11,16.64,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,15.86,5.35,0,200.41,79.67,0,16.66,1.47,0,35.66,17.03,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,18.07,0,0,0,233.87,27.41,30.68,37.05,441.44,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,15.86,5.35,0,200.41,79.67,0,20.42,1.96,0,40.39,34.05,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,18.03,0,0,0,291.69,27.41,30.68,37.05,441.44,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,15.92,5.35,0,200.41,79.67,0,20.42,1.96,0,41.07,34.05,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,18.07,0,0,0,312.89,27.41,30.68,37.05,441.44,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,16.15,5.35,0,200.41,79.67,0,20.42,1.96,0,41.07,17.03,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,18.07,0,0,0,283.98,27.41,30.68,37.05,441.44,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,16.3,5.35,0,200.41,79.67,0,20.42,1.96,0,41.07,17.03,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,18.07,0,0,0,308.83,27.41,30.68,37.05,383.62,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,16.34,5.35,0,200.41,79.67,0,20.42,1.96,0,41.07,12.77,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,18.07,0,0,0,318.46,27.41,30.68,37.05,325.8,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,16.46,5.35,0,200.41,79.67,0,20.42,1.96,0,41.07,12.77,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,18.07,0,0,0,258.23,27.41,30.68,37.05,248.7,19.73,0,0,27.01,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,45.13,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,16.49,5.35,0,200.41,79.67,0,18,1.96,0,36.39,12.77,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,18.07,0,0,0,241.37,27.08,30.68,36.06,248.7,19.73,0,0,27.01,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,44.42,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,16.6,5.35,0,200.41,79.67,0,18,1.96,0,36.39,12.77,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,18.07,0,0,0,241.37,27.08,30.68,36.06,336.81,18.49,0,0,27.89,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,44.42,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,16.77,5.35,0,200.41,79.67,0,16.25,1.96,0,32.46,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,18.07,0,0,0,241.37,27.08,30.68,36.06,249.3,18.49,0,0,27.89,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,44.42,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,16.86,5.35,0,200.41,79.67,0,15.62,1.96,0,31.73,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,18.07,0,0,0,183.55,27.41,30.68,37.05,249.3,18.45,0,0,27.89,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,27.22,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,17,5.35,0,200.41,79.67,0,15.62,1.96,0,31.73,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,16.34,0,0,0,116.09,27.41,30.68,37.05,249.3,18.45,0,0,27.89,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,27.22,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,17.13,5.35,0,200.41,79.67,0,15.62,1.96,0,31.73,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,18.07,0,0,0,104.52,27.41,30.68,37.05,249.67,17.86,0,0,27.5,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,27.22,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,17.28,5.35,0,200.41,79.67,0,14.92,1.96,0,31.55,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,18.07,0,0,0,104.52,27.41,30.68,37.05,249.3,17.86,0,0,27.5,124.96,6.92,0,43.44,0,8.32,0,0,0,171.01,0,23.48,0,0,0,0,27.22,0,0,37.34,5.64,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.78,79.51,104.85,0,0,17.43,5.35,0,200.41,79.67,0,14.92,1.96,0,31.55,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,17.78,0,0,0,104.52,27.08,30.68,36.06,249.3,17.86,0,0,24.7,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,22.87,5.35,0,200.41,79.67,0,15.27,1.96,0,31.55,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,17.19,0,0,0,104.52,27.08,30.68,36.06,249.3,17.86,0,0,24.7,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,22.95,5.35,0,200.41,79.67,0,15.19,1.96,0,31.55,15.96,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,16.84,0,0,0,104.52,27.08,30.68,36.06,249.3,16.98,0,0,24.7,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,23,5.35,0,200.41,79.67,0,16.23,1.94,0,33.36,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,15.94,0,0,0,104.52,27.08,30.68,36.06,249.3,16.98,0,0,24.7,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,23.1,5.35,0,200.41,79.67,0,16.23,1.94,0,33.36,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,16.74,0,0,0,104.52,27.08,30.68,36.06,249.3,16.98,0,0,24.7,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,23.14,5.35,0,200.41,79.67,0,16.23,1.94,0,33.36,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,16.52,0,0,0,104.52,27.08,30.68,36.06,249.3,16.98,0,0,25.43,124.96,6.72,0,43.44,0,8.32,0,0,0,169.42,0,23.48,0,0,0,0,27.22,0,0,37.34,5.47,63.05,126.09,117.41,45.57,0,0,346.93,0,0,18.19,79.51,104.85,0,0,23.25,5.35,0,200.41,79.67,0,16.23,1.94,0,33.36,8.51,0,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

