Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,GNA/WR/2025/01/01/8625,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/SR/2025/03/01/7500,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/4651,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/5143,NR/01102023/31052040/LT-31,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/1906,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/2563,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/6891,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07
76,18:45-19:00,0,0,1.67,0,1,0.34,0.5,0,0,10.8,55.99,18.67,48.34,0,0,0,17.66,48.33,18.67,0,100,31,5.99,50,1.82,31.29,50,0,17.35,8.67,0.04,0,0.04,36.62,36.62,0.04,272.49,36.62,2.46,0,31,260.78,0,2.87,115.26,6.75,86.93

77,19:00-19:15,0,0,0.33,0,0,0.07,0.17,0,0,10.4,55.01,18.33,51.66,0,0,0,16.66,51.67,18.33,0,100,31,6.27,50,1.82,31.29,50,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

78,19:15-19:30,0,0,0,0,0,0,0,0,0,10,52.99,17.67,51.66,0,0,0,16,51.67,17.67,0,100,31,6.27,50,1.82,31.29,50,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

79,19:30-19:45,0,0,0,0,0,0,0,0,0,9.4,63.49,21.17,51.66,0,0,0,16,51.67,21.17,0,100,31,6.27,50,1.82,31.29,50,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

80,19:45-20:00,0,0,0,0,0,0,0,0,0,8.8,62.51,20.83,51.66,0,0,0,15.34,51.67,20.83,0,100,31,6.27,50,1.82,31.29,50,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

81,20:00-20:15,0,0,0,0,0,0,0,0,0,8.6,61.5,20.5,55,0,0,0,16,55,20.5,0,100,31,6.46,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

82,20:15-20:30,0,0,0,0,0,0,0,0,0,8,62.51,20.83,55,0,0,0,16,55,20.83,0,100,31,6.46,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

83,20:30-20:45,0,0,0,0,0,0,0,0,0,7.2,64.01,21.33,54.34,0,0,0,19.66,54.33,21.33,0,100,31,6.46,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

84,20:45-21:00,0,0,0,0,0,0,0,0,0,7,64.99,21.67,53,0,0,0,19.66,53,21.67,0,100,31,6.46,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.3,0,31,202.38,0,2.18,115.26,6.75,86.93

85,21:00-21:15,0,0,0,0,0,0,0,0,0,7,49.99,16.67,42.4,0,0,0,19.34,42.4,16.67,0,100,0,6.55,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.53,0,32,202.38,0,2.02,115.26,6.75,86.93

86,21:15-21:30,0,0,0,0,0,0,0,0,0,7,49.99,16.67,42.4,0,0,0,19,42.4,16.67,0,100,0,6.55,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.53,0,32,202.38,0,2.02,115.26,6.75,86.93

87,21:30-21:45,0,0,0,0,0,0,0,0,0,7,36,12,36,0,0,0,19,36,12,0,100,9.25,6.09,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.53,0,9.25,202.38,0,2.64,115.26,6.75,86.93

88,21:45-22:00,0,0,0,0,0,0,0,0,0,7,37.5,12.5,34.34,0,0,0,18.66,34.33,12.5,0,100,24.84,6.09,50,1.82,31.29,75,0,17.35,8.67,0,0,0,36.62,36.62,0,272.49,36.62,2.53,0,24.84,202.38,0,2.64,115.26,6.75,86.93

89,22:00-22:15,0,0,0,0,0,0,0,0,0,7,39,13,32.66,0,0,0,18.34,32.67,13,0,100,17.05,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.46,0,17.05,202.38,79.27,2.64,115.26,6.75,86.93

90,22:15-22:30,0,0,0,0,0,0,0,0,0,7,40.99,13.67,31,0,0,0,18.34,31,13.67,0,100,17.05,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.46,0,17.05,202.38,79.27,2.64,115.26,6.75,86.93

91,22:30-22:45,0,0,0,0,0,0,0,0,0,7,42.49,14.17,29.34,0,0,0,18,29.33,14.17,0,100,17.05,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.46,0,17.05,202.38,79.27,2.64,115.26,6.75,86.93

92,22:45-23:00,0,0,0,0,0,0,0,0,0,7,43.01,14.33,27.66,0,0,0,17.66,27.67,14.33,0,100,17.05,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.46,0,17.05,202.38,79.27,2.64,115.26,6.75,86.93

93,23:00-23:15,0,0,0,0,0,0,0,0,0,7,42.49,14.17,26,0,0,0,17.66,26,14.17,0,0,26.99,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.38,0,26.99,202.38,79.27,2.64,66.13,6.75,86.93

94,23:15-23:30,0,0,0,0,0,0,0,0,0,7,41.51,13.83,24.34,0,0,0,17.34,24.33,13.83,0,0,26.99,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.38,0,26.99,202.38,79.27,2.64,66.13,6.75,86.93

95,23:30-23:45,0,0,0,0,0,0,0,0,0,7,41.51,13.83,24.34,0,0,0,10,24.33,13.83,0,0,26.99,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.38,0,26.99,202.38,79.27,2.64,66.13,6.75,86.93

96,23:45-24:00,0,0,0,0,0,0,0,0,0,7,41.51,13.83,24.34,0,0,0,10,24.33,13.83,0,0,26.99,6.09,50,1.77,31.29,75,0,17.35,8.67,0,237.82,0,36.62,36.62,0,272.49,36.62,2.38,0,26.99,202.38,79.27,2.64,66.13,6.75,86.93

