Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/12/01/2197,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/3428,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1599,GNA/SR/2024/12/01/6968,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/12/01/1766,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/12/01/1899,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/12/01/1475,GNA/WR/2024/10/15/7089,L_NR_2019_19,GNA/WR/2024/11/01/4200,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07
81,20:00-20:15,0,0,0,23,29.01,69,26,0,0,0,23,56,0,0,0,0,56,0,0,74.58,1.14,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,130.59,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

82,20:15-20:30,0,0,0,23.67,28.01,70.99,26.33,0,0,0,23.67,58.33,0,0,0,0,58.34,0,0,74.58,1.14,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,130.59,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

83,20:30-20:45,0,0,0,30.83,19.01,92.51,27.33,0,0,0,30.83,76.67,0,0,0,0,76.66,0,0,74.58,1.14,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,111.38,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

84,20:45-21:00,0,0,0,31.33,18.41,94.01,27.67,0,0,0,31.33,76.67,0,0,0,0,76.66,0,0,74.58,1.14,28.86,0,0,13.47,0,0,150,26.24,1.57,28.86,70.15,111.38,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

85,21:00-21:15,0,0,0,31.67,20.61,94.99,33.33,0,0,0,31.67,76.67,0,0,0,0,76.66,0,0,74.58,1.14,28.86,0,0,13.47,0,0,150,25.73,1.57,28.86,70.15,111.38,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

86,21:15-21:30,0,0,0,31.83,20.21,95.51,33.33,0,0,0,31.83,76.67,0,0,0,0,76.66,0,0,74.58,1.14,28.86,0,0,13.47,0,0,150,25.23,1.57,28.86,70.15,111.38,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

87,21:30-21:45,0,0,0,32,23.01,96,33.33,0,0,0,32,76.67,0,0,0,0,76.66,0,0,74.58,1.14,22.3,0,0,13.47,0,0,150,25.23,1.57,22.3,70.15,111.38,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

88,21:45-22:00,0,0,0,32.17,22.41,96.49,33.33,0,0,0,32.17,76.67,0,0,0,0,76.66,0,0,74.58,1.14,22.3,0,0,13.47,0,0,150,25.23,1.57,22.3,70.15,111.38,13.47,0,0.69,135.3,100.22,0,26.23,250,0,50,1.65,0

89,22:00-22:15,0,0,0,32.33,21.61,97.01,33.33,0,0,0,32.33,83.33,0,0,0,0,83.34,0,0,74.58,1.14,22.3,0,47.56,13.47,0,142.69,150,25.23,1.57,22.3,70.15,111.38,13.47,0,0,115.44,100.22,0,26.23,250,0,50,1.65,0

90,22:15-22:30,0,0,0,32.5,21.01,97.5,33.33,0,0,0,32.5,83.33,0,0,0,0,83.34,0,0,74.58,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,111.38,8.74,0,0,96.2,100.22,0,26.23,250,0,50,1.65,0

91,22:30-22:45,0,0,0,30,15.01,90,30,0,0,0,30,75,0,0,0,0,75,0,0,74.58,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,111.38,8.74,0,0.73,74.81,100.22,0,26.23,250,0,50,1.65,0

92,22:45-23:00,0,0,0,29.67,13.61,88.99,29.33,0,0,0,29.67,73.33,0,0,0,0,73.34,0,0,74.58,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,111.38,8.74,0,0.73,74.81,100.22,0,26.23,250,0,50,1.65,0

93,23:00-23:15,0,0,0,29.17,13.21,87.49,28.33,0,0,0,29.17,72.67,0,0,0,0,72.66,0,0,64.09,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,111.38,8.74,0,0.73,74.81,100.22,0,26.23,250,0,50,1.56,0

94,23:15-23:30,0,0,0,29.17,12.41,87.49,28.33,0,0,0,29.17,71.67,0,0,0,0,71.66,0,0,63.65,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,93.62,8.74,0,0.73,74.81,78.88,0,26.23,250,0,50,1.56,0

95,23:30-23:45,0,0,0,29.17,11.61,87.49,28.33,0,0,0,29.17,70,0,0,0,0,70,0,0,63.65,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,93.62,8.74,0,0.73,74.81,57.72,0,26.23,250,0,50,1.56,0

96,23:45-24:00,0,0,0,29.17,11.61,87.49,28.33,0,0,0,29.17,68.33,0,0,0,0,68.34,0,0,63.65,1.14,22.3,0,47.56,8.74,0,142.69,150,25.23,1.57,22.3,70.15,93.62,8.74,0,0.73,74.81,76.96,0,26.23,250,0,50,1.56,0

