Block,Time Block,NAPP,NLCIIST1,NLCEXP,NJPC,KUDGI,KOTESHWR,KKNP,KKNPPU2,KOLDAM,DHAULIGNGA,DADRT2,NLCIIST2,NTPL,RAMPUR,PARBATI3,DADRI_RF,KHSTPP-II,KISHANGANGA,FSTPP I & II,DULHASTI,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,AURY_GF,DADRI_LF,AURY_CRF,AURY_RF,DADRI_GF,ANTA_RF,AURY_LF,DADRI_CRF,ANTA_LF,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TALST2,TANAKPUR,UNCHAHAR3,TALA,TANDA2,TelanganaSTPP,UNCHAHAR2,TEHRI,UNCHAHAR1,UNCHAHAR4,ANTA_GF,URI2,URI,ANTA_CRF,VALLURNTECL,MAPS,RIHAND2,RSTPSU1TO6,SEWA2,RIHAND3,RSTPSU7,SALAL,SASAN,SIMHST1,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,NNTPP,NLCTS2EXP,RAPPC,RIHAND1,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,13.28,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,14.66,5.77,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

64,15:45-16:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,13.28,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,29.32,5.77,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

65,16:00-16:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,16.05,15.85,25.99,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,14.26,0,0,0,22.49,29.32,5.77,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

66,16:15-16:30,42.11,0,0,22.49,0,8.53,0,0,0,0,180.92,0,0,0,0,0,114.43,0,16.05,15.85,25.99,422.33,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,17.77,0,0,0,28.12,29.32,6.39,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

67,16:30-16:45,42.11,0,0,40.97,0,8.53,0,0,0,0,216.49,0,0,0,0,0,114.43,0,16.05,15.85,25.99,538.79,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,20.38,0,0,0,32.7,43.98,7.94,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

68,16:45-17:00,42.11,0,0,44.71,0,8.53,0,0,0,0,254.21,0,0,0,0,0,142.61,0,20,15.85,32.16,611.31,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.24,0,0,0,40.76,43.98,9.43,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,194.72,0,0,19.23,0,0,0,0,0,51.25,80.58,0,0,0,0,0,0

69,17:00-17:15,42.11,0,0,67.48,0,17.07,0,0,0,7.62,254.33,0,0,0,0,0,142.61,0,20,15.85,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,43.98,9.89,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,183.91,0,1.92,19.23,0,0,0,0,0,51.25,84.43,0,0,0,0,0,0

70,17:15-17:30,42.11,0,0,89.97,0,25.6,0,0,0,16.89,339.94,0,0,0,0,0,142.61,0,20,31.69,32.4,610.6,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,43.98,9.89,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,173.09,0,3.85,19.23,11.58,2.12,9.31,0,0,51.25,88.47,0,0,0,0,0,0

71,17:30-17:45,42.11,0,0,112.46,0,37.55,0,0,0,26.36,378.41,0,0,0,0,0,142.61,0,20,31.69,32.4,591.36,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,0.53,0,0,0,114.2,0,7.6,119.56,0,1.35,162.27,0,25.33,19.23,23.16,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

72,17:45-18:00,42.11,0,0,112.46,0,37.55,0,0,0,26.36,305.65,0,0,0,0,0,142.61,0,20,31.69,32.4,591.36,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,2.46,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,0.53,0,0,0,114.2,0,7.6,119.56,0,1.35,151.45,0,25.33,19.23,26.1,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

73,18:00-18:15,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.4,591.36,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,0.53,0,0,0,114.2,0,7.6,119.56,0,1.35,151.45,0,25.33,19.23,26.1,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

74,18:15-18:30,42.11,0,0,112.46,0,37.55,0,0,0,26.36,426.14,0,0,0,0,0,142.61,0,20,31.69,32.4,591.36,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,0.53,0,0,0,114.2,0,7.6,119.56,0,1.35,159.57,0,25.33,19.23,11.58,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

75,18:30-18:45,42.11,0,0,112.46,0,37.55,0,0,0,17.13,426.14,0,0,0,0,0,142.61,0,20,31.69,32.4,602.38,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,0.53,0,0,0,114.2,0,7.6,119.56,0,1.35,175.8,0,25.33,19.23,11.58,12.54,18.64,0,0,51.25,88.47,0,0,0,0,0,0

76,18:45-19:00,42.11,0,0,89.97,0,18.96,0,0,0,8.76,426.14,0,0,0,0,0,142.61,0,20,31.69,32.4,626.89,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,0.53,0,0,0,114.2,0,0,119.56,0,1.35,192.03,0,1.92,19.23,0,2.12,1.84,0,0,51.25,88.47,0,0,0,0,0,0

77,19:00-19:15,42.11,0,0,67.48,0,8.53,0,0,0,0,426.14,0,0,0,3.67,0,142.61,0,20,31.69,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,4.24,0,0,0,114.2,0,0,119.56,0,1.35,208.26,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

78,19:15-19:30,42.11,0,0,39.06,0,8.53,0,0,0,0,426.14,0,0,0,15.9,0,142.61,0,20,31.69,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,58.65,9.89,0,0,4.14,4.24,0,0,0,114.2,0,0,119.56,0,1.35,223.59,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

79,19:30-19:45,42.11,0,0,18.21,0,8.53,0,0,0,0,426.14,0,0,0,15.9,0,142.61,0,20,15.85,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,43.98,9.89,0,0,4.14,25.47,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

80,19:45-20:00,42.11,0,0,0,0,8.53,0,0,0,0,426.14,0,0,0,15.9,0,142.61,0,20,15.85,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,43.98,9.89,0,0,4.14,25.47,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

81,20:00-20:15,42.11,0,0,0,0,8.53,0,0,0,0,426.14,0,0,0,15.9,0,142.61,0,20,15.85,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,43.98,9.89,0,0,10.35,25.47,0,0,0,114.2,0,0,119.56,0,8.93,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

82,20:15-20:30,42.11,0,0,0,0,8.53,0,0,0,0,467.42,0,0,0,15.9,0,142.61,0,20,15.85,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,29.32,9.89,0,0,10.35,25.47,0,0,0,114.2,0,0,119.56,0,40.22,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

83,20:30-20:45,42.11,0,0,0,0,8.53,0,0,0,0,452.68,0,0,0,15.9,0,142.61,0,20,15.85,32.4,626.94,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,29.32,9.89,0,0,10.35,25.47,0,0,0,114.2,0,0,119.56,0,40.22,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

84,20:45-21:00,42.11,0,0,0,0,8.53,0,0,0,0,316.83,0,0,0,3.43,0,142.61,0,20,15.85,32.4,542.84,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,29.32,9.89,0,0,10.35,25.47,0,0,0,114.2,0,0,119.56,0,40.22,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

85,21:00-21:15,42.11,0,0,0,0,8.53,0,0,0,0,221.3,0,0,0,0,0,142.61,0,20,15.85,32.4,456.3,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,21.88,0,0,0,35.14,14.66,8.52,0,0,10.35,11.68,0,0,0,114.2,0,0,119.56,0,26.82,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

86,21:15-21:30,42.11,0,0,0,0,8.53,0,0,0,0,221.3,0,0,0,0,0,142.61,0,20,15.85,32.4,377.06,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,0,9.89,0,0,10.35,11.68,0,0,0,114.2,0,0,119.56,0,26.82,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

87,21:30-21:45,42.11,0,0,0,0,8.53,0,0,0,0,216.49,0,0,0,0,0,142.61,0,20,15.85,32.4,377.06,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,0,9.89,0,0,4.14,11.68,0,0,0,114.2,0,0,119.56,0,26.82,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

88,21:45-22:00,42.11,0,0,0,0,8.53,0,0,0,0,221.3,0,0,0,0,0,142.61,0,20,15.85,32.4,377.06,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,25.39,0,0,0,40.76,0,9.89,0,0,4.14,11.68,0,0,0,114.2,0,0,119.56,0,4.47,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

89,22:00-22:15,42.11,0,0,0,0,8.53,0,0,0,0,216.49,0,0,0,0,0,122.91,0,18.11,15.85,27.82,377.06,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,21.94,0,0,0,35.52,0,8.52,0,0,4.14,3.18,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

90,22:15-22:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,17.23,15.85,27.82,377.06,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,21.88,0,0,0,35.14,0,8.52,0,0,4.14,3.18,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

91,22:30-22:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,17.23,15.85,27.82,346.19,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,21.88,0,0,0,35.14,0,8.52,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

92,22:45-23:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,17.23,15.85,27.82,346.19,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,19.54,0,0,0,30.55,0,6.96,0,0,4.14,2.13,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

93,23:00-23:15,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,14.59,15.85,27.82,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,14.12,0,0,0,22.41,0,5.88,0,0,4.14,1.6,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

94,23:15-23:30,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,27.82,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.97,14.12,0,0,0,22.41,0,5.77,0,0,4.14,1.6,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

95,23:30-23:45,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,27.82,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.23,14.12,0,0,0,22.41,0,5.77,0,0,4.14,1.6,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

96,23:45-24:00,42.11,0,0,0,0,8.53,0,0,0,0,180.92,0,0,0,0,0,122.91,0,11.09,15.85,27.82,344.82,0,0,0,0,0,0,0,0,0,0,0,0,0,100.15,0,1.23,14.12,0,0,0,22.41,0,5.77,0,0,4.14,1.6,0,0,0,114.2,0,0,119.56,0,1.35,227.18,0,0,19.23,0,0,0,0,0,51.25,88.47,0,0,0,0,0,0

