Time,Block,NR/2023/16334/C,NR/2023/16299/C,NR/2023/13862/A,NR/2023/16311/C,NR/2023/16297/C,NR/2023/12422/A,NR/2023/14895/A,NR/2023/12052/A,NR/2023/14737/A,NR/2023/12053/A,NR/2023/15309/F,NR/2023/16293/D,NR/2023/15057/F,NR/2023/16329/C,NR/2023/15937/F,NR/2023/12347/A,NR/2023/12591/A,NR/2023/13635/A,NR/2023/14898/A,NR/2023/12167/A,WR/2023/18308/C,NR/2023/12168/A,NR/2023/12431/A,NR/2023/12148/A,NR/2023/14745/A,NR/2023/15402/F,WR/2023/18318/C,NR/2023/12592/A,NR/2023/16312/C,NR/2023/14746/A,Total
75,18:30-18:45,0.000000,12.320000,0.000000,0.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0.19,0.870000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,85.640000,22.250000,0.000000,0.000000,50.000000,100.120000,0.000000,0.000000,1011.17

76,18:45-19:00,0.000000,12.320000,0.000000,0.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.870000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,85.640000,22.250000,0.000000,0.000000,50.000000,100.120000,0.000000,0.000000,1010.98

77,19:00-19:15,0.000000,17.680000,0.000000,0.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1028.37

78,19:15-19:30,0.000000,17.680000,0.000000,0.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1028.37

79,19:30-19:45,0.000000,17.680000,0.000000,0.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1028.37

80,19:45-20:00,0.000000,17.680000,0.000000,0.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1028.37

81,20:00-20:15,0.000000,17.870000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1048.56

82,20:15-20:30,0.000000,17.870000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1048.56

83,20:30-20:45,0.000000,17.870000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1048.56

84,20:45-21:00,0.000000,17.870000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,0.000000,193.460000,48.360000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1048.56

85,21:00-21:15,48.360000,17.960000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1222.76

86,21:15-21:30,48.360000,17.960000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1222.76

87,21:30-21:45,48.360000,17.960000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1222.76

88,21:45-22:00,48.360000,17.960000,0.000000,20.000000,11.600000,0.000000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,50.000000,100.120000,22.250000,0.000000,1222.76

89,22:00-22:15,48.360000,17.870000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.53

90,22:15-22:30,48.360000,17.870000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.53

91,22:30-22:45,48.360000,17.870000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.53

92,22:45-23:00,48.360000,17.870000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.920000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.53

93,23:00-23:15,48.360000,17.780000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.870000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.39

94,23:15-23:30,48.360000,17.780000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.870000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.39

95,23:30-23:45,48.360000,17.780000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.870000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.39

96,23:45-24:00,48.360000,17.780000,23.150000,0.000000,11.600000,38.010000,95.760000,63.120000,62.870000,36.500000,4.840000,0,0.870000,82.220000,193.460000,91.890000,50.060000,25.030000,77.380000,24.180000,0.000000,46.620000,75.370000,22.250000,0.000000,0.000000,20.000000,100.120000,22.250000,88.700000,1322.39

