Time,Block,NR/2024/19121/A/16307,NR/2024/19337/A/16517,NR/2024/19651/C,NR/2024/19484/A/16876,NR/2024/19643/C,NR/2024/18976/A/16254,NR/2024/19075/A/16222,NR/2024/19650/C,NR/2024/19143/A/16218,NR/2024/18934/A/16235,NR/2024/19290/A/16923,NR/2024/18977/A/16255,NR/2024/19661/C,NR/2024/19030/A/16243,NR/2024/19172/A/16921,NR/2024/19572/A/16730,NR/2024/19485/A/16877,NR/2024/19483/A/16879,NR/2024/19633/C,NR/2024/19629/C,NR/2024/19469/A/16514,NR/2024/19245/A/16519,NR/2024/19631/C,NR/2024/18986/A/16379,NR/2024/19115/A/16220,NR/2024/18935/A/16239,NR/2024/18919/A/16797,NR/2024/19043/A/16231,NR/2024/19663/C,NR/2024/18855/A/16308,NR/2024/19653/C,NR/2024/18978/A/16256,NR/2024/19666/C,NR/2024/19658/C,NR/2024/18996/A/16771,NR/2024/19620/C,NR/2024/18936/A/16244,NR/2024/19024/A/16521,NR/2024/19624/C,Total
56,13:45-14:00,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,6.78,1.930000,1.930000,52.510000,0.970000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,1.930000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,843.44

57,14:00-14:15,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,8.03,1.930000,1.930000,52.510000,0.970000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,1.930000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,844.69

58,14:15-14:30,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,6.6,1.930000,1.930000,52.510000,0.970000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,1.930000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,843.26

59,14:30-14:45,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,4.25,1.930000,1.930000,52.510000,0.970000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,1.930000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,840.91

60,14:45-15:00,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,5.52,1.930000,1.930000,52.510000,0.970000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,1.930000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,842.18

61,15:00-15:15,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,6.17,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,843.55

62,15:15-15:30,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,4.75,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,842.13

63,15:30-15:45,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,6.11,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,843.49

64,15:45-16:00,0.000000,1.930000,0.000000,37.290000,0.000000,39.580000,19.310000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,19.310000,115.840000,0.000000,37.290000,12.430000,26.060000,5.58,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,14.480000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,842.96

65,16:00-16:15,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,3.48,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,748.18

66,16:15-16:30,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,3.59,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,748.29

67,16:30-16:45,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,2.24,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,746.94

68,16:45-17:00,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,67.570000,57.920000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,2.92,1.930000,1.930000,52.510000,0.720000,48.260000,5.790000,0.000000,46.330000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,6.760000,4.830000,0.000000,747.62

69,17:00-17:15,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,1.59,1.930000,1.930000,109.080000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,0.000000,4.830000,0.000000,632.93

70,17:15-17:30,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,1.54,1.930000,1.930000,109.080000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,0.000000,4.830000,0.000000,632.88

71,17:30-17:45,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,1.19,1.930000,1.930000,109.080000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,0.000000,4.830000,0.000000,632.53

72,17:45-18:00,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0.72,1.930000,1.930000,109.080000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,2.900000,0.000000,0.000000,0.000000,48.260000,0.000000,0.000000,4.830000,0.000000,632.06

73,18:00-18:15,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0.42,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,640.45

74,18:15-18:30,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0.21,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,640.24

75,18:30-18:45,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,640.03

76,18:45-19:00,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,640.03

77,19:00-19:15,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,642.03

78,19:15-19:30,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,642.03

79,19:30-19:45,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,642.03

80,19:45-20:00,0.000000,1.930000,0.000000,37.290000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,0.000000,37.290000,12.430000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,0.000000,642.03

81,20:00-20:15,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,29.920000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1348.69

82,20:15-20:30,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,35.720000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1354.49

83,20:30-20:45,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,39.580000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1358.35

84,20:45-21:00,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,45.370000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,167.000000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,1.930000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1364.14

85,21:00-21:15,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,61.780000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,149.910000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1361.53

86,21:15-21:30,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,62.740000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,149.910000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1362.49

87,21:30-21:45,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,64.680000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,149.910000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1364.43

88,21:45-22:00,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,75.290000,2.000000,0.000000,67.570000,0.000000,0.000000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,149.910000,0.680000,0.000000,0.000000,0.000000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1375.04

89,22:00-22:15,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,74.330000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,108.690000,0.680000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1393.67

90,22:15-22:30,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,83.980000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,108.690000,0.680000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1403.32

91,22:30-22:45,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,85.910000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,108.690000,0.680000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1405.25

92,22:45-23:00,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,85.910000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,52.510000,0.680000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1349.07

93,23:00-23:15,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,107.150000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,52.510000,0.630000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1370.26

94,23:15-23:30,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,96.530000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,52.510000,0.630000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1359.64

95,23:30-23:45,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,90.740000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,52.510000,0.630000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1353.85

96,23:45-24:00,0.000000,1.930000,33.790000,37.290000,22.200000,0.000000,0.000000,79.150000,2.000000,0.000000,67.570000,0.000000,51.160000,0.000000,115.840000,193.060000,37.290000,6.160000,26.060000,0,1.930000,1.930000,52.510000,0.630000,0.000000,0.000000,9.650000,0.000000,96.530000,66.790000,0.000000,0.000000,193.060000,47.840000,0.000000,96.530000,0.000000,4.830000,96.530000,1342.26

