Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,GNA/NR/2024/10/01/9072,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/6101,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,GNA/NR/2024/10/01/9582,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,GNA/NR/2024/10/01/3642,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/10/01/8106,NR/01102023/22052037/LT-59
89,22:00-22:15,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,7.4,0,26.45,0,26.45,0,70.73,8.82,3.47,0,274.3,263.38,23.85,0,23.85,26.45,29.77,3.36,6.21,8.82,3.74

90,22:15-22:30,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,7,0,26.45,0,26.45,0,70.73,8.82,3.47,0,274.3,263.38,23.85,0,23.85,26.45,29.77,3.36,6.21,8.82,3.74

91,22:30-22:45,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6.4,0,26.45,0,26.45,0,70.73,8.82,3.47,0,274.3,263.38,23.85,0,23.85,26.45,29.77,3.36,6.21,8.82,3.74

92,22:45-23:00,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.47,0,274.3,263.38,23.85,0,23.85,26.45,29.77,3.36,6.21,8.82,3.74

93,23:00-23:15,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.32,0,274.3,263.38,23.85,0,23.85,26.45,29.27,3.36,6.21,8.82,3.59

94,23:15-23:30,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.32,0,274.3,263.38,23.85,0,23.85,26.45,29.27,3.36,6.21,8.82,3.59

95,23:30-23:45,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.32,0,274.3,263.38,23.85,0,23.85,26.45,29.27,3.36,6.21,8.82,3.59

96,23:45-24:00,6.66,0,7.5,0,15,101.07,0,15,0,0,7.5,22.5,0,0,0,0,0,0,6,0,26.45,0,26.45,0,70.73,8.82,3.32,0,274.3,263.38,23.85,0,23.85,26.45,29.27,3.36,6.21,8.82,3.59

