Column1,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/WR/2024/11/01/4200,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/10/15/7089,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/9042,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/5444,NR/30092023/26122029/SH-06,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07
83,20:30-20:45,86.96,0,70.29,26.87,261.75,0,50,59.58,26.03,0,200,2.01,2.46,30.28,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

84,20:45-21:00,86.96,0,70.29,26.87,261.75,0,50,64.55,26.03,0,200,2.01,2.46,30.28,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

85,21:00-21:15,68,0,70.29,26.87,261.75,0,50,54.62,26.03,0,200,2.01,2.3,31.29,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

86,21:15-21:30,68,0,70.29,26.87,261.75,0,50,54.62,26.03,0,200,2.01,2.3,30.27,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

87,21:30-21:45,68,0,70.29,26.87,261.75,0,50,54.62,26.03,0,200,2.01,2.68,29.77,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

88,21:45-22:00,68,0,70.29,26.87,261.75,0,50,54.62,26.03,0,200,2.01,2.68,29.77,0,12.53,11.57,0,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

89,22:00-22:15,68,0,70.29,24.8,261.75,0,50,83.54,26.03,0,200,2.25,2.68,29.77,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,24.8,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

90,22:15-22:30,68,0,70.29,24.8,261.75,0,50,94.34,26.03,0,200,2.25,2.68,29.27,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,24.8,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

91,22:30-22:45,68,0,70.29,26.87,261.75,0,50,67.49,26.03,0,200,2.25,2.68,30.28,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

92,22:45-23:00,68,0,70.29,26.87,205.88,0,50,62.67,26.03,0,200,2.25,2.68,30.28,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

93,23:00-23:15,68,0,70.29,26.87,205.88,0,50,53.03,26.03,0,200,2.25,2.6,30.28,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

94,23:15-23:30,60.37,0,70.29,26.87,205.88,0,50,53.03,26.03,0,200,2.25,2.6,30.28,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

95,23:30-23:45,57.56,0,70.29,26.87,200.19,0,50,53.03,26.03,0,200,2.25,2.6,30.28,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

96,23:45-24:00,57.56,0,70.29,26.87,193.44,0,50,53.03,26.03,0,200,2.25,2.6,30.28,261.61,12.53,11.57,87.2,1.95,26.03,17.35,3.13,272.6,26.03,26.87,7,0,0,0,0,0,0,0,0,7,21,0,7,13.34,6.66,0,0,13.33,0

