Block,Time Block,JHAJJAR,DADRI_RF,DADRI_LF,TANDA2,UNCHAHAR1,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,VALLURNTECL,ANTA_CRF,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,UNCHAHAR2,AURY_CRF,URI,AURY_RF,DHAULIGNGA,FSTPP I & II,DULHASTI,KKNPPU2,KUDGI,KOLDAM,NAPP,KISHANGANGA,MAPS,KOTESHWR,KKNP,RAPPD,NLCIIST1,NLCIIST2,RAMPUR,RIHAND2,NJPC,NLCTS2EXP,RAPPC,NNTPP,NTPL,PARBATI3,RIHAND1,PARBATI2,RAPPB,NLCEXP,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,KHSTPP-II,KHSTPP-I,CHAMERA1,BSIUL,CHAMERA3,DADRT2,CHAMERA2,BRBCL,KGSU3AND4,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,4.25,95.65,106.83,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,28.01,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

56,13:45-14:00,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,4.25,95.65,106.83,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,28.01,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

57,14:00-14:15,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,4.25,95.65,106.83,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,28.01,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

58,14:15-14:30,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,4.25,95.65,106.83,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,28.01,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

59,14:30-14:45,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,3.19,95.65,80.11,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,28.01,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

60,14:45-15:00,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,3.19,95.65,80.11,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,28.01,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

61,15:00-15:15,231.77,0,0,1.59,12.77,0,0,0,0,0,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,3.19,95.65,80.11,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,27.26,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

62,15:15-15:30,231.77,0,0,1.59,12.77,0,0,0,0,10.85,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,3.19,95.65,80.11,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,27.26,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

63,15:30-15:45,232.93,0,0,1.59,12.77,0,0,0,0,10.85,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,3.19,95.65,80.23,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,27.26,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

64,15:45-16:00,232.93,0,0,1.59,12.77,0,0,0,0,21.69,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,28.49,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,3.19,95.65,80.11,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,27.26,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

65,16:00-16:15,232.93,0,0,1.59,12.77,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,25.12,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,4.25,95.65,80.11,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,27.26,0,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

66,16:15-16:30,232.93,0,0,1.59,12.77,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,15.82,0,0,0,25.12,0,49.88,0,0,10.74,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,106.83,0,66.83,0,0,0,63.2,0,0,0,0,64.5,0,124.03,92.1,333.4,0,0.95,0,0,114.07,27.26,12.2,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

67,16:30-16:45,232.93,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,0,12.94,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,106.83,0,66.83,0,0,4.14,63.2,0,0,0,0,64.5,6.08,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,12.2,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

68,16:45-17:00,232.93,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,0,12.94,57.44,0,0,0,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,106.83,0,66.83,0,0,17.77,63.2,0,0,0,0,64.5,6.08,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,12.2,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

69,17:00-17:15,232.93,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,0,12.94,57.44,0,0,2.1,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,106.83,0,66.83,0,0,17.77,63.2,5.81,0,0,0,64.5,6.08,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,12.2,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

70,17:15-17:30,232.93,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,0,12.94,57.44,0,0,4.21,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,106.83,0,66.83,0,0,17.77,63.2,14.5,0,0,0,64.5,12.17,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,12.66,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

71,17:30-17:45,231.77,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,0,12.94,57.44,0,0,4.35,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,17.77,63.2,21.76,0,0,0,64.5,12.17,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,13.56,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

72,17:45-18:00,231.77,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,10.57,12.94,57.44,0,0,6.94,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,17.77,63.2,21.76,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,24.4,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

73,18:00-18:15,231.77,0,0,1.59,13.69,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,17.08,0,0,0,27.71,0,49.88,0,21.12,12.94,57.44,0,0,6.94,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,18.96,63.2,29.02,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,25.17,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

74,18:15-18:30,231.77,0,0,1.59,13.61,0,0,0,0,32.54,0,0,0,0.59,0,0,36.78,0,16.94,0,0,0,27.7,0,49.88,0,21.12,12.94,57.44,0,0,9.26,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,18.96,63.2,36.27,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,27.12,12.59,22.52,45.37,47.12,14.48,0,0,0,0,0,0,0

75,18:30-18:45,239.47,0,0,3.87,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,42.26,12.94,57.44,0,0,9.26,25.51,8.33,0,20.13,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,26.66,63.2,36.27,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,114.07,33.33,40.69,12.59,33.79,47.74,47.12,14.48,0,0,0,0,0,0,0

76,18:45-19:00,239.47,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,76.63,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,47.74,48.64,14.48,0,0,0,0,0,0,0

77,19:00-19:15,239.47,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,76.63,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,0,48.64,14.48,0,0,0,0,0,0,0

78,19:15-19:30,173.38,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,76.63,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,18.85,48.64,14.48,0,0,0,0,0,0,0

79,19:30-19:45,204.4,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,76.63,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

80,19:45-20:00,205.13,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,76.63,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

81,20:00-20:15,239.47,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,76.63,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

82,20:15-20:30,239.47,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,51.6,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

83,20:30-20:45,238.74,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,21.12,16.91,57.44,0,0,9.26,25.51,8.33,0,30.19,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,41.47,63.2,29.02,0,0,0,51.6,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

84,20:45-21:00,267.61,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,21.12,16.91,57.44,0,0,9.26,25.51,8.33,0,30.19,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,41.47,63.2,29.02,0,0,0,51.6,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

85,21:00-21:15,142.38,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,21.12,16.91,57.44,0,0,9.26,25.51,8.33,0,30.19,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,41.47,63.2,29.02,0,0,0,51.6,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

86,21:15-21:30,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,31.69,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,51.6,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

87,21:30-21:45,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,51.6,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

88,21:45-22:00,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,51.6,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

89,22:00-22:15,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,64.5,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

90,22:15-22:30,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,38.77,0,17.62,0,0,0,28.17,0,49.88,0,21.12,16.91,58.14,0,0,9.26,25.51,8.38,0,33.55,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,57.76,63.2,42.79,0,0,0,64.5,19.39,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,41.56,19.75,35.56,45.7,48.64,14.48,0,0,0,0,0,0,0

91,22:30-22:45,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,57.44,0,0,9.26,25.51,8.33,0,20.13,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,35.55,63.2,29.02,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

92,22:45-23:00,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,42.26,16.91,57.44,0,0,9.26,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,35.55,63.2,21.76,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

93,23:00-23:15,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,10.57,16.91,57.44,0,0,9.26,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,35.55,63.2,21.76,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

94,23:15-23:30,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,10.57,16.91,57.44,0,0,9.26,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,35.55,63.2,21.76,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

95,23:30-23:45,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,10.57,16.91,57.44,0,0,9.26,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,35.55,63.2,21.76,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

96,23:45-24:00,238.2,0,0,5.33,14.03,0,0,0,0,32.54,0,0,0,0.97,0,0,36.78,0,17.62,0,0,0,28.17,0,49.88,0,10.57,16.91,57.44,0,0,9.26,25.51,8.33,0,10.07,0,21.26,0,0,5.23,95.65,133.53,0,66.83,0,0,35.55,63.2,21.76,0,0,0,64.5,18.24,124.03,92.1,333.4,0,0.95,0,0,143.15,43.95,40.69,12.59,33.81,45.7,47.12,14.48,0,0,0,0,0,0,0

