Block,Time,PARBATI3,TANAKPUR,TANDA2,UNCHAHAR1,ANTA_LF,AURY_GF,BRBCL,KKNP,NJPC,NLCEXP,RAMPUR,SINGRAULI_HYDRO,VALLURNTECL,ANTA_GF,AURY_LF,DADRI_CRF,CHAMERA2,CHAMERA3,DHAULIGNGA,KHSTPP-I,KHSTPP-II,SALAL,SIMHST2,UNCHAHAR2,UNCHAHAR4,ANTA_CRF,DADRI_LF,CHAMERA1,FSTPP I & II,NLCTS2EXP,UNCHAHAR3,KOLDAM,NAPP,NNTPP,NTPL,RAPPB,RAPPC,RIHAND3,SINGRAULI,URI2,BSIUL,JHAJJAR,KGSU3AND4,KOTESHWR,MAPS,NLCIIST2,TALA,TALST2,URI,DADRI_RF,KGSU1AND2,KUDGI,RIHAND1,RSTPSU1TO6,RSTPSU7,SEWA2,SIMHST1,TEHRI,TelanganaSTPP,AURY_CRF,AURY_RF,DADRT2,DULHASTI,KISHANGANGA,KKNPPU2,NLCIIST1,RIHAND2,SASAN,ANTA_RF,DADRI_GF
58,14:15-14:30,17.56,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,25.28,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.82,0,30.91,93.64,0,0,92.59,0,0,5.79,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

59,14:30-14:45,17.56,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,25.99,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.82,0,30.91,93.64,0,0,92.59,0,0,5.79,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

60,14:45-15:00,17.56,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,28.05,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.82,0,30.91,93.64,0,0,92.59,0,0,5.79,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

61,15:00-15:15,3.94,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,28.05,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.82,0,30.91,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

62,15:15-15:30,3.94,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.82,0,30.91,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

63,15:30-15:45,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.23,0,39.19,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

64,15:45-16:00,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.23,0,39.19,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,46.37,0

65,16:00-16:15,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.23,0,30.91,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

66,16:15-16:30,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.23,0,30.91,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

67,16:30-16:45,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,31.03,0,413.81,0,9.66,0,0,2.92,0,27.6,93.64,0,0,92.59,0,0,11.58,0,0,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

68,16:45-17:00,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,31.03,0,413.81,0,9.66,0,0,2.92,0,27.6,93.64,0,0,92.59,0,0,11.58,0,17,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

69,17:00-17:15,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,2.92,0,27.6,93.64,0,0,92.59,0,0,11.58,0,17,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

70,17:15-17:30,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,32.17,98.87,79.38,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,2.8,0,27.6,93.64,0,0,92.59,0,0,11.58,0,17,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

71,17:30-17:45,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.01,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,2.61,0,45.27,93.64,0,0,92.59,0,0,11.58,0,17,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

72,17:45-18:00,15.46,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.01,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,2.29,0,45.27,93.64,0,0,92.59,0,0,11.58,0,17,0,0,77.21,686.07,53.79,1.44,0,0,121.71,382.5,45.18,0

73,18:00-18:15,30.92,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.01,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,2.12,0,27.6,92.08,0,0,92.59,0,0,11.58,0,34.01,0,0,77.08,686.07,53.79,1.44,0,0,121.71,382.5,45.77,0

74,18:15-18:30,54.11,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.01,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,1.86,0,27.6,92.08,0,0,92.59,0,0,11.58,0,51.01,0,0,77.08,686.07,53.79,2.88,0,0,121.71,382.5,45.77,0

75,18:30-18:45,54.11,8.33,2.89,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.6,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,413.81,0,28.98,0,0,1.55,0,27.6,92.08,0,0,92.59,0,0,17.37,0,51.01,0,0,77.08,686.07,53.79,2.88,0,0,121.71,382.5,45.77,0

76,18:45-19:00,54.11,8.33,0.12,20.96,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,43.71,1.62,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,413.81,0,42.51,0,0,1.55,0,27.6,92.08,0,0,92.59,0,0,17.37,0,68.29,0,0,77.08,686.07,54.53,4.32,0,0,121.71,382.5,46.13,0

77,19:00-19:15,54.11,8.33,0.12,20.96,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,413.81,0,42.51,0,0,7.59,0,27.6,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,686.07,54.53,4.32,0,0,121.71,382.5,46.37,0

78,19:15-19:30,54.11,8.33,0.12,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,7.62,0,27.6,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,638.65,54.53,4.32,0,0,121.71,382.5,46.37,0

79,19:30-19:45,54.11,8.33,0.12,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,8.33,0,45.27,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,638.65,54.53,4.32,0,0,121.71,382.5,46.37,0

80,19:45-20:00,30.92,8.33,0.12,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,8.37,0,45.27,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,638.65,54.53,4.32,0,0,121.71,382.5,46.37,0

81,20:00-20:15,30.92,8.33,0.12,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,8.68,0,22.08,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,638.65,54.53,4.32,0,0,121.71,382.5,46.37,0

82,20:15-20:30,30.92,8.33,0.19,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,8.82,0,22.08,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,638.65,54.53,4.32,0,0,121.71,382.5,46.37,0

83,20:30-20:45,30.92,8.33,0.19,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,8.09,0,38.64,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,638.65,54.53,4.32,0,0,121.71,382.5,46.37,0

84,20:45-21:00,30.92,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,21.46,0,0,8.23,0,38.64,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,658.65,53.79,4.32,0,0,121.71,382.5,46.37,0

85,21:00-21:15,30.92,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,19.32,0,0,8.37,0,38.64,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,658.65,53.79,4.32,0,0,121.71,382.5,46.37,0

86,21:15-21:30,30.92,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,19.32,0,0,8.53,0,38.64,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,658.65,53.79,4.32,0,0,121.71,382.5,46.37,0

87,21:30-21:45,21.08,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,34.89,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,19.32,0,0,8.64,0,38.64,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,658.65,53.79,4.32,0,0,121.71,382.5,46.37,0

88,21:45-22:00,21.08,8.33,0.19,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,23.65,0,406.41,0,42.51,0,0,8.76,0,38.64,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,658.65,54.53,4.32,0,0,121.71,382.5,46.37,0

89,22:00-22:15,21.08,8.33,0.19,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,406.41,0,42.51,0,0,9.27,0,22.08,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,668.64,54.53,4.32,0,0,121.71,382.5,46.96,0

90,22:15-22:30,21.08,8.33,0.19,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,406.41,0,42.51,0,0,9.43,0,22.08,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,668.64,54.53,4.32,0,0,121.71,382.5,46.96,0

91,22:30-22:45,21.08,8.33,0.19,20.57,0,0,20.01,0,168.66,0,3.62,0,0,0,0,0,45.65,33.74,41.42,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,42.51,0,0,9.5,0,27.6,92.08,0,0,92.59,0,0,17.37,0,70.87,0,0,77.08,668.64,54.53,4.32,0,0,121.71,382.5,46.96,0

92,22:45-23:00,21.08,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,40.4,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,406.41,0,21.46,0,0,9.55,0,27.6,92.08,0,0,92.59,0,0,17.37,0,70.09,0,0,77.08,668.64,53.79,2.88,0,0,121.71,382.5,46.96,0

93,23:00-23:15,21.08,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,40.4,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,412.81,0,9.66,0,0,3.7,0,27.6,92.08,0,0,92.59,0,0,17.37,0,51.01,0,0,77.08,668.64,53.79,1.44,0,0,121.71,382.5,48.13,0

94,23:15-23:30,21.08,8.33,0.19,20.57,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,40.4,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,29.56,0,413.81,0,9.66,0,0,3.7,0,27.6,92.08,0,0,92.59,0,0,17.37,0,51.01,0,0,77.08,668.64,53.79,1.44,0,0,121.71,382.5,48.13,0

95,23:30-23:45,21.08,8.33,0.19,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,40.4,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,27.05,5.35,44.99,0,0,0,60.68,127.6,127.75,26.6,0,413.81,0,9.66,0,0,3.7,0,19.87,92.08,0,0,92.59,0,0,17.37,0,51.01,0,0,77.08,686.07,53.79,1.44,0,0,121.71,382.5,48.13,0

96,23:45-24:00,21.08,8.33,0.19,20.96,0,0,20.01,0,167.1,0,3.54,0,0,0,0,0,44.22,32.08,40.4,33.08,98.87,79.6,0,42.4,0,0,0,42.15,20.8,0,26.42,5.35,44.99,0,0,0,60.68,127.6,127.75,26.6,0,413.81,0,9.66,0,0,3.7,0,19.87,92.08,0,0,92.59,0,0,17.37,0,51.01,0,0,77.08,686.07,53.79,1.44,0,0,121.71,382.5,48.13,0

